Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,LFHD,
585,0.0264981,0.0239862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112439,0.00799128,0.024121,0.020989,0,0.0245544,0.0324225,0.0148482,0.0393043,0.0257172,0.0363579,0.0255931,0.0166795,0.0241853,0.0237596,0.0313099,0.0263977,0.0591048,0.0189865,0.0193033,0.020382,0.0183521,0.0099335,0.0272157,0.0170036,0.00447482,0.0413099,0.0151538,0.0578282,0.018775,0.0241124,0,0,0.00785998,0,0.0186487,0.00342429,0.068802,0.0752997,0.0200698,0.0122674,0.0133621,0.0326534,0.00582525,0.0507522,0.0117854,0.00351781,0.0219885,0.0315023,0.0321436,0.033201,0.0514479,0.0099206,0.00677085,0.00865992,0.0219024,0.0300373,0,0,0,0,0,0
586,0.0265324,0.0238473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112234,0.00798308,0.024098,0.0210548,0,0.0245398,0.0324823,0.0148773,0.0393101,0.025674,0.0363881,0.0255842,0.0166848,0.0242335,0.0237595,0.0313129,0.0263903,0.0591144,0.0189849,0.0193025,0.020374,0.0183479,0.00988608,0.0272783,0.0170583,0.00457885,0.0411107,0.0154186,0.0577787,0.0187813,0.0241736,0,0,0.00801209,0,0.019007,0.00319626,0.0688232,0.0752551,0.0200884,0.0122102,0.0133578,0.0325712,0.00583118,0.0507588,0.011715,0.00350791,0.0219976,0.0315617,0.0321018,0.0332338,0.0512713,0.00974724,0.00722085,0.00874196,0.0216645,0.0300566,0,0,0,0,0,0
587,0.0266089,0.0237323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112418,0.00800463,0.0240854,0.0211433,0,0.0244468,0.0325585,0.0148751,0.0392952,0.0257302,0.0364177,0.025624,0.0167028,0.0243049,0.023787,0.0313691,0.0263923,0.0591104,0.0189776,0.019298,0.0203709,0.0183352,0.00993721,0.0273518,0.0171676,0.00467947,0.0409904,0.0153074,0.0576921,0.0187655,0.0242593,0,0,0.00828329,0,0.0188443,0.00290164,0.0688587,0.0751293,0.0200801,0.0121845,0.0133335,0.0324303,0.00581377,0.0507658,0.0117003,0.00342809,0.0219862,0.0314289,0.0320352,0.0332147,0.0511695,0.00971848,0.00721309,0.00866389,0.0214516,0.0301164,0,0,0,0,0,0
588,0.0266709,0.0236366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113675,0.00802145,0.0240798,0.0212496,0,0.0243579,0.0325951,0.014896,0.0392549,0.0258477,0.0364549,0.0257144,0.0167307,0.0243191,0.0238808,0.0315044,0.0264254,0.0591036,0.0189929,0.0193179,0.0204002,0.0183274,0.0101858,0.027578,0.0172064,0.00474961,0.0410249,0.0153769,0.0577701,0.018708,0.0243123,0,0,0.00871762,0,0.0188465,0.0026033,0.0688743,0.0752244,0.0200269,0.0121101,0.0133074,0.0322998,0.00573885,0.0507923,0.0116422,0.00332644,0.0220918,0.0312063,0.032114,0.0333369,0.0512033,0.0099113,0.00713089,0.00871944,0.0213108,0.0302116,0,0,0,0,0,0
589,0.0267162,0.0235391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115179,0.0080458,0.0240688,0.0213115,0,0.0243355,0.0326184,0.0149579,0.0392292,0.0259381,0.0364954,0.0257789,0.0167595,0.0243952,0.0239556,0.0316361,0.0264696,0.0590878,0.0190237,0.019353,0.0204256,0.0183245,0.0105199,0.0277844,0.0171829,0.00482636,0.0409092,0.0154764,0.0577416,0.0186421,0.0244309,0,0,0.00924416,0,0.0189422,0.0023449,0.0688727,0.0752708,0.0199826,0.0120632,0.0133098,0.032189,0.00568233,0.0507829,0.0116026,0.00326987,0.0221369,0.0311087,0.0320769,0.033408,0.0511311,0.0102459,0.00717846,0.00888123,0.0212246,0.0303585,0,0,0,0,0,0
590,0.0267567,0.0234153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115874,0.00806117,0.0240594,0.0212966,0,0.0243162,0.0326387,0.01502,0.0392421,0.0259629,0.0365196,0.0257892,0.0167795,0.0245823,0.0239555,0.0316504,0.0265036,0.0590758,0.0190542,0.0193811,0.020428,0.0183184,0.0107303,0.0279575,0.0171841,0.00491632,0.0405914,0.0155163,0.057527,0.0186007,0.0246335,0,0,0.00985873,0,0.0190128,0.00215681,0.0688771,0.0751828,0.0199932,0.012073,0.0133328,0.0321116,0.00567374,0.0507451,0.0115846,0.00330455,0.0220593,0.0311258,0.031951,0.0333624,0.0509294,0.0107657,0.00739246,0.00911324,0.0211389,0.0305404,0,0,0,0,0,0
591,0.0268573,0.0233228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116365,0.00808251,0.024031,0.021247,0,0.0243016,0.0326522,0.0150786,0.0392574,0.0259628,0.0365107,0.0257773,0.0167972,0.024793,0.0239417,0.031624,0.0265167,0.0590792,0.0191053,0.0194013,0.0204145,0.0183368,0.0108895,0.0280893,0.0171993,0.00499038,0.0401929,0.0155971,0.0572547,0.0185707,0.0247475,0,0,0.0106688,0,0.019121,0.00213855,0.0688935,0.0750257,0.020046,0.0121289,0.0133669,0.0321003,0.00569767,0.0506808,0.0116264,0.00339003,0.0218799,0.0312414,0.0317313,0.0332433,0.0506789,0.0115145,0.0078246,0.00944905,0.0210527,0.0307403,0,0,0,0,0,0
592,0.0270322,0.0232392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117268,0.00807731,0.024003,0.0212278,0,0.0242814,0.032637,0.0151152,0.0392657,0.02598,0.0364879,0.0257671,0.0168367,0.0249692,0.0239323,0.0315693,0.0265102,0.0591001,0.0192003,0.019413,0.0204268,0.0183563,0.0111048,0.0281129,0.0172188,0.00501669,0.0401127,0.0156786,0.0572639,0.0185381,0.024816,0,0,0.0116338,0,0.019227,0.00232419,0.0688883,0.0751433,0.0200767,0.0121147,0.0133881,0.0320882,0.00566881,0.0506733,0.0116194,0.00338999,0.0218791,0.031221,0.03166,0.0332934,0.0506818,0.0123618,0.00860777,0.00991804,0.0209448,0.0309371,0,0,0,0,0,0
593,0.0272179,0.0231857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118502,0.00808447,0.024005,0.0212485,0,0.0242303,0.0326461,0.0150887,0.0392504,0.0260439,0.0364558,0.0257428,0.0168711,0.0251894,0.0239002,0.0314864,0.0265015,0.0591204,0.0192365,0.0194325,0.0204661,0.0183741,0.0114026,0.028252,0.0172748,0.00503862,0.0403221,0.0156101,0.0575497,0.018532,0.0249182,0,0,0.0126792,0,0.0191779,0.00278075,0.0688443,0.0755201,0.0200448,0.0120514,0.0134027,0.0320263,0.00558847,0.0507243,0.0115205,0.00329295,0.0220725,0.0310735,0.031856,0.0335424,0.0509343,0.0132945,0.00959023,0.0104737,0.020852,0.0311287,0,0,0,0,0,0
594,0.0273712,0.0231594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120517,0.00809541,0.0240284,0.0213269,0,0.0241507,0.0326622,0.0150142,0.0392205,0.0260746,0.0364207,0.0257143,0.016876,0.0253841,0.0238651,0.0314469,0.0265014,0.0591379,0.0191895,0.0194557,0.0204884,0.0183792,0.0117828,0.0284239,0.0173541,0.00504016,0.040419,0.0155559,0.057752,0.0185441,0.0250201,0,0,0.0136725,0,0.0192064,0.00356173,0.0688019,0.0758709,0.0199747,0.012002,0.0133943,0.0320344,0.00557926,0.0507684,0.0114486,0.00323737,0.0222177,0.0310068,0.0320791,0.0337516,0.0511211,0.0142392,0.0107899,0.0112483,0.0208336,0.0312311,0,0,0,0,0,0
