Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,LFHD,
1455,0.0295865,0.027517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548841,0.0105437,0,0.0253985,0,0.045709,0.0357698,0.0234265,0.0504735,0.0169395,0.0340969,0.0251741,0.0199267,0.0424312,0.0081635,0.01998,0.0244038,0.0454274,0.0149376,0.0188294,0.0176884,0.017579,0.0594424,0.0289687,0.016022,0.0109161,0.0431494,0.0135564,0.0334683,0.0157652,0.0229583,0,0,0.0601927,0,0.0265201,0.0319336,0.0671213,0.0290087,0.0229299,0.0159829,0.0145668,0.0173226,0.011118,0.0528637,0.0141854,0.0126387,0.0210407,0.0274244,0.0224942,0.0212919,0.0417783,0.0580934,0.0177884,0.00492701,0.0260932,0.0296418,0,0,0,0,0,0
1456,0.031132,0.0276638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553171,0.0107835,0,0,0,0.0448658,0.036513,0.0231306,0.0503055,0.0169042,0.0340122,0.0252267,0.0204421,0.0433468,0.00824002,0.0201032,0.024469,0.0455618,0.015043,0.019067,0.0177107,0.0176542,0.0597985,0.0274196,0.0165356,0.0109549,0.043411,0.0136165,0.0334296,0.0161004,0.0240699,0,0,0.059882,0,0.0267399,0.0316719,0.0672652,0.0288488,0.0234229,0.0159319,0.0149302,0.0193829,0.0112347,0.0528061,0.0141437,0.0128402,0.0211143,0.0274691,0.0224728,0.0213763,0.0419987,0.0585524,0.0166788,0.00510643,0.0254618,0.0306622,0,0,0,0,0,0
1457,0.0325306,0.0278655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558434,0.0105294,0,0.0272296,0,0.0442678,0.0369741,0.0230384,0.0503421,0.0168628,0.0342148,0.0249942,0.0204449,0.0444818,0.00804337,0.0199293,0.0242738,0.0454674,0.0149655,0.019106,0.0176689,0.017459,0.060337,0.0263131,0.0170588,0.0105507,0.0435895,0.0135174,0.0333552,0.016097,0.0248933,0,0,0.0593746,0,0.0267288,0.0312997,0.0674093,0.0286645,0.0234796,0.0158969,0.0149325,0.0214407,0.0113365,0.0527171,0.0140917,0.0130025,0.0211611,0.0275604,0.0224463,0.0214084,0.0421709,0.0587958,0.0169617,0.00517821,0.0248348,0.0314068,0,0,0,0,0,0
1458,0.0338848,0.0280239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559615,0.0106535,0,0.0275166,0,0.0437781,0.0373442,0.0229235,0.050414,0.0168219,0.034327,0.0249992,0.0206496,0.0452737,0.00792851,0.019881,0.0242579,0.0453456,0.0148326,0.0189485,0.017656,0.0173605,0.0604245,0.0255226,0.0175474,0.0104654,0.0434313,0.0135197,0.0331645,0.0163334,0.0258915,0,0,0.0592944,0,0.0268623,0.031184,0.0675458,0.0284819,0.0236625,0.0158249,0.0150803,0.0235998,0.0113205,0.0526294,0.0140126,0.0130206,0.0210614,0.027594,0.0223436,0.0212783,0.0420244,0.059398,0.0186799,0.00545895,0.0239089,0.0322272,0,0,0,0,0,0
1459,0.0351624,0.028234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560651,0.0108293,0,0.0274149,0,0.0433118,0.0377644,0.0227155,0.050485,0.0168426,0.0344637,0.0249571,0.0209186,0.045818,0.00782701,0.019795,0.024206,0.0452462,0.0147268,0.0189413,0.0176285,0.0172601,0.0606209,0.0249965,0.0180033,0.0103825,0.0431874,0.0134655,0.0329938,0.0163097,0.0269093,0,0,0.0592878,0,0.0269771,0.0311806,0.0676105,0.0283267,0.0239174,0.0157681,0.015306,0.0255644,0.0113029,0.0525638,0.0139146,0.0130345,0.0209742,0.0276014,0.0222157,0.0211569,0.0418067,0.0600089,0.0196549,0.00572635,0.0227896,0.0330257,0,0,0,0,0,0
1460,0.0361751,0.0283251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562312,0.0110275,0,0.0273568,0,0.0427872,0.0381083,0.0225062,0.0505684,0.0167784,0.0346946,0.0250126,0.0212137,0.0459593,0.0077117,0.0197444,0.0242263,0.0451542,0.0145918,0.0189368,0.0175464,0.0171612,0.0609525,0.0246819,0.0183319,0.0104189,0.043002,0.0134053,0.0329069,0.0150424,0.0277988,0,0,0.0594001,0,0.0271571,0.0312312,0.0675821,0.0282741,0.0241374,0.0157302,0.0155536,0.0273085,0.0113269,0.052532,0.0137935,0.0130786,0.0209699,0.0275656,0.0221533,0.0211022,0.0416513,0.0606418,0.0203715,0.00597137,0.0226857,0.033663,0,0,0,0,0,0
1461,0.0369956,0.0285403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567941,0.0111974,0,0.0273898,0,0.0423219,0.0383941,0.0223385,0.0506142,0.0167658,0.0347188,0.024971,0.0212988,0.0462798,0.00766297,0.0197199,0.0242423,0.0452054,0.0145885,0.019071,0.0175719,0.0171077,0.0616307,0.0247077,0.0185823,0.0106115,0.0429226,0.013406,0.0328091,0.014768,0.0285633,0,0,0.0593033,0,0.0272784,0.0313138,0.0676533,0.0281958,0.0242731,0.0156363,0.0156057,0.0287389,0.011359,0.0524551,0.0137139,0.0131663,0.020986,0.027596,0.0221453,0.0210984,0.0415736,0.0609867,0.0203134,0.00659399,0.0226654,0.0341375,0,0,0,0,0,0
1462,0.0372945,0.0287126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574907,0.0113242,0,0.0266189,0,0.0418596,0.0386766,0.0223309,0.0507836,0.0168512,0.0340882,0.0251347,0.0205865,0.0462141,0.00772505,0.0197604,0.0244583,0.0453409,0.0146247,0.019156,0.0175897,0.0171532,0.0623038,0.024886,0.0186712,0.0108928,0.0428934,0.0134993,0.0326202,0.0263265,0.0290839,0,0,0.0594408,0,0.0277114,0.0314327,0.0680083,0.0279328,0.0240988,0.0153543,0.0148923,0.0302095,0.0111234,0.0519961,0.0133039,0.013075,0.0208573,0.0279328,0.0220551,0.0209705,0.0415131,0.061629,0.0201349,0.00738709,0.0227178,0.0341353,0,0,0,0,0,0
1463,0.0373523,0.0287102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585453,0.0115803,0,0.0260721,0,0.0415169,0.0388358,0.0224789,0.0510145,0.0170336,0.0337206,0.0252848,0.0199816,0.0461701,0.00781268,0.0197774,0.0247467,0.045567,0.0146747,0.019392,0.0176428,0.0171908,0.0635081,0.0252236,0.0186524,0.0112592,0.0428304,0.0131931,0.0325022,0,0.0293874,0,0,0.0592194,0,0.0281102,0.031395,0.0681323,0.0277482,0.0241134,0.0152372,0.0144711,0.0311614,0.0108619,0.0517964,0.0129475,0.0129951,0.0208847,0.0280628,0.0220699,0.021007,0.0413769,0.0618337,0,0.00835046,0.0225688,0.0340532,0,0,0,0,0,0
1464,0.0313406,0.0265237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596985,0.0121579,0,0.0197625,0,0.0417634,0.0398258,0.0234938,0.0522021,0.0180552,0.0309403,0.0256733,0.0170001,0.0413511,0.00828237,0.0196317,0.0253698,0.0458656,0.0146873,0.0195299,0.017913,0.0173854,0.0644879,0.0249234,0.0186174,0.0123106,0.0426342,0.0134456,0.0319778,0.10403,0.0261346,0,0,0.0579786,0,0.029153,0.031697,0.0699998,0.0268987,0.0225872,0.0136671,0.0117503,0.0300327,0.00970921,0.0494166,0.0119597,0.0118354,0.0199999,0.0299075,0.0215674,0.0201629,0.04109,0.06082,0,0.0107388,0.0244839,0.0294813,0,0,0,0,0,0
1465,0.0372518,0.0274261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059275,0.0115536,0,0.0259006,0,0.041921,0.0394881,0.0231841,0.051126,0.0169352,0.0337282,0.0253445,0.0198799,0.0444759,0.00770919,0.0197382,0.0247637,0.0454539,0.0145886,0.0194566,0.0176671,0.0170856,0.0642855,0.025441,0.0185833,0.0122123,0.0424052,0.0131948,0.0323463,0,0.0302768,0,0,0.0573706,0,0.028166,0.0311444,0.0682895,0.0276708,0.0240335,0.0150175,0.0144181,0.0336237,0.010741,0.0516803,0.012721,0.0128574,0.0205363,0.0280566,0.0217896,0.0206476,0.0409866,0.0614662,0,0.0103777,0.0206269,0.0341538,0,0,0,0,0,0
1466,0.0385404,0.0279609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587947,0.0116205,0,0.0268582,0,0.0419018,0.0396403,0.0232516,0.0510618,0.0166422,0.0342337,0.0252598,0.0205474,0.0453717,0.00748441,0.0196298,0.0245615,0.0451152,0.0143755,0.0191782,0.0175176,0.0169463,0.0637894,0.0255278,0.0184893,0.0124519,0.0419675,0.0135488,0.0322494,0.0259877,0.0313545,0,0,0.0561453,0,0.0278623,0.0309972,0.0682229,0.027767,0.0241781,0.0150769,0.0149535,0.0351616,0.010923,0.0517228,0.0128175,0.0129292,0.0201921,0.0278982,0.0215235,0.0202623,0.0406217,0.0612301,0.0150762,0.0111924,0.0199549,0.0350721,0,0,0,0,0,0
1467,0.0396289,0.0282699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058825,0.0115944,0,0.0287352,0,0.0416268,0.0396775,0.0231844,0.0510403,0.0164242,0.0349664,0.0252273,0.0214301,0.0459205,0.00734907,0.0195816,0.0245333,0.0449669,0.0142786,0.0190549,0.0173927,0.016848,0.0638199,0.0252979,0.0183706,0.0124997,0.0415125,0.0135527,0.0322163,0.0153062,0.0323716,0,0,0.0546874,0,0.0276617,0.0305419,0.0678974,0.0279961,0.0246201,0.015282,0.0158997,0.0364216,0.0111189,0.0520463,0.0129269,0.0130529,0.0201301,0.0275399,0.0214344,0.0201817,0.0402316,0.0608157,0.0151599,0.0117093,0.0191706,0.0359457,0,0,0,0,0,0
1468,0.0406436,0.0287747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592054,0.0114687,0,0.0294504,0,0.0413838,0.0396363,0.0230545,0.0510057,0.0163246,0.0350921,0.0251902,0.0217418,0.046403,0.0073306,0.0195773,0.024562,0.0449861,0.0143055,0.0190979,0.0173714,0.0168033,0.0641519,0.0249784,0.0181799,0.0124445,0.0413805,0.013525,0.0322426,0.0166605,0.0333884,0,0,0.0537299,0,0.0276371,0.0302207,0.0678949,0.0281476,0.0248669,0.0152446,0.016217,0.0378417,0.0111534,0.0520599,0.0128829,0.013061,0.02012,0.0274976,0.021473,0.0201802,0.040127,0.0608951,0.0148158,0.011928,0.0190704,0.0366011,0,0,0,0,0,0
1469,0.0412664,0.0290654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594903,0.0112799,0,0.0292947,0,0.0412249,0.039564,0.0229469,0.0509359,0.0162747,0.0350331,0.0251715,0.0218217,0.0466565,0.00735866,0.019594,0.0245737,0.0450423,0.0143483,0.0190991,0.0173862,0.0167811,0.0644683,0.0245914,0.0178946,0.0123507,0.0414843,0.0135318,0.0323847,0.0182757,0.0341282,0,0,0.0531186,0,0.0276294,0.0300747,0.0679837,0.0283357,0.0248837,0.0150147,0.0162594,0.0388966,0.0111313,0.0520166,0.0127741,0.0130377,0.0200966,0.0275421,0.0215882,0.0201798,0.0402499,0.0609502,0.0155239,0.0120516,0.0189954,0.0370418,0,0,0,0,0,0
1470,0.0414983,0.0291152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596598,0.0110298,0,0.0287503,0,0.0411904,0.0394177,0.0228596,0.0508737,0.0161899,0.0350245,0.0251695,0.0218824,0.0467057,0.0073601,0.0195854,0.0245889,0.0450811,0.0143947,0.0191251,0.0173973,0.0167523,0.0647,0.0242587,0.0175602,0.0121882,0.0416206,0.0135019,0.0325188,0.0183173,0.0345159,0,0,0.0528586,0,0.0276298,0.030026,0.0680343,0.0285231,0.0247875,0.0149081,0.0162783,0.0394176,0.0111638,0.0519675,0.0127072,0.0130635,0.0200905,0.0275758,0.0217002,0.0201818,0.0403858,0.0608299,0.0158965,0.01221,0.0188895,0.0372894,0,0,0,0,0,0
1471,0.0445596,0.0313558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628376,0.00941118,0,0.0359946,0,0.0364598,0.0367801,0.0193144,0.0488095,0.0174091,0.0308732,0.0259221,0.0286312,0.047648,0.00999262,0.0214178,0.0262938,0.0485497,0.0171863,0.0215696,0.0193112,0.0188221,0.0691492,0.0211769,0.0176632,0.00900215,0.0311396,0.0133381,0.0302985,0.0393346,0.0366994,0,0,0.052359,0,0.0260827,0.0291735,0.0668664,0.0306602,0,0.0133253,0.036194,0.0373221,0.00879727,0.0512057,0.0122413,0.00836853,0.0148221,0.0266153,0.0177423,0.0156483,0.0313001,0.0593476,0.0155467,0.0111593,0.0206856,0.0400891,0,0,0,0,0,0
1472,0.0422941,0.0299452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599202,0.010648,0,0.0290303,0,0.0412195,0.0386008,0.0222882,0.0508332,0.0160295,0.0351245,0.0251164,0.0220566,0.0478639,0.00733721,0.019539,0.0246082,0.0451283,0.014431,0.0191156,0.017341,0.0166749,0.0650963,0.0251764,0.0166645,0.0115191,0.0418866,0.0133624,0.0326942,0.0178679,0.0348682,0,0,0.0528111,0,0.0277449,0.0297059,0.0680036,0.0287853,0.0250159,0.0149995,0.0163097,0.0391852,0.0112865,0.0520188,0.0127624,0.0132249,0.0202015,0.027562,0.0216766,0.0202793,0.0406263,0.060236,0.0156878,0.0125567,0.0198243,0.0378646,0,0,0,0,0,0
1473,0.0418878,0.0295108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601392,0.0100115,0,0.0293293,0,0.0416841,0.0384843,0.0223835,0.0508657,0.0159468,0.03521,0.0251297,0.0219193,0.0471919,0.00727815,0.0195014,0.0246044,0.0450563,0.0143708,0.0191207,0.0173163,0.0166096,0.0653139,0.0251264,0.0162185,0.0114389,0.0419798,0.0134631,0.0328472,0.0176623,0.0346963,0,0,0.0531706,0,0.0279268,0.0298679,0.0680358,0.0289672,0.0256417,0.0151038,0.0160523,0.0392785,0.0113488,0.0519815,0.0128318,0.0132866,0.0202187,0.0275874,0.021744,0.0203032,0.0407753,0.060296,0.0154861,0.0124254,0.0197031,0.0376417,0,0,0,0,0,0
1474,0.041172,0.0288981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602361,0.0093936,0,0.0290305,0,0.0424734,0.0383653,0.0227038,0.0508803,0.0158809,0.0352678,0.0251369,0.0218147,0.0464459,0.00723081,0.0194885,0.0245879,0.0450025,0.0143408,0.0191202,0.0173054,0.0165721,0.0654311,0.0250806,0.0158219,0.0113679,0.042078,0.0135249,0.0328836,0.0174837,0.0342684,0,0,0.0532254,0,0.0279321,0.0300398,0.0680964,0.029005,0.0258406,0.0152541,0.0158448,0.0388776,0.011471,0.0519598,0.0128664,0.0134182,0.0202734,0.0276242,0.0217618,0.0203346,0.0409015,0.0600658,0.0157411,0.0126223,0.0194107,0.0372962,0,0,0,0,0,0
1475,0.0430319,0.0297834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633569,0.00796347,0,0.0359399,0,0.0385223,0.0357957,0.0198073,0.0488491,0.0172627,0.0309485,0.0259125,0.0283558,0.0451964,0.00991607,0.0213418,0.026324,0.0484997,0.017127,0.0215853,0.0192772,0.0187285,0.0697687,0.0214849,0.01616,0.00839758,0.0310982,0.013567,0.0304923,0.0390255,0.0361208,0,0,0.0520338,0,0.0263347,0.028897,0.0667815,0.031095,0,0.0135282,0.0358236,0.0364489,0.00887162,0.0512407,0.0122425,0.00845904,0.0148425,0.0265564,0.0177119,0.0156578,0.0313862,0.0582722,0.0158152,0.011591,0.0202474,0.0396283,0,0,0,0,0,0
1476,0.0404689,0.0288182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598509,0.0087418,0,0.0281825,0,0.0461616,0.0375848,0.0243947,0.050773,0.0159545,0.0351151,0.0250341,0.0215442,0.0458652,0.00727209,0.0194561,0.0245339,0.0450324,0.0143933,0.0191734,0.0173687,0.0166199,0.0651638,0,0.0156317,0.0113366,0.0418785,0.0135479,0.0328911,0.0171098,0.0335373,0,0,0.0514682,0,0.0275913,0.0292058,0.0679387,0.0291559,0.0249972,0.0151685,0.015559,0.0370993,0.0114761,0.0520426,0.0128337,0.0134261,0.0201979,0.0275104,0.0216633,0.0202421,0.0407492,0.0582574,0.0158041,0.0127703,0.0201073,0.0370578,0,0,0,0,0,0
1477,0.0392437,0.0276021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601228,0.00807719,0,0.0282992,0,0.0455659,0.037613,0.0239047,0.0508261,0.0160565,0.0350954,0.024969,0.0217388,0.0441225,0.00727146,0.0193936,0.0245067,0.0450235,0.0144305,0.0193005,0.0173806,0.0165886,0.0653988,0.0254602,0.0145002,0.0112209,0.041744,0.0136033,0.0328747,0.0173279,0.0331221,0,0,0.0515767,0,0.0275549,0.0294129,0.0679284,0.0292036,0.0246258,0.0150366,0.0158402,0.036772,0.0113724,0.0519638,0.0128088,0.0133031,0.0200938,0.0275402,0.0215829,0.0201268,0.040687,0.058196,0.015421,0.0128662,0.0192892,0.0364817,0,0,0,0,0,0
1478,0.0382324,0.0268286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601277,0.00752778,0,0.0280469,0,0.0463357,0.0374816,0.0242216,0.0508496,0.0159714,0.0351769,0.0250338,0.0217794,0.0431768,0.00725723,0.0193991,0.0245698,0.0450596,0.0143741,0.0192482,0.0173075,0.0165584,0.0654105,0.0275253,0.0138558,0.0113934,0.0419046,0.0137222,0.0330102,0.0172895,0.0325254,0,0,0.0514013,0,0.02744,0.0293869,0.0679816,0.0293649,0.0248733,0.0150017,0.0157948,0.0359709,0.0114033,0.0519307,0.0127297,0.0132998,0.0201384,0.0276118,0.021658,0.0201704,0.0408646,0.0577811,0.0151209,0.0129452,0.0191117,0.0359442,0,0,0,0,0,0
1479,0.0371291,0.0259797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600388,0.00714112,0,0.0278309,0,0.0471449,0.0373744,0.0245637,0.0508783,0.0159481,0.0351912,0.0250986,0.021768,0.0421524,0.00727657,0.0194237,0.0246261,0.0451124,0.014351,0.0192053,0.0173111,0.0165596,0.0653806,0.028871,0.0133925,0.0117191,0.0419027,0.0138092,0.0330921,0.0173113,0.031888,0,0,0.051176,0,0.0272634,0.0294671,0.0679752,0.02955,0.0246601,0.0149246,0.0158077,0.0350188,0.0113683,0.0519022,0.0126211,0.0131869,0.0200856,0.0276762,0.0217076,0.0201383,0.0408967,0.0572371,0.0148115,0.0130589,0.0190197,0.0353825,0,0,0,0,0,0
1480,0.0231851,0.0190508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657213,0.00745359,0,0.0292243,0,0.0405655,0.034822,0.0208337,0.0561491,0.0136148,0,0.0244973,0.0259836,0.0315536,0.00348053,0.0176018,0.0225972,0.0382717,0.00898109,0.0190864,0.014222,0.0107889,0.0712893,0.022127,0.0141492,0.00947564,0.0506614,0.0140914,0.051562,0.013107,0.0189673,0,0,0.0471038,0,0.024172,0.0260905,0,0.0620384,0.0174448,0.0148535,0.0134551,0.0248414,0.0190021,0.0440292,0.0173101,0.0128069,0.0205761,0.0328297,0.0302911,0.0281582,0.0578739,0.0494283,0.0148563,0.0106609,0.0160979,0.023966,0,0,0,0,0,0
1481,0.0351356,0.024439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598856,0.00696137,0,0.027612,0,0.0483866,0.0369582,0.0251049,0.0508892,0.0160146,0.0348863,0.0251094,0.0212818,0.040037,0.00741251,0.0194808,0.0246577,0.0452429,0.0144292,0.0191399,0.0173853,0.0166771,0.0652202,0.0297355,0.0125905,0.012942,0.0411504,0.0138339,0.0327773,0.0170736,0.0308367,0,0,0.0517278,0,0.0270681,0.0302126,0.0678774,0.0294573,0.0240802,0.0148287,0.0156424,0.0335691,0.0112578,0.0518778,0.0125677,0.0129017,0.019709,0.0275186,0.0213903,0.019743,0.0402093,0.0569316,0.0141721,0.0130006,0,0.0345349,0,0,0,0,0,0
1482,0.03424,0.0239531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599524,0.00684127,0,0.0284082,0,0.0487198,0.0369088,0.0253077,0.0509528,0.0160245,0.0348583,0.0250956,0.0215147,0.03948,0.00743925,0.0194753,0.0246546,0.0452679,0.0144227,0.0191743,0.0174232,0.0166936,0.0653335,0.0301046,0.0123309,0.0133498,0.0407703,0.0139362,0.0323953,0.0174242,0.0302311,0,0,0.0514279,0,0.0266603,0.0304133,0.0679085,0.0290424,0.0240648,0.0148231,0.0160279,0.0320588,0.0112452,0.0518211,0.0126096,0.0129321,0.0195458,0.0274151,0.0210718,0.0195201,0.0398759,0.0559573,0.0142072,0.0133956,0.0187475,0.0341758,0,0,0,0,0,0
1483,0.0336192,0.0234401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600165,0.00679042,0,0.0287012,0,0.0488553,0.0368349,0.0254248,0.0509335,0.0159978,0.0348118,0.0250988,0.021607,0.0388822,0.00748674,0.0195159,0.0246466,0.0453223,0.0144547,0.0192738,0.0174552,0.0167389,0.0653852,0.030147,0.0121641,0.0136296,0.0405314,0.0141276,0.0322193,0.0176355,0.0299233,0,0,0.0513876,0,0.0264604,0.0307046,0.0678736,0.0288719,0.0240305,0.0148414,0.0162198,0.0312211,0.0112661,0.0518412,0.0125753,0.0129393,0.019467,0.0273041,0.020891,0.0194101,0.0396637,0.0553637,0.0138234,0.0137629,0.018552,0.0339821,0,0,0,0,0,0
1484,0.0330526,0.022901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600266,0.00680952,0,0.0287609,0,0.0488637,0.036662,0.0254161,0.0508909,0.0159878,0.0347961,0.0251002,0.0216678,0.0381991,0.00751441,0.0195588,0.0246127,0.045369,0.0144997,0.0193459,0.0174675,0.0167672,0.0654632,0.0299242,0.0120306,0.013826,0.0403087,0.0141391,0.0320687,0.0178853,0.0296451,0,0,0.0515724,0,0.0262638,0.0310042,0.0678133,0.0287407,0.023833,0.0148575,0.016469,0.0305819,0.0112876,0.051852,0.0125774,0.0129044,0.0193496,0.0272039,0.0207423,0.019276,0.0394485,0.055036,0.0134105,0.0140894,0.0184233,0.0337948,0,0,0,0,0,0
1485,0.0256686,0.0195249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059914,0.00709587,0,0.0281201,0,0.04773,0.0363836,0.0244708,0.0507383,0.0159974,0.0344432,0.0251861,0.0212805,0.0361647,0.00767127,0.0197029,0.0246407,0.0454968,0.0145882,0.0193466,0.0175154,0.0169036,0.0653545,0.0290527,0.0119283,0.0135258,0.0395935,0.0143696,0.0317182,0.0180674,0.0274413,0,0,0.0285435,0,0.0252106,0.0175515,0.0677043,0.0285955,0.0229426,0.0148022,0.0165541,0.0136003,0.0111856,0.0518221,0.0125832,0.0126663,0.0189245,0.0270348,0.0203562,0.0188118,0.0387767,0.02579,0.0132189,0.0114385,0.0200227,0.0312823,0,0,0,0,0,0
1486,0.0253108,0.0194498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599863,0.00714139,0,0.0277803,0,0.0477337,0.0362487,0.0245468,0.0505992,0.0159728,0.0343851,0.0251456,0.021386,0.0360403,0.00769246,0.0197464,0.0245894,0.0455878,0.0147171,0.0194427,0.0176474,0.0169006,0.0655232,0.0290978,0.0120049,0.0136433,0.039448,0.014292,0.0316617,0.0186244,0.0273941,0,0,0.0279802,0,0.0250071,0.0172197,0.0677297,0.028639,0.0219873,0.014774,0.0171052,0.0125398,0.011154,0.051756,0.0125576,0.0125668,0.018814,0.0270784,0.0202701,0.0186918,0.0386435,0.0246608,0.0125445,0.0117237,0.0201021,0.0312749,0,0,0,0,0,0
1487,0.0250682,0.0193437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601781,0.00714469,0,0.0276736,0,0.0474532,0.0362362,0.0244579,0.0505783,0.0158995,0.0343557,0.0251577,0.0214749,0.0356697,0.00771592,0.0198339,0.0245862,0.045641,0.0147752,0.01954,0.0176705,0.0169226,0.0658684,0.0292524,0.0121094,0.0135349,0.039622,0.0143997,0.0317716,0.0184971,0.0272813,0,0,0.0273576,0,0.0250421,0.0169379,0.0678435,0.0287499,0.0221373,0.0147471,0.0170903,0.0120222,0.0111696,0.0516856,0.0125601,0.0125794,0.0188995,0.0271556,0.0203469,0.0187901,0.0388026,0.0237095,0.0120318,0.0120887,0.0200494,0.0311888,0,0,0,0,0,0
1488,0.0249347,0.019183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604147,0.00726263,0,0.027704,0,0.0471997,0.0362259,0.0244073,0.0506045,0.0158723,0.0344352,0.0251665,0.0215605,0.0354632,0.00771738,0.0198739,0.0245963,0.0456451,0.0147509,0.0195897,0.0176525,0.0169018,0.066075,0.0294034,0.0122138,0.0134535,0.0395331,0.0144796,0.0317386,0.0186181,0.0271573,0,0,0.0267246,0,0.0250876,0.0166001,0.0678149,0.0287472,0.0222095,0.0147463,0.0172089,0.0116054,0.0111823,0.051699,0.0125903,0.0125789,0.0188929,0.0271344,0.0203237,0.0187715,0.0387242,0.0228659,0.0116553,0.0124373,0.0199755,0.0311697,0,0,0,0,0,0
1489,0.0248885,0.0190703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606901,0.00739412,0,0.0276522,0,0.0469261,0.0361974,0.0243682,0.0506093,0.0158151,0.0345122,0.0251644,0.0216782,0.0353624,0.00771707,0.019869,0.0245862,0.0456414,0.0147405,0.0196322,0.0176076,0.0168936,0.0663199,0.0295357,0.012315,0.0133185,0.0392396,0.0144047,0.0316582,0.0190228,0.0270491,0,0,0.0259804,0,0.0250325,0.0161893,0.0677585,0.0287294,0.0219593,0.0147406,0.0175796,0.0111766,0.0111682,0.0517114,0.0126141,0.0125235,0.0187576,0.0270739,0.0201971,0.018631,0.0384755,0.021969,0.0111837,0.0126622,0.0199037,0.0311894,0,0,0,0,0,0
1490,0.0287592,0.0211339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634084,0.00705907,0,0.0347556,0,0.0425311,0.0343172,0.0214225,0.0489954,0.0171078,0.0306796,0.0259148,0.0275809,0.0364984,0.0100627,0.0214608,0.026108,0.0486618,0.0171611,0.0216859,0.0193515,0.0187731,0.0701183,0.0273207,0.0133648,0.0106901,0.0303667,0.0141465,0.029926,0.0370455,0.0305597,0,0,0.0218587,0,0.0237619,0.0126282,0.0669484,0.0307125,0,0.0133164,0.0344067,0.0101682,0.00909248,0.0509201,0.012127,0.00855199,0.0143809,0.0265177,0.0171029,0.0151364,0.0307902,0.0186234,0.00992037,0.0107673,0.0209647,0.035023,0,0,0,0,0,0
