Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,RTOE,x73,x74,REAR
749,0.0130557,0.0250319,0,0,0,0,0,0,0.0592278,0.0256404,0.0197036,0.0110403,0,0,0.0240232,0,0.0425789,0.0115997,0.0513366,0.0287188,0.0137581,0.0457132,0.0171033,0.0246774,0.0317929,0.0665538,0.0370755,0.0681723,0.0367722,0.0202311,0.0161823,0.0375849,0.0449484,0.0210928,0.0434706,0.00495348,0.00774378,0.0299357,0.00349896,0.00963842,0.0165142,0,0.0306939,0,0.0257229,0.020211,0.0317907,0.00572252,0.0258538,0.00138999,0.0179595,0.0352863,0.00209718,0.0157016,0.00333791,0.00186886,0.00168416,0.0178443,0.00259391,0.0028728,0.0255513,0.004597,0.00668054,0.021019,0.0102788,0,0,0,0,0,0,0.00716733,0,0,0
750,0.0113076,0.0253049,0,0,0,0,0,0,0.0591342,0.0257186,0.0197471,0.0113424,0,0,0.0252003,0,0.0425946,0.0120492,0.05145,0.0284812,0.013884,0.0457557,0.0177302,0.0254423,0.0317079,0.0664971,0.0370745,0.0682216,0.0367177,0.0201029,0.016193,0.0375493,0.0445721,0.0221331,0.0436087,0.00476264,0.00847812,0.029829,0.00427001,0.0102104,0.0136074,0,0.0322565,0,0.0259113,0.0213239,0.0316649,0.00721757,0.0256828,0.00109762,0.0186837,0.0331963,0.00264785,0.0160426,0.00393664,0.00229051,0.00251834,0.0173603,0.00276249,0.00367077,0.0258899,0.00438015,0.00662466,0.0217991,0.00869104,0,0,0,0,0,0,0.00850826,0,0,0
751,0.0107602,0.0253139,0,0,0,0,0,0,0.0590661,0.0258426,0.0198692,0.0114831,0,0,0.0261754,0,0.0426641,0.0124704,0.0515813,0.0280858,0.0138491,0.0458534,0.0179846,0.0258128,0.0316823,0.066506,0.0371772,0.0683961,0.0366956,0.0200906,0.0161911,0.0375171,0.0442123,0.0229939,0.0437323,0.00476699,0.00947503,0.0298807,0.00452138,0.0105646,0.0134106,0,0.0329088,0,0.0258401,0.021684,0.0314535,0.0082186,0.0256286,0.00112559,0.0190968,0.0331863,0.00316287,0.0163593,0.00452922,0.0027998,0.00314835,0.0168474,0.00302025,0.00436777,0.0262698,0.00427784,0.00652369,0.0213909,0.00861621,0,0,0,0,0,0,0.0099833,0,0,0
752,0.0105053,0.025235,0,0,0,0,0,0,0.0588262,0.0259511,0.0197846,0.0115914,0,0,0.0272354,0,0.0427056,0.0129575,0.0516432,0.0285052,0.0137832,0.0459056,0.0181574,0.0261519,0.0316116,0.0664712,0.037248,0.068566,0.0367042,0.0201263,0.0161534,0.0375497,0.0436829,0.0239248,0.0438582,0.00482613,0.0106448,0.0299269,0.00473038,0.0108295,0.0132566,0,0.0334701,0,0.0257641,0.0219928,0.031306,0.00934187,0.0256086,0.00118941,0.019488,0.033196,0.0037,0.0167458,0.00520964,0.00333725,0.00380422,0.0163006,0.0034396,0.00510804,0.0265522,0.00423613,0.00637661,0.0210138,0.00839394,0,0,0,0,0,0,0.0118434,0,0,0
753,0.0104826,0.025064,0,0,0,0,0,0,0.0585448,0.0260253,0.0196898,0.0116732,0,0,0.0282801,0,0.0427184,0.0134476,0.0516214,0.0287214,0.0137103,0.0458922,0.0182997,0.0262644,0.0314894,0.0663622,0.03724,0.0686719,0.0366691,0.0201223,0.016108,0.0375668,0.0430655,0.0247447,0.0439488,0.00484964,0.0118849,0.0299923,0.0051319,0.0109978,0.0132338,0,0.0341495,0,0.0256878,0.0223274,0.0312207,0.0106168,0.0256366,0.00131923,0.019889,0.0333812,0.00420564,0.0171402,0.00598667,0.00391203,0.00449706,0.0157747,0.00398476,0.00586237,0.0269463,0.0041609,0.00636661,0.020655,0.00812314,0,0,0,0,0,0,0.0138006,0,0,0
754,0.0103271,0.0247732,0,0,0,0,0,0,0.0583416,0.0261073,0.019646,0.0117273,0,0,0.0293925,0,0.0427297,0.0139868,0.0516144,0.0286702,0.0136014,0.0458319,0.018487,0.0262038,0.0312922,0.0661999,0.0371967,0.0687309,0.0365908,0.0201157,0.0160822,0.0375737,0.0423697,0.0255723,0.0440325,0.00487232,0.0131547,0.0300793,0.00548342,0.0111431,0.0131878,0,0.0347993,0,0.0256296,0.0225311,0.0310904,0.0119642,0.0256897,0.00153001,0.0203278,0.0335367,0.00468025,0.0175726,0.00682362,0.00452677,0.00514849,0.0153709,0.00456102,0.0065947,0.0273084,0.00401948,0.0063857,0.0203289,0.00776078,0,0,0,0,0,0,0.0157645,0,0,0
755,0.0099302,0.0243634,0,0,0,0,0,0,0.0583047,0.0261745,0.019778,0.0117253,0,0,0.0305408,0,0.0427326,0.0145382,0.0516585,0.0284302,0.0134682,0.0458793,0.0186976,0.0260451,0.0311827,0.066092,0.037178,0.0688845,0.0365607,0.0201497,0.0161416,0.0375954,0.0418345,0.026435,0.0441118,0.00489607,0.0144019,0.030161,0.00568414,0.0112321,0.0131515,0,0.0354218,0,0.0255611,0.0227291,0.0309728,0.0129227,0.0258098,0.00163606,0.0207793,0.0336896,0.0051415,0.0180392,0.00762642,0.00521728,0.00566601,0.0151304,0.00503215,0.00722043,0.0276372,0.00383611,0.00633725,0.0200477,0.00749627,0,0,0,0,0,0,0.017639,0,0,0
756,0.00912369,0.0240864,0,0,0,0,0,0,0.058317,0.0262287,0.0199821,0.0117328,0,0,0.0317368,0,0.0427626,0.0150806,0.0517789,0.0281625,0.0133062,0.0460176,0.0187949,0.0258282,0.0311211,0.0660206,0.0371822,0.0691604,0.0366572,0.0202383,0.0162597,0.0376538,0.0414015,0.0273086,0.0442033,0.00494171,0.0153127,0.0302283,0.00575661,0.0113145,0.0131728,0,0.0360623,0,0.025468,0.0229734,0.0309106,0.0132743,0.0258621,0.00150752,0.0211103,0.0338928,0.00561912,0.0184363,0.00847114,0.00585998,0.00596551,0.0147165,0.00528865,0.00773415,0.0280235,0.0037279,0.00626521,0.0196442,0.00736433,0,0,0,0,0,0,0.019251,0,0,0
757,0.00912765,0.0238429,0,0,0,0,0,0,0.0581791,0.0263143,0.0199874,0.0116846,0,0,0.0329494,0,0.042849,0.0155989,0.0519708,0.0286767,0.0131115,0.0460812,0.018837,0.0257169,0.0309693,0.0658487,0.037109,0.0694317,0.0367484,0.0203104,0.0164816,0.037744,0.0408386,0.0281801,0.0443291,0.00498199,0.015787,0.0302889,0.00577526,0.0113635,0.0132228,0,0.0366302,0,0.0253667,0.0231813,0.0308318,0.0136157,0.0259587,0.00149659,0.0214259,0.0340466,0.00604216,0.0187273,0.00918995,0.00637436,0.00629309,0.0147632,0.00541436,0.00836746,0.0283602,0.00368365,0.00617993,0.0192148,0.00727348,0,0,0,0,0,0,0.0204782,0,0,0
758,0.00940141,0.0235277,0,0,0,0,0,0,0.0580934,0.0263557,0.0199091,0.0115798,0,0,0.0339153,0,0.042976,0.0158952,0.0521386,0.0289443,0.0128901,0.0460752,0.0188644,0.0255995,0.0308153,0.0657091,0.0370021,0.0696571,0.036745,0.0203308,0.016682,0.03782,0.0403353,0.0289047,0.0444254,0.00492255,0.0160086,0.030363,0.00577689,0.0114035,0.0135179,0,0.0372686,0,0.0252626,0.02343,0.0307569,0.0141564,0.0260922,0.00173572,0.0217728,0.0345597,0.00639709,0.0189863,0.00956607,0.00673181,0.00668982,0.0150453,0.00543427,0.00908264,0.028821,0.00366742,0.00617712,0.018661,0.00738199,0,0,0,0,0,0,0.021094,0,0,0
759,0.0092556,0.0232259,0,0,0,0,0,0,0.058198,0.0263891,0.0197714,0.0115197,0,0,0.0347353,0,0.0431106,0.0160808,0.0522923,0.0286972,0.0127048,0.0460643,0.0188691,0.0256208,0.0306804,0.0655655,0.0369081,0.0698535,0.0367422,0.0203647,0.0167666,0.0378609,0.0399878,0.0295209,0.0445065,0.0048977,0.0161187,0.030421,0.00586431,0.0114279,0.0139192,0,0.0377349,0,0.0251244,0.0236626,0.0307287,0.0147068,0.0262916,0.00206273,0.0221519,0.0351349,0.00668624,0.0192398,0.00967987,0.00690791,0.00706363,0.0154292,0.00547922,0.00967823,0.0292673,0.00369171,0.00621782,0.018074,0.00744398,0,0,0,0,0,0,0.0212218,0,0,0
760,0.00912334,0.0228901,0,0,0,0,0,0,0.0582784,0.0264005,0.0197953,0.0114892,0,0,0.0354077,0,0.0432209,0.016187,0.0523997,0.0282689,0.0125871,0.0461157,0.0189329,0.0257419,0.0305547,0.0654324,0.0368166,0.0699731,0.0368172,0.0204325,0.0168162,0.0378688,0.0397964,0.0300823,0.0446368,0.00491188,0.0161469,0.0304867,0.0058868,0.0114391,0.0145752,0,0.0378236,0,0.0249302,0.0236943,0.0307239,0.0147722,0.0264819,0.00226,0.0225216,0.0358041,0.00692696,0.0193882,0.00960938,0.00695442,0.00724572,0.015747,0.00548822,0.00991978,0.029749,0.00372515,0.00622832,0.0175268,0.00769442,0,0,0,0,0,0,0.0212996,0,0,0
761,0.00840293,0.021932,0,0,0,0,0,0,0.0581777,0.0264729,0.0197606,0.0115833,0,0,0.0369531,0,0.043248,0.0167573,0.052415,0.0287609,0.0126168,0.0461272,0.0192049,0.0255923,0.0303794,0.0652616,0.0366855,0.0700511,0.036951,0.0205568,0.0169379,0.0379441,0.0396751,0.0310037,0.0447127,0.00485471,0.0161175,0.0305332,0.00572815,0.01151,0.0147474,0,0.0386196,0,0.0249247,0.0240381,0.0307358,0.0146257,0.0266428,0.00243207,0.0229774,0.0363447,0.00713146,0.0194643,0.00946789,0.006916,0.00724868,0.0158515,0.00534646,0.00992396,0.030272,0.0038494,0.0062667,0.016548,0.00791011,0,0,0,0,0,0,0.0213802,0,0,0
762,0.00807841,0.0231864,0,0,0,0,0,0,0.0582771,0.0264306,0.0199256,0.0116134,0,0,0.0362242,0,0.0435462,0.0164104,0.0524604,0.0285622,0.0126405,0.0462312,0.0192941,0.0267592,0.0303256,0.0651741,0.0366623,0.0701666,0.0370227,0.0206791,0.0170619,0.0380059,0.039836,0.030943,0.0447649,0.00480212,0.0160155,0.0304716,0.00538223,0.0115439,0.0134708,0,0.0391908,0,0.0249782,0.0244069,0.0307094,0.01448,0.0266975,0.00248041,0.0232052,0.0350992,0.00729664,0.0195601,0.00928414,0.00684153,0.00700485,0.0158823,0.00517631,0.00958464,0.0302172,0.0038727,0.00620115,0.0184401,0.00810686,0,0,0,0,0,0,0.0214784,0,0,0
763,0.00763436,0.0233348,0,0,0,0,0,0,0.0584145,0.0264495,0.0201728,0.0116469,0,0,0.0368766,0,0.0436638,0.0167729,0.0524337,0.0281242,0.0126674,0.0463178,0.019456,0.026984,0.0303107,0.0651032,0.0366298,0.0701905,0.0370627,0.020774,0.0171123,0.038041,0.0401566,0.0316337,0.0448307,0.00475256,0.0161074,0.0304568,0.00518942,0.0115538,0.0129462,0,0.0397238,0,0.0249935,0.0246736,0.03067,0.0140817,0.0268023,0.00249345,0.02348,0.0349434,0.00736721,0.019595,0.00900885,0.00674583,0.00672984,0.0160731,0.00505718,0.00919098,0.0304744,0.00385949,0.00611294,0.0185814,0.0077467,0,0,0,0,0,0,0.021441,0,0,0
764,0.0070453,0.0232264,0,0,0,0,0,0,0.0585175,0.0264942,0.0204922,0.0117012,0,0,0.0376674,0,0.0437793,0.017132,0.0523237,0.0279585,0.0127166,0.0464303,0.0195887,0.0271214,0.0303541,0.0650815,0.0365815,0.0702698,0.0372116,0.0208952,0.0171181,0.0381094,0.0406536,0.0323811,0.0449225,0.0046912,0.0160362,0.0304432,0.00500336,0.0115038,0.012562,0,0.0401752,0,0.0250039,0.0249237,0.0306367,0.0135031,0.0269454,0.00258453,0.0236984,0.0349178,0.00742524,0.019597,0.00870838,0.00663932,0.00649908,0.0164214,0.0049267,0.00883671,0.030792,0.00385831,0.00609095,0.0185588,0.00706625,0,0,0,0,0,0,0.0212788,0,0,0
765,0.00863737,0.0190876,0,0,0,0,0,0,0.0586182,0.0266473,0.0206606,0.0117641,0,0,0.0422785,0,0.0434409,0.019103,0.0522644,0.0285365,0.0128096,0.0466094,0.0199527,0.0242683,0.0303909,0.0651311,0.0365588,0.0704335,0.0374293,0.0211059,0.017278,0.0382505,0.0413468,0.0343799,0.0450665,0.00474776,0.0158984,0.0308042,0.00479299,0.0113697,0.0181776,0,0.0395713,0,0.0245187,0.0238133,0.0307519,0.0131228,0.0272759,0.00260082,0.0241227,0.0406511,0.00739536,0.0195887,0.00842807,0.00652869,0.00632484,0.0167425,0.0047104,0.00858283,0.0325254,0.00426686,0.00637017,0.0122237,0.0112942,0,0,0,0,0,0,0.0211187,0,0,0
766,0.0088473,0.0182102,0,0,0,0,0,0,0.058738,0.0266485,0.0206125,0.0118184,0,0,0.0436426,0,0.0434992,0.0196416,0.0522442,0.0292826,0.0128908,0.0466896,0.0201914,0.0238389,0.0303845,0.0650939,0.0364854,0.0705582,0.037626,0.0213009,0.0174773,0.0383769,0.0418792,0.0351326,0.0451751,0.00466232,0.0153153,0.0308517,0.00442782,0.0112765,0.019106,0,0.0395905,0,0.0244135,0.0235768,0.0308461,0.0128392,0.0274756,0.00277244,0.0244295,0.041916,0.00740856,0.0196305,0.00815568,0.00645858,0.00621399,0.0171406,0.00440997,0.00839604,0.0331268,0.0043987,0.0063708,0.0113327,0.0120009,0,0,0,0,0,0,0.0209787,0,0,0
767,0.00920153,0.017261,0,0,0,0,0,0,0.0589198,0.0266937,0.020625,0.0119123,0,0,0.044944,0,0.0435759,0.0201533,0.0522033,0.0297318,0.0129585,0.0467565,0.0203777,0.0234335,0.0304004,0.0650582,0.0364569,0.0706899,0.0377138,0.0215089,0.0176989,0.0384784,0.042361,0.0358196,0.0452597,0.00460004,0.0146326,0.0308801,0.00409732,0.0111972,0.0200055,0,0.0395687,0,0.0243136,0.0232865,0.030978,0.0124797,0.0276731,0.00309965,0.0247083,0.0431579,0.00741982,0.0195759,0.00785479,0.0064186,0.00616465,0.0175513,0.00415232,0.00827982,0.033635,0.00453911,0.00631784,0.0106607,0.0126887,0,0,0,0,0,0,0.0205763,0,0,0
768,0.00945342,0.0164237,0,0,0,0,0,0,0.0589648,0.0267438,0.0206988,0.0120002,0,0,0.0462278,0,0.0436917,0.0205813,0.0521534,0.0300499,0.0130172,0.046856,0.020475,0.023056,0.0304557,0.0650182,0.0364092,0.0708093,0.0377375,0.0216778,0.017987,0.0385774,0.0428199,0.0363703,0.0453289,0.00457004,0.0140923,0.0308892,0.0038057,0.0111409,0.0208192,0,0.0394974,0,0.024226,0.0229878,0.0312255,0.012091,0.0278706,0.00347828,0.0249532,0.044306,0.00744453,0.0194472,0.00748774,0.00641916,0.00611724,0.0179889,0.00394307,0.00817481,0.0339876,0.00467427,0.00639956,0.0102278,0.0135043,0,0,0,0,0,0,0.0200045,0,0,0
769,0.00966639,0.0160757,0,0,0,0,0,0,0.0589441,0.0267396,0.0207292,0.0120983,0,0,0.047073,0,0.0438225,0.0207632,0.05213,0.0303645,0.0130466,0.0469629,0.020449,0.022556,0.0304608,0.0649926,0.0363537,0.0708969,0.0378248,0.0218153,0.0181996,0.0386361,0.0432692,0.03677,0.0453798,0.00444601,0.0136343,0.0309433,0.0036302,0.0110829,0.0219879,0,0.0395579,0,0.0241281,0.0228692,0.0315224,0.0117064,0.028046,0.00385497,0.0251239,0.0459661,0.007491,0.0192582,0.00713419,0.0064598,0.00603938,0.0184416,0.00369265,0.00800395,0.0346824,0.00484727,0.0065333,0.0104552,0.0142731,0,0,0,0,0,0,0.0195421,0,0,0
770,0.0100748,0.0158579,0,0,0,0,0,0,0.0590836,0.0267704,0.0207704,0.0123013,0,0,0.0479108,0,0.0439482,0.0210135,0.0521048,0.0307384,0.0131213,0.047056,0.0204422,0.0220265,0.0304813,0.0649575,0.0362922,0.0709485,0.0378847,0.0219579,0.0183508,0.0386852,0.0438087,0.0370624,0.045451,0.00431664,0.0132007,0.0309986,0.00357062,0.011047,0.0231036,0,0.0395826,0,0.0240424,0.0226738,0.0317807,0.0112907,0.0282274,0.00415893,0.02536,0.0476262,0.00748932,0.0190921,0.00685624,0.00651441,0.00594402,0.0188986,0.00343436,0.00782727,0.0353935,0.00500882,0.00661655,0.0109488,0.0150092,0,0,0,0,0,0,0.0190001,0,0,0
771,0.0106567,0.0155321,0,0,0,0,0,0,0.0592414,0.0267747,0.0209731,0.0123383,0,0,0.0488657,0,0.0440478,0.0213525,0.05208,0.0311184,0.0132143,0.0471776,0.0205259,0.0215024,0.0304654,0.0649372,0.0362237,0.0709758,0.0379043,0.0222096,0.0184885,0.0387458,0.0443652,0.0373754,0.0455503,0.00414329,0.0127031,0.0310423,0.0034246,0.0111106,0.0241256,0,0.0395272,0,0.023959,0.0224193,0.0319487,0.0110915,0.0283637,0.00453406,0.0256592,0.0492064,0.00746849,0.0189071,0.00660701,0.0066107,0.00596756,0.0192849,0.00324544,0.00771167,0.0360893,0.00515839,0.00662608,0.0116381,0.0158065,0,0,0,0,0,0,0.0183654,0,0,0
772,0.0108949,0.0155042,0,0,0,0,0,0,0.0592824,0.0267156,0.021145,0.0124239,0,0,0.0498434,0,0.0441397,0.0216971,0.0520648,0.0313937,0.0132884,0.0472237,0.0206531,0.0209296,0.0303831,0.0648919,0.0361101,0.0709977,0.0379602,0.022565,0.0186365,0.0388113,0.0447285,0.0376905,0.0456285,0.00396124,0.0121271,0.0310662,0.0031713,0.0110524,0.0248195,0,0.0395672,0,0.0238869,0.0222699,0.0320467,0.0109465,0.0284896,0.00492119,0.0259613,0.0505129,0.00742404,0.0188141,0.00637018,0.00670085,0.00599929,0.0196153,0.00309362,0.00759908,0.0367129,0.00527272,0.00662689,0.0123506,0.0165074,0,0,0,0,0,0,0.0175549,0,0,0
773,0.0109928,0.0154874,0,0,0,0,0,0,0.0591908,0.0266367,0.0212522,0.0123203,0,0,0.0503954,0,0.044267,0.0218664,0.052043,0.0318383,0.0133835,0.0471789,0.0208352,0.0205593,0.0302879,0.0648052,0.0359537,0.0710381,0.0380629,0.0226132,0.018788,0.0388935,0.0451104,0.0378197,0.0456699,0.00379084,0.0116259,0.0310712,0.00290408,0.0109374,0.025118,0,0.0396659,0,0.0238295,0.0222188,0.0321516,0.0107098,0.0286266,0.00530261,0.0262604,0.0512483,0.00734486,0.0186715,0.00616059,0.00681107,0.00604033,0.0199653,0.00298821,0.00748686,0.0371209,0.00539188,0.00666819,0.0128454,0.0169562,0,0,0,0,0,0,0.0169106,0,0,0
774,0.0111351,0.0153327,0,0,0,0,0,0,0.0591236,0.0266103,0.0213408,0.0122613,0,0,0.0508371,0,0.0444034,0.0219637,0.0520527,0.0323495,0.0134709,0.0471958,0.0210658,0.0202283,0.0301643,0.0646615,0.0357757,0.0710957,0.0380963,0.0226638,0.0189688,0.038977,0.0454897,0.0378902,0.0457196,0.00365472,0.0112469,0.0310657,0.00276413,0.0108244,0.025372,0,0.0396829,0,0.0237772,0.0221345,0.0322656,0.0105763,0.0287838,0.00570657,0.0266195,0.0518642,0.00722863,0.0184539,0.00596123,0.00690192,0.00614129,0.0204653,0.00290018,0.0074141,0.0374445,0.00554949,0.00671085,0.0133248,0.0174137,0,0,0,0,0,0,0.0162502,0,0,0
775,0.0110619,0.0155847,0,0,0,0,0,0,0.0591244,0.02654,0.0214198,0.0122726,0,0,0.0510898,0,0.0445739,0.021898,0.0520881,0.0327465,0.0135184,0.0472344,0.0212498,0.0197695,0.0300416,0.0645246,0.035602,0.0711315,0.0381116,0.0227588,0.0191601,0.0390241,0.0458497,0.0378888,0.0457715,0.00347968,0.0109199,0.0310924,0.00261299,0.0107214,0.0257903,0,0.0398933,0,0.0237296,0.0221846,0.032406,0.0106374,0.0289154,0.00613035,0.0269256,0.0527545,0.00710975,0.0182454,0.0058143,0.00702641,0.00625006,0.0209544,0.00288065,0.00740054,0.037959,0.0057435,0.00680132,0.0140713,0.0176455,0,0,0,0,0,0,0.0153883,0,0,0
776,0.0110618,0.0158037,0,0,0,0,0,0,0.0592491,0.0264717,0.0216112,0.0123067,0,0,0.0513255,0,0.044789,0.0218938,0.0521436,0.032784,0.013565,0.0472909,0.021391,0.0193838,0.0299376,0.064421,0.0354022,0.0712031,0.0381444,0.0229301,0.0193647,0.0390593,0.0463058,0.0379299,0.0458447,0.00331929,0.0102601,0.031121,0.00254229,0.0105895,0.0261639,0,0.0401465,0,0.0237005,0.0222472,0.0325956,0.0106961,0.0290491,0.0065756,0.0272091,0.0535608,0.00698575,0.0180406,0.00567821,0.00718397,0.00639831,0.0214219,0.00292575,0.00744425,0.0384414,0.00583427,0.00691449,0.0148275,0.0177845,0,0,0,0,0,0,0.0144976,0,0,0
777,0.0110107,0.0159692,0,0,0,0,0,0,0.0593569,0.0263865,0.0218166,0.0123062,0,0,0.051533,0,0.0449552,0.0218922,0.0521618,0.0329287,0.0136064,0.0472922,0.0215024,0.019039,0.0297763,0.0642373,0.0351536,0.0712671,0.0381938,0.0231731,0.0195749,0.0391149,0.0467506,0.0379586,0.0458954,0.00318854,0.00952281,0.0311421,0.00254136,0.01051,0.0264634,0,0.0404397,0,0.0236747,0.0222993,0.0327726,0.0107611,0.0291922,0.00697957,0.0274234,0.0542162,0.00685861,0.0178467,0.00555557,0.00733257,0.00661613,0.0219535,0.00309547,0.0075521,0.0388319,0.00573217,0.00705023,0.0155892,0.0179833,0,0,0,0,0,0,0.0138508,0,0,0
778,0.0109336,0.0161141,0,0,0,0,0,0,0.0595144,0.026329,0.0219461,0.0122892,0,0,0.0518293,0,0.0450423,0.021761,0.0521736,0.0331502,0.0136343,0.0472867,0.0215623,0.0187561,0.0295982,0.064034,0.0349018,0.071347,0.0382548,0.0234342,0.0198028,0.039195,0.0471099,0.0379627,0.0459307,0.0030385,0.00883752,0.0311272,0.00267182,0.0104509,0.0266421,0,0.0405941,0,0.0236213,0.0222802,0.0329256,0.0109361,0.0293361,0.00734313,0.0276229,0.0547455,0.00673711,0.0176636,0.0054779,0.00747014,0.00688792,0.0225045,0.00327515,0.00765205,0.0391273,0.0057536,0.00714968,0.016322,0.0181738,0,0,0,0,0,0,0.0133469,0,0,0
779,0.0109486,0.0162761,0,0,0,0,0,0,0.0596981,0.0263808,0.0221099,0.0124577,0,0,0.0522237,0,0.0451793,0.0215234,0.052201,0.0334465,0.0136722,0.047248,0.0217168,0.0183743,0.02939,0.0638357,0.0346355,0.071458,0.0382724,0.0236417,0.0199648,0.0392799,0.04735,0.0379459,0.0459756,0.00281521,0.00827291,0.0311257,0.00287122,0.0104278,0.0266249,0,0.0406646,0,0.0235865,0.0221486,0.0330543,0.011115,0.0295171,0.00763031,0.0279045,0.055131,0.00664875,0.0175161,0.00547433,0.00760647,0.00717692,0.0230644,0.00358648,0.00783025,0.0393771,0.00591191,0.0072289,0.0170238,0.0183766,0,0,0,0,0,0,0.01298,0,0,0
780,0.0109956,0.0164427,0,0,0,0,0,0,0.0597076,0.0265358,0.0223566,0.0128139,0,0,0.0526292,0,0.0454007,0.0216822,0.052185,0.0336153,0.0137151,0.0471854,0.0218548,0.0180468,0.029186,0.0635993,0.0343648,0.071554,0.0383209,0.0238076,0.0200604,0.0393289,0.0476555,0.0379351,0.0460262,0.00250086,0.00787837,0.03114,0.00320888,0.0104109,0.026632,0,0.0408071,0,0.0235442,0.0220491,0.0331776,0.0112752,0.0297423,0.0078457,0.0281665,0.0554941,0.00657005,0.0173838,0.00551802,0.00773497,0.0074154,0.0236566,0.00396798,0.00809718,0.0396398,0.0060501,0.00725905,0.0177012,0.0186464,0,0,0,0,0,0,0.0128157,0,0,0
781,0.0111617,0.0165113,0,0,0,0,0,0,0.0597163,0.0265706,0.0225114,0.0129707,0,0,0.0529738,0,0.0456349,0.0218511,0.0521868,0.0338027,0.0137427,0.0471737,0.0219561,0.0177897,0.0289882,0.0634226,0.0341546,0.0716542,0.0384137,0.0239866,0.020199,0.0393823,0.0480468,0.0379505,0.0461055,0.0022054,0.00763859,0.0311498,0.00360701,0.0103831,0.0266402,0,0.0409308,0,0.0234989,0.0219958,0.0332095,0.0115773,0.0299552,0.00811762,0.0284267,0.0557851,0.00650167,0.0172319,0.00551069,0.00787218,0.00775159,0.0243549,0.00434854,0.00850658,0.039807,0.00614494,0.00727672,0.0183644,0.0190116,0,0,0,0,0,0,0.0126486,0,0,0
782,0.0114582,0.0165118,0,0,0,0,0,0,0.0597773,0.0265319,0.0225391,0.0129878,0,0,0.0533125,0,0.0458641,0.0219364,0.0521212,0.0339797,0.013764,0.0471318,0.0220783,0.0176622,0.0287563,0.063262,0.0339604,0.0717179,0.0384947,0.0241838,0.0204469,0.0394354,0.0484753,0.0380501,0.046217,0.00195639,0.00737066,0.0311482,0.00407807,0.0103235,0.0266108,0,0.0409519,0,0.0234469,0.0219128,0.0332678,0.0121122,0.0301241,0.00839471,0.0286567,0.0559552,0.00651028,0.0171346,0.00543703,0.00798815,0.00816511,0.0249402,0.0048004,0.00893817,0.0399133,0.00620721,0.00731537,0.0190158,0.0194797,0,0,0,0,0,0,0.012698,0,0,0
783,0.0118818,0.0166679,0,0,0,0,0,0,0.0600198,0.0264493,0.0228086,0.0130261,0,0,0.0535877,0,0.0460254,0.0219657,0.0520068,0.0342881,0.0138301,0.0471324,0.0222521,0.0175736,0.0285694,0.0631285,0.0337545,0.0718412,0.0385652,0.0244025,0.0207205,0.0395116,0.0489426,0.0380604,0.0463275,0.00179574,0.00706611,0.031139,0.00471399,0.0102918,0.0265959,0,0.040913,0,0.0233953,0.0217676,0.0333011,0.012723,0.0302849,0.00867672,0.0289197,0.056034,0.00647101,0.0170859,0.0053931,0.00805796,0.00869959,0.0255404,0.0052636,0.00943715,0.0400468,0.00627076,0.00736816,0.0197347,0.0200289,0,0,0,0,0,0,0.0125726,0,0,0
784,0.0124727,0.0167308,0,0,0,0,0,0,0.0603702,0.0263969,0.0232185,0.0131352,0,0,0.0537172,0,0.04614,0.0219599,0.0518156,0.0346503,0.0139124,0.047107,0.0225361,0.0175636,0.0283743,0.0629322,0.0334702,0.0719408,0.0386343,0.0246741,0.020946,0.0396063,0.0494546,0.0379255,0.0464314,0.00170956,0.00685395,0.0311145,0.00527553,0.0103077,0.0266888,0,0.0406705,0,0.0233253,0.0215239,0.0333693,0.01354,0.0305288,0.00885035,0.0292775,0.0560705,0.00633764,0.0170483,0.00577709,0.00804569,0.0092433,0.0262388,0.00575847,0.00994377,0.0401689,0.00637239,0.00738631,0.0204638,0.0206969,0,0,0,0,0,0,0.0120123,0,0,0
785,0.013252,0.0173187,0,0,0,0,0,0,0.0608574,0.026364,0.02352,0.0131869,0,0,0.0538972,0,0.0462326,0.0219929,0.0515189,0.0347725,0.0139714,0.0470139,0.0227654,0.0176806,0.0281157,0.0626903,0.0331459,0.0719868,0.0387014,0.0249258,0.0211111,0.0396754,0.0499793,0.0378011,0.046511,0.00167189,0.00675456,0.0311025,0.00596299,0.0103882,0.0272043,0,0.0401356,0,0.023224,0.0210963,0.0334662,0.0142128,0.0307356,0.00875826,0.0295533,0.0567137,0.0061865,0.0170467,0.00589685,0.00791098,0.00953247,0.0266478,0.00629671,0.0102163,0.0404668,0.00655918,0.00736108,0.021483,0.0217151,0,0,0,0,0,0,0.0119744,0,0,0
