Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,RTOE,x73,x74,REAR
541,0.0161647,0.0131333,0,0,0,0,0,0,0.0586627,0.0228679,0.0184811,0.00427477,0,0,0.0245267,0,0.0498189,0.011491,0.0530636,0.0227231,0.00753124,0.0393692,0.00412802,0.0118682,0.0302033,0.0648193,0.0338437,0.0691827,0.0356648,0.0207742,0.0157314,0.037198,0.0436748,0.018434,0.0454286,0.00838738,0.00456332,0.0290831,0.00399474,0.0013298,0.0204391,0,0.0275812,0,0.0257774,0.0164433,0.0316567,0.00363622,0.0257737,0.00221485,0.00315555,0.0295465,0.00114107,0.0150339,0.00154027,0.00129736,0.00397524,0.0206184,0.00304821,0.00422006,0.0143045,0.020185,0.0164245,0.0108663,0.0176017,0,0,0,0,0,0,0.00538112,0,0,0
542,0.0160354,0.0131196,0,0,0,0,0,0,0.0587799,0.0227576,0.0185839,0.00416712,0,0,0.024359,0,0.0494032,0.0113694,0.0530295,0.0227575,0.00738549,0.0394503,0.00389955,0.0119177,0.030042,0.0648718,0.0338682,0.0691714,0.0357198,0.0206895,0.0157485,0.0372282,0.0436121,0.0180869,0.0451053,0.00805144,0.00427294,0.0290904,0.00404111,0.00122613,0.0201682,0,0.0274093,0,0.0257504,0.0165238,0.0317324,0.00364915,0.0257567,0.00233082,0.00292021,0.0293399,0.0011028,0.0149724,0.00150949,0.00143081,0.0041151,0.0206379,0.00307744,0.00440367,0.0145697,0.0198785,0.0159918,0.0110226,0.0179056,0,0,0,0,0,0,0.00504707,0,0,0
543,0.0158481,0.0130431,0,0,0,0,0,0,0.0587,0.022624,0.0186754,0.00404351,0,0,0.0242757,0,0.0489416,0.0113998,0.0530033,0.0227761,0.00727181,0.0394647,0.00373388,0.0118736,0.0299285,0.0648655,0.0338484,0.0690754,0.0357686,0.0202176,0.0157466,0.0372196,0.0433714,0.0176922,0.0447512,0.0077273,0.00400777,0.0290657,0.00395623,0.00116729,0.0200709,0,0.0271246,0,0.0257216,0.0165559,0.0317994,0.00363841,0.0258104,0.00237905,0.00278498,0.0293731,0.00108296,0.0149328,0.00156581,0.00156922,0.00417821,0.0206439,0.00306037,0.00449234,0.0147534,0.019465,0.0155107,0.0111748,0.0169361,0,0,0,0,0,0,0.00459702,0,0,0
544,0.0157,0.0129786,0,0,0,0,0,0,0.0585309,0.0225046,0.0186245,0.00402558,0,0,0.0242899,0,0.0484784,0.0115066,0.0530525,0.0226596,0.00713784,0.0394368,0.0036242,0.0117383,0.0298934,0.0648597,0.0338402,0.0690367,0.0357377,0.0199355,0.0156505,0.0371568,0.0429399,0.0172479,0.0443952,0.00736753,0.00382291,0.0290236,0.00385469,0.0011681,0.0200706,0,0.0267194,0,0.0256977,0.0164098,0.0317832,0.00367028,0.0258479,0.00240606,0.00268017,0.0295508,0.00114701,0.0149056,0.00157655,0.00161456,0.00419867,0.0206868,0.00314969,0.00449185,0.0148778,0.0189661,0.014991,0.0113368,0.0166495,0,0,0,0,0,0,0.00434762,0,0,0
545,0.015799,0.0128777,0,0,0,0,0,0,0.0583247,0.0224542,0.0185007,0.00404431,0,0,0.024302,0,0.0479227,0.0114831,0.0531842,0.0224836,0.00708858,0.0394108,0.00345775,0.0114509,0.0299103,0.0648616,0.0338591,0.0690458,0.0355831,0.0198859,0.0155428,0.0370571,0.0424464,0.016967,0.0439311,0.00691101,0.00377503,0.0289963,0.00372109,0.00118069,0.0201476,0,0.0262074,0,0.0257058,0.0160111,0.0317583,0.00361488,0.0256133,0.00239701,0.00240356,0.0298223,0.00117051,0.0148206,0.00152332,0.00156529,0.00412704,0.0207248,0.00321933,0.0043641,0.0152085,0.018449,0.0144161,0.0114399,0.0170129,0,0,0,0,0,0,0.00440895,0,0,0
546,0.0157784,0.0127295,0,0,0,0,0,0,0.058103,0.0224624,0.0184113,0.00408727,0,0,0.0242235,0,0.0472798,0.0112537,0.0534164,0.0223456,0.00710084,0.0393888,0.00325711,0.011209,0.0298828,0.0648554,0.0339179,0.0690596,0.0353916,0.0199031,0.0154404,0.0369438,0.042084,0.0165713,0.0433541,0.00643648,0.00381078,0.0289761,0.0036168,0.00134272,0.0202878,0,0.0256533,0,0.0257219,0.0154019,0.0317224,0.00349596,0.024954,0.00239969,0.00197902,0.0302194,0.00109364,0.0146528,0.00145676,0.00145448,0.00402835,0.0206912,0.00297679,0.00422096,0.0156801,0.017825,0.013739,0.0114665,0.0164613,0,0,0,0,0,0,0.00461245,0,0,0
547,0.0159009,0.0126548,0,0,0,0,0,0,0.0579272,0.0224481,0.0183758,0.00413593,0,0,0.0240716,0,0.0467104,0.0109729,0.0535642,0.0222635,0.00702495,0.0393896,0.00319808,0.0111755,0.0298408,0.0648122,0.03398,0.0690786,0.035249,0.0195288,0.0153361,0.0368638,0.0417957,0.0160025,0.0429505,0.00593504,0.0037584,0.0289551,0.00355725,0.00137812,0.0204772,0,0.025141,0,0.0257699,0.0148358,0.0317153,0.00347271,0.024713,0.00246104,0.00186728,0.0307053,0.00102647,0.0145705,0.00145507,0.00148869,0.00406444,0.0206923,0.00286532,0.00425503,0.0161634,0.017127,0.0130454,0.0114992,0.0165547,0,0,0,0,0,0,0.00453199,0,0,0
548,0.0158382,0.0125657,0,0,0,0,0,0,0.0578162,0.0223778,0.0183325,0.00416803,0,0,0.0237896,0,0.0462635,0.0107119,0.0536583,0.0222291,0.00698247,0.0393778,0.00316061,0.0112542,0.0297928,0.0647354,0.0339821,0.0691211,0.0351492,0.0192402,0.0152489,0.0368269,0.0415585,0.0153568,0.042706,0.00542556,0.00360914,0.0289359,0.00355354,0.00127169,0.0206776,0,0.0246528,0,0.0258419,0.014457,0.0317756,0.00352836,0.0247319,0.00255458,0.00190745,0.0312862,0.000980706,0.0145521,0.00146728,0.00160509,0.0041664,0.0207169,0.00291496,0.00438133,0.0167317,0.0164581,0.0123341,0.0114884,0.0174042,0,0,0,0,0,0,0.00434348,0,0,0
549,0.0156493,0.0124104,0,0,0,0,0,0,0.0577242,0.0223289,0.0182799,0.00424892,0,0,0.0234363,0,0.0458377,0.0103912,0.053744,0.0222108,0.00695092,0.039374,0.0030972,0.0110482,0.0297266,0.0647365,0.033973,0.0691538,0.0350677,0.0191906,0.0152098,0.0368038,0.0413544,0.0147474,0.0424708,0.00493067,0.00350781,0.0289156,0.0035896,0.00126498,0.0209489,0,0.0241292,0,0.0259263,0.0141762,0.0318332,0.00363147,0.0247216,0.00262723,0.00195224,0.0319199,0.000964901,0.0145269,0.00146021,0.00169146,0.00425278,0.0207443,0.00297847,0.00449785,0.0174007,0.0157693,0.0116059,0.0114692,0.0175033,0,0,0,0,0,0,0.00420778,0,0,0
550,0.0156282,0.0122486,0,0,0,0,0,0,0.0576326,0.0224073,0.0182607,0.00436262,0,0,0.0230549,0,0.0453518,0.0100355,0.0538166,0.0221402,0.00695671,0.0394194,0.00308552,0.0108335,0.0297156,0.0647769,0.0339788,0.0691616,0.0350133,0.0192618,0.0152549,0.0367723,0.0412127,0.0141422,0.0421568,0.00453263,0.00345102,0.0288929,0.00360426,0.00139993,0.0212374,0,0.0236444,0,0.026005,0.0139166,0.0318765,0.00372629,0.0246623,0.00266508,0.00198609,0.0325399,0.00094603,0.014494,0.00143469,0.00174059,0.00430429,0.0207557,0.00299134,0.00455451,0.0180085,0.0150519,0.0108787,0.0114489,0.0168008,0,0,0,0,0,0,0.00410156,0,0,0
551,0.0155468,0.0121246,0,0,0,0,0,0,0.0576238,0.0225116,0.0182598,0.00441144,0,0,0.0225695,0,0.0447837,0.00969713,0.0538657,0.0220888,0.00697527,0.0395502,0.00312658,0.0107482,0.0298432,0.0648138,0.034017,0.0691706,0.0349856,0.019117,0.0154076,0.0367526,0.0411227,0.0134643,0.04168,0.00429403,0.0034506,0.0288503,0.00361806,0.0015554,0.0215265,0,0.023114,0,0.0260679,0.0135839,0.031888,0.00378057,0.024585,0.00268663,0.00200162,0.0331384,0.000924256,0.0144722,0.00147035,0.0017706,0.00432158,0.0207488,0.0029839,0.00458184,0.0185565,0.0142455,0.0100945,0.0114615,0.0169321,0,0,0,0,0,0,0.00399161,0,0,0
552,0.0156397,0.0121026,0,0,0,0,0,0,0.0576327,0.0225447,0.0182234,0.00448822,0,0,0.0219171,0,0.0440861,0.00927018,0.0538809,0.0220664,0.00696369,0.0396095,0.00319711,0.0106547,0.0300106,0.0648374,0.0340186,0.0691302,0.0349656,0.0191916,0.015388,0.0367347,0.041107,0.0126293,0.0410591,0.00418865,0.00343952,0.0288403,0.00359558,0.00148289,0.0218328,0,0.0225234,0,0.0261669,0.0131619,0.0318705,0.0037816,0.0245319,0.00267921,0.00200239,0.0337682,0.000939468,0.0144369,0.00150564,0.00177541,0.00431221,0.0207379,0.00299186,0.00458419,0.0190475,0.0132469,0.00923568,0.0115014,0.0173012,0,0,0,0,0,0,0.00389101,0,0,0
553,0.0158349,0.0121469,0,0,0,0,0,0,0.057671,0.0225295,0.018164,0.00455455,0,0,0.0211021,0,0.0433928,0.00876995,0.0538556,0.0221045,0.00698395,0.0396256,0.00324938,0.0105828,0.0300099,0.0648986,0.0340153,0.0690923,0.0349847,0.0191747,0.0152031,0.0367302,0.0412391,0.0116361,0.0404928,0.00411995,0.0034203,0.0288266,0.00355364,0.00124667,0.0221532,0,0.0218932,0,0.0262871,0.0126894,0.0318443,0.00373543,0.024503,0.00265067,0.00202032,0.0343346,0.000970837,0.0144171,0.0015146,0.0017604,0.00428801,0.0207293,0.00296231,0.00456717,0.0194404,0.0119976,0.00828223,0.0115436,0.0171494,0,0,0,0,0,0,0.00382137,0,0,0
554,0.0158499,0.0122055,0,0,0,0,0,0,0.0576149,0.0225729,0.0180746,0.00449225,0,0,0.020285,0,0.0427312,0.00830531,0.0537944,0.0221321,0.00704293,0.0396575,0.00330432,0.0105814,0.0300915,0.0649799,0.034073,0.0690339,0.035001,0.0189987,0.0151191,0.0366965,0.0414725,0.0106387,0.0399089,0.00409939,0.0034419,0.028817,0.00356842,0.00125159,0.0224598,0,0.0212603,0,0.0264173,0.012219,0.0318281,0.00375896,0.0244794,0.00264922,0.00208436,0.0347429,0.000975318,0.0144109,0.00149194,0.00174581,0.00428335,0.020704,0.00298206,0.00457775,0.019718,0.0105758,0.00725963,0.0115684,0.0177891,0,0,0,0,0,0,0.00381997,0,0,0
555,0.0158811,0.0122423,0,0,0,0,0,0,0.0579683,0.0227106,0.0178705,0.00440847,0,0,0.0195975,0,0.042239,0.00797465,0.0537241,0.0219469,0.00712176,0.0397634,0.00334289,0.0105606,0.0302381,0.065034,0.0341327,0.0689727,0.0349842,0.0185051,0.0151113,0.0366568,0.0417504,0.00976395,0.0394953,0.00411629,0.00357393,0.0288014,0.00361779,0.00128859,0.0227056,0,0.0205885,0,0.0265398,0.0117962,0.0318386,0.00382629,0.0244611,0.00268206,0.00214243,0.0350614,0.000922542,0.0144188,0.0014381,0.00171873,0.00430533,0.0206821,0.00300741,0.0046188,0.0200121,0.00898968,0.00616321,0.0115785,0.0182582,0,0,0,0,0,0,0.00386747,0,0,0
556,0.0159247,0.0122463,0,0,0,0,0,0,0.0582284,0.0228129,0.0177305,0.00436209,0,0,0.0189789,0,0.0418315,0.00785773,0.0536598,0.0215397,0.00719723,0.0398362,0.00337798,0.0104911,0.0303195,0.0650773,0.0341566,0.0688959,0.0349406,0.01765,0.0150877,0.0366202,0.0420488,0.00904643,0.0391679,0.00422262,0.00379561,0.0287813,0.0036779,0.00125552,0.022845,0,0.0199985,0,0.0266602,0.0115251,0.031892,0.00383941,0.0244489,0.00274068,0.00217219,0.0352749,0.000852377,0.0143883,0.00139331,0.00168836,0.00431725,0.0207318,0.00302553,0.00465764,0.0203501,0.00754132,0.00522318,0.0115559,0.0182576,0,0,0,0,0,0,0.00395598,0,0,0
557,0.015968,0.0122575,0,0,0,0,0,0,0.0581004,0.0226693,0.0175978,0.00428793,0,0,0.0183576,0,0.0414026,0.0079295,0.0535419,0.0214095,0.00727741,0.0398764,0.00338709,0.0104743,0.0303008,0.0650818,0.0341762,0.0687541,0.0348673,0.0175779,0.0150793,0.0365741,0.0422814,0.00836388,0.03888,0.00449281,0.00384289,0.0287264,0.00365987,0.00120396,0.0229209,0,0.0196287,0,0.0267379,0.0115474,0.0319547,0.00378676,0.024423,0.00275692,0.0021794,0.0354225,0.000836109,0.014335,0.00137192,0.00165477,0.00428738,0.0207055,0.00298997,0.00465689,0.0206724,0.00651686,0.00457875,0.011544,0.0181597,0,0,0,0,0,0,0.00390845,0,0,0
558,0.0160248,0.0123239,0,0,0,0,0,0,0.0576301,0.0225647,0.0175621,0.00423813,0,0,0.0177853,0,0.0410901,0.00795873,0.0534275,0.0216657,0.00729892,0.039972,0.00337249,0.0105726,0.0303403,0.0651118,0.0342456,0.0686875,0.0348459,0.0183937,0.0151137,0.0365418,0.0425242,0.00770932,0.0386811,0.00478468,0.00369262,0.0286237,0.00362565,0.00120209,0.0229535,0,0.0194268,0,0.0267612,0.0116767,0.0319519,0.00373612,0.0244162,0.00271816,0.00218962,0.0354612,0.000860723,0.0143036,0.00137759,0.00160992,0.00425139,0.0206203,0.00304789,0.00464663,0.0208691,0.00576058,0.00409754,0.0115501,0.0183393,0,0,0,0,0,0,0.00381147,0,0,0
559,0.0161349,0.0124338,0,0,0,0,0,0,0.0573557,0.0226306,0.0174618,0.00418559,0,0,0.0173031,0,0.0408569,0.00769941,0.0533697,0.0224536,0.0072855,0.0400618,0.00337482,0.0106861,0.0304801,0.0651518,0.0343064,0.0687621,0.0348791,0.018921,0.0151505,0.0365673,0.0427342,0.00730685,0.0385425,0.00489608,0.00365156,0.0285405,0.00373475,0.00118187,0.022943,0,0.0192145,0,0.0268084,0.011494,0.0319137,0.00378773,0.0244031,0.00273343,0.00218795,0.0352921,0.000861838,0.0142582,0.00135713,0.00156854,0.00428347,0.0206289,0.00332752,0.00473266,0.0208561,0.00506806,0.00366379,0.0115305,0.0183223,0,0,0,0,0,0,0.00386399,0,0,0
560,0.0162905,0.0125673,0,0,0,0,0,0,0.0571874,0.0227699,0.0172046,0.00414145,0,0,0.0169256,0,0.0406506,0.00727765,0.0533398,0.0234422,0.00724883,0.0400962,0.003389,0.0108125,0.0304305,0.0651104,0.0342613,0.0688255,0.034954,0.0191654,0.0151502,0.0365839,0.0427917,0.00702402,0.0383935,0.00497733,0.00372096,0.0284879,0.00382639,0.00116266,0.0228917,0,0.0188988,0,0.0269147,0.0108398,0.0318881,0.00388368,0.0243879,0.00273266,0.00219921,0.0349296,0.000877104,0.0141947,0.00136367,0.0015505,0.00430023,0.0206285,0.00337615,0.00481062,0.0206462,0.00432448,0.00331221,0.0114843,0.018203,0,0,0,0,0,0,0.00389038,0,0,0
561,0.0161989,0.0127556,0,0,0,0,0,0,0.0570999,0.0228612,0.0169919,0.00406364,0,0,0.0165109,0,0.0404858,0.00693452,0.0533228,0.0236457,0.00718769,0.0400915,0.0033636,0.0111012,0.0303962,0.065054,0.0341971,0.0688208,0.0350143,0.0192185,0.0152416,0.0365377,0.0427886,0.00664582,0.0381706,0.00509121,0.00373739,0.0284611,0.00389781,0.00114142,0.0227813,0,0.0184725,0,0.0270654,0.0100013,0.0318789,0.0038976,0.0243748,0.00270002,0.00217987,0.0344598,0.000936665,0.0141014,0.00147159,0.00160173,0.00428022,0.0206038,0.00331223,0.00485067,0.0203232,0.00346864,0.00304932,0.0114175,0.0184584,0,0,0,0,0,0,0.00387559,0,0,0
562,0.0160845,0.0129539,0,0,0,0,0,0,0.0571032,0.0228405,0.0168528,0.0039985,0,0,0.016135,0,0.0403073,0.00679711,0.0532809,0.0229985,0.00711552,0.0400837,0.00332474,0.0115198,0.0303445,0.0650431,0.0341347,0.0686903,0.035024,0.019301,0.0153061,0.0364453,0.0427576,0.00632641,0.037906,0.00522693,0.00377364,0.0284184,0.00396433,0.00109543,0.0226014,0,0.0179393,0,0.0272365,0.00942982,0.0318972,0.00390081,0.0243684,0.0026972,0.00212199,0.0338429,0.000972754,0.0141225,0.0015332,0.00161825,0.00428355,0.0205712,0.00330171,0.00488007,0.0199558,0.00273554,0.00297332,0.0112879,0.0184737,0,0,0,0,0,0,0.00384615,0,0,0
563,0.0159554,0.0130836,0,0,0,0,0,0,0.0572304,0.022832,0.0167325,0.00397865,0,0,0.0158977,0,0.04018,0.00667778,0.0532059,0.0217927,0.00704142,0.0400884,0.00327383,0.0119862,0.0303282,0.0650481,0.0341594,0.0684857,0.0349776,0.0195056,0.0153726,0.0363163,0.0427056,0.00616984,0.0376761,0.00533717,0.00383474,0.028349,0.00401183,0.00105192,0.0223528,0,0.0174414,0,0.0274035,0.00923311,0.0319357,0.00398952,0.0243552,0.00273729,0.00207431,0.0331745,0.000989005,0.014226,0.00147859,0.0015863,0.0043399,0.0205651,0.00334028,0.00492713,0.0197032,0.00236715,0.0030992,0.0110973,0.0183036,0,0,0,0,0,0,0.00381526,0,0,0
564,0.0158414,0.013137,0,0,0,0,0,0,0.0571535,0.0228451,0.0166288,0.00396313,0,0,0.0157571,0,0.0400262,0.00651992,0.0531222,0.0218328,0.00698453,0.0399527,0.0032356,0.0125132,0.030338,0.0649839,0.0341091,0.0682343,0.0348534,0.0194558,0.0153525,0.0362949,0.042479,0.006172,0.0374911,0.00546986,0.00387514,0.0282485,0.00402509,0.00104552,0.0220888,0,0.0171106,0,0.0275465,0.00916527,0.0319819,0.00405917,0.0243384,0.00275624,0.00206417,0.0325414,0.000987203,0.0142296,0.0014146,0.00159904,0.00434182,0.0205571,0.00326865,0.00494377,0.0196257,0.0025665,0.00343339,0.0108664,0.0184339,0,0,0,0,0,0,0.00379782,0,0,0
565,0.0158264,0.013158,0,0,0,0,0,0,0.056989,0.0228567,0.0165613,0.00395311,0,0,0.0155801,0,0.0398354,0.00640873,0.0530916,0.0230654,0.00695316,0.0398988,0.00323915,0.0130675,0.0304496,0.0650429,0.0341438,0.0682498,0.0348447,0.0192691,0.0153568,0.0364137,0.0424763,0.00623403,0.0373443,0.00569833,0.00390068,0.0281598,0.00402372,0.00103419,0.0218626,0,0.0169918,0,0.0276979,0.00905258,0.0320127,0.00409676,0.02432,0.00286671,0.002087,0.0320211,0.000950292,0.0142087,0.00131288,0.00161579,0.0043334,0.0205505,0.0032557,0.00495909,0.0197077,0.00308283,0.00396674,0.0106365,0.0182376,0,0,0,0,0,0,0.00384613,0,0,0
566,0.0158584,0.0131301,0,0,0,0,0,0,0.0570922,0.0228919,0.0167347,0.00397508,0,0,0.0154454,0,0.0396648,0.00642858,0.0531072,0.0233279,0.00694772,0.0400151,0.00324147,0.0135588,0.0307005,0.0652535,0.0343309,0.0684246,0.0348619,0.018977,0.0153235,0.0365174,0.0425579,0.00639353,0.0371985,0.00597378,0.00388806,0.0280873,0.00399952,0.00100629,0.0216778,0,0.0169482,0,0.027868,0.00883734,0.0320267,0.00406565,0.024282,0.00296726,0.00209831,0.0316457,0.000915855,0.0141845,0.00139947,0.00159715,0.00431327,0.0205344,0.00329167,0.00495051,0.0198577,0.00360807,0.0045552,0.0103933,0.0177816,0,0,0,0,0,0,0.00390359,0,0,0
567,0.0156841,0.0130882,0,0,0,0,0,0,0.0574231,0.0229396,0.0169092,0.00401112,0,0,0.0153302,0,0.0394837,0.00651164,0.0531544,0.022298,0.00695766,0.04009,0.00322303,0.0139444,0.0308874,0.0654042,0.0344727,0.0684688,0.0348016,0.0186124,0.0152493,0.0364827,0.0424841,0.00655669,0.037029,0.00624218,0.00393597,0.0280319,0.00398593,0.00103092,0.0215041,0,0.016816,0,0.0280763,0.00855542,0.0320253,0.0039925,0.0241872,0.00297427,0.00212023,0.0314018,0.000903871,0.0141678,0.00144054,0.00156293,0.00428296,0.0204886,0.00330641,0.00493461,0.0199622,0.00410702,0.00509488,0.0101528,0.017894,0,0,0,0,0,0,0.00390605,0,0,0
568,0.0155131,0.013041,0,0,0,0,0,0,0.0574363,0.0230179,0.0168843,0.00404644,0,0,0.0152164,0,0.0392777,0.00657896,0.0532309,0.0222028,0.00695753,0.0400076,0.00321137,0.0142616,0.030869,0.0653973,0.034401,0.0684107,0.0347083,0.0185938,0.015239,0.0364356,0.0421885,0.0067889,0.0368497,0.00646755,0.00407576,0.0279354,0.00397945,0.00110297,0.0213418,0,0.0165461,0,0.028283,0.00821191,0.0319997,0.00389885,0.0240226,0.00287229,0.00215956,0.0311915,0.000881519,0.0141268,0.00141684,0.00151581,0.00423336,0.0203962,0.00327637,0.00488144,0.0200505,0.00478698,0.0056855,0.00992346,0.0180145,0,0,0,0,0,0,0.00396236,0,0,0
569,0.0153732,0.0130149,0,0,0,0,0,0,0.0572417,0.0230837,0.0168146,0.00410638,0,0,0.0150364,0,0.0391229,0.00665322,0.0533204,0.0233687,0.00693349,0.0399496,0.00321114,0.0144919,0.0308036,0.0653761,0.0343547,0.0684818,0.0346859,0.0191685,0.0153732,0.0364335,0.0418344,0.00693907,0.0366587,0.00674442,0.00414066,0.0278386,0.00395019,0.00109597,0.0211985,0,0.0163381,0,0.0285328,0.00783257,0.0320165,0.00378576,0.0239864,0.00274634,0.00224905,0.0309773,0.000864178,0.0140731,0.00140829,0.00149171,0.00412416,0.0203554,0.00318356,0.00479228,0.0201607,0.00554912,0.00627669,0.00975784,0.0178984,0,0,0,0,0,0,0.00391979,0,0,0
570,0.0152349,0.0129537,0,0,0,0,0,0,0.0570853,0.0231179,0.0168784,0.00413824,0,0,0.0148113,0,0.0390069,0.00673443,0.0533995,0.0235922,0.00687514,0.0399741,0.00321001,0.0146169,0.0307265,0.0654069,0.0344927,0.0686362,0.0347235,0.0195083,0.0154094,0.0363998,0.0417559,0.00707348,0.0364694,0.00702355,0.00424935,0.0277531,0.00393172,0.00103741,0.0210248,0,0.0162159,0,0.0287978,0.00759531,0.032051,0.00375018,0.0240071,0.00262683,0.00233774,0.0307088,0.000861875,0.0140433,0.00136678,0.00148558,0.00407879,0.020234,0.0031521,0.00476099,0.0202955,0.00632862,0.00688753,0.00964753,0.0174916,0,0,0,0,0,0,0.00398293,0,0,0
571,0.0153046,0.0127988,0,0,0,0,0,0,0.0571175,0.0231107,0.016973,0.00412448,0,0,0.0145789,0,0.038819,0.00677911,0.0534518,0.0228022,0.00681921,0.0399667,0.00319615,0.0144251,0.0306499,0.065375,0.034612,0.0686754,0.0347128,0.0195776,0.015356,0.0362807,0.0417034,0.00731706,0.0363056,0.00727695,0.00426635,0.0276204,0.00387504,0.00100808,0.0214516,0,0.0163607,0,0.0291093,0.0075329,0.0320741,0.00371682,0.0240343,0.00260129,0.00238094,0.0313306,0.000877119,0.0140277,0.00134386,0.00145961,0.00402936,0.0201755,0.00313603,0.00469648,0.0208682,0.00703536,0.0074762,0.00960403,0.0171953,0,0,0,0,0,0,0.00406122,0,0,0
572,0.0150224,0.012687,0,0,0,0,0,0,0.0571501,0.0231501,0.0169737,0.00413768,0,0,0.0145569,0,0.0386981,0.00687209,0.053523,0.0223891,0.00677864,0.039999,0.00314806,0.0145167,0.0306222,0.065353,0.0346269,0.0687611,0.0347714,0.0196639,0.0154149,0.0361658,0.0417223,0.00769636,0.0361249,0.00754846,0.00403167,0.0275305,0.0038276,0.000996942,0.021232,0,0.0163915,0,0.0293695,0.00746804,0.0320755,0.00367555,0.0240497,0.00261381,0.00237995,0.0309237,0.000878842,0.0140578,0.00136249,0.00142638,0.0039967,0.0201561,0.00308654,0.00462593,0.0208754,0.00791054,0.00817247,0.00960384,0.0173974,0,0,0,0,0,0,0.00408851,0,0,0
573,0.0147824,0.0125634,0,0,0,0,0,0,0.0571594,0.0232197,0.0170056,0.00421079,0,0,0.0146196,0,0.0385721,0.00707637,0.0535289,0.0212889,0.00675022,0.0400108,0.00309809,0.0145809,0.0305014,0.0653291,0.0344984,0.0687192,0.0348187,0.0195116,0.0154471,0.0359905,0.0417873,0.00817841,0.0359893,0.00784913,0.00381193,0.0274346,0.00366536,0.000983928,0.0210003,0,0.0165089,0,0.0296164,0.00744856,0.0320548,0.00360632,0.0240595,0.00257202,0.0023511,0.0304998,0.000887977,0.0140847,0.00141309,0.0013812,0.0038908,0.0201235,0.00297232,0.00448899,0.0208081,0.00878134,0.00884333,0.00964775,0.0174705,0,0,0,0,0,0,0.00393756,0,0,0
574,0.0146155,0.0124359,0,0,0,0,0,0,0.0571115,0.0233914,0.0169314,0.00423105,0,0,0.014733,0,0.0384816,0.0073792,0.0535149,0.0212098,0.00672621,0.0400112,0.00307695,0.014642,0.0304427,0.0652997,0.034431,0.0687642,0.0348586,0.0194851,0.0154867,0.0359701,0.0418299,0.00872373,0.0359086,0.00815603,0.0036118,0.0273484,0.00340594,0.000982155,0.0207752,0,0.0166539,0,0.0298776,0.00739674,0.0320085,0.00346568,0.0241088,0.002463,0.00232664,0.0300905,0.000904809,0.014093,0.00156239,0.00132239,0.00366761,0.0201944,0.00277268,0.00426561,0.0207114,0.00955102,0.0094681,0.0097103,0.0172043,0,0,0,0,0,0,0.00360737,0,0,0
575,0.0145527,0.0123519,0,0,0,0,0,0,0.0572312,0.0235053,0.0170261,0.00426315,0,0,0.0149165,0,0.0383809,0.00764334,0.0535181,0.0216887,0.00671044,0.0400367,0.00306731,0.0147196,0.030456,0.065266,0.0344441,0.0688592,0.0347712,0.0196357,0.015425,0.0361324,0.041847,0.00930596,0.0358177,0.00847089,0.00369922,0.0272674,0.00339582,0.00101698,0.0205978,0,0.0168472,0,0.0301604,0.00734357,0.0319166,0.00349627,0.024135,0.00241542,0.00232093,0.0296917,0.000930534,0.0140902,0.00184558,0.00127054,0.0036123,0.0201006,0.002745,0.00422199,0.0206138,0.0102869,0.0101067,0.00980286,0.0169211,0,0,0,0,0,0,0.00354676,0,0,0
576,0.0146014,0.0123177,0,0,0,0,0,0,0.0573627,0.0235751,0.0171028,0.00429676,0,0,0.0151391,0,0.0382073,0.00792795,0.0535596,0.0220213,0.0066782,0.040076,0.00306333,0.0148243,0.0304539,0.0652628,0.0344264,0.0689142,0.034729,0.0196795,0.0153578,0.0362014,0.0417808,0.00995383,0.035708,0.0088117,0.00381991,0.0271655,0.00341941,0.00103335,0.0204388,0,0.0170386,0,0.0304453,0.0073788,0.0318403,0.00357031,0.0241518,0.00239537,0.00232836,0.029237,0.00096871,0.0140735,0.00196389,0.00122873,0.00359602,0.0200551,0.00264336,0.00423104,0.0204968,0.0109975,0.0107901,0.00991247,0.0169744,0,0,0,0,0,0,0.00346595,0,0,0
