Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,
123,0.0413909,0.0569132,0,0,0,0,0,0,0.0145578,0.0262354,0.0401731,0.0246164,0,0.0593727,0,0.049958,0.0246126,0.0533743,0.0444098,0.00936629,0.0268814,0.0264089,0.0311353,0.0183644,0.028547,0.0266495,0.00837127,0.0226586,0.0166369,0.0262752,0.0533627,0.0452249,0.0474067,0.0059285,0.0310453,0.0243002,0.0393753,0.0257889,0.0681755,0,0,0.0261791,0,0.0245578,0.0294515,0.032758,0.0512971,0.0328387,0.0555562,0.0168359,0.0996235,0.0115781,0.0202962,0.0317805,0.0290646,0.0336742,0.0182482,0.01804,0.0366742,0.0206688,0.0445896,0.0278318,0.0256202,0.0625429,0.0322197,0,0,0,0,0,0,0,0
124,0.0413143,0.0568743,0,0,0,0,0,0,0.0143686,0.0262359,0.0394339,0.0246097,0,0.0590448,0,0.0501234,0.024487,0.053348,0.0434441,0.00942007,0.0275943,0.0265114,0.031207,0.0184803,0.0281732,0.0271025,0.00828933,0.0223981,0.0161689,0.0257397,0.0529013,0.0451182,0.0474667,0.00616168,0.0307674,0.0243048,0.03892,0.0257338,0.068147,0,0,0.0266382,0,0.0245946,0.0298589,0.0328188,0.050496,0.0326692,0.0556151,0.0174086,0.0992912,0.011706,0.0201693,0.0319614,0.0291919,0.0335997,0.0181223,0.0178967,0.0364609,0.0205145,0.0442163,0.0281451,0.0260175,0.062453,0.0321232,0,0,0,0,0,0,0,0
125,0.0412247,0.0567548,0,0,0,0,0,0,0.0140441,0.0262289,0.0384711,0.0244871,0,0.05868,0,0.0502752,0.0244697,0.0531252,0.0419867,0.00947254,0.028909,0.0267723,0.0312249,0.0185421,0.0274767,0.027894,0.00837789,0.0221173,0.0154477,0.0251585,0.0521565,0.0450034,0.0474958,0.00636102,0.0303823,0.0242561,0.0383345,0.0256176,0.068005,0,0,0.0270605,0,0.024578,0.0302378,0.0328586,0.049603,0.03245,0.0555742,0.0180808,0.098898,0.0118839,0.0199848,0.0320926,0.0295064,0.0334636,0.017946,0.0176044,0.0361214,0.0203689,0.043794,0.0284287,0.0265786,0.0623187,0.0319625,0,0,0,0,0,0,0,0
126,0.0409739,0.0567057,0,0,0,0,0,0,0.013617,0.0261876,0.0372659,0.0243271,0,0.0583591,0,0.0503885,0.0245269,0.0526356,0.0405127,0.00938336,0.0302037,0.0273822,0.0312887,0.0185758,0.0274687,0.0289289,0.00868714,0.02188,0.0146315,0.0244918,0.0510434,0.0449653,0.047488,0.00645854,0.0302315,0.0242878,0.0378088,0.0254921,0.0677522,0,0,0.0273841,0,0.0246615,0.030431,0.0328694,0.048733,0.0322779,0.0554195,0.0189256,0.0985286,0.0120953,0.0198306,0.032067,0.0297834,0.0332804,0.0177687,0.0172021,0.0356395,0.0205001,0.0434477,0.0287032,0.0268961,0.0622664,0.0318878,0,0,0,0,0,0,0,0
127,0.0408297,0.0567292,0,0,0,0,0,0,0.0127742,0.0261411,0.0351985,0.024224,0,0.0580567,0,0.0504658,0.0245326,0.0522103,0.0383865,0.00923185,0.0317399,0.0281257,0.0313081,0.0187504,0.0275392,0.0300943,0.00930906,0.0215388,0.0135773,0.0233371,0.0489702,0.0449504,0.0474588,0.00649631,0.0303015,0.0243032,0.0374235,0.0253774,0.067425,0,0,0.0276964,0,0.0247485,0.0305407,0.0329086,0.0480768,0.0320867,0.0553766,0.0197914,0.0980796,0.0123441,0.0196703,0.0318558,0.0299134,0.0331625,0.0176524,0.0168835,0.03518,0.0207028,0.0431388,0.0291864,0.0270426,0.0622755,0.0319262,0,0,0,0,0,0,0,0
128,0.0408835,0.0567747,0,0,0,0,0,0,0.0119317,0.0261493,0.0328544,0.0241427,0,0.057763,0,0.0504757,0.0244802,0.0519252,0.0356738,0.00901977,0.0335838,0.0289551,0.0313675,0.0190241,0.0270903,0.0314071,0.0104006,0.0212619,0.0123567,0.0219804,0.0463516,0.0446455,0.0474257,0.00652563,0.0304725,0.0243083,0.0370876,0.0252739,0.0670885,0,0,0.0280276,0,0.0248064,0.0306668,0.0329175,0.0475203,0.0318354,0.0555091,0.0207048,0.097509,0.0124552,0.0195223,0.0316451,0.0299623,0.0330835,0.0175881,0.0166763,0.0347445,0.0208485,0.0427923,0.0295557,0.0272469,0.0623448,0.0319404,0,0,0,0,0,0,0,0
129,0.0409313,0.0568422,0,0,0,0,0,0,0.0115325,0.0261322,0.0300935,0.0240879,0,0.0573745,0,0.0505327,0.0243745,0.0517026,0.0323379,0.00880088,0.035733,0.0296968,0.031428,0.0194271,0.026649,0.0330012,0.0119553,0.0211641,0.0112585,0.020723,0.0433087,0.0443769,0.0474293,0.0065948,0.0306574,0.0243036,0.0368512,0.0252462,0.0667978,0,0,0.0284387,0,0.024838,0.0309427,0.0328858,0.0469783,0.0315257,0.0557743,0.0215752,0.0969741,0.0123873,0.0193528,0.0315915,0.029838,0.0330628,0.0175581,0.0166021,0.0343448,0.0211283,0.0424082,0.0298272,0.0275424,0.0624504,0.0318186,0,0,0,0,0,0,0,0
130,0.0409248,0.056841,0,0,0,0,0,0,0.0118535,0.026095,0.027656,0.0240637,0,0.056945,0,0.0506453,0.0242588,0.0515381,0.0293577,0.00860108,0.0378455,0.0302533,0.0314384,0.0199601,0.0265287,0.0347785,0.0137368,0.0213037,0.0105472,0.0199236,0.0405345,0.0442494,0.0474887,0.00673956,0.030758,0.0242685,0.0367117,0.0253219,0.0665707,0,0,0.0287891,0,0.0248331,0.0313518,0.0328075,0.0465724,0.0311944,0.0560459,0.0223517,0.09649,0.0124295,0.0192146,0.0314932,0.029718,0.0330494,0.0174671,0.0167514,0.0340155,0.0212525,0.0419724,0.0301052,0.0278644,0.0625199,0.0317849,0,0,0,0,0,0,0,0
131,0.0409317,0.0568294,0,0,0,0,0,0,0.0112792,0.0260869,0.0278308,0.0241544,0,0.0566268,0,0.0507798,0.0241992,0.0514126,0.0293546,0.00843955,0.0384784,0.0308393,0.0315114,0.0202426,0.026559,0.0354565,0.0138518,0.0210318,0.0101787,0.0202057,0.0405762,0.0439249,0.0475535,0.00685476,0.0308002,0.02421,0.0366836,0.0254024,0.0663445,0,0,0.0291253,0,0.024796,0.0317097,0.0327454,0.0464295,0.0308999,0.0563269,0.0231032,0.0959687,0.0125717,0.0191043,0.0314519,0.0297958,0.0330589,0.0173595,0.0167973,0.0338175,0.0212011,0.0415126,0.0303958,0.0281688,0.0625346,0.0316731,0,0,0,0,0,0,0,0
132,0.0408816,0.0567459,0,0,0,0,0,0,0.0107954,0.0260843,0.0278815,0.0242688,0,0.0563092,0,0.0509587,0.0240902,0.0513319,0.0294435,0.00824039,0.0388065,0.0312054,0.0315987,0.0205569,0.0265077,0.0358772,0.0136781,0.020616,0.00982362,0.0204209,0.0405941,0.0437159,0.0476416,0.0068184,0.0308014,0.0242113,0.0366921,0.0255006,0.0660326,0,0,0.0294284,0,0.0248411,0.0319344,0.0327017,0.0464323,0.0306347,0.0566163,0.0237434,0.0953884,0.012622,0.0190128,0.0314912,0.0300006,0.0330587,0.0172391,0.0167412,0.0336952,0.0211053,0.0409794,0.0306984,0.0284465,0.0624172,0.0316273,0,0,0,0,0,0,0,0
133,0.0408289,0.0567179,0,0,0,0,0,0,0.0103724,0.0260881,0.0281193,0.024274,0,0.0560324,0,0.0511198,0.0239758,0.051244,0.029764,0.00799121,0.0389885,0.0314874,0.031682,0.0208644,0.0262061,0.0362543,0.0134391,0.0200442,0.00945408,0.0206342,0.0407319,0.0437346,0.0477057,0.00687995,0.0307646,0.0241949,0.0367604,0.0255877,0.0658453,0,0,0.0297523,0,0.0248679,0.0322016,0.0326777,0.0465545,0.030482,0.0567787,0.0243326,0.0948683,0.0125879,0.018966,0.0315711,0.0301285,0.0330255,0.0170691,0.0166976,0.0336206,0.0209361,0.0404855,0.0311089,0.0288125,0.0623527,0.0316453,0,0,0,0,0,0,0,0
134,0.0408098,0.056755,0,0,0,0,0,0,0.00989431,0.0260915,0.0284049,0.0242884,0,0.055909,0,0.0512115,0.0239633,0.0512891,0.0299534,0.00778432,0.0390739,0.0317353,0.0318197,0.0213066,0.0256769,0.0366455,0.013104,0.0194128,0.00911687,0.0209149,0.0403473,0.0436501,0.0477268,0.00696567,0.0307107,0.024231,0.036843,0.0256371,0.0656748,0,0,0.0301239,0,0.0249573,0.0325669,0.0325808,0.046656,0.0304524,0.056841,0.0250644,0.0945281,0.01251,0.0189425,0.0317326,0.0302211,0.0329739,0.0168693,0.0167162,0.0336487,0.0207302,0.0400681,0.0314915,0.0291397,0.0623873,0.0317141,0,0,0,0,0,0,0,0
135,0.0408146,0.0568218,0,0,0,0,0,0,0.00953092,0.0261047,0.0286493,0.0242613,0,0.0556846,0,0.0512711,0.0240045,0.0513134,0.03008,0.00760693,0.0388731,0.0317761,0.0318109,0.0217447,0.0252964,0.0368993,0.0126058,0.0186581,0.00880231,0.0212491,0.0394407,0.0435226,0.0477345,0.00718339,0.0305796,0.0241793,0.0368041,0.0256791,0.0655944,0,0,0.0304905,0,0.0249372,0.0330427,0.0325315,0.046664,0.0304144,0.056933,0.0256768,0.094271,0.0125558,0.0188925,0.0317818,0.0303159,0.0329327,0.0167666,0.0166991,0.0336802,0.020526,0.039701,0.031739,0.0294637,0.0624691,0.0316589,0,0,0,0,0,0,0,0
136,0.0407865,0.0568189,0,0,0,0,0,0,0.00951709,0.0261074,0.0288232,0.0241805,0,0.0553205,0,0.0513328,0.0239209,0.0512874,0.0300896,0.00746125,0.0383473,0.0315646,0.0316887,0.0221787,0.0250582,0.0369664,0.0119809,0.0179357,0.00847369,0.0215694,0.0380901,0.0433012,0.0477095,0.00762169,0.0305039,0.0241264,0.0367281,0.025788,0.0654576,0,0,0.0308181,0,0.0249057,0.0334013,0.0324664,0.0465294,0.0303342,0.0570795,0.0260443,0.0939962,0.0126287,0.0188367,0.0317126,0.0304388,0.0329108,0.0167545,0.0166045,0.0336464,0.0205306,0.0393981,0.0319309,0.0297294,0.06246,0.0316088,0,0,0,0,0,0,0,0
137,0.0407012,0.0568947,0,0,0,0,0,0,0.00978652,0.0260969,0.0289695,0.0241563,0,0.0549626,0,0.051394,0.0238364,0.0512603,0.0300401,0.00733201,0.0379695,0.0312923,0.0315637,0.0226927,0.0249218,0.0371671,0.0114656,0.0174391,0.00805065,0.0219377,0.0365789,0.0430281,0.0476863,0.00785623,0.0305056,0.0240952,0.0366537,0.0258571,0.0653104,0,0,0.0310497,0,0.0248982,0.0335176,0.0324097,0.046398,0.0302182,0.057193,0.0263499,0.0937534,0.0127323,0.0188201,0.031704,0.0305679,0.03285,0.016734,0.0165362,0.0335481,0.0205423,0.0391939,0.032089,0.0299181,0.0624156,0.031498,0,0,0,0,0,0,0,0
138,0.0405474,0.0571524,0,0,0,0,0,0,0.0103784,0.0260914,0.0290395,0.0241887,0,0.0545922,0,0.0514252,0.0238006,0.051234,0.0297739,0.00721221,0.0375277,0.0310789,0.0314579,0.0231539,0.0248559,0.0372518,0.0110048,0.0168845,0.00757478,0.0222832,0.034856,0.0426993,0.0476645,0.00776021,0.0305466,0.0240944,0.0365891,0.0258643,0.0650322,0,0,0.0312494,0,0.0249252,0.0335301,0.0324114,0.0462509,0.0300832,0.057309,0.0267022,0.0934988,0.0128276,0.0187426,0.0317975,0.0306649,0.0328125,0.016655,0.016474,0.0334017,0.0205604,0.0390257,0.0322375,0.030088,0.0623125,0.0314304,0,0,0,0,0,0,0,0
139,0.0403778,0.0572165,0,0,0,0,0,0,0.011141,0.026105,0.0289513,0.0242671,0,0.0542407,0,0.0514521,0.0238177,0.0512396,0.0292994,0.00712065,0.037001,0.0309674,0.0314003,0.0235296,0.024565,0.0370899,0.0107556,0.0162676,0.00744961,0.0225852,0.0329665,0.0424221,0.0476808,0.00769989,0.0306267,0.0240924,0.0365414,0.0258705,0.0647746,0,0,0.0315226,0,0.0249561,0.0335773,0.0324067,0.0460514,0.029905,0.0575184,0.0270863,0.0931659,0.0128639,0.0186157,0.0318846,0.0307609,0.0328296,0.0165474,0.0163941,0.0331811,0.0205942,0.0387873,0.0324133,0.0302722,0.0621129,0.0313031,0,0,0,0,0,0,0,0
140,0.0403264,0.0562485,0,0,0,0,0,0,0.0118908,0.0261208,0.0287533,0.0244352,0,0.0541337,0,0.0515205,0.0239102,0.0512449,0.0286869,0.00703462,0.0366251,0.030952,0.0314982,0.0238127,0.0242061,0.0369567,0.0107422,0.0156509,0.0073955,0.0229462,0.0315595,0.0424212,0.0477174,0.00773726,0.0306437,0.0240787,0.0364676,0.0259802,0.0646963,0,0,0.0317946,0,0.0249774,0.0337903,0.0324717,0.0458358,0.0297053,0.0577795,0.027619,0.0929149,0.013015,0.0185109,0.0319675,0.030831,0.0328255,0.0164816,0.0163169,0.0329619,0.0205781,0.038629,0.0325718,0.0304635,0.0620284,0.0312636,0,0,0,0,0,0,0,0
141,0.0403142,0.0549394,0,0,0,0,0,0,0.0129276,0.0261162,0.0283558,0.0246512,0,0.0541769,0,0.0516091,0.0239713,0.0512316,0.0281004,0.00698553,0.0361285,0.0309522,0.0315882,0.0239423,0.0239851,0.0366969,0.0104684,0.0150859,0.00733456,0.0231897,0.0307332,0.0424894,0.0477621,0.00780037,0.0306277,0.0240752,0.0363943,0.026189,0.0648116,0,0,0.0321283,0,0.0250047,0.0341755,0.032525,0.0456369,0.0295302,0.0580478,0.0281666,0.0927571,0.0131484,0.0184323,0.0320182,0.0309423,0.0328303,0.0164155,0.0161573,0.0328622,0.0205845,0.0384721,0.0327484,0.0307796,0.0619484,0.0311968,0,0,0,0,0,0,0,0
142,0.0399552,0.0611427,0,0,0,0,0,0,0.014046,0.0260812,0.027928,0.0248159,0,0.0537672,0,0.0517288,0.0237436,0.0511868,0.0276246,0.00686988,0.0356268,0.03081,0.0311273,0.0238755,0.0238549,0.036423,0.00978371,0.0144831,0.00732374,0.0234176,0.0304896,0.0420348,0.0478324,0.00789653,0.0305214,0.0240857,0.0363074,0.0263013,0.0643049,0,0,0.0323474,0,0.0250046,0.0344513,0.0325808,0.0454294,0.029396,0.0582907,0.0284962,0.0918338,0.0133048,0.0183496,0.0320251,0.0310797,0.0328643,0.0163463,0.0158629,0.0328109,0.0205567,0.0378932,0.0329422,0.0310425,0.0612085,0.0309289,0,0,0,0,0,0,0,0
143,0.0423834,0,0,0,0,0,0,0,0.0154517,0.0261789,0.026751,0.025058,0,0.0554207,0,0.0515953,0.024595,0.0508864,0.0271578,0.00693637,0.0346439,0.0319607,0.0325995,0.0235784,0.0235088,0.0356343,0.00877663,0.0137522,0.00743988,0.0235182,0.029456,0.042899,0.0478778,0.00756533,0.0305027,0.0240236,0.0363334,0.0266114,0.0664913,0,0,0.0328586,0,0.0250899,0.0347838,0.0327392,0.0453177,0.0293101,0.0584874,0.0298222,0.0944799,0.013425,0.0182244,0.0321643,0.0312472,0.0328871,0.0162142,0.0157355,0.0327539,0.0206081,0.0389328,0.0331483,0.0314455,0.0633133,0.0325871,0,0,0,0,0,0,0,0
144,0.0423049,0,0,0,0,0,0,0,0.016264,0.026194,0.0263103,0.0252572,0,0.0554215,0,0.0516036,0.0247274,0.0507384,0.0268425,0.00688581,0.034045,0.0323335,0.0325343,0.0232239,0.0233835,0.0350393,0.00838796,0.0129558,0.00763912,0.0238109,0.0291186,0.0428564,0.047849,0.00761575,0.0304841,0.0240385,0.0362842,0.0267098,0.0661967,0,0,0.0330482,0,0.025126,0.0348879,0.0328544,0.0451241,0.0291201,0.0586723,0.0304165,0.0941411,0.0133852,0.0181191,0.0323415,0.0313632,0.0329225,0.0161437,0.0156961,0.0326763,0.0206036,0.0385808,0.033282,0.031494,0.0631651,0.0325852,0,0,0,0,0,0,0,0
145,0.0420503,0.153011,0,0,0,0,0,0,0.0167966,0.0259714,0.0261685,0.0248192,0,0.0495027,0,0.0522989,0.0215441,0.0507342,0.0266336,0.00630074,0.033507,0.0300996,0.0269972,0.022773,0.0234604,0.034485,0.00899557,0.0125404,0.00779416,0.024076,0.0290844,0.0357323,0.0479391,0.00933657,0.0305915,0.0242398,0.0362748,0.0260811,0.0636746,0,0,0.0323819,0,0.0249531,0.0346127,0.0327617,0.0449701,0.0290622,0.0588019,0.0284879,0.0886363,0.0132233,0.018126,0.0324397,0.0314667,0.0330082,0.0161324,0.0156892,0.0326954,0.020729,0.0365319,0.0337433,0.0306052,0.0574506,0.0323968,0,0,0,0,0,0,0,0
146,0.0458537,0.156867,0,0,0,0,0,0,0.0177411,0.0265427,0.0256906,0.0240543,0,0.0547566,0,0.0519404,0.0238601,0.0503548,0.0258074,0.00603965,0.0324563,0.0279773,0.033877,0.0222061,0.0232212,0.0335595,0.00961579,0.0128639,0.00782604,0.0242442,0.0283147,0.0356071,0.0487255,0.00931093,0.0306402,0.024389,0.0363037,0.0253096,0.05366,0,0,0.0327179,0,0.0246808,0.03425,0.0327302,0.0450037,0.029211,0.0586371,0.0264843,0.0718989,0.0134537,0.0181104,0.032463,0.031393,0.0330066,0.0161243,0.0157058,0.0327916,0.0208096,0.0280961,0.0327388,0.0302102,0.0533871,0.0335121,0,0,0,0,0,0,0,0
147,0.0456778,0.153201,0,0,0,0,0,0,0.0181693,0.0265595,0.0257103,0.0243,0,0.0548371,0,0.0519282,0.0239606,0.0500834,0.0252478,0.00605431,0.0320597,0.028284,0.034043,0.0217362,0.0231568,0.0329904,0.00995601,0.0126061,0.00744789,0.0244536,0.0284159,0.0359484,0.0487315,0.00930647,0.0306564,0.0244968,0.0360967,0.02542,0.0532293,0,0,0.0328533,0,0.024843,0.0343405,0.0329136,0.0446161,0.0289953,0.0587709,0.0270075,0.0711153,0.0143989,0.0178428,0.0324535,0.031394,0.0329892,0.0160172,0.0155244,0.0326063,0.0208561,0.0275937,0.0327077,0.0305633,0.0532449,0.0333794,0,0,0,0,0,0,0,0
148,0.0442033,0,0,0,0,0,0,0,0.0185852,0.0264785,0.0254791,0.0257835,0,0.0576291,0,0.0513874,0.0260115,0.0497952,0.0252172,0.00649596,0.0317439,0.0328007,0.0348391,0.0213141,0.0230347,0.032399,0.00999398,0.0119167,0.00641865,0.0246298,0.027743,0.0433729,0.0482064,0.00768748,0.0308264,0.0242761,0.0359393,0.0268392,0.0621895,0,0,0.033645,0,0.0253641,0.0351785,0.0333705,0.0439486,0.0283507,0.0591489,0.0316549,0.0872092,0.0151818,0.0175606,0.03241,0.031598,0.0329295,0.0158365,0.015247,0.0321534,0.0212843,0.0346565,0.033247,0.0322765,0.0612378,0.0323037,0,0,0,0,0,0,0,0
149,0.0440564,0,0,0,0,0,0,0,0.0188504,0.0264186,0.0251206,0.0260418,0,0.0573557,0,0.0514248,0.025918,0.0496915,0.0248693,0.00653805,0.0313109,0.0331858,0.0346016,0.0209775,0.0229008,0.0318228,0.0100644,0.0121795,0.00601142,0.024843,0.0271719,0.0432977,0.0481265,0.00779421,0.0307703,0.0243015,0.0358033,0.0269795,0.0624592,0,0,0.0339018,0,0.0254409,0.0354468,0.0335398,0.0436597,0.0281194,0.0592284,0.0321508,0.0876616,0.0153775,0.0176084,0.0322571,0.0316366,0.0329308,0.015848,0.0152118,0.0319688,0.0213279,0.0347805,0.0334599,0.0324684,0.0613956,0.0321858,0,0,0,0,0,0,0,0
150,0.0438835,0,0,0,0,0,0,0,0.0188024,0.0263433,0.0247261,0.0263151,0,0.0571317,0,0.0514564,0.0258287,0.0495819,0.0249515,0.00658237,0.031015,0.0335606,0.0344217,0.0208253,0.022889,0.0315241,0.010141,0.0127062,0.00585806,0.0249454,0.0263855,0.0429408,0.0480274,0.0078556,0.030669,0.0243088,0.0357261,0.0271245,0.0626822,0,0,0.0342102,0,0.0255044,0.0357315,0.0337447,0.0435232,0.0278951,0.0595319,0.0326751,0.0881345,0.0155601,0.0176067,0.0324507,0.0318052,0.0330792,0.0158386,0.0153282,0.031938,0.0212819,0.0348581,0.0336962,0.032745,0.0615617,0.032066,0,0,0,0,0,0,0,0
151,0.0436956,0,0,0,0,0,0,0,0.0187183,0.0262915,0.0241809,0.0266102,0,0.0569043,0,0.0514912,0.0257139,0.0494685,0.0250606,0.00667428,0.0307898,0.0337291,0.0342139,0.0207495,0.0227575,0.0313898,0.0101465,0.0126441,0.0056213,0.0249933,0.0256117,0.0427139,0.0479623,0.00785693,0.0304822,0.0243347,0.0356709,0.0273037,0.0630398,0,0,0.0345852,0,0.0255697,0.0360655,0.0339635,0.0434967,0.0277131,0.0599599,0.0331388,0.0886312,0.0158229,0.01752,0.0327287,0.0320904,0.0333649,0.0157753,0.0156137,0.0320873,0.0210567,0.0349466,0.0339134,0.0331382,0.0617411,0.0320218,0,0,0,0,0,0,0,0
152,0.0435127,0,0,0,0,0,0,0,0.0195006,0.0262614,0.0229626,0.0269064,0,0.0566338,0,0.0514755,0.0256012,0.0493209,0.0240329,0.00677289,0.0304179,0.0338296,0.0339708,0.0206243,0.0227022,0.0310867,0.0101698,0,0.00528341,0.0248043,0.0241535,0.0426442,0.0478858,0.00780793,0.0304842,0.0243518,0.0357456,0.0274433,0.0634059,0,0,0.0349182,0,0.0256275,0.0363765,0.0341877,0.0434761,0.0275367,0.0601526,0.0335623,0.0891093,0.0159873,0.017435,0.0327983,0.0322038,0.0335349,0.0156935,0.0157245,0.0321613,0.0210508,0.0351053,0.0340581,0.0335101,0.0619206,0.0319912,0,0,0,0,0,0,0,0
153,0.0432544,0,0,0,0,0,0,0,0.018491,0.0262353,0.0234983,0.0270852,0,0.0562128,0,0.0514229,0.0254564,0.0491221,0.0248521,0.00681462,0.0302435,0.0339129,0.0336845,0.0206783,0.0229818,0.0309123,0.00987875,0.0118995,0.00542338,0.0252688,0.0245053,0.042517,0.0477848,0.0077495,0.0305658,0.024363,0.0358919,0.0275613,0.0636828,0,0,0.0351898,0,0.0256852,0.0366265,0.0344199,0.0434693,0.027392,0.0602375,0.0339554,0.0896022,0.0160758,0.0173506,0.0327813,0.0322972,0.033616,0.0156159,0.0159274,0.0322168,0.0211926,0.0352792,0.0341615,0.033755,0.0620828,0.0319435,0,0,0,0,0,0,0,0
154,0.043017,0,0,0,0,0,0,0,0.0182289,0.0261943,0.0234077,0.027179,0,0.0558449,0,0.051393,0.0253454,0.0488957,0.0250547,0.00687283,0.0298509,0.0339398,0.0334917,0.0206885,0.0231704,0.0306044,0.00988767,0.0115992,0.00581124,0.0252049,0.0243614,0.0423736,0.0476937,0.00771158,0.0307065,0.0243605,0.0360683,0.027668,0.0639359,0,0,0.0353843,0,0.0257301,0.0367662,0.0346308,0.0435944,0.0272612,0.0603506,0.0342567,0.0900009,0.0160259,0.0172921,0.0327867,0.0323566,0.033597,0.0156007,0.0163954,0.032267,0.021378,0.0353458,0.034235,0.0338732,0.0622368,0.0317264,0,0,0,0,0,0,0,0
155,0.0429151,0,0,0,0,0,0,0,0.0179518,0.0261748,0.0231947,0.0272526,0,0.0556075,0,0.0513855,0.025254,0.0486221,0.0250592,0.00692588,0.0292781,0.0338781,0.0334397,0.0206467,0.0233853,0.0302667,0.0099385,0.0114507,0.00660817,0.0251023,0.0241181,0.0423044,0.0476381,0.00771221,0.0307759,0.0243656,0.0362283,0.0277315,0.0640253,0,0,0.0355636,0,0.025767,0.0368836,0.0347813,0.0437615,0.0271777,0.0605204,0.0344243,0.0902909,0.015736,0.0172654,0.0328201,0.0323458,0.0335468,0.0156404,0.0166874,0.0323085,0.0213573,0.0354156,0.0342833,0.0340451,0.0623705,0.0314774,0,0,0,0,0,0,0,0
156,0.0428379,0,0,0,0,0,0,0,0.017456,0.026126,0.0228555,0.027408,0,0.0553337,0,0.0513955,0.0251231,0.0483248,0.0248327,0.00695328,0.0289712,0.0337256,0.0333796,0.0207412,0.0238787,0.0300924,0.0100371,0.0112675,0.00708816,0.0251862,0.0237853,0.042349,0.0476052,0.00776384,0.030902,0.0243763,0.0364931,0.027809,0.0640108,0,0,0.0358407,0,0.0258059,0.0370479,0.0349051,0.0440605,0.0270882,0.0606527,0.0345661,0.0906329,0.0156181,0.0172434,0.0328928,0.0323639,0.0335077,0.0156856,0.0168515,0.0323502,0.0213999,0.0355636,0.0342447,0.034316,0.0625153,0.0313217,0,0,0,0,0,0,0,0
157,0.0410419,0.0587549,0,0,0,0,0,0,0.0172559,0.0260806,0.022096,0.0273836,0,0.0544152,0,0.051425,0.0246401,0.0480951,0.0243946,0.00691765,0.028565,0.0331256,0.0323472,0.0207296,0.0245601,0.0297867,0.010138,0.0110947,0.0072068,0.0252226,0.023248,0.0419549,0.0476029,0.00806872,0.0310618,0.0244529,0.0366896,0.0277115,0.0622313,0,0,0.0358984,0,0.0257479,0.0371596,0.0349521,0.0443154,0.0269332,0.0606816,0.034263,0.0886489,0.0155675,0.0172436,0.032892,0.0323452,0.0335229,0.0157392,0.0169969,0.0323676,0.0213966,0.0345726,0.0341512,0.0343352,0.0610583,0.0300378,0,0,0,0,0,0,0,0
158,0.0404118,0.0563744,0,0,0,0,0,0,0.0168828,0.0260438,0.0214488,0.0273511,0,0.053958,0,0.0515824,0.0243057,0.0478814,0.0240688,0.0069889,0.0282885,0.0326865,0.0320346,0.0206779,0.0251177,0.029538,0.0104145,0.0108597,0.00685207,0.025713,0.0235856,0.0417331,0.047577,0.00811502,0.0313302,0.0244224,0.0370148,0.0276362,0.0618671,0,0,0.0362109,0,0.0258235,0.0374348,0.03511,0.0447012,0.0268742,0.0606585,0.0340943,0.0882793,0.0155899,0.0172888,0.0329293,0.0322961,0.0334591,0.0157832,0.0171476,0.032398,0.0215561,0.0343147,0.0343807,0.0344469,0.0607783,0.0295625,0,0,0,0,0,0,0,0
159,0.0401031,0.0566105,0,0,0,0,0,0,0.0168045,0.0260167,0.0210012,0.0273554,0,0.0536779,0,0.0516691,0.0238519,0.0477095,0.0237747,0.0070719,0.0276176,0.0325686,0.031778,0.0201979,0.0256677,0.0288039,0.0105976,0.0104082,0.00575765,0.0261539,0.0239629,0.041587,0.0475517,0.00814045,0.0314931,0.0243978,0.0372776,0.0276017,0.0618957,0,0,0.0364296,0,0.0258664,0.0376155,0.0352872,0.0449965,0.0268334,0.0606452,0.0341454,0.0882526,0.0156327,0.0173347,0.0329366,0.0322511,0.0333804,0.0158222,0.01734,0.032417,0.0216775,0.0342694,0.0345805,0.034604,0.060677,0.0293674,0,0,0,0,0,0,0,0
160,0.0398464,0.0568913,0,0,0,0,0,0,0.0152771,0.0259643,0.0216156,0.0273937,0,0.053322,0,0.0517139,0.0235395,0.0476061,0.0244759,0.00726908,0.0272672,0.0325228,0.031442,0.0192428,0.025676,0.0281389,0,0.00991382,0,0.0266234,0.0253908,0.041408,0.0475139,0.00812778,0.0316033,0.0243801,0.0375868,0.0275502,0.061927,0,0,0.0366382,0,0.0259051,0.0377258,0.0354529,0.0453205,0.0267315,0.0606536,0.0341937,0.0884,0.0156654,0.0173868,0.0330644,0.0321959,0.0333204,0.0158515,0.0175248,0.0324607,0.0217821,0.0343267,0.0346955,0.034794,0.0605429,0.0292213,0,0,0,0,0,0,0,0
