Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,
85,0.0434062,0.0608497,0,0,0,0,0,0,0.0140194,0.0274446,0.0279201,0.024454,0,0.0586364,0,0.0455264,0.0237373,0.0487277,0.0319284,0.00817363,0.029099,0.0268963,0.0314399,0.0150686,0.0249776,0.0264346,0.0105969,0.0207044,0.00950739,0.0202281,0.0342525,0.0479022,0.044244,0.00349235,0.0192422,0.024589,0.0247564,0.0257998,0.0831263,0,0,0.0163003,0,0.0243651,0.021069,0.0332638,0.0363693,0.0256837,0.038849,0.0201818,0.121774,0.0148811,0.0196205,0.0325157,0.0308603,0.024062,0.0114076,0.0141598,0.026274,0.0142448,0.0629797,0.0178061,0.0165594,0.0713837,0.0418336,0,0,0,0,0,0,0,0
86,0.0434145,0.0608714,0,0,0,0,0,0,0.0138482,0.0274677,0.0280893,0.0245425,0,0.0590902,0,0.0456655,0.0238468,0.0488732,0.0321271,0.00815289,0.0293305,0.026933,0.0314596,0.015176,0.0247762,0.026632,0.0107676,0.0207837,0.00970928,0.0200787,0.0340394,0.0480873,0.0444462,0.00328365,0.01944,0.0246422,0.0249913,0.0260026,0.0828398,0,0,0.0164382,0,0.0244124,0.0212683,0.0332187,0.0363534,0.0260219,0.0391611,0.0200424,0.121397,0.0145396,0.0195652,0.0324104,0.030537,0.024138,0.0116947,0.0141125,0.0261028,0.0141473,0.0626571,0.0180237,0.0167641,0.0711862,0.0415429,0,0,0,0,0,0,0,0
87,0.0434707,0.060898,0,0,0,0,0,0,0.0136873,0.0274707,0.0283264,0.0246398,0,0.0595163,0,0.0458357,0.0239427,0.0491161,0.0320982,0.00818981,0.0296454,0.0269049,0.0314754,0.0153111,0.0246149,0.0268588,0.0109189,0.0207912,0.00992527,0.0199507,0.0339362,0.0481648,0.0446181,0.0030521,0.0192656,0.0246524,0.0251935,0.0262427,0.0825216,0,0,0.0165084,0,0.0244218,0.0213348,0.0331441,0.0363902,0.0264331,0.0394705,0.0198763,0.121028,0.0142861,0.0195395,0.0322603,0.0302102,0.0242504,0.012027,0.01417,0.0260531,0.0138747,0.0623693,0.0181984,0.0169019,0.0709835,0.0412732,0,0,0,0,0,0,0,0
88,0.0435095,0.0608692,0,0,0,0,0,0,0.0135669,0.0274426,0.0284734,0.0247627,0,0.0598496,0,0.045969,0.0240305,0.0493635,0.0321637,0.00827289,0.0299792,0.0267988,0.0315025,0.0155107,0.0245948,0.027143,0.011051,0.0209828,0.0100974,0.0198547,0.0339576,0.0481834,0.0447111,0.00296168,0.0188721,0.0246346,0.0254228,0.0265509,0.0821859,0,0,0.0165985,0,0.0244121,0.0213735,0.033041,0.0364286,0.0268173,0.0400352,0.0195622,0.120609,0.0142587,0.019513,0.0321024,0.0299334,0.0244587,0.0124054,0.0142127,0.0260737,0.013403,0.0620657,0.0183865,0.0170647,0.0707762,0.0410146,0,0,0,0,0,0,0,0
89,0.0435939,0.0608195,0,0,0,0,0,0,0.0132411,0.0273899,0.0286305,0.0249086,0,0.0601557,0,0.0460914,0.0240643,0.0495831,0.0321704,0.00834378,0.0302759,0.026656,0.0314045,0.0157581,0.0244387,0.0274115,0.0111718,0.0212055,0.0101705,0.0197754,0.034054,0.0482567,0.0448338,0.00294067,0.0187672,0.0246222,0.0257077,0.0269336,0.0816814,0,0,0.0167632,0,0.0244132,0.0214957,0.0330239,0.0364574,0.0271515,0.0408284,0.0190994,0.120126,0.0143165,0.0194477,0.0320169,0.0298414,0.0245907,0.0128104,0.0142686,0.0261131,0.013141,0.0617307,0.0186011,0.017265,0.0705885,0.0406121,0,0,0,0,0,0,0,0
90,0.0437102,0.0607994,0,0,0,0,0,0,0.0126724,0.0273611,0.0287812,0.0250693,0,0.0605384,0,0.0462113,0.024162,0.0498309,0.0322028,0.00845349,0.0306175,0.0265542,0.0313732,0.0160547,0.0242013,0.0276935,0.0112862,0.0213913,0.0102753,0.0196748,0.0341634,0.0485384,0.0449791,0.00294239,0.0188891,0.0246401,0.0260389,0.0272447,0.0811251,0,0,0.0169484,0,0.0244304,0.0217252,0.032982,0.0367665,0.0276195,0.0415506,0.0186676,0.119661,0.0143662,0.0194405,0.0320073,0.0298437,0.024894,0.0131197,0.0145808,0.0263349,0.0129898,0.0614073,0.0188046,0.017436,0.0704645,0.040135,0,0,0,0,0,0,0,0
91,0.0437553,0.0608546,0,0,0,0,0,0,0.0124521,0.0273304,0.0288839,0.0251976,0,0.0610442,0,0.046289,0.0244231,0.050096,0.0323176,0.00855659,0.0310146,0.0264036,0.0314772,0.0163743,0.0241125,0.0280414,0.0113999,0.0215389,0.0104189,0.0195773,0.0342618,0.0486412,0.0450654,0.00290273,0.0193524,0.024661,0.0265,0.0274303,0.0806714,0,0,0.0171256,0,0.0244348,0.0219786,0.0329017,0.0373133,0.0282234,0.042217,0.0182546,0.119201,0.0140352,0.0194913,0.0320459,0.0297191,0.0252253,0.0134964,0.0149364,0.02661,0.0132354,0.0610344,0.0190049,0.0175734,0.0703499,0.0396625,0,0,0,0,0,0,0,0
92,0.0436588,0.060921,0,0,0,0,0,0,0.0126615,0.0272726,0.0288661,0.025373,0,0.0614576,0,0.0463576,0.0247297,0.0503643,0.0324939,0.00867404,0.0313341,0.0262825,0.0315134,0.0166952,0.0241633,0.0284436,0.0115579,0.0216854,0.0106017,0.0195004,0.0343114,0.0486986,0.0450573,0.00290294,0.0197275,0.0246441,0.0269985,0.0276314,0.0803116,0,0,0.0172997,0,0.0244027,0.0221458,0.032831,0.0379487,0.0287928,0.0429219,0.0178618,0.118707,0.0139598,0.0195763,0.0320931,0.02948,0.0255991,0.0138812,0.0151376,0.0268374,0.0128924,0.060604,0.0191813,0.0176719,0.070215,0.0392735,0,0,0,0,0,0,0,0
93,0.0436748,0.0609642,0,0,0,0,0,0,0.0131712,0.0272396,0.0289401,0.0254887,0,0.0618148,0,0.04646,0.0250033,0.0506122,0.0325841,0.00879189,0.031595,0.0261985,0.0314623,0.0169176,0.0241528,0.0288029,0.0117478,0.0218791,0.0107867,0.0194305,0.0343946,0.0488872,0.0451178,0.00289482,0.0203844,0.0245983,0.0274811,0.0279191,0.0799832,0,0,0.0175125,0,0.0243497,0.0222712,0.032788,0.0385966,0.0293279,0.0437764,0.017499,0.118086,0.0139167,0.0196273,0.0321263,0.0293179,0.0260817,0.0142659,0.0152862,0.0271492,0.0127323,0.0601466,0.019368,0.0177908,0.0700616,0.0389594,0,0,0,0,0,0,0,0
94,0.0436645,0.0609603,0,0,0,0,0,0,0.0134062,0.0272355,0.0290276,0.0256291,0,0.0621696,0,0.0466221,0.0251885,0.0508487,0.0327102,0.00889009,0.0318303,0.0262058,0.0315086,0.0170388,0.0240294,0.0291164,0.0119533,0.0221141,0.0110199,0.0193187,0.0344775,0.0491467,0.045264,0.00288813,0.0210518,0.0246103,0.0278971,0.0282599,0.079647,0,0,0.0177467,0,0.0243639,0.022433,0.0327448,0.0391458,0.029846,0.0447791,0.0171419,0.117464,0.0137227,0.0196979,0.0321762,0.0292128,0.0266725,0.0146981,0.0154959,0.0275032,0.0130409,0.0596765,0.0195645,0.0179742,0.0698875,0.0386763,0,0,0,0,0,0,0,0
95,0.0437021,0.0610188,0,0,0,0,0,0,0.0133695,0.0272167,0.0291175,0.0257846,0,0.0625721,0,0.0467905,0.0253484,0.0511008,0.0328084,0.00898056,0.0320959,0.0262404,0.0316376,0.0171703,0.0238284,0.0293976,0.012139,0.0223801,0.0113198,0.0191781,0.0347097,0.0493591,0.0454227,0.00291034,0.02179,0.0245775,0.0285116,0.0286185,0.0792286,0,0,0.017979,0,0.0243214,0.022643,0.0327075,0.0397578,0.0303884,0.0458639,0.0168375,0.116931,0.0133481,0.0197151,0.0321708,0.029096,0.0272865,0.0152132,0.0157654,0.0278711,0.0139708,0.0592507,0.0197246,0.0181503,0.0697722,0.0382019,0,0,0,0,0,0,0,0
96,0.0437218,0.0611112,0,0,0,0,0,0,0.0132937,0.0271823,0.0292171,0.0259078,0,0.063036,0,0.0469252,0.0255337,0.0513456,0.0329657,0.00905046,0.032431,0.0262886,0.0317829,0.0173066,0.023584,0.0296764,0.0123356,0.0226079,0.0115758,0.0190585,0.0348078,0.0495219,0.0455865,0.00296407,0.0227627,0.024542,0.0293216,0.0289012,0.078926,0,0,0.0181708,0,0.0242764,0.0228093,0.0326792,0.040494,0.0309406,0.0469644,0.0166692,0.116382,0.0130277,0.0197568,0.0320238,0.0289232,0.0277636,0.0157192,0.0159682,0.0282563,0.0148697,0.0588582,0.0198785,0.0182815,0.0696992,0.0377755,0,0,0,0,0,0,0,0
97,0.0437951,0.0611104,0,0,0,0,0,0,0.0131392,0.0271697,0.0292629,0.0257273,0,0.0633985,0,0.0470635,0.0257062,0.0515918,0.0328512,0.00899522,0.0327092,0.0260923,0.0319205,0.01729,0.0234248,0.0299204,0.0124584,0.0226268,0.011472,0.0190481,0.0348118,0.0495941,0.0457085,0.00305281,0.0236791,0.0245531,0.0303057,0.0287338,0.0785882,0,0,0.0183074,0,0.0242889,0.0229198,0.0325085,0.0415459,0.0314094,0.0478533,0.016281,0.115739,0.0127836,0.0198007,0.0319023,0.0285771,0.0282061,0.0161131,0.0162529,0.0289481,0.0154362,0.0584179,0.0200595,0.018438,0.0695012,0.0374331,0,0,0,0,0,0,0,0
98,0.0438434,0.0610131,0,0,0,0,0,0,0.0130089,0.0271322,0.0293161,0.0255117,0,0.0636274,0,0.0472063,0.0258655,0.0517758,0.0326249,0.00892265,0.0328817,0.0258243,0.0319482,0.017176,0.023258,0.0301523,0.0125305,0.0225977,0.0114722,0.0190695,0.0347832,0.049595,0.0458103,0.0031266,0.0244079,0.0245918,0.0312114,0.0285877,0.0780187,0,0,0.0184432,0,0.0243436,0.0230137,0.032343,0.042539,0.031841,0.0487188,0.0158445,0.115027,0.0123495,0.0198801,0.0318199,0.028336,0.0287152,0.016432,0.0166056,0.0297032,0.0159019,0.0579097,0.0202675,0.0186117,0.0692018,0.0370978,0,0,0,0,0,0,0,0
99,0.0438684,0.0609186,0,0,0,0,0,0,0.0128934,0.0270746,0.0294036,0.0253493,0,0.0638189,0,0.0473268,0.0259563,0.0519222,0.0323668,0.00884919,0.0330335,0.0256128,0.0319418,0.0170721,0.0230283,0.0303983,0.0126393,0.0226199,0.0116092,0.019074,0.0347613,0.0495844,0.0459005,0.00317378,0.0249696,0.0245544,0.0320339,0.0285156,0.0774264,0,0,0.0186216,0,0.0243215,0.0231244,0.0322093,0.0434986,0.0323097,0.049534,0.0154895,0.11427,0.0120156,0.0199945,0.0317775,0.028208,0.0292284,0.0167794,0.0169609,0.0305345,0.0163196,0.0573602,0.0204489,0.0188021,0.0689054,0.0367049,0,0,0,0,0,0,0,0
100,0.0439217,0.0608764,0,0,0,0,0,0,0.0128176,0.0270274,0.0293665,0.0252664,0,0.0640027,0,0.0474214,0.0260135,0.0520329,0.0322011,0.0087554,0.0331447,0.025479,0.0319062,0.0172491,0.0229203,0.0306382,0.0127508,0.0226471,0.0116139,0.0190518,0.0346821,0.0495769,0.0459897,0.00319679,0.0254576,0.024534,0.0328236,0.0284351,0.0767861,0,0,0.0188248,0,0.0243138,0.0232758,0.0321262,0.0442664,0.0327823,0.0502814,0.0152294,0.113505,0.0118215,0.020093,0.0317878,0.0281089,0.0297246,0.0171197,0.0172635,0.0314695,0.0165979,0.0568107,0.020675,0.019064,0.0686405,0.0363048,0,0,0,0,0,0,0,0
101,0.0439422,0.0608335,0,0,0,0,0,0,0.0128548,0.0270344,0.0293198,0.0251117,0,0.0642522,0,0.0474874,0.0261466,0.0521174,0.0320787,0.00863754,0.0332719,0.0253811,0.0319783,0.0179299,0.0228007,0.030897,0.0128754,0.0226976,0.011736,0.0190052,0.0345471,0.0495467,0.0460869,0.00318764,0.0259305,0.0244791,0.0337019,0.0283371,0.076142,0,0,0.019071,0,0.0242549,0.0234533,0.0320712,0.0448968,0.0332343,0.0510708,0.01505,0.112575,0.0117164,0.020238,0.031829,0.0280615,0.0302032,0.0174044,0.0175466,0.0324771,0.0169262,0.0561551,0.0208707,0.0192852,0.0683237,0.0358688,0,0,0,0,0,0,0,0
102,0.0438856,0.060769,0,0,0,0,0,0,0.012949,0.0270444,0.0292268,0.0249442,0,0.0643327,0,0.0475633,0.0261961,0.0521888,0.0320232,0.00856305,0.0334727,0.0254015,0.0320479,0.0182572,0.0228207,0.0312023,0.0130524,0.0228162,0.0117703,0.0189434,0.0343531,0.049324,0.0461836,0.00322203,0.0262053,0.0244299,0.0344821,0.0282465,0.0756993,0,0,0.0193142,0,0.0242109,0.0236561,0.0320753,0.0456911,0.0335368,0.0517013,0.0149455,0.11178,0.0115566,0.0203002,0.0318049,0.0280051,0.0306663,0.0176506,0.0178107,0.0333903,0.0167548,0.0555707,0.0210888,0.0195567,0.0680466,0.0355441,0,0,0,0,0,0,0,0
103,0.0439346,0.0606463,0,0,0,0,0,0,0.0130382,0.0270556,0.0291656,0.0248266,0,0.0644419,0,0.0476818,0.0263154,0.0522809,0.0318844,0.0084411,0.0335851,0.0255396,0.0321579,0.0182326,0.0228426,0.0314427,0.0131815,0.0229232,0.0117795,0.0188718,0.0342184,0.04913,0.0463073,0.00328753,0.0267326,0.0244055,0.035044,0.0281711,0.0751499,0,0,0.0195944,0,0.0241891,0.0239045,0.0321306,0.0465344,0.0337578,0.0523577,0.0148996,0.110987,0.0113805,0.0203543,0.0317554,0.0280039,0.0312603,0.017885,0.0181013,0.0343295,0.0167097,0.0549798,0.0213097,0.0198184,0.0677663,0.035254,0,0,0,0,0,0,0,0
104,0.0467736,0,0,0,0,0,0,0,0.0132778,0.027194,0.0291325,0.0250756,0,0.0665099,0,0.0475924,0.0275374,0.0523294,0.0318262,0.00849723,0.0336483,0.0266884,0.0340158,0.0181592,0.0229857,0.0315701,0.0132849,0.0230791,0.0119554,0.0188244,0.0341867,0.0501796,0.0465101,0.00295722,0.0276083,0.0243189,0.0359784,0.0284494,0.0772763,0,0,0.0195523,0,0.0242202,0.0240501,0.0323137,0.0474134,0.0339849,0.0532588,0.0158021,0.113337,0.0112967,0.020391,0.0316813,0.0281043,0.0319223,0.0179735,0.0183148,0.0350826,0.0175815,0.0556022,0.0215044,0.020416,0.0698855,0.0366307,0,0,0,0,0,0,0,0
105,0.0449255,0.061086,0,0,0,0,0,0,0.0134464,0.0270872,0.029175,0.0249446,0,0.0655195,0,0.0478151,0.0269083,0.0525511,0.03206,0.00831975,0.0337564,0.0262607,0.0328072,0.0182005,0.023003,0.0316907,0.0135295,0.0232683,0.0120627,0.0186658,0.0342402,0.0496057,0.0465872,0.00353106,0.0276271,0.0244085,0.0362199,0.0281959,0.0750814,0,0,0.020079,0,0.0241883,0.0244414,0.0322228,0.0479199,0.0340752,0.0535569,0.0153715,0.110575,0.0109922,0.020437,0.0314506,0.0278767,0.0325047,0.0182543,0.0186956,0.0355435,0.0173432,0.0542838,0.021874,0.0204117,0.0678923,0.0354404,0,0,0,0,0,0,0,0
106,0.0443226,0.0605162,0,0,0,0,0,0,0.0128479,0.0270156,0.0290876,0.0247343,0,0.0652137,0,0.0480852,0.0267479,0.0526214,0.0319585,0.00820954,0.0336028,0.0259452,0.0326793,0.0181014,0.0230624,0.0315266,0.0136427,0.0231845,0.012008,0.0185305,0.0345933,0.0493814,0.0466491,0.00374195,0.0281545,0.0244228,0.0368938,0.0278962,0.0742231,0,0,0.020386,0,0.0241916,0.0246684,0.0322167,0.0487503,0.0342222,0.0539659,0.0150101,0.109304,0.0106761,0.0205458,0.0314111,0.0277542,0.0328739,0.0183936,0.0190639,0.0361479,0.0175079,0.0533719,0.022151,0.0206803,0.0672728,0.0348782,0,0,0,0,0,0,0,0
107,0.0441326,0.0601847,0,0,0,0,0,0,0.0114995,0.0269386,0.0288252,0.0245438,0,0.0650926,0,0.0482512,0.0266203,0.0526794,0.0315202,0.00808999,0.0334362,0.0258013,0.0325941,0.0180371,0.0232462,0.0313833,0.0133438,0.0230177,0.0118779,0.0184699,0.0347127,0.0492712,0.0466763,0.00386977,0.0284265,0.0244136,0.0376231,0.0276343,0.0736381,0,0,0.0206747,0,0.0241857,0.0248138,0.0321603,0.0497362,0.0343314,0.0545219,0.0148024,0.108388,0.0104214,0.0206994,0.0314569,0.0277485,0.0331289,0.0185117,0.0193593,0.0368075,0.0178004,0.0526601,0.0224112,0.0210143,0.0668892,0.0345344,0,0,0,0,0,0,0,0
108,0.0440229,0.060057,0,0,0,0,0,0,0.0111355,0.0268878,0.0285476,0.0243644,0,0.0650248,0,0.0483267,0.0266224,0.0527006,0.0312851,0.0079924,0.0333319,0.0257593,0.0325634,0.0180284,0.0232728,0.0312996,0.0131236,0.022827,0.0118577,0.0185012,0.0346446,0.0491078,0.0466849,0.00393231,0.0280719,0.0243923,0.0381032,0.0273921,0.0731005,0,0,0.0209288,0,0.024172,0.02486,0.0321063,0.0505726,0.034385,0.055089,0.0147657,0.10774,0.0103033,0.0208146,0.0315063,0.0277294,0.0333935,0.0186397,0.0196005,0.0374268,0.0183945,0.0522425,0.0226361,0.0213582,0.0666903,0.0343431,0,0,0,0,0,0,0,0
109,0.0439587,0.0599659,0,0,0,0,0,0,0.011295,0.0268716,0.0284202,0.0241772,0,0.0648094,0,0.0483307,0.0265904,0.0527107,0.0313129,0.00797201,0.0331955,0.025747,0.0324774,0.018058,0.0233575,0.0312109,0.0130151,0.0226042,0.0118171,0.0185096,0.0345927,0.0487864,0.0466748,0.00398467,0.0276259,0.024383,0.0383883,0.0271739,0.0726327,0,0,0.0212026,0,0.0241854,0.0251005,0.0320689,0.0511588,0.0343467,0.0554634,0.0147561,0.107231,0.0102621,0.0208829,0.0315943,0.0277913,0.0337143,0.018725,0.0197618,0.0379617,0.0188065,0.0518375,0.022881,0.0216107,0.066487,0.0342449,0,0,0,0,0,0,0,0
110,0.0440307,0.059769,0,0,0,0,0,0,0.0115283,0.0268591,0.0284239,0.0240606,0,0.0644084,0,0.0483503,0.0264594,0.0527188,0.031452,0.00801786,0.0329976,0.0256506,0.0322511,0.0180891,0.023389,0.0310965,0.0129285,0.0223865,0.0119306,0.0184554,0.0346174,0.0483941,0.0467062,0.00405618,0.027892,0.0243735,0.0387778,0.0269935,0.0722004,0,0,0.0214863,0,0.024205,0.0254887,0.0320328,0.0517822,0.0342117,0.0556779,0.0146981,0.106639,0.0103068,0.0209531,0.031644,0.0279685,0.0339202,0.0187014,0.019853,0.0384803,0.0188901,0.0513082,0.0231503,0.0218801,0.0661745,0.0341532,0,0,0,0,0,0,0,0
111,0.0439928,0.0595485,0,0,0,0,0,0,0.0117956,0.0267636,0.0283653,0.024014,0,0.0639484,0,0.0484096,0.0261748,0.052714,0.0313858,0.00810142,0.0328128,0.0255516,0.0320693,0.0181852,0.0235243,0.0310574,0.0128645,0.0222806,0.011949,0.0184461,0.0347188,0.0481261,0.0467801,0.0041306,0.0284813,0.024381,0.0391394,0.0267726,0.071962,0,0,0.0217168,0,0.024241,0.0257727,0.0320656,0.0523079,0.0340784,0.0557845,0.0146722,0.106083,0.0103398,0.0209597,0.031687,0.0280712,0.0339765,0.0186374,0.0199619,0.0388112,0.0185668,0.0508257,0.0234327,0.0221278,0.0658642,0.0340785,0,0,0,0,0,0,0,0
112,0.0438062,0.0593719,0,0,0,0,0,0,0.0111203,0.0267041,0.0297818,0.0240081,0,0.0635306,0,0.0485154,0.0259078,0.0527058,0.0327065,0.00816213,0.0319822,0.0255926,0.0320101,0.0180813,0.0236926,0.0305024,0.0120212,0.0220541,0.0119836,0.0192686,0.0365214,0.0479249,0.0468434,0.00423694,0.0289835,0.0243738,0.0394384,0.0264868,0.0718276,0,0,0.0219082,0,0.0242633,0.0260006,0.0321759,0.0528539,0.0340672,0.0557492,0.0147298,0.105634,0.0103776,0.0209243,0.0317382,0.0281586,0.0340079,0.0185973,0.0200381,0.0389987,0.0180989,0.0504108,0.0237201,0.0223474,0.0656471,0.0340941,0,0,0,0,0,0,0,0
113,0.0435458,0.059096,0,0,0,0,0,0,0.0102131,0.026645,0.0316928,0.0239875,0,0.0631783,0,0.0486295,0.0257135,0.0527022,0.0345389,0.00824706,0.0308597,0.0256012,0.0319646,0.0177929,0.0240507,0.0296673,0.0109771,0.0218994,0.0123178,0.0204162,0.0389236,0.0476836,0.046892,0.00442402,0.0295844,0.0243602,0.0397817,0.0262796,0.0715646,0,0,0.0221917,0,0.0242813,0.0262724,0.0323389,0.0535283,0.0339569,0.055783,0.0147548,0.10513,0.0104236,0.0208849,0.0318169,0.0283257,0.0340175,0.0185312,0.0200726,0.0391163,0.0179793,0.0498968,0.024034,0.0226854,0.065381,0.0340911,0,0,0,0,0,0,0,0
114,0.0433339,0.0587183,0,0,0,0,0,0,0.00997578,0.026597,0.0331498,0.0238559,0,0.0628755,0,0.0488006,0.0256243,0.0527136,0.0360095,0.0083624,0.0299676,0.0255204,0.0318846,0.0175777,0.0245571,0.028973,0.0102479,0.0217277,0.0129306,0.0214164,0.0409046,0.047444,0.0469702,0.00466425,0.0300936,0.0243512,0.0398954,0.0261874,0.0712076,0,0,0.0225353,0,0.0243059,0.0265625,0.0324438,0.0538965,0.033796,0.0558277,0.0147249,0.104497,0.0104872,0.0208776,0.0317783,0.0284664,0.0339406,0.0184485,0.0199829,0.0390251,0.0183058,0.0492885,0.0243627,0.0230319,0.0649878,0.033938,0,0,0,0,0,0,0,0
115,0.0432281,0.0583642,0,0,0,0,0,0,0.0104184,0.0265575,0.0345488,0.0237791,0,0.0626755,0,0.0490062,0.0256683,0.0526836,0.0377385,0.00850545,0.0292139,0.0254879,0.0317971,0.0174008,0.0250299,0.0283244,0.00969675,0.0218084,0.0136914,0.0224976,0.0429992,0.0472039,0.0470729,0.00490632,0.0302613,0.0243708,0.0399606,0.026225,0.0707698,0,0,0.0228854,0,0.024359,0.0268464,0.0326,0.0541141,0.0336934,0.0557802,0.0147326,0.103939,0.0106169,0.0208529,0.0317333,0.0285451,0.033777,0.0183783,0.0198574,0.0388352,0.0186125,0.0487848,0.0247188,0.0233255,0.064614,0.0337281,0,0,0,0,0,0,0,0
116,0.0430819,0.0580083,0,0,0,0,0,0,0.0111594,0.0265195,0.0359238,0.0237504,0,0.06248,0,0.0491844,0.025715,0.0526383,0.0392829,0.00864188,0.0285416,0.0255245,0.0316744,0.0172793,0.0254685,0.0277442,0.00934255,0.0219123,0.014433,0.0234228,0.045005,0.0470214,0.0471331,0.00509955,0.0300249,0.0243912,0.0400552,0.0263022,0.0704107,0,0,0.0232713,0,0.0244045,0.0271081,0.0327458,0.0540485,0.0335477,0.0556734,0.0147984,0.103468,0.0108224,0.0208417,0.0318913,0.0286645,0.0335968,0.0182746,0.0196857,0.0385376,0.0186664,0.0482791,0.0250602,0.0235805,0.0642556,0.0335847,0,0,0,0,0,0,0,0
117,0.0429067,0.0576576,0,0,0,0,0,0,0.0112689,0.0264774,0.0372564,0.0237485,0,0.0621985,0,0.0492862,0.0257257,0.0526355,0.0407175,0.00873283,0.0278785,0.0256355,0.0315082,0.0172063,0.0259267,0.0272289,0.00902929,0.0220316,0.0150004,0.024275,0.0469235,0.0469205,0.0471411,0.00521756,0.02993,0.0243912,0.0401043,0.025998,0.0700823,0,0,0.0236603,0,0.0244362,0.0273589,0.0328564,0.0538193,0.0334125,0.0555825,0.0149823,0.10294,0.0110645,0.0207918,0.0320059,0.0288603,0.0334352,0.0181793,0.019477,0.0381633,0.0189369,0.047692,0.0253909,0.0238758,0.0639056,0.0334518,0,0,0,0,0,0,0,0
118,0.0425668,0.0573377,0,0,0,0,0,0,0.0118604,0.0264336,0.0382793,0.0237524,0,0.0617576,0,0.0493307,0.0256444,0.0526679,0.0420265,0.00882269,0.0273253,0.0257969,0.0313529,0.0172054,0.0264526,0.0268196,0.00886248,0.0221824,0.0155755,0.0249401,0.0485963,0.0468726,0.0471324,0.00529118,0.0297731,0.0243577,0.0400403,0.0252517,0.069747,0,0,0.0239922,0,0.0244516,0.0276263,0.0329206,0.0535071,0.0332631,0.0555204,0.0152141,0.102288,0.0114566,0.0207114,0.0319487,0.0289697,0.0332549,0.0181129,0.0192437,0.037744,0.0190551,0.047019,0.0257546,0.0241917,0.0635415,0.0333038,0,0,0,0,0,0,0,0
119,0.0425179,0.0571529,0,0,0,0,0,0,0.0127268,0.0263954,0.039195,0.0238492,0,0.0612859,0,0.0493722,0.0255394,0.0527546,0.0432304,0.00891276,0.0268921,0.0259746,0.0313509,0.0172782,0.0270433,0.0264611,0.00880749,0.0224097,0.0162792,0.0256623,0.0503252,0.0466909,0.0471323,0.00529119,0.0296406,0.0243039,0.039849,0.0249913,0.0692971,0,0,0.0243628,0,0.0244316,0.0279557,0.0329523,0.0531969,0.0331744,0.0553518,0.0155333,0.101649,0.0116272,0.0206935,0.0319679,0.0289678,0.0331724,0.0181316,0.019051,0.0373941,0.019288,0.0464659,0.0261416,0.0245915,0.0632756,0.0330776,0,0,0,0,0,0,0,0
120,0.0444005,0,0,0,0,0,0,0,0.0143819,0.0264379,0.0412519,0.0240407,0,0.0615149,0,0.0494162,0.025784,0.0528189,0.0455393,0.00909106,0.0263371,0.0263644,0.0321951,0.017314,0.0276529,0.0260048,0.00888508,0.0228026,0.0173571,0.0269641,0.0531113,0.0466168,0.0471932,0.00510362,0.0300526,0.0241357,0.0398665,0.0251967,0.070671,0,0,0.0248626,0,0.0244374,0.0283946,0.0330245,0.0529748,0.0332717,0.0552791,0.0159769,0.103305,0.0117669,0.020658,0.0321273,0.0290264,0.0332357,0.018216,0.0188385,0.0372025,0.0201296,0.0468115,0.0265661,0.0253554,0.0647215,0.0339899,0,0,0,0,0,0,0,0
121,0.0420794,0.0569633,0,0,0,0,0,0,0.014199,0.0263519,0.0405173,0.0243279,0,0.0602178,0,0.0495859,0.0250606,0.0531314,0.0448529,0.00916117,0.0265421,0.0262548,0.0311439,0.0177919,0.0281549,0.0262494,0.008651,0.0228129,0.0170285,0.026623,0.0528767,0.0457997,0.0472203,0.00548307,0.0303787,0.0241787,0.0396394,0.0254305,0.0684532,0,0,0.0252683,0,0.0243501,0.028767,0.032871,0.052454,0.033049,0.0554152,0.0160593,0.100493,0.0116958,0.0205005,0.0320439,0.0289868,0.0334641,0.0183898,0.0185384,0.0369841,0.0202822,0.0454757,0.0270561,0.0252067,0.062874,0.0325524,0,0,0,0,0,0,0,0
122,0.0435198,0,0,0,0,0,0,0,0.015643,0.0263672,0.0419465,0.0245087,0,0.060574,0,0.0497451,0.0252431,0.0531795,0.0462544,0.00934175,0.0263267,0.0265294,0.032037,0.0179143,0.0285271,0.0261278,0.00871351,0.0230211,0.0176108,0.0273234,0.0548136,0.0456972,0.0473661,0.00548156,0.0310295,0.0241371,0.0397998,0.0257547,0.0701906,0,0,0.0258223,0,0.0245015,0.0291762,0.0328716,0.0521274,0.0330537,0.0555295,0.0165522,0.10224,0.0116526,0.0203872,0.0318542,0.0290601,0.0336008,0.0182701,0.0181585,0.0368789,0.0208972,0.0458379,0.0274717,0.025693,0.0643233,0.0336596,0,0,0,0,0,0,0,0
