Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75,REAR
664,0.0130694,0.011502,0,0,0,0,0,0,0.0322802,0.0233783,0.0069709,0.00318376,0,0,0.024974,0,0.0386411,0.00704593,0.0450658,0.0129015,0.00978493,0.00930513,0.00151621,0.0172966,0.00586589,0.0268423,0.00877096,0.0137948,0.00963381,0.00559486,0.0250089,0.0185539,0.0175139,0.0354193,0.00853841,0.00431792,0.0265343,0.00600722,0.00300768,0.0212686,0,0.0158533,0,0.0287722,0.0102365,0.0330806,0.0114607,0.0234767,0.00236262,0.00347297,0.0146568,0.00218423,0.0115113,0.00265343,0.00225355,0.00454606,0.0179361,0.00302573,0.00671671,0.00560659,0.01331,0.0197736,0.0106399,0.0120186,0.0158202,0,0,0,0,0,0,0,0,0,0
665,0.0131536,0.0113433,0,0,0,0,0,0,0.0325398,0.0234237,0.00671127,0.00316217,0,0,0.0248872,0,0.0386039,0.00717952,0.0450911,0.012747,0.00980536,0.00944505,0.0014879,0.0175042,0.005945,0.0268073,0.00879213,0.0136903,0.00973934,0.00561966,0.0252543,0.0185482,0.0176925,0.035301,0.00867677,0.00434712,0.0264151,0.00608385,0.00306604,0.0213401,0,0.0160973,0,0.0289317,0.0102751,0.0331193,0.0115986,0.023462,0.00235826,0.00346223,0.0142189,0.00225317,0.0114302,0.00261162,0.00225541,0.00460518,0.0179117,0.00306793,0.00678497,0.00567497,0.0133328,0.0202839,0.0110748,0.0120249,0.0158468,0,0,0,0,0,0,0,0,0,0
666,0.0132554,0.0111835,0,0,0,0,0,0,0.0324068,0.0235107,0.00669221,0.00311085,0,0,0.024733,0,0.038584,0.00732447,0.045064,0.0128607,0.00976891,0.00947666,0.00146948,0.0177808,0.00593694,0.0268636,0.00872433,0.0139439,0.00971779,0.00562382,0.025188,0.0186088,0.0178361,0.0352386,0.00881635,0.00446461,0.0263615,0.00634445,0.00307642,0.0214636,0,0.0162764,0,0.0291058,0.0103526,0.0331238,0.0119846,0.023499,0.00235,0.00345356,0.0137724,0.00219801,0.0113923,0.00266502,0.00223971,0.00473141,0.01795,0.00313666,0.00698182,0.00567245,0.0132845,0.0209001,0.0114779,0.0120384,0.0157183,0,0,0,0,0,0,0,0,0,0
667,0.0133363,0.0110037,0,0,0,0,0,0,0.0322812,0.0235569,0.00664993,0.00306041,0,0,0.0245114,0,0.0385473,0.00742215,0.0450401,0.0130738,0.00972177,0.00947018,0.00146976,0.0180121,0.0059399,0.0269269,0.00866314,0.0140551,0.00966352,0.00561739,0.0250661,0.0187263,0.0179465,0.0351716,0.00894711,0.00464586,0.0263134,0.00670638,0.00304368,0.0216523,0,0.0165376,0,0.0293301,0.0105162,0.0331211,0.0124703,0.0235292,0.00236172,0.00343647,0.0133645,0.00205673,0.0114186,0.00279152,0.00225127,0.00485681,0.0179905,0.00322789,0.00725824,0.00559946,0.0132217,0.0214257,0.0118617,0.0120384,0.0158139,0,0,0,0,0,0,0,0,0,0
668,0.0134684,0.0107827,0,0,0,0,0,0,0.032271,0.0235551,0.00678521,0.00304218,0,0,0.0242162,0,0.0384896,0.00752038,0.0450296,0.0132427,0.00969157,0.0094511,0.00145456,0.0182424,0.00602914,0.0269224,0.00864955,0.014109,0.009632,0.00561927,0.02498,0.0187871,0.017998,0.0351077,0.00902471,0.00475297,0.0262194,0.00668397,0.0030584,0.0219327,0,0.0169244,0,0.0295705,0.010658,0.0331594,0.0125026,0.0235678,0.00228858,0.00337012,0.013146,0.00203511,0.0116071,0.00291935,0.00231072,0.00475456,0.0179143,0.00298459,0.00723592,0.00596234,0.0132599,0.0218568,0.0121525,0.0119003,0.0158999,0,0,0,0,0,0,0,0,0,0
669,0.0135207,0.010505,0,0,0,0,0,0,0.0322808,0.0235593,0.00688291,0.00303338,0,0,0.0238779,0,0.0384407,0.00764147,0.0449827,0.0130871,0.00967834,0.00947448,0.00142442,0.0184926,0.00618371,0.0268655,0.00866834,0.0141913,0.00962443,0.00559065,0.0249691,0.0187986,0.0180497,0.0350483,0.00911325,0.00486924,0.0261036,0.00638932,0.00303387,0.0221221,0,0.017364,0,0.0297272,0.0107233,0.0332411,0.0121605,0.0235836,0.00220459,0.00326513,0.0128996,0.00206393,0.0116933,0.0029961,0.00233143,0.00455243,0.017847,0.00388739,0.00694473,0.0063871,0.0132571,0.022274,0.0123709,0.0116617,0.0158664,0,0,0,0,0,0,0,0,0,0
670,0.0136701,0.0103434,0,0,0,0,0,0,0.0322805,0.0235687,0.00692593,0.00301904,0,0,0.0236182,0,0.0383748,0.00772836,0.0449837,0.012613,0.00970143,0.0095219,0.00138948,0.0187955,0.00627277,0.0268263,0.0086722,0.0140798,0.00962172,0.0055527,0.0250139,0.0187907,0.018155,0.0349925,0.00920586,0.00492776,0.0260324,0.00619081,0.00296604,0.0222941,0,0.0177823,0,0.0298812,0.0107097,0.033243,0.0119221,0.023541,0.00212716,0.0031869,0.0127348,0.00206464,0.0117072,0.00299589,0.00231363,0.00446584,0.0177297,0.0045466,0.00668786,0.00655145,0.0133493,0.0226274,0.0124917,0.0114479,0.0159278,0,0,0,0,0,0,0,0,0,0
671,0.0138334,0.0101836,0,0,0,0,0,0,0.0323928,0.0236395,0.00687231,0.00297457,0,0,0.0234094,0,0.0383796,0.00786286,0.0450139,0.0126129,0.00973742,0.00950307,0.00134029,0.0190813,0.00634573,0.0268156,0.00869428,0.0139728,0.00959341,0.00556158,0.0250425,0.0187394,0.0183448,0.0349382,0.00930125,0.00487453,0.025972,0.00622654,0.00291408,0.0224229,0,0.0182139,0,0.0300642,0.0106938,0.0331694,0.0119545,0.0234976,0.00211072,0.00312346,0.0126069,0.00206113,0.0117206,0.00296255,0.00230647,0.00448176,0.0176464,0.00458059,0.00681137,0.00643268,0.013538,0.0227672,0.0125755,0.0112659,0.0160073,0,0,0,0,0,0,0,0,0,0
672,0.0140011,0.00997464,0,0,0,0,0,0,0.0324035,0.0236983,0.00682586,0.00292155,0,0,0.0232775,0,0.0383265,0.00804701,0.0450155,0.0125305,0.00976793,0.00945352,0.00129101,0.0193453,0.00644175,0.0268014,0.00864322,0.013954,0.00954075,0.00558725,0.0250546,0.0186959,0.0186297,0.0348542,0.00945702,0.00476588,0.0258848,0.00637561,0.00287884,0.0225631,0,0.0186846,0,0.0302649,0.0107167,0.0330902,0.0121447,0.023481,0.00223022,0.00303624,0.012544,0.00205177,0.0117264,0.00295734,0.00230394,0.00455768,0.0175922,0.0046809,0.0069994,0.00622403,0.0138055,0.0228442,0.0127467,0.0111045,0.0159965,0,0,0,0,0,0,0,0,0,0
673,0.0141649,0.00968162,0,0,0,0,0,0,0.0324515,0.0237567,0.00676534,0.00287382,0,0,0.0232163,0,0.0382677,0.00836448,0.044977,0.0124315,0.00979157,0.00940005,0.00127642,0.0196276,0.00636121,0.0267864,0.00864847,0.0140123,0.00951949,0.00557873,0.0250888,0.0186885,0.0190202,0.0347125,0.00967906,0.00464058,0.0257398,0.00664538,0.00286306,0.0227539,0,0.0192324,0,0.0304154,0.0107854,0.0330243,0.012452,0.0235046,0.00241905,0.00294655,0.0125651,0.00204047,0.0117194,0.00295626,0.00230896,0.00470373,0.0175639,0.00477532,0.00721197,0.00590486,0.0140621,0.0231213,0.0130076,0.0109729,0.0159239,0,0,0,0,0,0,0,0,0,0
674,0.014307,0.00937792,0,0,0,0,0,0,0.0325287,0.0238117,0.00662457,0.00283743,0,0,0.0232138,0,0.0382403,0.00877147,0.04492,0.012658,0.0098246,0.00929849,0.0012455,0.0199311,0.0063296,0.0267922,0.00869567,0.0141597,0.00949507,0.00553429,0.0251042,0.0186094,0.0194933,0.0345407,0.00994599,0.00451154,0.0256773,0.00696028,0.00284878,0.0230019,0,0.0198183,0,0.0306404,0.0109598,0.0329726,0.0127504,0.023534,0.00241647,0.00284088,0.0125945,0.00202997,0.0117063,0.00294481,0.00231405,0.00485706,0.0175749,0.0049683,0.00740406,0.00531016,0.0142933,0.0230908,0.0131644,0.0108909,0.0161218,0,0,0,0,0,0,0,0,0,0
675,0.0144524,0.0090847,0,0,0,0,0,0,0.0325941,0.0238604,0.00644009,0.00281119,0,0,0.0232574,0,0.0381858,0.00924687,0.044872,0.0131704,0.00988357,0.00911988,0.00118924,0.0203143,0.00632691,0.0268394,0.00869717,0.0142173,0.00945349,0.00550093,0.0250761,0.0184876,0.0200299,0.0344103,0.0102208,0.00449666,0.025633,0.00702544,0.00283447,0.023295,0,0.0204426,0,0.0308784,0.0112502,0.0329637,0.012801,0.0235475,0.00229345,0.00274672,0.0126306,0.0020353,0.0117018,0.00295643,0.0023312,0.00485819,0.0175266,0.00502731,0.00743725,0.00481183,0.0144894,0.0229329,0.0133001,0.0107799,0.0163372,0,0,0,0,0,0,0,0,0,0
676,0.0142315,0.00878577,0,0,0,0,0,0,0.0326355,0.0238792,0.0064725,0.00278055,0,0,0.0233958,0,0.0380691,0.00978446,0.0448384,0.0132314,0.00994097,0.00884139,0.00112348,0.0208455,0.00625471,0.026913,0.00864482,0.014183,0.00943166,0.00546469,0.0250092,0.0186071,0.0206553,0.0343121,0.0105329,0.00464539,0.0257548,0.00689107,0.00283843,0.0233856,0,0.0219076,0,0.0311949,0.0115619,0.0329787,0.0126625,0.0235522,0.00218046,0.00267288,0.011959,0.0020587,0.0116747,0.00298773,0.00237685,0.00473193,0.0175445,0.00491847,0.00735584,0.00492892,0.0143243,0.0192527,0.012233,0.0111517,0.0162614,0,0,0,0,0,0,0,0,0,0
677,0.0141178,0.00839746,0,0,0,0,0,0,0.0326842,0.0238766,0.00686533,0.00282861,0,0,0.0236327,0,0.0380146,0.0102367,0.0448873,0.0129729,0.00996413,0.00881704,0.00117061,0.0211696,0.0061914,0.0269721,0.00863555,0.0141444,0.00941852,0.00539157,0.0249902,0.0187313,0.0213862,0.0342005,0.0107037,0.00482331,0.0257091,0.00663878,0.0028587,0.0233854,0,0.0225124,0,0.0313715,0.0116781,0.0329411,0.0123976,0.0235131,0.00207492,0.00269286,0.0119348,0.00207821,0.0116567,0.00300602,0.00242184,0.00453785,0.0176454,0.00470923,0.00720925,0.00521743,0.0144864,0.019262,0.0124615,0.0109134,0.0161483,0,0,0,0,0,0,0,0,0,0
678,0.0140557,0.00810334,0,0,0,0,0,0,0.0328293,0.0239171,0.00686078,0.00288903,0,0,0.0238592,0,0.0380927,0.0106827,0.0449185,0.0127729,0.00996448,0.00894221,0.00122222,0.0215365,0.00618043,0.0269379,0.00868622,0.014142,0.00944774,0.00534858,0.0250789,0.0188615,0.0221057,0.0341501,0.0108158,0.00478042,0.0256454,0.00660866,0.00285785,0.0233817,0,0.0230675,0,0.0314894,0.01166,0.0329206,0.0123591,0.0234694,0.00205665,0.00275434,0.0119441,0.00209053,0.0116357,0.00299996,0.00241169,0.00454817,0.0177135,0.00470881,0.00721915,0.00501559,0.0146493,0.0192541,0.0125569,0.0106814,0.0161054,0,0,0,0,0,0,0,0,0,0
679,0.0140036,0.00784694,0,0,0,0,0,0,0.033099,0.0239477,0.00672534,0.00304823,0,0,0.024196,0,0.038107,0.0110823,0.0448863,0.0126068,0.00996365,0.00908708,0.00122033,0.0220102,0.00622844,0.026827,0.00879441,0.0141921,0.00952107,0.00541582,0.0252178,0.0190488,0.0228436,0.0340804,0.0109449,0.00458876,0.0256297,0.0067468,0.00284691,0.0234008,0,0.0235163,0,0.0316211,0.0115225,0.0329558,0.0124589,0.0234526,0.002076,0.00279172,0.0119788,0.00208392,0.0116187,0.00299997,0.00239207,0.00480362,0.0177695,0.00483114,0.00735354,0.00473641,0.014744,0.0190295,0.0125856,0.0104404,0.0161701,0,0,0,0,0,0,0,0,0,0
680,0.0139895,0.00765808,0,0,0,0,0,0,0.0331694,0.0239383,0.00676917,0.00322581,0,0,0.0246514,0,0.0380268,0.0115339,0.0448388,0.0126435,0.00995759,0.00898629,0.00118899,0.0225685,0.006232,0.0267945,0.00873179,0.0142486,0.00942703,0.0054692,0.0251588,0.0191761,0.0236952,0.0339856,0.0111186,0.00449997,0.0256595,0.00675326,0.00286094,0.0234935,0,0.0239564,0,0.0317992,0.0113623,0.0329921,0.0124064,0.0234597,0.00206764,0.00277961,0.0120421,0.00204385,0.0115995,0.00299691,0.00242374,0.00503374,0.0178176,0.00478657,0.00739522,0.00448388,0.0147004,0.0187835,0.0126421,0.0102197,0.0162627,0,0,0,0,0,0,0,0,0,0
681,0.0140807,0.00752781,0,0,0,0,0,0,0.0330874,0.023937,0.00690517,0.00323809,0,0,0.0250907,0,0.0379967,0.0120464,0.0448004,0.0127245,0.00994408,0.00886428,0.00118938,0.0232094,0.00621795,0.0266956,0.00866368,0.0142418,0.00928566,0.00547215,0.0250683,0.0193072,0.0245485,0.0339315,0.011313,0.00449753,0.0256835,0.00653037,0.00290719,0.0236623,0,0.0245726,0,0.0319703,0.0113664,0.0329866,0.012108,0.0234936,0.00205626,0.00273306,0.0121033,0.00203976,0.0115898,0.00306353,0.00243202,0.00492633,0.0179605,0.00456042,0.00721999,0.00464439,0.0148194,0.0185926,0.0127713,0.0100342,0.016368,0,0,0,0,0,0,0,0,0,0
682,0.0142099,0.00741692,0,0,0,0,0,0,0.0330549,0.0240427,0.00675972,0.00323085,0,0,0.0254982,0,0.038091,0.0125137,0.0447878,0.0127991,0.00992954,0.00885638,0.00120979,0.0238664,0.00619801,0.0265392,0.00866179,0.0140498,0.00920539,0.00546129,0.0250514,0.0194345,0.0253577,0.0338513,0.0114664,0.00448115,0.0256355,0.00599062,0.00300819,0.0238643,0,0.0253283,0,0.0320774,0.0116017,0.0330065,0.0114726,0.0235839,0.0020948,0.00267534,0.0121226,0.00215351,0.0115545,0.00325027,0.00255991,0.00455699,0.0183383,0.00427976,0.00679089,0.00529551,0.0151519,0.018497,0.0129199,0.00980556,0.0165202,0,0,0,0,0,0,0,0,0,0
683,0.0143227,0.00728944,0,0,0,0,0,0,0.0330992,0.024235,0.00672761,0.00323356,0,0,0.026023,0,0.0381186,0.0128954,0.0447828,0.012558,0.00990997,0.00889316,0.00124022,0.0245315,0.00609866,0.0265081,0.0086869,0.0139523,0.00920739,0.00552724,0.0250693,0.019644,0.0261831,0.0336993,0.0115504,0.00421509,0.0255725,0.00567766,0.00304814,0.0240307,0,0.0259044,0,0.0321924,0.0119524,0.0331589,0.0110734,0.0236337,0.00217114,0.00268917,0.0121163,0.00228499,0.0115312,0.00335184,0.00263687,0.00448282,0.0184762,0.00444689,0.0065655,0.00544037,0.0155,0.0182558,0.0130091,0.00958062,0.0166531,0,0,0,0,0,0,0,0,0,0
684,0.0144953,0.00720077,0,0,0,0,0,0,0.033159,0.0243361,0.00684593,0.00323894,0,0,0.0266262,0,0.0380763,0.0133937,0.0448058,0.0121532,0.00987821,0.00893837,0.00126308,0.0253039,0.00606188,0.0265599,0.00868595,0.0140481,0.00925661,0.00565265,0.0250882,0.0199292,0.0270706,0.0335642,0.0116422,0.00412816,0.0255598,0.00564788,0.00306002,0.0241842,0,0.0264636,0,0.0323278,0.0122802,0.033348,0.0110084,0.02362,0.00224175,0.0027935,0.0121248,0.00235883,0.0115276,0.00340262,0.00265431,0.0045271,0.0184284,0.00427805,0.00661067,0.00552397,0.0157269,0.0179959,0.0129968,0.00933127,0.0168109,0,0,0,0,0,0,0,0,0,0
685,0.0148253,0.00722605,0,0,0,0,0,0,0.0332695,0.0241654,0.00681954,0.00328344,0,0,0.0272124,0,0.0380209,0.0139875,0.0448251,0.0123058,0.00983051,0.00897613,0.00128102,0.026203,0.00624769,0.026709,0.00868553,0.0142778,0.00924722,0.00566204,0.0251196,0.0201309,0.0279848,0.0334855,0.0118364,0.00411597,0.0255313,0.00574743,0.00307818,0.0244164,0,0.0270605,0,0.0324701,0.012567,0.033327,0.0111078,0.0235526,0.00225847,0.00291863,0.0122471,0.00236336,0.011527,0.00333751,0.00263813,0.00453886,0.018384,0.00403938,0.0067995,0.00552619,0.0159306,0.0177526,0.0129188,0.00911522,0.0171156,0,0,0,0,0,0,0,0,0,0
686,0.014877,0.00711345,0,0,0,0,0,0,0.0332913,0.0240118,0.00677395,0.00339192,0,0,0.027945,0,0.0379825,0.0145494,0.0448281,0.0125652,0.00977358,0.00904062,0.00130548,0.0269906,0.00621731,0.0269809,0.00871974,0.0143615,0.00911076,0.00560511,0.0251307,0.0202444,0.0289829,0.03342,0.011969,0.0040774,0.025523,0.00585988,0.00312596,0.0244582,0,0.0278813,0,0.0325607,0.0127926,0.0331483,0.0112499,0.0234735,0.00225141,0.00306487,0.0123254,0.00236696,0.0115326,0.00321016,0.00259831,0.00454372,0.0183749,0.00389137,0.00701964,0.00547069,0.016202,0.0173795,0.0127646,0.00899997,0.0172319,0,0,0,0,0,0,0,0,0,0
687,0.0150214,0.00700604,0,0,0,0,0,0,0.0332873,0.0240438,0.00672103,0.00345927,0,0,0.0285341,0,0.0380787,0.0149445,0.0448353,0.0126921,0.00972236,0.00899099,0.00134869,0.0276334,0.00611679,0.0271035,0.0086654,0.0142969,0.00907841,0.00559406,0.0251092,0.0202847,0.0297529,0.0333942,0.0120516,0.00389116,0.0254574,0.00580498,0.00319325,0.0246052,0,0.0289566,0,0.032609,0.0129088,0.0330791,0.0112059,0.0234582,0.00224703,0.00313926,0.0125795,0.00237992,0.0115886,0.00301378,0.00254262,0.00449672,0.0183867,0.00375884,0.00705796,0.00514597,0.0167049,0.0173695,0.0127381,0.00890303,0.0173914,0,0,0,0,0,0,0,0,0,0
688,0.0151134,0.00687121,0,0,0,0,0,0,0.0332237,0.0241561,0.00671475,0.00352279,0,0,0.0290728,0,0.0381764,0.0152954,0.0448409,0.012687,0.00967283,0.00891126,0.00146648,0.0281643,0.00603826,0.0270861,0.00860706,0.0141649,0.00879372,0.00562784,0.025057,0.0202837,0.0304325,0.0333718,0.012162,0.00353908,0.025351,0.00560222,0.00326232,0.0248175,0,0.0300615,0,0.0326208,0.0130244,0.0331023,0.0109277,0.0234499,0.0022159,0.00319391,0.0129256,0.00239995,0.0117129,0.0029507,0.00244836,0.00443848,0.018388,0.00361296,0.00689639,0.00459503,0.0172635,0.0174111,0.0127974,0.00876143,0.0174839,0,0,0,0,0,0,0,0,0,0
