Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75,REAR
1482,0.0101839,0.00856035,0,0,0,0,0,0,0.0305006,0.0226749,0.00854596,0.00150468,0,0,0.0147662,0,0.0412737,0.00830576,0.0449693,0.0143303,0.0101558,0.0113427,0.00271841,0.0104778,0.0070258,0.0251838,0.010649,0.0134375,0.00974856,0.00603537,0.025432,0.019174,0.0125314,0.0370057,0.00519208,0.00186887,0.0249794,0.0044154,0.00151818,0.0167985,0,0.0135596,0,0.0303693,0.00897754,0.0334258,0.00756126,0.0224351,0.00536505,0.00149401,0.0207702,0.0030489,0.0118421,0.00302261,0.00333968,0.00626123,0.0190386,0.00417734,0.00757412,0.00300246,0.0146842,0.00981085,0.00732588,0.0105211,0.0111752,0,0,0,0,0,0,0,0,0,0
1483,0.00990428,0.00835932,0,0,0,0,0,0,0.0303672,0.0227153,0.00851857,0.00151374,0,0,0.0140843,0,0.0411712,0.00797173,0.044925,0.0141647,0.0103127,0.0111576,0.00308159,0.0101684,0.00702567,0.0252173,0.0105963,0.0133668,0.00964174,0.00592121,0.0253851,0.0187261,0.011709,0.0370173,0.00528988,0.00182073,0.025056,0.00452988,0.00152892,0.0163867,0,0.0127049,0,0.0302773,0.00858828,0.0333571,0.00773194,0.0225037,0.00520073,0.00183548,0.020479,0.00307858,0.0118786,0.00305717,0.00342525,0.00627142,0.019028,0.0041961,0.00762976,0.00299231,0.0142089,0.00956569,0.0071221,0.0104063,0.0111505,0,0,0,0,0,0,0,0,0,0
1484,0.00969873,0.00824514,0,0,0,0,0,0,0.0301701,0.022746,0.00856518,0.00147397,0,0,0.0132871,0,0.0410535,0.00761897,0.0447676,0.014062,0.0104726,0.0110477,0.00343963,0.00984059,0.00702429,0.0252277,0.0105792,0.0133164,0.00953497,0.00585122,0.0253237,0.0182685,0.010979,0.0370486,0.00543623,0.00178085,0.0251458,0.00463715,0.00153241,0.0157793,0,0.0116725,0,0.0301716,0.00817146,0.0333475,0.007845,0.0226277,0.00511697,0.00209309,0.0199843,0.00309636,0.0118703,0.00300942,0.00346868,0.00626841,0.0190027,0.00422995,0.00767441,0.00300821,0.0135336,0.00934963,0.00695419,0.0103731,0.0111508,0,0,0,0,0,0,0,0,0,0
1485,0.00945286,0.00828479,0,0,0,0,0,0,0.0300238,0.0227733,0.00861997,0.00146663,0,0,0.0125268,0,0.0409682,0.0073108,0.0446864,0.0139661,0.0106135,0.0109811,0.00372269,0.00952889,0.00701929,0.0251992,0.0105839,0.0132655,0.00948354,0.00580009,0.0252821,0.017908,0.0103031,0.0371222,0.00555599,0.00178219,0.025234,0.00480548,0.00155864,0.0150372,0,0.0107084,0,0.0300372,0.00776788,0.0333338,0.00796285,0.0227004,0.00513539,0.00230576,0.0193049,0.00312442,0.0118578,0.00276569,0.00348408,0.00631575,0.0189499,0.00433129,0.00775439,0.00300184,0.0126931,0.00911894,0.00672629,0.0104585,0.0110904,0,0,0,0,0,0,0,0,0,0
1486,0.00943547,0.00837789,0,0,0,0,0,0,0.0299633,0.0228137,0.00867375,0.00153449,0,0,0.0117351,0,0.0408972,0.00699611,0.0446953,0.0138638,0.0107421,0.0109233,0.00401945,0.00928946,0.00706501,0.0251616,0.0106381,0.0132347,0.00950849,0.005767,0.0252777,0.0176309,0.00944958,0.0372333,0.00567476,0.00177547,0.0252997,0.00497668,0.00158027,0.0146387,0,0.00979448,0,0.0299098,0.00738622,0.0331951,0.0081679,0.022713,0.00518065,0.00263599,0.01887,0.00313739,0.0118625,0.00262309,0.00343496,0.00634984,0.0189027,0.00442018,0.00781171,0.00296804,0.0121882,0.00876134,0.00637068,0.0106113,0.0110242,0,0,0,0,0,0,0,0,0,0
1487,0.00945402,0.00846005,0,0,0,0,0,0,0.0298173,0.0228601,0.00867016,0.0016376,0,0,0.0109577,0,0.0408616,0.00674302,0.0447242,0.0136332,0.0108742,0.0108316,0.00432392,0.00899035,0.00709474,0.0251634,0.0106684,0.0131811,0.00957674,0.00572225,0.0252963,0.0173222,0.00854662,0.0373638,0.00575695,0.00168921,0.025359,0.00498262,0.0016207,0.014452,0,0.00894733,0,0.0297867,0.00703418,0.0330276,0.00836314,0.0226788,0.00520908,0.00305689,0.0186014,0.00315413,0.0118513,0.00255407,0.00337232,0.00627695,0.0188552,0.00440667,0.00776157,0.00299109,0.0117469,0.00843621,0.00610802,0.0107617,0.0110244,0,0,0,0,0,0,0,0,0,0
1488,0.00955299,0.00849744,0,0,0,0,0,0,0.0296345,0.0228499,0.00867577,0.00171486,0,0,0.0101927,0,0.0408706,0.00654578,0.0447356,0.013455,0.0110321,0.0106993,0.00468913,0.00861735,0.00707111,0.0252222,0.0106291,0.0131237,0.00954616,0.00562946,0.0252372,0.0169964,0.00774457,0.0374799,0.00580893,0.0014417,0.0254283,0.00498512,0.00165844,0.0140304,0,0.00792204,0,0.0296509,0.00663149,0.0331081,0.00856334,0.0226963,0.00559113,0.00347541,0.018371,0.00311464,0.0117519,0,0.00338033,0.00641637,0.0188197,0.00454271,0.00784527,0.00307183,0.0112295,0.0080795,0.00598155,0.0108987,0.0110084,0,0,0,0,0,0,0,0,0,0
1489,0.00963857,0.00856728,0,0,0,0,0,0,0.0296221,0.0228487,0.00862328,0.0018046,0,0,0.00946765,0,0.0408767,0.00631851,0.0447304,0.0134345,0.011189,0.0104952,0.00514071,0.0082985,0.00701703,0.0253194,0.0105208,0.013061,0.0093895,0.00553124,0.0251265,0.0166474,0.00689801,0.0376122,0.00587268,0.00175325,0.0255059,0.0051939,0.00168404,0.0136054,0,0.00676428,0,0.0295039,0.00617832,0.0332074,0.00869193,0.0227806,0.00544527,0.00388868,0.0181423,0.00313624,0.0118008,0.00246351,0.00348136,0.0063311,0.018851,0.0046621,0.00780517,0.00284925,0.0106883,0.00766319,0.00580092,0.0110367,0.0109837,0,0,0,0,0,0,0,0,0,0
1490,0.00972422,0.00865185,0,0,0,0,0,0,0.0295761,0.0229039,0.00858415,0.00186075,0,0,0.00882408,0,0.0408475,0.00610512,0.0447129,0.013273,0.011348,0.010324,0.00564771,0.00804509,0.00700959,0.0253421,0.0104855,0.0129719,0.00926293,0.00544663,0.0250406,0.0163582,0.00612913,0.0377527,0.00596294,0.00184808,0.0255821,0.00532217,0.00171031,0.0133089,0,0.00569916,0,0.0293471,0.00575122,0.0332908,0.00881362,0.0228876,0.00541931,0.00437542,0.0179328,0.0031433,0.0117812,0.00244139,0.00344089,0.00633702,0.0188676,0.00463786,0.00783341,0.00271481,0.0102817,0.00730502,0.00552164,0.0111935,0.0110415,0,0,0,0,0,0,0,0,0,0
1491,0.0101556,0.00869614,0,0,0,0,0,0,0.0294122,0.0230419,0.00839709,0.00195405,0,0,0.00813861,0,0.040751,0.00592639,0.0447259,0.0131934,0.0115524,0.0100238,0.00635164,0.00787053,0.00698604,0.0254034,0.0103466,0.0129035,0.00915292,0.00533007,0.024954,0.0157941,0.00540657,0.0378397,0.00606105,0.00183904,0.0256402,0.00540539,0.00172638,0.0139919,0,0.00436863,0,0.0292669,0.00533489,0.0332548,0.00885113,0.0229123,0.0052113,0.00511106,0.0189864,0.00312884,0.011801,0.00248974,0.00335024,0.00615423,0.0188469,0.00434314,0.00768394,0.00238732,0.0102633,0.00690464,0.00514279,0.0115279,0.0115238,0,0,0,0,0,0,0,0,0,0
1492,0.0102525,0.00880473,0,0,0,0,0,0,0.0291599,0.0231566,0.0083876,0.00203913,0,0,0.00782583,0,0.0406648,0.0058702,0.0447694,0.0129801,0.0117341,0.00997701,0.00679011,0.00778811,0.00701364,0.0253885,0.0103657,0.0128199,0.00920262,0.0052183,0.0248931,0.0156412,0.00497646,0.0379701,0.00620042,0.00175624,0.0257359,0.0054855,0.00185528,0.0138029,0,0.00326973,0,0.0291233,0.00506883,0.0330921,0.00887241,0.0228744,0.00511552,0.00564452,0.0187911,0.00319684,0.0117763,0.00257371,0.0034434,0.00603966,0.0187746,0.00432468,0.00756075,0.00227497,0.00969946,0.00651128,0.00502533,0.0116852,0.0115756,0,0,0,0,0,0,0,0,0,0
1493,0.0102103,0.00896512,0,0,0,0,0,0,0.0291777,0.0232637,0.0083671,0.00212926,0,0,0.0077659,0,0.0406269,0.00591685,0.0448079,0.0130065,0.0118954,0.00999267,0.00711428,0.00784408,0.0070689,0.025379,0.0104197,0.0127457,0.00934691,0.00516792,0.0248747,0.0155795,0.00481859,0.0381602,0.00626462,0.00173843,0.0258327,0.0055995,0.00206762,0.0136555,0,0.00230558,0,0.0289878,0.00475711,0.0330953,0.00885852,0.0228756,0.00498617,0.00610751,0.0186422,0.00324336,0.0117579,0.00285011,0.0034782,0.00590534,0.0187015,0.00442083,0.00741853,0.00214047,0.00920775,0.00598597,0.00492215,0.0118885,0.0115488,0,0,0,0,0,0,0,0,0,0
1494,0.00975321,0.0092513,0,0,0,0,0,0,0.0290176,0.0232961,0.00844675,0.00217623,0,0,0.00794587,0,0.0406881,0.00601242,0.044824,0.0130034,0.0119821,0.0100181,0.00723939,0.0081132,0.00715585,0.0253647,0.010486,0.012629,0.00948005,0.00510549,0.0248148,0.0157757,0.004885,0.038436,0.00628261,0.00160802,0.0259327,0.00566491,0.00230726,0.012731,0,0.00166783,0,0.0287872,0.00440784,0.0333187,0.00883069,0.0229485,0.00520367,0.00630179,0.0174246,0.00333913,0.0117237,0.00297874,0.0035194,0.00585485,0.0185719,0.00425699,0.00732298,0.00217906,0.00820808,0.00553308,0.0048438,0.0120257,0.0110501,0,0,0,0,0,0,0,0,0,0
1495,0.00966825,0.00934742,0,0,0,0,0,0,0.0288793,0.0232873,0.00846684,0.00223472,0,0,0.00864666,0,0.0407878,0.00589597,0.0448137,0.012958,0.01211,0.0099704,0.00763474,0.00848914,0.00724892,0.0253425,0.0104948,0.0125305,0.00950349,0.00502282,0.0247204,0.0157534,0.00563617,0.0386624,0.00613177,0.00164091,0.0260387,0.00570663,0.00249166,0.0123132,0,0.000757979,0,0.0286365,0.00416736,0.033579,0.00881003,0.0230396,0.00524184,0.00661705,0.0170509,0.00337204,0.0117578,0.00276198,0.00363778,0.00571242,0.0184805,0.00426272,0.00711265,0.00197132,0.00763616,0.00505642,0.00451445,0.0121188,0.0110813,0,0,0,0,0,0,0,0,0,0
1496,0.00993904,0.00947586,0,0,0,0,0,0,0.0287452,0.0233195,0.00849218,0.00228984,0,0,0.0094142,0,0.0408519,0.00580102,0.0447819,0.0128352,0.0122383,0.0100114,0.00810277,0.0088888,0.00733902,0.0252908,0.0105519,0.0124341,0.00952513,0.00493947,0.0246306,0.0156908,0.00639111,0.0388454,0.00605455,0.00170282,0.0261335,0.00571348,0.00262469,0.0119476,0,0.000961051,0,0.0284928,0.00402104,0.0335824,0.00893141,0.0230678,0.00514071,0.00696345,0.016768,0.00340992,0.0117837,0.00242563,0.00370288,0.00555157,0.0183819,0.00456107,0.0068741,0.0017599,0.00714638,0.00467512,0.00416975,0.0122246,0.0111856,0,0,0,0,0,0,0,0,0,0
1497,0.0102318,0.00961504,0,0,0,0,0,0,0.0285836,0.0233764,0.00849045,0.00231536,0,0,0.0101916,0,0.0408959,0.00576182,0.0447443,0.0127349,0.0123673,0.0100145,0.008399,0.00931141,0.00744427,0.0252102,0.0105988,0.01235,0.00954566,0.00484895,0.0245515,0.0156773,0.00719478,0.0389935,0.00604936,0.00175604,0.0262242,0.00564767,0.00271014,0.0116546,0,0.001901,0,0.0283555,0.00400966,0.0334954,0.00888031,0.0230654,0.00506048,0.00732712,0.016571,0.00346012,0.0118298,0.00232116,0.00368229,0.00535051,0.0181853,0.00468498,0.00662399,0.00160267,0.00666461,0.00425773,0.00393547,0.0123191,0.0113243,0,0,0,0,0,0,0,0,0,0
1498,0.0103672,0.00977126,0,0,0,0,0,0,0.0285249,0.0234306,0.00845569,0.00236028,0,0,0.0109739,0,0.0409371,0.00580438,0.0446974,0.0127734,0.0124611,0.00996504,0.0087153,0.00975443,0.00757049,0.0250912,0.0106667,0.0122702,0.00959059,0.00475792,0.0244469,0.0157388,0.00804174,0.0391326,0.00603581,0.00192804,0.0263122,0.00562289,0.00280981,0.0115675,0,0.00285719,0,0.028225,0.00407547,0.033494,0.00855022,0.0230674,0.00506388,0.00771107,0.0164864,0.0034905,0.0119321,0.00236802,0.00375414,0.00510865,0.0180076,0.00465713,0.00631678,0.00148148,0.00623086,0.00383457,0.00376046,0.0124242,0.0114327,0,0,0,0,0,0,0,0,0,0
1499,0.0104768,0.00992512,0,0,0,0,0,0,0.0284978,0.0234508,0.00846893,0.00244078,0,0,0.0117601,0,0.0409537,0.00592054,0.044656,0.0127608,0.0125608,0.00993162,0.00902721,0.0101423,0.00771031,0.0249382,0.0107535,0.0121502,0.00964604,0.00466926,0.0243524,0.0158696,0.00884098,0.0392573,0.00602484,0.00228722,0.0264329,0.00570266,0.00294205,0.0115761,0,0.0037716,0,0.028128,0.00409236,0.0335737,0.00824096,0.0230742,0.00507727,0.00812096,0.0164188,0.00351243,0.0120186,0.00238045,0.00379593,0.00491208,0.0178831,0.00459655,0.00601281,0.00139413,0.0059017,0.00344589,0.00347949,0.0125388,0.011549,0,0,0,0,0,0,0,0,0,0
1500,0.0106527,0.0099757,0,0,0,0,0,0,0.0264745,0.0235148,0.0114976,0.0025597,0,0,0.012618,0,0.0409271,0.00609056,0.0445609,0,0.0125572,0.0114879,0.00942583,0.010448,0.0082025,0.0240198,0.0118541,0.0122685,0.00991926,0.00504705,0.0251028,0.0185024,0.00963334,0.0393551,0.00608527,0.00296751,0.0265485,0.00590354,0.00309373,0.0117257,0,0.00479054,0,0.028082,0.00413924,0.0335967,0.00831047,0.0230919,0.00464017,0.00867103,0.0170893,0.00338476,0.0120961,0.00219522,0.00363583,0.00461682,0.0177672,0.00440325,0.00565556,0.000934983,0.00602551,0.00303086,0.0033451,0.0126955,0.011706,0,0,0,0,0,0,0,0,0,0
1501,0.0108913,0.00999062,0,0,0,0,0,0,0.0285862,0.0235952,0.00858078,0.00245952,0,0,0.0134944,0,0.0409101,0.00629063,0.0445169,0.0129021,0.0127651,0.00983029,0.00978674,0.0106931,0.00786934,0.024856,0.0108399,0.0120101,0.00967791,0.00449519,0.0241254,0.0158323,0.0104453,0.0394579,0.0061288,0.00331161,0.026645,0.0060714,0.00315325,0.0114572,0,0.00551648,0,0.027994,0.00406505,0.033788,0.0085354,0.0230924,0.00433897,0.0089705,0.016937,0.00341874,0.0120246,0.00207274,0.0035788,0.0043053,0.0175144,0.00418723,0.00529193,0.00125068,0.00581869,0.00268479,0.00317561,0.0125756,0.0117322,0,0,0,0,0,0,0,0,0,0
1502,0.0109659,0.0102501,0,0,0,0,0,0,0.0286512,0.0236361,0.00860068,0.00241805,0,0,0.0143439,0,0.0409594,0.00651562,0.0445483,0.013186,0.0127716,0.00985798,0.00995881,0.0111538,0.00789029,0.0248101,0.0108836,0.0119281,0.00974407,0.00440007,0.0240131,0.0158822,0.0113338,0.0395985,0.00609285,0.00369162,0.0267274,0.00628778,0.00327072,0.0110208,0,0.00613646,0,0.027886,0.00406781,0.0337818,0.00864475,0.0230869,0.00421416,0.00915648,0.0164273,0.00341573,0.0120238,0.0019345,0.00347485,0.00394576,0.0172752,0.00422852,0.00488391,0.00181867,0.00558687,0.00249262,0.00309193,0.0126259,0.0116784,0,0,0,0,0,0,0,0,0,0
1503,0.0108578,0.0103285,0,0,0,0,0,0,0.0263567,0.023703,0.0117594,0.00245257,0,0,0.0153887,0,0.0410038,0.00676219,0.0445557,0,0.0126899,0.0115243,0.0101745,0.0115054,0.00835907,0.0238881,0.0119905,0.0120378,0.0100894,0.00476244,0.0248024,0.018998,0.0122092,0.0397878,0.00607947,0.00429189,0.0268039,0.00668192,0.003465,0.0105761,0,0.00672111,0,0.0278027,0.00418269,0.0336172,0.00883932,0.0230393,0.00397545,0.00954203,0.0159648,0.00331663,0.0120948,0.00176492,0.00332592,0.00360373,0.0169901,0.0044865,0.00452097,0.00249174,0.00520587,0.00232739,0.00304121,0.0125397,0.011529,0,0,0,0,0,0,0,0,0,0
1504,0.010683,0.0104453,0,0,0,0,0,0,0.0284904,0.0237897,0.00876482,0.00238628,0,0,0.0164834,0,0.0410743,0.00703861,0.0445951,0.0134468,0.0128218,0.0100669,0.0103175,0.0118936,0.0079646,0.0247208,0.0109661,0.0117858,0.00992756,0.00434842,0.0238493,0.0160853,0.0132058,0.0400131,0.00607601,0.00492508,0.0268957,0.00708637,0.0036257,0.0101731,0,0.0072125,0,0.0277382,0.00426613,0.0335506,0.00925686,0.0229085,0.00392003,0.00979798,0.0155275,0.00338632,0.012063,0.00204371,0.00333627,0.00350813,0.0165676,0.00478727,0.00443752,0.00307299,0.00480438,0.00213749,0.00300943,0.0124541,0.0116039,0,0,0,0,0,0,0,0,0,0
1505,0.0103019,0.0105638,0,0,0,0,0,0,0.0261301,0.0239086,0.0120419,0.00246995,0,0,0.0176083,0,0.0411836,0.00742019,0.04454,0,0.0127709,0.0117957,0.0104541,0.0122687,0.00847156,0.0237711,0.0120869,0.0119151,0.0102976,0.00473606,0.0246489,0.0192922,0.0141988,0.0402815,0.00600595,0.00551476,0.0269973,0.00760412,0.00390715,0.00953824,0,0.00791776,0,0.0276473,0.00435481,0.0336316,0.00985367,0.0229762,0.00356419,0.0100448,0.0149601,0.00328319,0.0120959,0.00212176,0.0031964,0.00345962,0.0161408,0.00487953,0.00449074,0.00362003,0.0045699,0.0019777,0.00310866,0.0123462,0.0115996,0,0,0,0,0,0,0,0,0,0
1506,0.010135,0.0104357,0,0,0,0,0,0,0.0282078,0.0240219,0.00898491,0.0024581,0,0,0.0188607,0,0.0412583,0.007904,0.0444971,0.0131083,0.0129823,0.0102688,0.010742,0.0123959,0.00816168,0.0245308,0.0110806,0.0116743,0.0100737,0.00432067,0.0237259,0.01656,0.015288,0.0405155,0.0058961,0.00616472,0.0270814,0.00838703,0.0041355,0.00914922,0,0.00853746,0,0.0275527,0.00432457,0.0337711,0.0109353,0.0228932,0.00324897,0.0103643,0.0143044,0.00324915,0.0119452,0.00195876,0.00304873,0.00379546,0.0155735,0.00514619,0.00498363,0.00409381,0.00444798,0.00170641,0.00334494,0.012006,0.0113589,0,0,0,0,0,0,0,0,0,0
1507,0.0100541,0.0104378,0,0,0,0,0,0,0.0280327,0.0241115,0.00900212,0.00248522,0,0,0.019914,0,0.0413279,0.00830193,0.0444649,0.0130863,0.0130428,0.0104217,0.0109618,0.0126759,0.00827927,0.0243705,0.011182,0.0116087,0.0101171,0.00424699,0.0236447,0.0165658,0.0161362,0.0406752,0.00587366,0.00684231,0.027174,0.00876093,0.00447166,0.00873293,0,0.00910993,0,0.0274617,0.00434697,0.0336482,0.0113986,0.0227858,0.0030744,0.0106413,0.0137337,0.00318646,0.0117237,0.00196891,0.00292132,0.00408594,0.0150502,0.00549503,0.00514097,0.00502787,0.00441833,0.00153055,0.0034371,0.0118113,0.0111293,0,0,0,0,0,0,0,0,0,0
1508,0.00988262,0.0104014,0,0,0,0,0,0,0.0278867,0.024189,0.00907781,0.00245296,0,0,0.0208714,0,0.0413685,0.00861268,0.0444016,0.0131126,0.0130849,0.0105736,0.011184,0.0129114,0.00843386,0.0242317,0.0112925,0.0115165,0.0101513,0.00416414,0.0235463,0.0164959,0.0169316,0.0407619,0.00593256,0.00771065,0.0272564,0.00899788,0.00476764,0.00836421,0,0.00962806,0,0.0273782,0.00450662,0.0335851,0.0116551,0.0227295,0.00291888,0.0109024,0.0133107,0.0031122,0.0116156,0.00252479,0.00287185,0.00434697,0.0145133,0.00581467,0.00516595,0.00630406,0.00438397,0.0014704,0.0034099,0.0116592,0.0109228,0,0,0,0,0,0,0,0,0,0
1509,0.00962085,0.0103076,0,0,0,0,0,0,0.0277925,0.0243007,0.00921095,0.00241942,0,0,0.0217821,0,0.0414204,0.00893825,0.0443151,0.0131875,0.0131145,0.0105883,0.0114405,0.0131502,0.00856583,0.0241124,0.0113762,0.0114303,0.0101524,0.00411174,0.0234577,0.0163949,0.0177505,0.0409101,0.00599812,0.00877359,0.0273265,0.00909734,0.00506852,0.00795906,0,0.0101035,0,0.0273097,0.00477024,0.0335893,0.0116708,0.0226556,0.00281455,0.011127,0.0130057,0.00298205,0.0113504,0.00303682,0.0028404,0.0046225,0.0139575,0.0061922,0.00518677,0.00777081,0.00439018,0.00146537,0.00338889,0.0114942,0.0106989,0,0,0,0,0,0,0,0,0,0
1510,0.00931656,0.0103032,0,0,0,0,0,0,0.0276284,0.0243963,0.00933709,0.00240425,0,0,0.0226179,0,0.0414631,0.00927299,0.044263,0.0132107,0.0131067,0.0105836,0.0115733,0.0134954,0.00865643,0.0239824,0.0114696,0.0113184,0.010198,0.00402687,0.023384,0.0162898,0.0184931,0.0410322,0.0061122,0.00989869,0.027394,0.00917235,0.00534059,0.00756818,0,0.0105376,0,0.0272604,0.00503513,0.033511,0.0117535,0.0226188,0.00278613,0.0113813,0.0126905,0.00297873,0.0111972,0.00351237,0.00298932,0.00505067,0.0133636,0.00664598,0.00536709,0.00911458,0.00451115,0.00150512,0.00338782,0.0114316,0.0104311,0,0,0,0,0,0,0,0,0,0
1511,0.00930895,0.0102505,0,0,0,0,0,0,0.0274065,0.0244202,0.00943805,0.00246702,0,0,0.0234844,0,0.0415136,0.00956036,0.0442856,0.013219,0.0130881,0.0106991,0.0116386,0.0138169,0.00870722,0.0239005,0.011551,0.0112025,0.0102583,0.00393549,0.0232926,0.0161573,0.0191923,0.0411002,0.00610619,0.0109648,0.0274938,0.0093358,0.00561854,0.00713799,0,0.0112697,0,0.0272144,0.00542679,0.0334527,0.0120809,0.0225543,0.00276038,0.0116535,0.0125028,0.00305488,0.0112113,0.00427712,0.00312002,0.00565532,0.0127412,0.00719464,0.00575789,0.0103426,0.00501738,0.00153265,0.00328095,0.0112599,0.0104399,0,0,0,0,0,0,0,0,0,0
1512,0.00933543,0.0101299,0,0,0,0,0,0,0.0271252,0.0244533,0.0095641,0.00255971,0,0,0.0244728,0,0.041535,0.0099439,0.0443131,0.0133293,0.013064,0.010871,0.011645,0.0140288,0.00877028,0.0238082,0.0116221,0.0110802,0.0102547,0.00383945,0.0231291,0.0159571,0.0199466,0.0411588,0.00603278,0.0120022,0.0275742,0.00956128,0.00586643,0.00678434,0,0.0119582,0,0.0271605,0.0057267,0.033324,0.0125035,0.0224891,0.00276603,0.0118817,0.0124211,0.00314974,0.0113296,0.00486123,0.00327993,0.0063678,0.0121429,0.00785818,0.00626852,0.0115608,0.00551827,0.00157706,0.00312273,0.0110341,0.0103566,0,0,0,0,0,0,0,0,0,0
1513,0.0093828,0.0100931,0,0,0,0,0,0,0.0269332,0.0244912,0.00972276,0.00260221,0,0,0.0254394,0,0.041599,0.0102901,0.0443232,0.0135385,0.0130372,0.0110636,0.0115992,0.014318,0.00888171,0.0236226,0.0118125,0.010953,0.0102898,0.00375949,0.0229223,0.0157925,0.0206913,0.0412395,0.00594095,0.0130569,0.0276561,0.00970697,0.00606688,0.00650703,0,0.0126415,0,0.0270881,0.00597235,0.0332573,0.0127341,0.0224851,0.00297322,0.0120036,0.0123637,0.00333391,0.0115345,0.00535933,0.00385088,0.00703627,0.0115577,0.00843863,0.00674625,0.0128824,0.00599078,0.00168412,0.00311789,0.0109053,0.0102764,0,0,0,0,0,0,0,0,0,0
1514,0.00935863,0.0101015,0,0,0,0,0,0,0.0268116,0.0245341,0.00985625,0.00263128,0,0,0.0264301,0,0.0416761,0.0105882,0.0443017,0.0138885,0.0129828,0.0113797,0.0115717,0.0145952,0.0090602,0.0233526,0.0121127,0.0108099,0.0103692,0.00369054,0.0227453,0.0155303,0.021482,0.0413447,0.00588248,0.0140234,0.0277392,0.00975127,0.00626833,0.00629648,0,0.013314,0,0.0270014,0.00617974,0.0331678,0.0127589,0.0225451,0.00328813,0.0121416,0.0122908,0.00360697,0.0118251,0.00617734,0.00468748,0.0076344,0.0109482,0.00892648,0.00719448,0.0141478,0.00641824,0.00187838,0.00320171,0.0108369,0.0101724,0,0,0,0,0,0,0,0,0,0
1515,0.0092373,0.00984145,0,0,0,0,0,0,0.0242237,0.0246156,0.013327,0.00269232,0,0,0.0275774,0,0.0417289,0.0109163,0.0442536,0,0.0128444,0.013291,0.01164,0.0145332,0.00976442,0.0221775,0.0136103,0.0108566,0.0107015,0.00381343,0.0235458,0.0189627,0.022366,0.0414682,0.0058527,0.0149848,0.0278198,0.00984861,0.00653477,0.00610307,0,0.0139928,0,0.0269076,0.00640586,0.0330863,0.0130294,0.0226518,0.00347999,0.012445,0.0122582,0.00393956,0.0122139,0.00705563,0.00548247,0.00829391,0.0104257,0.00948444,0.00779401,0.0155914,0.00687136,0.00206966,0.00329864,0.010573,0.009979,0,0,0,0,0,0,0,0,0,0
1516,0.00932872,0.00978642,0,0,0,0,0,0,0.0237292,0.0246528,0.0134343,0.00269557,0,0,0.0284934,0,0.041816,0.0111638,0.0442546,0,0.0127353,0.0135234,0.0117065,0.014611,0.00999076,0.0219476,0.0138893,0.01067,0.0107186,0.00365492,0.0234334,0.018488,0.0231412,0.0415801,0.00581966,0.0158614,0.0278918,0.009875,0.00669722,0.00596233,0,0.0145537,0,0.0268076,0.00662664,0.0328544,0.013276,0.0227116,0.00387874,0.0127508,0.0122364,0.00450296,0.0125669,0.00822813,0.00630805,0.00897289,0.00996401,0.00999465,0.00839455,0.0167602,0.00729632,0.00223892,0.00336917,0.0104848,0.010003,0,0,0,0,0,0,0,0,0,0
1517,0.00933747,0.00950292,0,0,0,0,0,0,0.025787,0.0247131,0.0102901,0.00268721,0,0,0.0295722,0,0.041856,0.0115042,0.0442542,0.0135343,0.0127413,0.0121466,0.0118529,0.0144385,0.00970455,0.022616,0.0130492,0.0103083,0.0104745,0.00331634,0.0223715,0.0149132,0.0238885,0.0416754,0.00581818,0.0166528,0.0279335,0.00985232,0.00678818,0.00584263,0,0.0149972,0,0.0267219,0.00681227,0.032557,0.0136658,0.0227063,0.00427264,0.0130554,0.0122652,0.00507407,0.012835,0.00932714,0.00712535,0.00935666,0.00957067,0.0104811,0.00892947,0.0179135,0.00768376,0.00243734,0.00345927,0.0102033,0.00995306,0,0,0,0,0,0,0,0,0,0
1518,0.00927538,0.00943878,0,0,0,0,0,0,0.025559,0.0247188,0.0103795,0.00271464,0,0,0.0304924,0,0.0419251,0.0117865,0.0442497,0.0136504,0.0126393,0.0124013,0.0118573,0.0145614,0.00987589,0.0223663,0.0134274,0.0101397,0.0107617,0.00319419,0.0221889,0.014397,0.0245439,0.0417347,0.00582636,0.0174924,0.0279742,0.00973696,0.0068663,0.00568425,0,0.0153891,0,0.0266548,0.00698824,0.0322972,0.013945,0.0228677,0.00466389,0.0133661,0.0123324,0.00562241,0.0132838,0.0103321,0.008144,0.00924836,0.00928718,0.0107332,0.00919038,0.0191227,0.00809301,0.00264142,0.00353361,0.0101068,0.00980162,0,0,0,0,0,0,0,0,0,0
