Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58
41,0.0161467,0.0764172,0.0276102,0,0.0163672,0.063968,0.0489698,0,0.044135,0.0558246,0.0240711,0.037505,0.0216389,0.0346489,0.0630735,0.0375067,0.0627206,0.0603797,0.0222601,0.0613987,0.065332,0.0359137,0.0402478,0.0193742,0.0218962,0.0118349,0.0266142,0.0239226,0,0.0148593,0.0469351,0.0336689,0.0298219,0,0.0357537,0.0777672,0.0278889,0.0366643,0.0356587,0.0352571,0.0579748,0.0167464,0.0459705,0.0573537,0.03822,0.0124558,0.0325101,0.0170173,0.0162567,0.0596964,0.0303921,0.0115355,0.0287207,0.0760312,0.0529038,0,0,0,0
42,0.0163597,0.0762269,0.0275914,0,0.0164845,0.0649229,0.0497148,0,0.0439363,0.0555431,0.0240214,0.0374282,0.0217303,0.0350013,0.0641578,0.0370288,0.0623242,0.0600767,0.0221357,0.0613879,0.0654525,0.0360228,0.0401958,0.0192653,0.0224835,0.011633,0.0267348,0.0228111,0,0.0166915,0.0459994,0.0336625,0.0298969,0,0.035686,0.0773485,0.030335,0.0364591,0.0344116,0.0348764,0.0580801,0.0181203,0.0476694,0.0591769,0.0392685,0.0127112,0.0328449,0.0168182,0.0167305,0.0634921,0.0302652,0.0114295,0.0288318,0.0757458,0.0532903,0,0,0,0
43,0.0166543,0.0760689,0.0278169,0,0.0164507,0.0657487,0.0501233,0,0.0436444,0.0551216,0.0241135,0.037454,0.021794,0.0349524,0.0650301,0.0364608,0.0619856,0.0597784,0.0221409,0.0614786,0.065494,0.0360287,0.0402498,0.0188379,0.0230157,0.0115048,0.0266746,0.0242225,0,0.0187489,0.0449225,0.0337016,0.0297521,0,0.0354751,0.0770349,0.0333689,0.0360701,0.0336981,0.0348555,0.0580654,0.0189982,0.0488887,0.0603698,0.0398704,0.0133538,0.0324916,0.0162006,0.0174701,0.0685059,0.0302369,0.0113302,0.0287602,0.0753872,0.0538439,0,0,0,0
44,0.016884,0.0759762,0.0282957,0,0.0163873,0.0666568,0.0502156,0,0.0433085,0.0546955,0.0241281,0.037672,0.0217953,0.0346565,0.0656566,0.0358291,0.0617244,0.0595917,0.022247,0.0615515,0.0654125,0.0358585,0.0403347,0.0180173,0.0234281,0.0115057,0.0264387,0.0256403,0,0.0201718,0.0440747,0.0337865,0.0294326,0,0.0351799,0.0767725,0.0352092,0.0356334,0.033634,0.035021,0.057918,0.0195639,0.0499492,0.0612735,0.0402746,0.0141116,0.0319177,0.0155021,0.0180395,0.0736061,0.0304372,0.0112947,0.0285416,0.0752277,0.054384,0,0,0,0
45,0.0170275,0.0759846,0.028211,0,0.0168445,0.0679142,0.0497817,0,0.04308,0.0544198,0.0239879,0.0384997,0.0211663,0.0343602,0.0658955,0.0357318,0.061466,0.0595104,0.0225774,0.0613922,0.0652682,0.0358387,0.0399539,0.0173965,0.0238217,0.0115042,0.0261047,0.0263931,0,0.020411,0.0436306,0.0338631,0.0289026,0,0.0350304,0.0766962,0.0360788,0.0350755,0.0340711,0.0352059,0.0574737,0.0201261,0.05073,0.0619833,0.0405878,0.014647,0.0311852,0.0151885,0.0182226,0.0769945,0.0308324,0.0115136,0.0281338,0.0751476,0.0547541,0,0,0,0
46,0.0173246,0.0761105,0.0289351,0,0.0169548,0.0690275,0.0491561,0,0.0428946,0.0543521,0.0237572,0.0386446,0.0210218,0.0340915,0.0659765,0.0355535,0.0611975,0.059461,0.0229463,0.0612391,0.0652588,0.0358284,0.0398427,0.0163274,0.0240476,0.0114517,0.0257242,0.0279055,0,0.0203096,0.0432705,0.0340018,0.0283548,0,0.0349493,0.076669,0.0367298,0.0344057,0.0347913,0.0353023,0.0571161,0.020646,0.0513018,0.0625702,0.0408165,0.0150539,0.0305189,0.0151307,0.0183417,0.0790324,0.031192,0.011587,0.0278404,0.0751388,0.0551742,0,0,0,0
47,0.015195,0.0766758,0.0297388,0,0.0168766,0.0717882,0.0478723,0,0.0418426,0.054201,0.0237193,0.0370443,0.0209269,0.0310639,0.0634669,0.0357128,0.0613117,0.0595491,0.0233359,0.0612002,0.0651738,0.0358831,0.0398045,0.015383,0.0227793,0.0114575,0.023877,0.025406,0,0.0312983,0.0458783,0.0351429,0.0264795,0,0.0351362,0.0785076,0.0559557,0.0333205,0.029553,0.0363219,0.0568048,0.0252148,0.0414885,0.0580279,0.0436965,0.0152392,0.0240155,0.0141483,0.0195898,0.079291,0.0325761,0.0112231,0.0272152,0.0761066,0.0528057,0,0,0,0
48,0.0173113,0.0764469,0.0302833,0,0.0169869,0.0716727,0.0481637,0,0.0424654,0.0539163,0.0227756,0.0378044,0.0212345,0.0325975,0.0653809,0.0347159,0.0604923,0.0590358,0.0232644,0.0616538,0.0657816,0.0366311,0.0398535,0.0147207,0.0233259,0.0116212,0.0246539,0.0223244,0,0.0266568,0.0416452,0.0348989,0.0270241,0,0.035154,0.0762866,0.0435148,0.0332336,0.038644,0.0367051,0.0569967,0.0218888,0.0537811,0.0658586,0.0426125,0.0175223,0.0367296,0.0214604,0.0189585,0.0690735,0.0320778,0.0112601,0.0274143,0.0753477,0.0555759,0,0,0,0
49,0.0173175,0.0765341,0.0313494,0,0.0167882,0.0727382,0.047618,0,0.0426356,0.0537259,0.0221283,0.0381445,0.0212987,0.0324565,0.0652324,0.0342217,0.0600682,0.0589668,0.0233274,0.0617789,0.0658696,0.0369231,0.0399367,0.0139261,0.0230574,0.0117518,0.0243434,0.022707,0,0.0269402,0.0409416,0.0350565,0.026812,0,0.0351096,0.0764982,0.0438434,0.0328539,0.0391486,0.036947,0.056836,0.0222727,0.0543458,0.0664025,0.0429494,0.0177463,0.0364434,0.021441,0.0194961,0.0698196,0.0321699,0.0110959,0.0272323,0.0754369,0.0556954,0,0,0,0
50,0.0172593,0.0766524,0.0324709,0,0.016464,0.07376,0.0472289,0,0.0429227,0.0536172,0.0215861,0.0379314,0.0214307,0.0323832,0.0652623,0.0338238,0.0596531,0.0589352,0.0233043,0.0621332,0.0661229,0.0372268,0.0400902,0.0133254,0.0228117,0.011908,0.0241951,0.0229149,0,0.0271687,0.0402499,0.0351542,0.0267923,0,0.0352204,0.0766613,0.0441652,0.0324256,0.0393645,0.036943,0.0568601,0.0222053,0.0549767,0.0669108,0.0432998,0.0178493,0.0361867,0.0213611,0.0198808,0.0705349,0.032183,0.0112333,0.0270616,0.0756402,0.0556418,0,0,0,0
51,0.0171368,0.0767287,0.0332452,0,0.0163664,0.0745504,0.0469238,0,0.0432452,0.0534042,0.0210919,0.0385074,0.0213135,0.0322571,0.0653034,0.0333786,0.0590284,0.0589373,0.0235275,0.0621509,0.0664107,0.0375724,0.040074,0.0128158,0.0225498,0.0120097,0.0241893,0.0229887,0,0.0273287,0.0398227,0.0352012,0.0268982,0,0.0353075,0.076789,0.0443018,0.0321755,0.0393413,0.037142,0.056909,0.0220319,0.0553543,0.0674082,0.0436134,0.0178765,0.0359685,0.021275,0.0201171,0.0709696,0.0321412,0.0113574,0.0269239,0.075776,0.0555192,0,0,0,0
52,0.0169818,0.0767466,0.0336944,0,0.0164983,0.0753682,0.0467747,0,0.0435705,0.0529307,0.0205736,0.0390593,0.0209687,0.032234,0.0653312,0.032967,0.0581373,0.0588743,0.0238749,0.0620022,0.0663998,0.037867,0.0397467,0.0122699,0.022347,0.0120863,0.0242858,0.0228672,0,0.0272676,0.0395894,0.03521,0.027146,0,0.0355672,0.0768189,0.0442207,0.0318952,0.0391394,0.0373013,0.0570324,0.022907,0.0555987,0.067801,0.0438178,0.0177252,0.0357099,0.0211459,0.0201974,0.0708999,0.032023,0.011549,0.0268923,0.0758882,0.0553583,0,0,0,0
53,0.0168252,0.0767273,0.0345234,0,0.016329,0.0761937,0.0468142,0,0.0438766,0.0525781,0.0200055,0.0390644,0.0209034,0.0323045,0.065365,0.0323296,0.0575534,0.0588382,0.0241903,0.0618493,0.0663598,0.0379743,0.0395713,0.01189,0.0222238,0.0121404,0.0244223,0.0224457,0,0.0270605,0.039285,0.0351671,0.027423,0,0.0357133,0.0766687,0.0437607,0.031482,0.0388195,0.0371985,0.0570411,0.0236514,0.0559645,0.0680283,0.0438244,0.0174707,0.0353066,0.0208922,0.0201762,0.0700585,0.0318445,0.0115299,0.0270181,0.0761771,0.0551973,0,0,0,0
54,0.0166405,0.0767361,0.035332,0,0.016191,0.0769361,0.0469602,0,0.0441832,0.0523981,0.0195471,0.0390597,0.0208784,0.0323704,0.0655463,0.0316851,0.0571101,0.0588232,0.0245896,0.0617371,0.0664659,0.0381097,0.0394609,0.0116319,0.0222651,0.0121965,0.0246189,0.0217602,0,0.0267129,0.0390637,0.0350456,0.0276506,0,0.0357597,0.0767032,0.0429443,0.0310675,0.0385283,0.0369698,0.0569268,0.0239911,0.0563659,0.0681178,0.0437646,0.0172029,0.0349004,0.0205309,0.0200975,0.0686027,0.0316506,0.0115103,0.0270445,0.0765065,0.055038,0,0,0,0
55,0.0164698,0.0767355,0.036134,0,0.0160739,0.0776357,0.0472047,0,0.044506,0.0523072,0.0191919,0.0391709,0.0208838,0.0323452,0.0658107,0.0313909,0.0564956,0.0587648,0.0247373,0.0616693,0.0665521,0.0383246,0.0394384,0.0114956,0.0224305,0.0122534,0.0248253,0.0210952,0,0.026303,0.0389367,0.0349081,0.0278463,0,0.0356579,0.0769413,0.0418743,0.0307161,0.038341,0.0368378,0.0566912,0.0240774,0.0566395,0.0681096,0.04367,0.0169988,0.034516,0.0202103,0.0200312,0.0669388,0.0314873,0.0114349,0.0270176,0.0768054,0.0549069,0,0,0,0
56,0.0163001,0.0766973,0.0369252,0,0.0159299,0.0784685,0.0474193,0,0.0447591,0.0522002,0.0189422,0.0391395,0.0208991,0.0322338,0.0660414,0.0308796,0.055996,0.0587086,0.0249041,0.0616556,0.0665606,0.0385346,0.0394563,0.0114722,0.0226749,0.0123097,0.0248891,0.0206418,0,0.025891,0.038891,0.0347713,0.0280115,0,0.0355128,0.0772181,0.0407326,0.0303626,0.0382862,0.0368245,0.056586,0.024066,0.0569158,0.0680757,0.0435368,0.0168626,0.0341439,0.0199159,0.0199685,0.0653535,0.0313147,0.0113632,0.026944,0.0770668,0.0547711,0,0,0,0
57,0.0161401,0.0766811,0.0377059,0,0.0157923,0.0792155,0.04768,0,0.0448812,0.0521501,0.0187707,0.0388526,0.0210064,0.0319743,0.06631,0.0301741,0.0556393,0.0586377,0.0251488,0.0617806,0.0665818,0.038635,0.0395802,0.011701,0.0229113,0.0123561,0.0248881,0.0202829,0,0.0255148,0.0392022,0.0346439,0.0281098,0,0.0352876,0.077341,0.0400128,0.029678,0.0383517,0.0368539,0.0563467,0.024407,0.0573358,0.06807,0.0434056,0.0166806,0.0337852,0.0195699,0.0198432,0.0640767,0.0311747,0.011156,0.0268712,0.0773692,0.0546476,0,0,0,0
58,0.0160265,0.0766939,0.0384726,0,0.015679,0.0798797,0.0478758,0,0.0449728,0.0521436,0.0186094,0.038723,0.0210609,0.0317204,0.0664607,0.029871,0.0553256,0.058559,0.0253994,0.0619748,0.0666717,0.0387756,0.0396352,0.0120882,0.0231794,0.0123505,0.0248619,0.020196,0,0.0251716,0.0394097,0.0345447,0.0281723,0,0.035268,0.0774786,0.0396363,0.0291106,0.0385317,0.0370589,0.0560576,0.0249431,0.0577511,0.0680243,0.0432034,0.0164774,0.0336371,0.0191875,0.0195777,0.0630665,0.0310708,0.0113577,0.0266482,0.0776763,0.0545612,0,0,0,0
59,0.0159516,0.076685,0.0392496,0,0.015573,0.0805018,0.047987,0,0.0449952,0.0521505,0.0184395,0.0387803,0.0210105,0.0315664,0.0665322,0.0295973,0.0549247,0.0584871,0.025612,0.0621915,0.0667689,0.038971,0.0396519,0.0124784,0.0234302,0.0123367,0.0247622,0.0204672,0,0.024923,0.0394098,0.0344694,0.0281074,0,0.0352135,0.0776285,0.0395815,0.0288249,0.0386611,0.0373328,0.0558883,0.0251697,0.0581082,0.0679149,0.0429127,0.0161918,0.0336457,0.0188497,0.0191244,0.0623946,0.031025,0.011355,0.0265192,0.0780993,0.0544973,0,0,0,0
60,0.0159319,0.0767245,0.0399651,0,0.0154599,0.0811669,0.0479684,0,0.0449996,0.0521814,0.0183137,0.0387219,0.0210062,0.0315063,0.0665766,0.0292214,0.0544568,0.0584114,0.0257918,0.0622329,0.0667875,0.039142,0.039631,0.012929,0.023705,0.0122744,0.0246194,0.0207904,0,0.0247528,0.0392444,0.0344037,0.0280274,0,0.0351217,0.0778101,0.0398733,0.0287508,0.0385758,0.0374062,0.0556448,0.0251555,0.0584108,0.0677345,0.0425884,0.0157964,0.0337415,0.0186341,0.0185478,0.0621017,0.0310038,0.0112396,0.026401,0.078542,0.0544515,0,0,0,0
61,0.0159378,0.0767767,0.0405497,0,0.0154239,0.0816983,0.0479301,0,0.0449268,0.0521907,0.0182803,0.0386221,0.0211243,0.0314244,0.066615,0.0288588,0.0542995,0.0582992,0.02602,0.0625771,0.0668054,0.0393373,0.0397273,0.0133176,0.0238518,0.0122182,0.0244261,0.0209808,0,0.0246004,0.0391415,0.0343628,0.0279736,0,0.0350202,0.0781325,0.0402189,0.0286129,0.0382863,0.0375144,0.0553801,0.0250726,0.0587829,0.0675677,0.0422533,0.0152938,0.0338574,0.0185364,0.0180745,0.0622284,0.0309735,0.011153,0.0262552,0.0789197,0.0544321,0,0,0,0
62,0.0158917,0.0768104,0.0413487,0,0.0152917,0.0822432,0.0478905,0,0.0448122,0.0520924,0.0183689,0.0383669,0.0213436,0.0313453,0.066656,0.0284532,0.054025,0.0581699,0.0261793,0.0627833,0.0670191,0.0395376,0.039904,0.0138501,0.0238839,0.0121537,0.0242079,0.0209859,0,0.0244652,0.0389756,0.0343227,0.0279546,0,0.0349733,0.0785579,0.0403141,0.0284398,0.0378978,0.0376613,0.0551694,0.0250662,0.0592719,0.0674222,0.0419796,0.0148843,0.0339481,0.0185258,0.0179339,0.0624509,0.0309521,0.0111032,0.026081,0.079242,0.0544215,0,0,0,0
63,0.0158063,0.0768514,0.0420064,0,0.0151883,0.0828701,0.047754,0,0.044732,0.0519987,0.0184548,0.0381983,0.0215307,0.0313334,0.066704,0.028035,0.0537704,0.0580261,0.0263076,0.0627243,0.0672254,0.0397626,0.0401635,0.0143623,0.0239217,0.0121245,0.024011,0.0209243,0,0.0242578,0.038804,0.0342988,0.0279542,0,0.0349786,0.0789959,0.0401731,0.0283751,0.0376359,0.0377154,0.0549902,0.0250829,0.0597616,0.0672381,0.0417712,0.0149613,0.0339094,0.0183955,0.0180756,0.0624691,0.0309563,0.0111609,0.025938,0.0794329,0.054388,0,0,0,0
64,0.0156826,0.0768902,0.0424733,0,0.0152014,0.0834038,0.0476394,0,0.0446856,0.051998,0.0184025,0.0382342,0.0215836,0.0313257,0.0668061,0.0276986,0.053386,0.0579001,0.0264961,0.0626564,0.0672899,0.0399326,0.0403283,0.0147631,0.0239396,0.0121116,0.0237811,0.0208904,0,0.0240004,0.038938,0.0342828,0.0278847,0,0.0349007,0.0792382,0.0400029,0.0284184,0.0376488,0.0377003,0.0548005,0.0251363,0.0602694,0.0671079,0.0416611,0.0154017,0.0336245,0.0180597,0.0184252,0.0624395,0.0310126,0.0109966,0.0258564,0.0794947,0.0543085,0,0,0,0
65,0.0155406,0.0769301,0.0431776,0,0.015098,0.0838791,0.0474909,0,0.0446552,0.0520561,0.0184081,0.0383313,0.0216984,0.0313153,0.0668548,0.0272731,0.0531748,0.0577963,0.0267318,0.0628314,0.0672887,0.0400731,0.0404829,0.0154857,0.0239475,0.0120926,0.0235487,0.0208237,0,0.0237329,0.0390306,0.0343157,0.0277981,0,0.0349691,0.0794648,0.0398579,0.0284635,0.0380316,0.0376841,0.0546631,0.0252215,0.0607893,0.0670232,0.0416704,0.0159018,0.0332447,0.0175517,0.0188734,0.0622686,0.0310391,0.0110922,0.0256818,0.0793983,0.0542351,0,0,0,0
66,0.0154379,0.0769275,0.0434863,0,0.0151408,0.0844434,0.0473017,0,0.0445721,0.0521536,0.0182899,0.0384012,0.0217019,0.0312413,0.0668612,0.0268769,0.0529105,0.0576959,0.0269319,0.0631211,0.0671277,0.0401974,0.040398,0.015874,0.0239798,0.0120618,0.023369,0.0206744,0,0.0234745,0.039261,0.0343629,0.0277906,0,0.0350574,0.0797427,0.0395926,0.028225,0.0385917,0.0377015,0.0545258,0.0255351,0.0613015,0.0669256,0.0417473,0.0161961,0.0330226,0.0170763,0.019197,0.0618201,0.0310513,0.0111819,0.025606,0.0793198,0.0541904,0,0,0,0
67,0.0153655,0.0769038,0.044103,0,0.0150489,0.0850029,0.0471184,0,0.0445372,0.0522161,0.0182634,0.0384193,0.0218384,0.0311836,0.0669088,0.0263236,0.0526986,0.0575769,0.0270838,0.0633067,0.0671992,0.0403652,0.0405893,0.0166025,0.0240295,0.0120491,0.0232353,0.0203387,0,0.0231355,0.0395854,0.0344181,0.0277983,0,0.0351082,0.0800964,0.0390939,0.0279928,0.0389406,0.0376985,0.0543152,0.0258253,0.0617631,0.0667098,0.0418474,0.0162467,0.0329516,0.016532,0.019377,0.0608483,0.0310786,0.0111992,0.0255747,0.079187,0.0541748,0,0,0,0
68,0.0153066,0.0768547,0.044787,0,0.0149998,0.0855329,0.0469472,0,0.0445515,0.0523677,0.0182019,0.0384705,0.0219581,0.0312136,0.0669898,0.0258965,0.0524156,0.0574489,0.0272092,0.0635969,0.0673495,0.0405663,0.0408335,0.0173089,0.0241223,0.0120562,0.0231011,0.019703,0,0.022651,0.0400906,0.034441,0.0277444,0,0.0350758,0.080534,0.0382504,0.0281533,0.0388641,0.0376371,0.0540199,0.0261406,0.0621759,0.0662934,0.0419068,0.0163175,0.0328663,0.0158475,0.0195985,0.0589194,0.0311126,0.0111768,0.0254801,0.0790003,0.0541744,0,0,0,0
69,0.0152386,0.0767874,0.0456249,0,0.0149148,0.0858897,0.0467542,0,0.0446135,0.0526108,0.0181478,0.038592,0.0222293,0.0313267,0.0670606,0.0255791,0.0521435,0.0573182,0.0273794,0.0638512,0.0675688,0.0407648,0.0411905,0.01822,0.0242483,0.0120435,0.0230099,0.0188697,0,0.022023,0.0406584,0.0344621,0.0276426,0,0.0349786,0.080966,0.0370149,0.0284691,0.0384548,0.0374424,0.053836,0.0262894,0.0623609,0.0656188,0.0420009,0.0165808,0.0324112,0.0149248,0.0200648,0.0557718,0.0311616,0.0111572,0.0253589,0.0787528,0.0541712,0,0,0,0
70,0.0151109,0.0767801,0.0465678,0,0.0149614,0.0859784,0.0466669,0,0.0446815,0.0528369,0.0181514,0.038782,0.0226562,0.0312986,0.067209,0.0252861,0.0520686,0.0571854,0.0274651,0.0639751,0.0678219,0.0409596,0.0416131,0.0191812,0.0243101,0.0120187,0.0229401,0.0181887,0,0.0212065,0.0411465,0.0345417,0.027451,0,0.0349371,0.0815338,0.0351409,0.0286066,0.037897,0.037215,0.0536461,0.026358,0.0621609,0.064639,0.04231,0.0169567,0.0317845,0.0137199,0.0208656,0.0517203,0.0313129,0.0111532,0.025223,0.078563,0.0540967,0,0,0,0
71,0.0153039,0.076352,0.0509086,0,0.0181715,0.086538,0.0454767,0,0.0452553,0.0529029,0.0168693,0.0401295,0.0204801,0.0329926,0.0678344,0.0271108,0.0533376,0.0574562,0.0269844,0.0614224,0.0657192,0.0387028,0.0388227,0.025424,0.0255338,0.0117441,0.0233353,0.0187361,0,0.0187546,0.0419564,0.0336491,0.0277048,0,0.0339731,0.0821057,0.0320938,0.0276994,0.0379389,0.0356408,0.0532248,0.0250807,0.0591742,0.0614279,0.0424361,0.0193153,0.0273676,0.00935052,0.0242244,0.0527941,0.0313384,0.0114031,0.0251785,0.0780939,0.054699,0,0,0,0
72,0.0150454,0.076275,0.0514973,0,0.0184395,0.0867319,0.045248,0,0.0452194,0.0531963,0.0167561,0.0401611,0.0205534,0.0329028,0.0677567,0.0268197,0.0531945,0.0573046,0.02703,0.0618091,0.0658606,0.0387437,0.038967,0.0261345,0.0255547,0.0118212,0.0231513,0.0180745,0,0.0184355,0.042687,0.0337068,0.0274611,0,0.0337751,0.0824759,0.0303328,0.0279655,0.038654,0.0353533,0.0529021,0.0250562,0.0588222,0.0605816,0.0431036,0.0201219,0.0276004,0.00878509,0.0254004,0.0461737,0.0314705,0.0112264,0.0250597,0.0780059,0.0545363,0,0,0,0
73,0.0147284,0.0762146,0.0528125,0,0.0185939,0.0868213,0.044969,0,0.0451184,0.0534273,0.0167493,0.0401965,0.0208372,0.0327788,0.0675793,0.0264321,0.0532323,0.0571898,0.0271385,0.0622308,0.0660808,0.0387622,0.0393365,0.027561,0.0255568,0.0120091,0.0226961,0.0188873,0,0.0181254,0.0435578,0.0338001,0.027203,0,0.033511,0.082679,0.0285272,0.0281646,0.0398012,0.0350004,0.0526846,0.0249631,0.0583377,0.0597774,0.0438306,0.0209342,0.0279446,0.00816604,0.0267016,0.039392,0.0316324,0.0109765,0.0249916,0.0779955,0.0542916,0,0,0,0
74,0.0143795,0.0762017,0.0533109,0,0.0187518,0.086795,0.0446323,0,0.0450837,0.053713,0.0167467,0.0402119,0.0210874,0.0325274,0.0673095,0.026131,0.0531126,0.0570265,0.0271184,0.0623747,0.0662577,0.0388328,0.0395611,0.0282336,0.0255488,0.0121257,0.0224637,0.0210588,0,0.0180164,0.044517,0.0339,0.0269299,0,0.0334117,0.0827703,0.0265271,0.0282394,0.0411142,0.0347071,0.0524822,0.0248328,0.057719,0.0590986,0.0445475,0.0216973,0.0285568,0.00762626,0.0280114,0.0326615,0.0318334,0.0112263,0.024766,0.0781084,0.0539445,0,0,0,0
75,0.0140376,0.0762014,0.0535113,0,0.0188452,0.0867121,0.0442833,0,0.045106,0.0540014,0.0167997,0.0401948,0.0211678,0.0321807,0.0669265,0.0258677,0.0530253,0.056845,0.0270243,0.0623961,0.0664672,0.0389562,0.0397865,0.0286302,0.0255079,0.0121788,0.0223947,0.0242016,0,0.0180612,0.0454981,0.0339888,0.0266023,0,0.0333702,0.0827797,0.0245089,0.0282393,0.0423809,0.0344889,0.0521975,0.0247007,0.0569638,0.0585283,0.0452589,0.0225228,0.0292655,0.0071682,0.0293671,0.0260636,0.0319946,0.0113113,0.0246054,0.0782836,0.0535664,0,0,0,0
76,0.0136979,0.0761786,0.0538264,0,0.0189189,0.0865811,0.0439145,0,0.0451311,0.054322,0.016978,0.0401732,0.0213089,0.0319201,0.0664786,0.0256916,0.0530344,0.0566433,0.0269115,0.0626566,0.0667168,0.0390737,0.0400113,0.0290639,0.0254325,0.0122019,0.0223634,0.027964,0,0.0180307,0.0465261,0.0340346,0.0262666,0,0.0332533,0.0826631,0.022568,0.0289431,0.0435366,0.0342381,0.0517841,0.0245126,0.0560808,0.0580556,0.0459644,0.0235179,0.030047,0.0067402,0.0308858,0.0196346,0.0321687,0.0111082,0.0245708,0.0784181,0.0531689,0,0,0,0
77,0.0132639,0.076164,0.054742,0,0.0189397,0.0864089,0.0435057,0,0.0451542,0.0545842,0.0173902,0.0401322,0.0217804,0.0316273,0.066022,0.0255154,0.0532741,0.0564632,0.0267465,0.0632105,0.0670306,0.0392104,0.040448,0.0301328,0.025312,0.0122438,0.0222921,0.0320106,0,0.0182778,0.0475732,0.0340795,0.0258809,0,0.0330263,0.082415,0.020489,0.0298592,0.0446641,0.0339698,0.0513815,0.0243645,0.0551113,0.0577552,0.0466891,0.0245975,0.0308849,0.00663615,0.0323829,0.0135808,0.0324074,0.0108325,0.0245355,0.0785288,0.0527616,0,0,0,0
78,0.0128468,0.0761384,0.0544387,0,0.0190016,0.0862312,0.0430751,0,0.0451653,0.0549491,0.01764,0.0399872,0.0218912,0.0311974,0.0654977,0.0254871,0.0531379,0.0561962,0.0264889,0.0633807,0.0672155,0.0394248,0.040538,0.0298314,0.0251657,0.0122648,0.0221945,0.0359612,0,0.0189375,0.0487376,0.0341172,0.0254625,0,0.0329386,0.0819587,0.0183444,0.0304524,0.0457088,0.0338794,0.0510201,0.0243973,0.0541411,0.0576176,0.0474418,0.0255874,0.0315782,0.0068661,0.0336518,0.00828774,0.032662,0.0110354,0.0243371,0.0786179,0.0523445,0,0,0,0
79,0.0125101,0.0761432,0.0553822,0,0.0187897,0.0860465,0.0426787,0,0.0452165,0.0552012,0.0181804,0.0398154,0.0224432,0.0308293,0.065053,0.0252972,0.0533765,0.0560239,0.0262977,0.0638718,0.0674549,0.0394486,0.0409599,0.0310423,0.0250625,0.0122701,0.0221194,0.0394191,0,0.0197057,0.0497292,0.0341637,0.0250895,0,0.0328621,0.0814424,0.0165654,0.031051,0.0465693,0.0337909,0.0506031,0.0246139,0.053269,0.0575884,0.048162,0.0264826,0.0321107,0.00728206,0.0347483,0.0045358,0.0328895,0.0111181,0.0241569,0.0787009,0.0519729,0,0,0,0
80,0.01223,0.0761582,0.0551484,0,0.0186892,0.0858696,0.0423287,0,0.0452829,0.0555628,0.0184699,0.0396199,0.0226141,0.030516,0.0646535,0.0251987,0.0531545,0.0557487,0.0260915,0.0639595,0.0675787,0.0395122,0.041073,0.0309477,0.024966,0.0122654,0.0220416,0.0422332,0,0.0204008,0.0506354,0.0342069,0.0247191,0,0.032654,0.0809957,0.0152656,0.0317424,0.047223,0.0336953,0.0501354,0.0249343,0.0526089,0.0576537,0.0488243,0.0272802,0.0324904,0.00774552,0.0356586,0.00389636,0.0331144,0.0109015,0.0240809,0.0787183,0.0516552,0,0,0,0
81,0.0120567,0.0761589,0.0557637,0,0.0183847,0.0857153,0.0420776,0,0.0453609,0.0558571,0.0189798,0.0394558,0.0230822,0.0303622,0.0643839,0.0249555,0.0531975,0.0555271,0.0259606,0.0638547,0.0677209,0.0394949,0.0413862,0.031802,0.0249003,0.0122577,0.0219729,0.0444245,0,0.0209287,0.0512829,0.0342227,0.0244095,0,0.0325225,0.0807507,0.0142597,0.0324638,0.0477054,0.0335714,0.0499096,0.025225,0.0522382,0.0577106,0.0493999,0.0280107,0.0327062,0.00809757,0.0363371,0.00520128,0.0333149,0.0106601,0.024071,0.0786418,0.0514676,0,0,0,0
82,0.0120111,0.0761277,0.0569163,0,0.0179295,0.0855788,0.0418801,0,0.0454766,0.0561438,0.0196825,0.0392325,0.0238106,0.0303806,0.0642128,0.0246334,0.0533352,0.0553317,0.0258611,0.063854,0.0678426,0.0393514,0.0416644,0.0332166,0.0248419,0.0123259,0.021881,0.0460335,0,0.0212276,0.0516943,0.0341766,0.0241451,0,0.0325172,0.0807551,0.0137559,0.0331947,0.0480102,0.0334269,0.0497164,0.0254234,0.0521452,0.0576631,0.0498366,0.0285087,0.0327228,0.00824463,0.0369821,0.00613783,0.0334732,0.0108198,0.0239957,0.0784397,0.0514064,0,0,0,0
83,0.0120443,0.0761238,0.0572252,0,0.0175325,0.0855629,0.0417368,0,0.045659,0.0564036,0.0201961,0.0389419,0.0241223,0.0303513,0.0641212,0.0243721,0.0531792,0.0551376,0.0258037,0.0638608,0.0678164,0.0391659,0.0416875,0.0336578,0.0248025,0.0125182,0.0217302,0.0468353,0,0.0212073,0.0519531,0.0341299,0.0239028,0,0.0324047,0.0809439,0.0137978,0.0333409,0.0481108,0.0334028,0.0494902,0.0255302,0.0522939,0.0575196,0.0500819,0.0288504,0.0325159,0.00814448,0.0373694,0.00627937,0.0335959,0.0108593,0.0239372,0.0782059,0.0514032,0,0,0,0
