Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,x59,LWRA
255,0.0156187,0.0577709,0.0291075,0,0.0143268,0.0432773,0.0228106,0,0.044039,0.0631763,0.044573,0.0288005,0.0171505,0.0540845,0.0322896,0.0483591,0.0758896,0.0694119,0.0351713,0.064844,0.0674275,0.0380987,0.0459465,0.0557328,0.0334215,0.0126497,0.0313794,0,0.0241076,0.0633977,0.0430052,0.0186011,0,0.0302432,0.0694036,0.0114512,0.0227308,0.0303405,0.0420911,0.0363299,0.0184938,0.0321689,0.0453574,0.0430426,0.027084,0.0238493,0.00980052,0.0370992,0.00747006,0.0361195,0.0103173,0.0200083,0.0530048,0.0479252,0,0,0,0,0,0.0148493
256,0.0156558,0.0579771,0.0278453,0,0.0146966,0.0436932,0.0228924,0,0.04395,0.0634937,0.0432033,0.0287358,0.0162901,0.0539111,0.0320861,0.048782,0.0763697,0.069148,0.0354191,0.0648409,0.0674945,0.0381109,0.045489,0.0513424,0.0335628,0.0125261,0.0320362,0,0.024199,0.0634425,0.0429917,0.018606,0,0.0302473,0.0695687,0.0114116,0.0228794,0.0305453,0.0424044,0.0361695,0.0184038,0.0319428,0.0451955,0.0431189,0.0275006,0.0234611,0.00977262,0.0373713,0.00718995,0.036253,0.0102688,0.019859,0.0532196,0.0477888,0,0,0,0,0,0.0148238
257,0.0158376,0.058083,0.0264258,0,0.0152048,0.044745,0.0226567,0,0.04407,0.0636177,0.0414409,0.0290252,0.0150923,0.0535936,0.0318177,0.0491484,0.0767512,0.0690028,0.0359906,0.0647471,0.0675747,0.0382007,0.0447765,0.0460613,0.033798,0.0126598,0.0323906,0,0.0245682,0.0635856,0.0430448,0.0185894,0,0.0302334,0.0699111,0.0115873,0.022923,0.0305815,0.0425664,0.0360778,0.0187565,0.0314202,0.0450027,0.043367,0.0278605,0.0230742,0.00979981,0.0375828,0.00703535,0.0363799,0.0104084,0.0196456,0.053376,0.0475611,0,0,0,0,0,0.0147323
258,0.0159616,0.0581982,0.0260621,0,0.0154289,0.045491,0.022731,0,0.0440517,0.0639361,0.0399307,0.0290385,0.0142799,0.0533624,0.0314794,0.0493731,0.0768809,0.0686795,0.0364178,0.0647739,0.0678299,0.0384101,0.0441411,0.0402397,0.0339941,0.0125488,0.0329135,0,0.0249742,0.0635285,0.0431044,0.0184543,0,0.0301609,0.0701518,0.0116525,0.0229278,0.0307346,0.0425489,0.0359974,0.0193059,0.0310155,0.0447888,0.0435942,0.0282237,0.0228113,0.00985733,0.0377658,0.00690319,0.0365487,0.0104157,0.0195307,0.0534693,0.0473543,0,0,0,0,0,0.0148015
259,0.0160197,0.0582883,0.0267287,0,0.0158373,0.0465246,0.0227783,0,0.0440362,0.0640831,0.03837,0.0292125,0.013679,0.053095,0.0310892,0.049605,0.0766838,0.0683974,0.0370797,0.0648904,0.0682605,0.0387922,0.0436233,0.0341057,0.0342124,0.0125012,0.033484,0,0.0254646,0.0634006,0.0431749,0.0182917,0,0.0300737,0.0705078,0.01172,0.0228784,0.0309078,0.0424249,0.0358294,0.0201482,0.0304204,0.0445382,0.0437905,0.0286136,0.0225921,0.00982187,0.0378646,0.0068183,0.0367536,0.0104307,0.0194073,0.053543,0.0472034,0,0,0,0,0,0.0148243
260,0.016216,0.0583627,0.0282977,0,0.0168114,0.0479128,0.0228488,0,0.0440446,0.063966,0.0370208,0.0294508,0.013605,0.0526271,0.030688,0.049873,0.0762093,0.0681753,0.037987,0.0650349,0.068746,0.0393183,0.0432511,0.0282984,0.034467,0.0123806,0.0339586,0,0.0257747,0.0631861,0.043303,0.0181006,0,0.0299978,0.0709736,0.0119267,0.0230013,0.0311274,0.0425041,0.0355547,0.0207951,0.0296666,0.0442157,0.0439364,0.0289998,0.0223623,0.00977849,0.0380635,0.0068087,0.0370009,0.0104249,0.0192863,0.0536638,0.0471042,0,0,0,0,0,0.014916
261,0.0165615,0.0584352,0.0307175,0,0.0177556,0.0491828,0.0229036,0,0.0440709,0.0639782,0.0361894,0.0295229,0.014372,0.0522057,0.0302502,0.0501097,0.0755102,0.0678223,0.0388293,0.065203,0.0691391,0.0398767,0.0429005,0.0230203,0.0347549,0.0122607,0.0345037,0,0.0260969,0.0628616,0.0434664,0.0179141,0,0.0299366,0.0714413,0.0120668,0.0231437,0.0313948,0.0425756,0.0352451,0.0212544,0.0289203,0.0439046,0.0440264,0.0293894,0.0221701,0.00977716,0.0383901,0.00679675,0.0372861,0.0104351,0.0191416,0.0537551,0.0469371,0,0,0,0,0,0.015029
262,0.0168289,0.0585264,0.0327767,0,0.0188143,0.0506206,0.0229469,0,0.0440294,0.0638327,0.036012,0.0296768,0.0157508,0.0518135,0.0297599,0.0503277,0.0744565,0.0674424,0.0396226,0.0651686,0.069317,0.0403613,0.0423581,0.0188882,0.0350798,0.01215,0.0352589,0,0.0264639,0.0624464,0.0436242,0.0176721,0,0.0299418,0.0719685,0.0121611,0.023205,0.0317159,0.0426416,0.0349831,0.0217902,0.028149,0.0435914,0.0441422,0.0298289,0.0220394,0.00992212,0.0386226,0.00692744,0.0375869,0.0104615,0.0190482,0.0538296,0.0468419,0,0,0,0,0,0.0151119
263,0.0170795,0.0586193,0.0341947,0,0.0200879,0.0519684,0.0230104,0,0.0439492,0.0635841,0.0364754,0.0298143,0.0178998,0.0514166,0.0292354,0.0504324,0.0730668,0.0669836,0.0403148,0.0648182,0.0691162,0.0406153,0.0416131,0.0162472,0.0353832,0.0120267,0.0360469,0,0.0267691,0.0619616,0.0438096,0.0174094,0,0.0298909,0.0725158,0.0122244,0.0232319,0.0320631,0.0427025,0.0347349,0.0222804,0.0273901,0.0432366,0.0442632,0.0302,0.0219871,0.0101244,0.0388163,0.00722023,0.0378525,0.0104065,0.0189752,0.0538829,0.0468313,0,0,0,0,0,0.0152063
264,0.0172967,0.0586715,0.0344512,0,0.0216332,0.0531544,0.0230485,0,0.0438827,0.0631981,0.0375417,0.0299306,0.0205529,0.0510361,0.0287551,0.0504391,0.0713965,0.0665432,0.0407766,0.0641199,0.0686578,0.0405679,0.0405096,0.0152534,0.0357232,0.0119227,0.0367046,0,0.0269821,0.0614549,0.0440929,0.0171141,0,0.0297856,0.0730688,0.0122901,0.0232762,0.0323778,0.0425737,0.034528,0.0226772,0.0267206,0.0428504,0.0443557,0.030497,0.0219755,0.0103076,0.0390864,0.00759031,0.0381239,0.010386,0.0188321,0.0538948,0.0467235,0,0,0,0,0,0.0153156
265,0.0176173,0.0587287,0.0331421,0,0.0233311,0.0541726,0.0230483,0,0.0438256,0.0626834,0.039215,0.0300934,0.0231007,0.0507237,0.0283775,0.0503301,0.0695205,0.0661981,0.0407541,0.0630673,0.0679603,0.040314,0.0388879,0.0159781,0.0360742,0.0118371,0.0373199,0,0.0271134,0.0609308,0.0443823,0.0168434,0,0.0295638,0.0736107,0.0122557,0.0231235,0.032661,0.0423532,0.0343131,0.0230452,0.0261421,0.0424675,0.0444629,0.0307418,0.0219426,0.0101536,0.0394016,0.00805709,0.0383396,0.0103157,0.0186845,0.0538967,0.0465643,0,0,0,0,0,0.0154141
266,0.017695,0.0587784,0.0313429,0,0.0247881,0.0548635,0.0230533,0,0.0437907,0.0622397,0.0410665,0.0301666,0.0249858,0.0504592,0.0279957,0.0501085,0.0677244,0.0658749,0.0401768,0.0618795,0.0670413,0.0401819,0.0374361,0.0177565,0.0363978,0.0117801,0.0380049,0,0.0271287,0.0605216,0.0445398,0.0165789,0,0.0292121,0.07403,0.0120656,0.0230694,0.0329173,0.0422408,0.0341179,0.0232099,0.0257108,0.0421125,0.0444392,0.030961,0.0218728,0.0100413,0.039512,0.00869401,0.038508,0.0102037,0.018603,0.0538773,0.0464934,0,0,0,0,0,0.0155071
267,0.017483,0.0589848,0.0312635,0,0.0247998,0.0554059,0.0223431,0,0.0443649,0.0621426,0.0427953,0.0301676,0.0238979,0.0499687,0.0277548,0.0492428,0.0664809,0.0653966,0.0388423,0.0616968,0.0669446,0.0401051,0.0381401,0.0190601,0.0364595,0.011356,0.034647,0,0.0260892,0.0603274,0.0442457,0.0166543,0,0.0290305,0.074716,0.0109533,0.0227305,0.034442,0.0413067,0.0339819,0.0238704,0.0240009,0.0412951,0.0445047,0.0326043,0.0197695,0.0101473,0.0409315,0.00625138,0.0385223,0.0099878,0.0185347,0.0542178,0.0465126,0,0,0,0,0,0.0151215
268,0.0180053,0.0587573,0.0321596,0,0.0240103,0.0551181,0.015783,0,0.047567,0.0618908,0.0433404,0.0298047,0.022009,0.0498482,0.0263106,0.0478499,0.0658954,0.0646902,0.0369618,0.0626872,0.0679837,0.0397412,0.0384849,0.020111,0.0390096,0.0160616,0.0378705,0,0.0245557,0.0591646,0.0448033,0.0190118,0,0.0281966,0.074739,0.00895875,0.0230431,0.0369593,0.0413869,0.0341668,0.0231945,0.0247236,0.0405713,0.0442877,0.0332528,0.0200038,0.0101234,0.0415876,0.00804099,0.0384085,0.0128075,0.0157667,0.0539401,0.046406,0,0,0,0,0,0.014168
269,0.0175889,0.0591832,0.0335389,0,0.0233624,0.0559184,0.0181403,0,0.046673,0.0616815,0.0438981,0.0301382,0.0214867,0.049103,0.027134,0.0461452,0.0648922,0.0643798,0.0363038,0.0635375,0.0688532,0.0400217,0.0387825,0.0209452,0.0374596,0.0146094,0.0362341,0,0.0252357,0.0600891,0.0442032,0.0180811,0,0.0286412,0.0750121,0.010334,0.0226876,0.0354024,0.0400088,0.0339952,0.023348,0.0239541,0.0405315,0.0439704,0.0327344,0.0197473,0.0100963,0.0408735,0.00705289,0.0385056,0.0113109,0.016323,0.0546832,0.0463906,0,0,0,0,0,0.0125243
270,0.0173264,0.0594124,0.0347052,0,0.0228489,0.0560212,0.0187562,0,0.0463104,0.0614247,0.0436106,0.0302945,0.0216329,0.0489279,0.0273594,0.0450811,0.064251,0.0641086,0.0357421,0.0640721,0.0695419,0.0405804,0.0391125,0.0211308,0.037148,0.013568,0.0360159,0,0.025016,0.0601322,0.043954,0.0175116,0,0.0288002,0.0752295,0.0106569,0.0224133,0.0350298,0.0391439,0.0335475,0.0232327,0.0238148,0.0403316,0.0437156,0.0324937,0.0196489,0.0100163,0.0408003,0.00719654,0.0386266,0.0105654,0.016641,0.0549711,0.046529,0,0,0,0,0,0.0124477
271,0.0172746,0.0595374,0.0353923,0,0.0224826,0.055911,0.0191591,0,0.0460139,0.0611668,0.0431306,0.0303889,0.0218563,0.0488933,0.0276786,0.0445603,0.0638495,0.0639018,0.0353791,0.0642627,0.0698366,0.0410691,0.0393971,0.0207406,0.0370138,0.0128521,0.0363087,0,0.0243672,0.0600017,0.0438232,0.016994,0,0.0288093,0.0754232,0.0106901,0.0222302,0.0349241,0.0389048,0.032988,0.0231566,0.0238829,0.0401375,0.0435215,0.0322923,0.0194729,0.00986211,0.0406589,0.00774605,0.0387422,0.0102701,0.0169148,0.0550486,0.0466987,0,0,0,0,0,0.0127134
272,0.0173495,0.0596293,0.0354815,0,0.0223932,0.0556575,0.019668,0,0.0457539,0.0609579,0.0418573,0.0304681,0.02206,0.0487009,0.0279865,0.0446941,0.0637424,0.0638344,0.0352625,0.0639515,0.0695136,0.0408643,0.0393938,0.0197792,0.0369099,0.0123249,0.0367771,0,0.0235223,0.0598526,0.0437731,0.0165584,0,0.0287862,0.0755892,0.0107488,0.0222678,0.0348248,0.0393213,0.0324244,0.0230185,0.0241063,0.0400188,0.0433225,0.0320793,0.0193315,0.00975777,0.0404259,0.00838628,0.0389036,0.0101909,0.0170272,0.0550704,0.0469584,0,0,0,0,0,0.013066
273,0.0175806,0.0594617,0.0343287,0,0.0227846,0.0552251,0.0202056,0,0.0453367,0.0607479,0.039588,0.0305612,0.0224938,0.048559,0.0283789,0.0452724,0.0637085,0.0638828,0.0353385,0.0632381,0.0688208,0.0402467,0.0390719,0.0180855,0.0368952,0.0121576,0.0370805,0,0.0227164,0.0596991,0.0438038,0.0161864,0,0.0287516,0.0757276,0.0109222,0.0223938,0.0348316,0.0404476,0.0319466,0.0228357,0.0243821,0.0399472,0.0431597,0.0317523,0.0191526,0.00961274,0.0400938,0.00909232,0.0391375,0.0100601,0.0171823,0.0548342,0.0471917,0,0,0,0,0,0.0135418
274,0.0178733,0.0593255,0.0321613,0,0.0235406,0.0547847,0.0206823,0,0.0449447,0.0603619,0.0370596,0.0307341,0.0234124,0.0487278,0.0286919,0.046034,0.0638087,0.0640165,0.0356383,0.0621298,0.0677605,0.039757,0.0382703,0.0156515,0.0369709,0.0121876,0.0373562,0,0.0218299,0.0594778,0.0438684,0.0158471,0,0.0286882,0.0758814,0.0112999,0.0224549,0.0347472,0.041388,0.0313775,0.022595,0.0247123,0.0399224,0.0430195,0.0312246,0.019101,0.00952423,0.0396558,0.00976514,0.039387,0.0100758,0.0172933,0.0545736,0.0472853,0,0,0,0,0,0.0140235
275,0.0183467,0.0590124,0.0321024,0,0.0240003,0.0540758,0.0218034,0,0.0440273,0.0600839,0.0374481,0.0309121,0.0256629,0.0493147,0.0289713,0.0471188,0.0639948,0.0640524,0.0358521,0.0598326,0.066183,0.0384573,0.0351919,0.0149668,0.0372316,0.0127804,0.0422025,0,0.021952,0.0592435,0.0442866,0.0152354,0,0.0283497,0.0754322,0.0118451,0.0225343,0.0329225,0.0427247,0.0306968,0.0212776,0.0268275,0.0407533,0.0424948,0.028551,0.0219101,0.00920717,0.0373142,0.0142775,0.0397931,0.0104184,0.0172976,0.0539334,0.0476287,0,0,0,0,0,0.0149685
276,0.0182328,0.0589826,0.0294419,0,0.0263072,0.0540323,0.0219722,0,0.0440139,0.0595879,0.0338961,0.0313988,0.0248014,0.0494078,0.0293926,0.0469747,0.0642106,0.063981,0.0354247,0.0605415,0.0659468,0.0395869,0.0373586,0.00997272,0.0371743,0.0126882,0.0424501,0,0.0211111,0.0588583,0.0441133,0.014966,0,0.0283014,0.0755866,0.0123746,0.0223422,0.0327766,0.0425742,0.0303216,0.0210568,0.0271148,0.0408002,0.0423496,0.0279108,0.0220461,0.00922092,0.0367007,0.0147682,0.0399544,0.0104179,0.0173058,0.0538505,0.0478152,0,0,0,0,0,0.014993
277,0.0181825,0.058991,0.0292984,0,0.026223,0.053869,0.0220953,0,0.0438757,0.0591273,0.0324591,0.0318312,0.0235903,0.0494606,0.0297848,0.0467783,0.0643787,0.0638696,0.0349157,0.0608805,0.0660137,0.0395313,0.037963,0.00854096,0.0371146,0.0126044,0.0424563,0,0.0202912,0.0584191,0.0440374,0.0147465,0,0.0282889,0.0756445,0.0130178,0.0222942,0.0325196,0.0422956,0.029907,0.020749,0.0274349,0.0407757,0.0420228,0.0272438,0.0221708,0.00930323,0.0360153,0.0150009,0.0401503,0.0103587,0.0173495,0.0537748,0.048052,0,0,0,0,0,0.014984
278,0.0183127,0.0590353,0.0289331,0,0.0252679,0.0536191,0.0222344,0,0.0437801,0.0587565,0.0307084,0.0321736,0.0220508,0.0495534,0.0301356,0.0463553,0.0643056,0.0636588,0.0341641,0.0612716,0.066283,0.0392842,0.0382662,0.00863465,0.0370048,0.012579,0.0422135,0,0.01951,0.0579584,0.0439401,0.0145589,0,0.0282933,0.0756144,0.0136841,0.0222188,0.032249,0.0422082,0.0294308,0.0203126,0.0277802,0.0408562,0.0414403,0.0264796,0.0223162,0.00944613,0.0354103,0.0149639,0.0403405,0.010253,0.0173751,0.0537593,0.0481938,0,0,0,0,0,0.0149499
279,0.0182799,0.0590784,0.0292901,0,0.0241109,0.0531886,0.0222047,0,0.0436831,0.0586259,0.0286123,0.0323238,0.0201509,0.0497977,0.0304766,0.0453782,0.0644547,0.0631419,0.0329897,0.0616097,0.0667044,0.0388401,0.0380928,0.00936738,0.0368928,0.0126221,0.0418898,0,0.0185026,0.057374,0.0437965,0.014213,0,0.0283022,0.0754763,0.0145367,0.0220042,0.0322836,0.0418122,0.0288818,0.0196164,0.0282121,0.0409683,0.0407062,0.0256725,0.0225635,0.00958595,0.0347404,0.0150086,0.0406033,0.0101044,0.0174391,0.0537331,0.0485485,0,0,0,0,0,0.0149349
280,0.0181614,0.0591236,0.0275431,0,0.0245482,0.0531384,0.022345,0,0.0435881,0.0584949,0.0275233,0.0324608,0.0200322,0.0501051,0.0307684,0.0440011,0.06422,0.0624052,0.031848,0.0612658,0.0665777,0.0383147,0.0372229,0.0106268,0.0368572,0.0125997,0.0411298,0,0.0176878,0.0568791,0.043658,0.0139392,0,0.0281344,0.0753834,0.0154654,0.0221479,0.031853,0.041385,0.0286054,0.0190416,0.0283599,0.0413032,0.0402713,0.0248659,0.0227393,0.00982327,0.0338849,0.0151527,0.0408058,0.0101501,0.0173006,0.053704,0.0490062,0,0,0,0,0,0.0148526
281,0.0181174,0.0591441,0.0266185,0,0.0250165,0.0529935,0.0224731,0,0.0435061,0.0585125,0.026635,0.0323857,0.0204356,0.0505441,0.0310604,0.0425734,0.0640715,0.0617302,0.0309179,0.060927,0.0662271,0.0377654,0.036808,0.0109732,0.0368073,0.0125626,0.0405523,0,0.0167289,0.0561583,0.0435817,0.0135938,0,0.0280596,0.0752956,0.0165465,0.0225465,0.031537,0.0410707,0.0283744,0.0184122,0.0286113,0.0415396,0.0397128,0.0240129,0.0228931,0.0101138,0.0329592,0.0156826,0.0410634,0.0102746,0.0171552,0.0536867,0.0495052,0,0,0,0,0,0.0148344
282,0.0180094,0.0590625,0.0271989,0,0.0246015,0.0526724,0.0225556,0,0.0433804,0.058812,0.0258762,0.0320108,0.020376,0.0506308,0.0313665,0.0415252,0.0640117,0.0611699,0.0301813,0.0609063,0.0659575,0.0373433,0.0372138,0.011305,0.0366762,0.0125236,0.04003,0,0.015758,0.0553011,0.0433317,0.0133254,0,0.0280117,0.0751447,0.0176551,0.0225289,0.0312338,0.0409795,0.0282598,0.0178719,0.029036,0.0418264,0.0389606,0.0231432,0.0228613,0.0103751,0.0321171,0.0166053,0.0412484,0.010286,0.0170999,0.0536374,0.0501455,0,0,0,0,0,0.0147959
283,0.017652,0.058896,0.029799,0,0.0227816,0.05161,0.0225971,0,0.0433667,0.0596938,0.024844,0.030999,0.0194402,0.0504482,0.0317296,0.0405952,0.0645071,0.0605048,0.029073,0.0612217,0.0657863,0.0366777,0.0384618,0.0115875,0.0364528,0.0125713,0.0393762,0,0.0148493,0.0544422,0.0431727,0.0131482,0,0.0280973,0.0746853,0.0188786,0.0223177,0.030915,0.0409503,0.0283642,0.017172,0.0297625,0.042339,0.0380991,0.0225077,0.0224977,0.0105775,0.0311685,0.0181288,0.0412021,0.0101664,0.0172447,0.0534626,0.0509001,0,0,0,0,0,0.0147015
284,0.017343,0.0586801,0.0328166,0,0.020621,0.0499858,0.0227085,0,0.043384,0.060824,0.0242376,0.0295896,0.0196512,0.0503616,0.032079,0.0398084,0.0653304,0.0599732,0.0277158,0.0612866,0.0652996,0.035454,0.0395498,0.012397,0.036068,0.0126687,0.0387707,0,0.0139975,0.0535464,0.0431992,0.0130936,0,0.028222,0.0739953,0.0200971,0.0218298,0.0305823,0.0410711,0.0287587,0.016181,0.0306208,0.0431334,0.0373266,0.0221823,0.0217037,0.0107357,0.03017,0.0203455,0.0409035,0.0100639,0.0175715,0.0531753,0.0515431,0,0,0,0,0,0.0145628
285,0.0174367,0.0585437,0.0278597,0,0.0215909,0.050326,0.0227687,0,0.0433464,0.0601841,0.025609,0.0307127,0.0181184,0.0506071,0.0322766,0.0402317,0.0637771,0.0600193,0.0282076,0.0604455,0.064706,0.035168,0.0381182,0.0141695,0.0357653,0.0127002,0.0385609,0,0.0130837,0.0523527,0.0432719,0.0129364,0,0.0282992,0.0737662,0.0215602,0.0214648,0.0301456,0.0413251,0.028756,0.0157738,0.0315084,0.0442094,0.0370786,0.0217686,0.0208904,0.0110321,0.0291549,0.0233566,0.0409923,0.0099539,0.0177029,0.0530158,0.0515725,0,0,0,0,0,0.0145262
286,0.0174112,0.0582407,0.0338722,0,0.0193095,0.0478959,0.0229898,0,0.0434141,0.0613442,0.0241564,0.0289003,0.0208547,0.0506016,0.0325919,0.0394305,0.0660151,0.0597965,0.0264302,0.0597856,0.0636376,0.0331906,0.03901,0.0133325,0.0349523,0.0129123,0.0378994,0,0.0125503,0.0513192,0.043294,0.013195,0,0.0285278,0.0729443,0.0227567,0.0200742,0.0297403,0.0420915,0.0298667,0.0149436,0.0324642,0.0451062,0.0366125,0.0214158,0.0203337,0.0114502,0.0280516,0.0271747,0.0402069,0.00978419,0.0185662,0.0525307,0.0521855,0,0,0,0,0,0.0143057
287,0.0175581,0.0581935,0.0334289,0,0.0193633,0.0471728,0.0236749,0,0.0430837,0.0611437,0.0236461,0.0293844,0.0208553,0.0511771,0.0330195,0.0393343,0.0658582,0.05986,0.0260523,0.0591326,0.0631329,0.0326749,0.0383512,0.0134697,0.0342056,0.0124394,0.0372086,0,0.0118968,0.0501356,0.0432068,0.0143001,0,0.0283469,0.0725452,0.0242243,0.0192784,0.0293497,0.0425737,0.0307726,0.0145912,0.0332487,0.0461395,0.036602,0.0207165,0.0201665,0.0119202,0.0268909,0.0313907,0.0396636,0.0100367,0.0184121,0.052297,0.0522959,0,0,0,0,0,0.0146301
288,0.0176885,0.0579793,0.0328574,0,0.0199259,0.0469435,0.0238631,0,0.0431206,0.0608333,0.0226669,0.0304632,0.0203921,0.0517107,0.033488,0.0389622,0.0652351,0.0600542,0.0257058,0.0586134,0.0629152,0.0325874,0.0375235,0.0135327,0.0335268,0.0128376,0.0366727,0,0.0113472,0.0493263,0.0432846,0.0147143,0,0.0285991,0.0722252,0.0248499,0.018566,0.0286419,0.0430387,0.0314874,0.0146345,0.0340134,0.0474042,0.0369918,0.0200046,0.0203646,0.0124956,0.0257531,0.0350028,0.0389641,0.00996003,0.0192739,0.051983,0.0521946,0,0,0,0,0,0.0142953
289,0.0179191,0.0578391,0.025485,0,0.0222307,0.0483415,0.0239168,0,0.0432311,0.05967,0.022539,0.0336236,0.0178249,0.0529448,0.0339718,0.0388296,0.0618448,0.0602163,0.026567,0.0585927,0.0635331,0.0342128,0.0357603,0.0163996,0.0331489,0.0133804,0.0351977,0,0.0111845,0.0490047,0.0433055,0.0146788,0,0.0289045,0.0721086,0.0252361,0.0185519,0.0275319,0.0431994,0.0313653,0.0154988,0.0348613,0.0488975,0.0380033,0.0191101,0.0207809,0.0128861,0.0246938,0.0377632,0.0386608,0.00976319,0.0200969,0.0518227,0.0516284,0,0,0,0,0,0.0138853
290,0.0176859,0.0575151,0.033155,0,0.0205146,0.046726,0.0243877,0,0.0433338,0.0605029,0.0204975,0.0325923,0.0204212,0.0537464,0.0348227,0.0378715,0.0643953,0.0603074,0.0244107,0.0581329,0.0629511,0.0326447,0.0363399,0.0137171,0.0323544,0.0138136,0.0326784,0,0.0119244,0.0487692,0.0432792,0.0161438,0,0.0289887,0.0715124,0.0251809,0.0177044,0.0268957,0.0439555,0.0327481,0.0159229,0.0356484,0.0500899,0.0386072,0.0184803,0.0211071,0.0127402,0.0239587,0.0404612,0.0375478,0.0100832,0.0205855,0.0514573,0.0519567,0,0,0,0,0,0.0137226
291,0.0175446,0.0572285,0.0326072,0,0.0208676,0.0470375,0.0250461,0,0.0432173,0.0586041,0.0198916,0.0334285,0.0205938,0.0547526,0.035888,0.0376058,0.0642785,0.0601372,0.0240116,0.0580113,0.0630253,0.0327309,0.0359909,0.0135464,0.0316858,0.0140225,0.0303796,0,0.0126881,0.0483114,0.0430265,0.0162018,0,0.0291167,0.071202,0.025279,0.0174383,0.0266478,0.0443915,0.0328708,0.0166939,0.0369185,0.0517438,0.0393914,0.0172122,0.021866,0.0125437,0.0230187,0.0427219,0.0370421,0.00967949,0.0213755,0.0512987,0.0521092,0,0,0,0,0,0.0137559
292,0.017541,0.057054,0.0252913,0,0.0226729,0.0488696,0.0253032,0,0.0433678,0.0571874,0.0206587,0.0354829,0.01863,0.0557527,0.0369396,0.0372161,0.0611717,0.0595485,0.0251265,0.0584481,0.0637771,0.0343304,0.035266,0.0172211,0.0314089,0.0143881,0.0278891,0,0.0135451,0.0479358,0.042679,0.0161435,0,0.0289745,0.0711422,0.0250739,0.0178795,0.0262291,0.0446654,0.0322569,0.0178186,0.0382308,0.0535519,0.0404819,0.0157326,0.0228353,0.012603,0.0221388,0.045276,0.0370717,0.00970124,0.0212191,0.0512796,0.0523261,0,0,0,0,0,0.0136719
293,0.0175759,0.0568572,0.0251711,0,0.0227622,0.0495672,0.0256736,0,0.0435484,0.0570692,0.0211087,0.0355233,0.0187153,0.0561298,0.0379582,0.0366176,0.0609389,0.0591434,0.0253001,0.0584479,0.0637989,0.0342486,0.0353098,0.0173528,0.0311083,0.01471,0.0256212,0,0.0146082,0.047175,0.0423094,0.0161588,0,0.029111,0.0710368,0.0244897,0.0173312,0.0260442,0.04545,0.0321405,0.0183736,0.0396517,0.0550103,0.0410269,0.0146869,0.0239683,0.0126382,0.0214475,0.047946,0.036908,0.00984596,0.0213704,0.0511419,0.0531342,0,0,0,0,0,0.0136539
294,0.017597,0.056668,0.0313911,0,0.0217661,0.0495314,0.0260156,0,0.04368,0.0572712,0.0207594,0.034112,0.0202905,0.0559701,0.0389443,0.0363206,0.0635131,0.0591499,0.0241852,0.0578371,0.0630996,0.032666,0.0355937,0.0138072,0.0307384,0.0149612,0.0240332,0,0.0164973,0.0458272,0.0420292,0.0162884,0,0.0292754,0.0709231,0.0248764,0.0161147,0.0260322,0.0465201,0.0323532,0.0185554,0.0414581,0.0563456,0.0410544,0.0142224,0.0252964,0.012447,0.0214543,0.049764,0.0366625,0.00979128,0.0215746,0.0508532,0.0540197,0,0,0,0,0,0.0136644
295,0.0175846,0.0565838,0.0259776,0,0.0230938,0.051376,0.0256293,0,0.0438222,0.0571038,0.0218153,0.0353068,0.0186494,0.0554646,0.0396783,0.0359299,0.0604511,0.0585926,0.0252151,0.0583893,0.063704,0.0339971,0.0350263,0.0165841,0.0307784,0.0152966,0.0233689,0,0.018742,0.0453615,0.0417196,0.0152111,0,0.0293492,0.0711074,0.0267489,0.0156628,0.0254832,0.0464634,0.0311392,0.0191881,0.042287,0.0572217,0.0414842,0.014629,0.0254592,0.0118548,0.022112,0.0517219,0.0372594,0.00914029,0.0217481,0.050613,0.0544287,0,0,0,0,0,0.0134676
296,0.0175458,0.0566281,0.0266059,0,0.0232427,0.0523257,0.0254657,0,0.043857,0.0573652,0.0219679,0.0350081,0.0187516,0.0547457,0.0400386,0.0358714,0.0601895,0.0582862,0.025362,0.0583359,0.0636979,0.0339609,0.0348649,0.0159731,0.0308262,0.015221,0.0228481,0,0.0201312,0.0445777,0.0415349,0.0148249,0,0.0293563,0.0713225,0.0276366,0.0150239,0.0253586,0.0466015,0.0306835,0.0194714,0.0427906,0.0577578,0.0415998,0.0151982,0.0252405,0.011349,0.0223487,0.0530767,0.0376159,0.00930174,0.0213809,0.0505077,0.0550024,0,0,0,0,0,0.0135594
