Timestep,C7,CLAV,L5FT,L5HD,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,LANK
263,0.0160825,0.0589116,0.0339845,0,0.0472217,0.0245659,0,0.045239,0.0592115,0.0339494,0.0151014,0.0219411,0.0499732,0.0342414,0.0356954,0.0636287,0.0654276,0.0304956,0.0496528,0.0540146,0.0224318,0.0328177,0.0191399,0.0290777,0.0141377,0.0149533,0.00488748,0,0.0265988,0.0464441,0.0426086,0.0192341,0,0.0300438,0.0716913,0.0105449,0.0215597,0.0285308,0.0495377,0.0379998,0.0198622,0.0399067,0.0520662,0.0414018,0.0249615,0.026445,0.0115746,0.0332627,0.0398164,0.0348614,0.00985561,0.0231747,0.0550413,0.0496729,0,0,0,0,0.00839368
264,0.016093,0.0587668,0.0318402,0,0.0463632,0.0245568,0,0.0453713,0.0592395,0.0334383,0.0151726,0.0224946,0.0505579,0.0345929,0.0363928,0.0643077,0.066011,0.0303952,0.0494296,0.0536834,0.0222031,0.032957,0.0249207,0.0293061,0.0141537,0.0151163,0.00481451,0,0.0267178,0.0468377,0.042638,0.0192375,0,0.0299557,0.0718163,0.0105455,0.0216257,0.0281089,0.0494215,0.0382222,0.0193057,0.0399772,0.0519133,0.0412685,0.0248763,0.0264656,0.0115722,0.0332979,0.0403059,0.0348185,0.00988975,0.0231485,0.0548227,0.0500084,0,0,0,0,0.00784651
265,0.0160371,0.0586666,0.0291053,0,0.0453598,0.02438,0,0.0454598,0.0593029,0.0337205,0.0152562,0.0228347,0.0507531,0.0347617,0.036902,0.0647789,0.0663942,0.03041,0.0490322,0.0532853,0.0218281,0.0327633,0.0319412,0.0295494,0.0142465,0.0152237,0.00469281,0,0.0267755,0.0472661,0.0426737,0.0191945,0,0.0298728,0.0718594,0.0106974,0.0216138,0.0277474,0.0492806,0.0383813,0.0188944,0.040024,0.0517868,0.0412314,0.0247393,0.0265399,0.0115365,0.0332953,0.0404738,0.034909,0.00992405,0.0229912,0.0546006,0.0503279,0,0,0,0,0.0076031
266,0.0162248,0.0587009,0.0269777,0,0.0442163,0.0246811,0,0.0452544,0.0595067,0.0354362,0.0154627,0.0229075,0.0506985,0.0348122,0.0373766,0.0652062,0.0667389,0.0303836,0.0487988,0.0530473,0.0218051,0.0325523,0.0402283,0.0296595,0.0141099,0.015094,0.00456826,0,0.0267333,0.0476895,0.0426562,0.0184488,0,0.030009,0.0717679,0.0109066,0.0216243,0.027643,0.0493242,0.0381739,0.0186365,0.040142,0.0517248,0.0412447,0.0246004,0.0266569,0.0114886,0.0333047,0.0401776,0.0352397,0.0095433,0.0234317,0.054497,0.0506349,0,0,0,0,0.00851449
267,0.0161502,0.0586934,0.0272648,0,0.0431221,0.0244723,0,0.0451565,0.0595418,0.0381785,0.0158368,0.0228408,0.0506822,0.0349122,0.0378205,0.0655662,0.0670626,0.0303439,0.0491171,0.0532793,0.0223571,0.0328023,0.0486543,0.0298801,0.0141856,0.0150829,0.00486451,0,0.026479,0.0478995,0.0426923,0.0181602,0,0.0299123,0.0716964,0.0103317,0.0214542,0.0279945,0.048974,0.0380226,0.0183348,0.0403603,0.0516413,0.0412595,0.0244632,0.0268501,0.0115344,0.0333368,0.0388496,0.0355138,0.00953398,0.0231717,0.054379,0.0509295,0,0,0,0,0.0104824
268,0.0159015,0.0585382,0.0287869,0,0.0420744,0.0243006,0,0.0452927,0.0594616,0.0409281,0.0166888,0.0232363,0.0509404,0.035605,0.0380029,0.0657403,0.0672737,0.0302538,0.0497887,0.0536778,0.023111,0.0336276,0.0551904,0.0299419,0.014197,0.0152959,0.0103637,0,0.0240276,0.0473916,0.0425915,0.0180285,0,0.0300545,0.071662,0.00699653,0.0198754,0.0326887,0.0481393,0.0378795,0.0161514,0.0435607,0.052204,0.0405546,0.0226167,0.0294376,0.0106675,0.0319621,0.0295926,0.0355095,0.00958558,0.0230117,0.0541424,0.0515279,0,0,0,0,0.0119457
269,0.0158917,0.0585088,0.0294878,0,0.0411557,0.0238048,0,0.0454581,0.059552,0.0432675,0.0172111,0.0237835,0.0507792,0.0357277,0.0384041,0.066059,0.067717,0.0304395,0.0502924,0.053909,0.023616,0.0345434,0.0597282,0.0302009,0.014315,0.0153869,0.0110084,0,0.0239553,0.0478522,0.0427014,0.018075,0,0.0300353,0.0716526,0.00698866,0.0199179,0.0327435,0.0478004,0.0377183,0.0161068,0.0433339,0.0521449,0.0407542,0.0226293,0.0294125,0.0106823,0.032041,0.0286308,0.0356192,0.00980987,0.0224771,0.0541003,0.0513775,0,0,0,0,0.012566
270,0.0157669,0.0586783,0.0305519,0,0.0401906,0.0238733,0,0.0453696,0.0599682,0.0453674,0.0175217,0.0243035,0.0504477,0.0353613,0.0390323,0.0665382,0.0683316,0.0308459,0.050734,0.0541218,0.023954,0.0354858,0.063342,0.0304505,0.0143243,0.0150866,0.00665991,0,0.0261627,0.0493127,0.0427324,0.017417,0,0.0302469,0.0714742,0.00916663,0.0212917,0.0282223,0.0476672,0.0372673,0.0178087,0.0404246,0.0517273,0.0415896,0.0241015,0.0274507,0.0117547,0.0332044,0.034472,0.035964,0.0096702,0.0225872,0.0542255,0.0509794,0,0,0,0,0.0131368
271,0.0156129,0.0586238,0.0327581,0,0.0394996,0.0238226,0,0.0456591,0.0596733,0.047723,0.0184368,0.0249174,0.0507652,0.0359937,0.0392827,0.066817,0.0684898,0.0308126,0.0516467,0.0547279,0.0246785,0.0369511,0.0675514,0.0303846,0.0143931,0.0153879,0.0121752,0,0.0238726,0.048991,0.0425871,0.0175553,0,0.0303878,0.0714626,0.00706102,0.020053,0.0326678,0.0474366,0.0371671,0.0163126,0.0427382,0.052157,0.0411707,0.0226871,0.029354,0.0106604,0.0322519,0.0268168,0.0358062,0.00967292,0.0226102,0.0540971,0.0512569,0,0,0,0,0.0138795
272,0.0155278,0.0587191,0.0355867,0,0.0398809,0.0234916,0,0.04583,0.0602603,0.0517262,0.0194044,0.0220895,0.0511231,0.0359757,0.0389716,0.0649517,0.0677009,0.0308854,0.0531654,0.0566651,0.0260871,0.0381113,0.0743864,0.0307367,0.0144925,0.0154502,0.0127974,0,0.023791,0.0493418,0.0425342,0.0176084,0,0.0301966,0.0713997,0.0072448,0.0200833,0.0325011,0.0468417,0.0365632,0.016782,0.0423044,0.0522041,0.0414591,0.0226622,0.0293793,0.01071,0.0323848,0.0258903,0.0360918,0.00977708,0.0219783,0.05423,0.0508255,0,0,0,0,0.0152182
273,0.0153499,0.0586726,0.0372729,0,0.0393829,0.0236065,0,0.045906,0.0602066,0.0537618,0.0200256,0.0218396,0.0515522,0.036107,0.0393248,0.0653991,0.0679053,0.0309636,0.0537563,0.0570304,0.0266236,0.0389728,0.078044,0.0307765,0.0144084,0.0155308,0.0134446,0,0.0237152,0.0499483,0.0425744,0.0176663,0,0.0303661,0.0712293,0.00736012,0.0203047,0.0322429,0.0467367,0.0364649,0.0169317,0.04182,0.0521988,0.0417165,0.0226763,0.0295318,0.0108795,0.0326559,0.0249175,0.0360339,0.00976575,0.0221082,0.0541416,0.0506504,0,0,0,0,0.0154949
274,0.0151936,0.0586492,0.0384693,0,0.039025,0.0236263,0,0.0458796,0.0603388,0.0551996,0.020594,0.0215649,0.0519414,0.0360731,0.0400121,0.0659474,0.0681308,0.0310818,0.0541791,0.0571651,0.0269052,0.0398127,0.0806366,0.030912,0.0143341,0.0155749,0.0120841,0,0.0244081,0.0508747,0.0427916,0.0178905,0,0.0303818,0.0710259,0.00764326,0.020881,0.030442,0.0466824,0.0364008,0.0176516,0.0402864,0.0519437,0.0422294,0.0232308,0.0288603,0.0113156,0.0333319,0.0264114,0.0359499,0.00972217,0.0221682,0.0541306,0.050243,0,0,0,0,0.0158477
275,0.0152535,0.058371,0.0294161,0,0.0379294,0.0235908,0,0.0459682,0.0604282,0.0616743,0.0226807,0.0236116,0.0533189,0.0369554,0.0405982,0.0675604,0.0698114,0.0322356,0.053747,0.0541638,0.0273217,0.0438302,0.0694573,0.0315294,0.0139759,0.0159587,0.0154396,0,0.0240316,0.0522008,0.042468,0.0187406,0,0.029836,0.0704027,0.00786189,0.0200364,0.0318309,0.0457425,0.0359675,0.0164284,0.0415882,0.0522899,0.0418445,0.0224912,0.0304679,0.0114041,0.032743,0.0218846,0.0355796,0.0101416,0.0222795,0.0538843,0.0506081,0,0,0,0,0.025138
276,0.0151333,0.0583171,0.0295915,0,0.037949,0.023486,0,0.0460787,0.0604695,0.0624253,0.0234696,0.0238255,0.0537874,0.0368739,0.0413681,0.0682406,0.0699427,0.0321655,0.0541582,0.0543112,0.0276033,0.0445177,0.070424,0.0315804,0.0138627,0.0160621,0.0161207,0,0.0239117,0.0528072,0.0425489,0.0193248,0,0.0296972,0.0702914,0.00794307,0.0199602,0.0317941,0.0457187,0.0363003,0.0167582,0.0411333,0.052227,0.042247,0.0226313,0.030296,0.0113672,0.033029,0.0210039,0.0352604,0.0105131,0.0219237,0.0539907,0.0502901,0,0,0,0,0.0256515
277,0.0150776,0.0582371,0.0298044,0,0.0379038,0.0237001,0,0.0458798,0.0604446,0.0628513,0.0242267,0.0239842,0.0543749,0.0367554,0.0421948,0.0690043,0.0700406,0.0321467,0.0547055,0.0546767,0.028007,0.0453612,0.0710219,0.0315821,0.0140739,0.0157927,0.0162058,0,0.0241323,0.0536161,0.0425487,0.0192819,0,0.0297833,0.0703347,0.00810833,0.0200769,0.0312659,0.0456441,0.0363912,0.0171775,0.040527,0.0521034,0.0426115,0.0229311,0.0300437,0.0114147,0.0333258,0.0207932,0.0351053,0.0102606,0.0222773,0.0540742,0.0497586,0,0,0,0,0.0257899
278,0.015066,0.0581615,0.030231,0,0.0377624,0.0235377,0,0.0457761,0.0601928,0.0631118,0.0248699,0.0240528,0.0551533,0.0366682,0.0429916,0.0698275,0.0700192,0.0320849,0.0555413,0.0553265,0.0287501,0.0461853,0.0713611,0.0316519,0.0141696,0.0157413,0.0171687,0,0.0239206,0.0544243,0.0425183,0.0197485,0,0.0297482,0.0704114,0.00841603,0.0203994,0.0314225,0.0453524,0.0365948,0.0172042,0.0404429,0.0521237,0.042903,0.022982,0.0301207,0.0113431,0.0335372,0.0195444,0.034877,0.0103919,0.0221497,0.0541083,0.0495006,0,0,0,0,0.0256794
279,0.0149126,0.0581811,0.0301475,0,0.037279,0.0236983,0,0.0457437,0.0600687,0.0618987,0.025221,0.0262352,0.0558754,0.0365057,0.0441739,0.0720636,0.070575,0.031868,0.0565149,0.0554677,0.0296062,0.047512,0.0696921,0.0315301,0.0140501,0.0156676,0.0177282,0,0.023719,0.0552136,0.0427018,0.0201311,0,0.0298322,0.0705396,0.00860464,0.0209129,0.0312297,0.0454165,0.0370685,0.0165833,0.0400037,0.0520742,0.043428,0.0231389,0.0299752,0.0113811,0.033938,0.0188129,0.0345596,0.0102368,0.0222903,0.0540755,0.0496516,0,0,0,0,0.0248534
280,0.0152784,0.0582231,0.0306932,0,0.0383057,0.0234833,0,0.0456618,0.0608022,0.0636274,0.0266841,0.023557,0.0565344,0.0362707,0.0444798,0.0714465,0.0701764,0.032153,0.0577523,0.0570958,0.0308532,0.0479573,0.0716036,0.0318311,0.0143516,0.0154639,0.0181404,0,0.023744,0.0559535,0.0426524,0.0203076,0,0.0295898,0.0706692,0.00887162,0.0210698,0.0311139,0.0447599,0.036821,0.0160449,0.039414,0.0520519,0.0440498,0.0231789,0.0297039,0.0112579,0.0340403,0.0183547,0.0345908,0.0104851,0.021887,0.0541743,0.0491808,0,0,0,0,0.0256474
281,0.0152066,0.0582931,0.0304558,0,0.0378522,0.0235065,0,0.0456299,0.061119,0.0626805,0.0274528,0.0251276,0.0564833,0.0360495,0.0456116,0.0734953,0.0706632,0.0320687,0.0587048,0.0574798,0.0316045,0.0488566,0.0701688,0.0317351,0.0144087,0.0152942,0.0187301,0,0.0236302,0.0569099,0.0427389,0.0206199,0,0.0295607,0.0706401,0.00880554,0.0209511,0.030916,0.0450864,0.0373337,0.0174262,0.0392012,0.0519362,0.0442711,0.0234293,0.0295837,0.0114065,0.0344521,0.0177174,0.0342824,0.0104536,0.0218787,0.0541973,0.0490128,0,0,0,0,0.0248868
282,0.0151045,0.0583629,0.0305938,0,0.0381232,0.023384,0,0.0454683,0.0611707,0.0628575,0.0283764,0.0245423,0.0565562,0.0357707,0.0465608,0.0743623,0.070736,0.0323992,0.0595503,0.0583903,0.0322919,0.0492336,0.0703764,0.0318495,0.0144401,0.0150716,0.019178,0,0.0236717,0.0577746,0.0427636,0.02078,0,0.0291509,0.0706356,0.00890584,0.0204183,0.0308258,0.0449972,0.0374642,0.0186934,0.0389325,0.0518196,0.0444701,0.0236784,0.0294033,0.0114314,0.0347575,0.0171604,0.0341962,0.0104827,0.0216481,0.054352,0.0487063,0,0,0,0,0.0248191
283,0.0147056,0.0585699,0.0308556,0,0.0384281,0.0234054,0,0.0452557,0.0612063,0.0628276,0.0289174,0.0240836,0.0569659,0.0354096,0.047692,0.0753421,0.0708087,0.0327824,0.0602449,0.0591378,0.0327996,0.0494477,0.0704337,0.0319826,0.0140778,0.0148408,0.0197071,0,0.0236331,0.0583086,0.0427768,0.0206571,0,0.0290848,0.0706193,0.00907483,0.0202894,0.0308608,0.0449445,0.037368,0.0188858,0.0386529,0.0517196,0.0447355,0.0239375,0.0291698,0.0114153,0.0350077,0.0164497,0.0343649,0.0101581,0.0216615,0.054511,0.048266,0,0,0,0,0.0246448
284,0.0146441,0.0587521,0.0310524,0,0.0394579,0.023034,0,0.0451324,0.0611428,0.0624029,0.0299612,0.0226286,0.0571245,0.035221,0.0486727,0.0759119,0.0708948,0.0335568,0.0608303,0.0601754,0.0334102,0.0491514,0.0709838,0.0322284,0.0143752,0.0145725,0.0201481,0,0.0237123,0.0591952,0.0426258,0.0209018,0,0.0290592,0.0706594,0.00922161,0.02004,0.0307411,0.0442333,0.0372441,0.0189313,0.0381743,0.0515957,0.045043,0.0241105,0.0289415,0.011394,0.035162,0.016005,0.0343438,0.0104176,0.021289,0.0547275,0.0478218,0,0,0,0,0.0245305
285,0.0147499,0.0589882,0.0308012,0,0.0398606,0.0228879,0,0.0449822,0.061174,0.06105,0.0305093,0.0224601,0.0571805,0.0349396,0.0497052,0.0770845,0.0710405,0.0339358,0.0612716,0.0607644,0.033825,0.0490444,0.0699792,0.0323383,0.0143546,0.0144025,0.0206705,0,0.0238165,0.0598712,0.0425919,0.0209809,0,0.0291517,0.0706799,0.00935445,0.0196687,0.0307804,0.0438671,0.0372957,0.0190343,0.0377854,0.0514331,0.0453099,0.0243336,0.0287258,0.0113464,0.0354873,0.0155605,0.0344078,0.0104785,0.0211445,0.054858,0.0477506,0,0,0,0,0.023976
286,0.014804,0.0592025,0.0302252,0,0.0404152,0.022761,0,0.0449087,0.0611165,0.0593685,0.0309553,0.0217605,0.0572011,0.0345814,0.050386,0.0780366,0.0711049,0.0344292,0.0616414,0.0614423,0.0341681,0.0486987,0.0685785,0.0324727,0.0143351,0.014205,0.0212676,0,0.0237587,0.0603748,0.0426203,0.0210284,0,0.0291636,0.0707127,0.00951117,0.0197837,0.0307853,0.0435906,0.0372397,0.0192809,0.0374123,0.0513282,0.0456157,0.0245123,0.0286029,0.0112593,0.0356797,0.0150604,0.0345515,0.0105206,0.0208564,0.0549259,0.0475405,0,0,0,0,0.0234912
287,0.0143264,0.0597285,0.0292324,0,0.0409456,0.0225163,0,0.0452044,0.0613669,0.0575899,0.0310546,0.0209395,0.0570372,0.0339953,0.0512146,0.0793174,0.071416,0.0350787,0.0615713,0.0617607,0.0341252,0.0478242,0.0661884,0.0324294,0.0140739,0.0136904,0.0221436,0,0.0232493,0.0606886,0.0426391,0.0209193,0,0.0294677,0.0706661,0.0095325,0.0204481,0.0305458,0.0432437,0.0370649,0.0194092,0.0371459,0.0512306,0.0458029,0.0246283,0.0287072,0.011612,0.0358092,0.0141423,0.0346373,0.0102947,0.020251,0.0552425,0.0469324,0,0,0,0,0.0229566
288,0.0145088,0.0594968,0.0278982,0,0.0417208,0.0227903,0,0.0447454,0.0625005,0.0550115,0.0315503,0.0200542,0.0570119,0.0338115,0.0511187,0.079503,0.0710465,0.0352434,0.0618965,0.0623525,0.0347009,0.0472886,0.0633456,0.0326329,0.0145603,0.0136541,0.0224514,0,0.0234498,0.0609948,0.0426274,0.0207944,0,0.0294169,0.0710302,0.00957705,0.0203087,0.0310262,0.0432871,0.0371482,0.0198506,0.0363895,0.0509585,0.0462494,0.024878,0.0283212,0.011152,0.0361229,0.0136952,0.0345967,0.0102879,0.0208772,0.0548784,0.0472772,0,0,0,0,0.022516
289,0.0143184,0.059793,0.033063,0,0.0421618,0.0230208,0,0.0445129,0.0635003,0.0504198,0.0306195,0.0178802,0.0559051,0.0330264,0.0500662,0.0770551,0.0688544,0.0348996,0.0633204,0.0653243,0.0360481,0.0454911,0.0698341,0.0323661,0.0145291,0.0133429,0.0244707,0,0.0235864,0.0606796,0.0433568,0.0204653,0,0.030063,0.0710986,0.00924205,0.021568,0.030498,0.0441766,0.0375046,0.0198162,0.0364721,0.0509255,0.0462206,0.0248864,0.0287391,0.0116364,0.0362859,0.0118679,0.0346145,0.00991961,0.0203404,0.0551491,0.0467586,0,0,0,0,0.0166559
290,0.0143951,0.0598627,0.030357,0,0.0427156,0.0230368,0,0.0443547,0.0635635,0.0478685,0.0308072,0.0169558,0.0556623,0.0326304,0.0503603,0.0772162,0.0687506,0.0351684,0.0633231,0.0655307,0.0362938,0.0448187,0.0643162,0.0324993,0.0145449,0.0131321,0.0251809,0,0.0237741,0.0608586,0.0433555,0.0204087,0,0.0300173,0.0712991,0.00907185,0.0215639,0.0306486,0.0440891,0.0373986,0.0201364,0.0359841,0.050673,0.0463617,0.025167,0.0286183,0.0117198,0.0365037,0.0114056,0.0346848,0.0100303,0.020171,0.0552612,0.0466344,0,0,0,0,0.0168175
291,0.0143683,0.0598433,0.0276556,0,0.0432919,0.0230366,0,0.0442044,0.0635909,0.0450955,0.0309093,0.0159804,0.0554135,0.0322489,0.0505362,0.0773723,0.0686064,0.0353727,0.0633287,0.0657859,0.0363303,0.0440879,0.0579686,0.0326819,0.0145572,0.0129559,0.0258117,0,0.0239723,0.060902,0.0433992,0.0204127,0,0.029946,0.0715077,0.00888913,0.021448,0.0308073,0.0441645,0.0372625,0.0205366,0.0354538,0.0503434,0.0464142,0.0254371,0.0285056,0.0117541,0.0367258,0.011011,0.0347384,0.0101552,0.0199833,0.0553645,0.0464456,0,0,0,0,0.0170477
292,0.0142453,0.059764,0.025222,0,0.044057,0.0230593,0,0.0441406,0.0635752,0.0424403,0.0310358,0.0149917,0.0550896,0.0318882,0.0506157,0.077514,0.0684886,0.035541,0.0633713,0.0661517,0.0365944,0.0434256,0.0508891,0.0328633,0.0146957,0.0127377,0.0264997,0,0.0241134,0.0608609,0.0434668,0.0204045,0,0.0299889,0.0717452,0.00875094,0.0210773,0.0310739,0.0440992,0.0370794,0.0205253,0.0349187,0.0500348,0.0464484,0.0256748,0.0283973,0.0117088,0.03694,0.0104988,0.0348308,0.0102254,0.019897,0.0554353,0.0461143,0,0,0,0,0.0172848
293,0.0142926,0.0597479,0.0236242,0,0.0448876,0.0230064,0,0.0440475,0.0634623,0.040004,0.0310994,0.014127,0.054661,0.0315114,0.0506123,0.0773271,0.0683527,0.0356998,0.0634927,0.0666404,0.0371032,0.042879,0.0433965,0.0330855,0.0148547,0.0125405,0.0272142,0,0.0241663,0.0606024,0.0435897,0.0203073,0,0.0299684,0.0720295,0.00861005,0.0209149,0.0313604,0.0440268,0.036755,0.0205157,0.0343372,0.049702,0.0465381,0.0259277,0.028369,0.0117276,0.0370834,0.010094,0.0350016,0.0102307,0.0198319,0.055492,0.045885,0,0,0,0,0.0176691
294,0.0146392,0.059802,0.0233989,0,0.045784,0.0228893,0,0.0439705,0.0631988,0.0377265,0.031059,0.013624,0.0542877,0.0310422,0.0505342,0.0766454,0.0681723,0.0359484,0.0636412,0.0670846,0.0378336,0.0422751,0.0358693,0.0333326,0.0149963,0.0123858,0.0279089,0,0.0243318,0.0600958,0.0436451,0.0201821,0,0.0298239,0.0723914,0.00841513,0.021006,0.0316496,0.0441412,0.0364024,0.020694,0.033733,0.0492887,0.0465995,0.0262276,0.0283211,0.0118006,0.0372663,0.00960887,0.0352259,0.0102443,0.0197189,0.0555808,0.0455747,0,0,0,0,0.0183198
295,0.0147653,0.0598719,0.0246686,0,0.0467727,0.0228843,0,0.0439153,0.0627569,0.0360007,0.0309705,0.0137631,0.0538364,0.0304989,0.0503678,0.0755222,0.0678989,0.0362917,0.063643,0.0673665,0.0388192,0.0415311,0.0285604,0.0336423,0.0151379,0.0122106,0.0286101,0,0.0245105,0.059367,0.0436462,0.0199779,0,0.0296399,0.0728492,0.00819056,0.0212347,0.0320016,0.0441477,0.0360217,0.0209396,0.0331163,0.0488531,0.0466272,0.0265637,0.0283078,0.0118326,0.0375346,0.00921559,0.035437,0.0101909,0.019613,0.0556203,0.0453642,0,0,0,0,0.019242
296,0.0149201,0.0599287,0.0259774,0,0.0480904,0.022784,0,0.0438924,0.0619886,0.0350177,0.031071,0.0149336,0.0534512,0.0299894,0.0500167,0.0739758,0.0676434,0.0367171,0.0631214,0.0672451,0.0397388,0.0408267,0.0227043,0.0339879,0.0152321,0.0120956,0.0296437,0,0.0246112,0.0584908,0.0437035,0.0197009,0,0.0295994,0.0734584,0.00795097,0.0213002,0.0325035,0.0441103,0.0355354,0.0212718,0.0325142,0.048404,0.046709,0.0268869,0.0282768,0.0118006,0.0377663,0.00886865,0.035686,0.0102268,0.0193897,0.055649,0.0450501,0,0,0,0,0.0207785
297,0.0151082,0.0599665,0.0273724,0,0.0490963,0.0226187,0,0.0439059,0.061354,0.0344501,0.030952,0.0169749,0.0529516,0.0295775,0.0494714,0.0720842,0.0671874,0.0367506,0.062272,0.0668098,0.039411,0.0404214,0.0181916,0.0342935,0.0153348,0.0120572,0.0304857,0,0.0247253,0.0576329,0.0437849,0.0194679,0,0.0294946,0.0740631,0.00770084,0.0214056,0.0329981,0.0442235,0.0350813,0.0214513,0.032008,0.0478819,0.0467684,0.0271405,0.028228,0.0117372,0.0379834,0.0084841,0.0358603,0.0102398,0.019192,0.0556414,0.0449634,0,0,0,0,0.0221802
298,0.0153412,0.0600158,0.0272276,0,0.0502487,0.0226444,0,0.0441153,0.0605424,0.0347341,0.0309128,0.0198673,0.0524848,0.0291737,0.0486919,0.0698001,0.0667702,0.0365745,0.061167,0.0659877,0.0392447,0.0388412,0.0156626,0.0345798,0.0154014,0.0121011,0.031461,0,0.0247676,0.0567127,0.0438662,0.0192103,0,0.0293928,0.0747605,0.00744639,0.0214907,0.0335891,0.0444207,0.0346041,0.0216401,0.0315554,0.0473617,0.0467595,0.0274003,0.0281928,0.0117128,0.0381476,0.00817588,0.0360394,0.0102318,0.0191223,0.0556144,0.0449855,0,0,0,0,0.0239615
299,0.0158201,0.0599875,0.0259541,0,0.0512849,0.02243,0,0.0447001,0.0599053,0.0359843,0.0307492,0.0230652,0.0519653,0.0287497,0.0478657,0.0674285,0.0663942,0.0361012,0.0599843,0.0649718,0.0389488,0.0366974,0.0150142,0.0349012,0.0150913,0.0127021,0.0324338,0,0.0247848,0.0559101,0.0439341,0.0189409,0,0.0293002,0.0754214,0.00727642,0.0215779,0.0340723,0.0446163,0.0341427,0.0217742,0.0311561,0.0469375,0.046687,0.0276665,0.0281877,0.0116897,0.0382334,0.00816867,0.0362188,0.0101505,0.0190681,0.0554851,0.0448715,0,0,0,0,0.025748
300,0.0163401,0.0600746,0.0313046,0,0.0516386,0.0225949,0,0.0449524,0.059792,0.0410908,0.0302479,0.024406,0.051606,0.0284596,0.0471126,0.0658087,0.0659539,0.0355582,0.0585421,0.0648579,0.0373017,0.0326841,0.0190575,0.0350975,0.0154464,0.0125623,0.0328173,0,0.024852,0.0553842,0.0439534,0.0186902,0,0.0292069,0.0758623,0.0071554,0.0218543,0.0343623,0.0446721,0.0336053,0.0216216,0.0308431,0.0464999,0.0463802,0.0278565,0.0280808,0.0116728,0.0382627,0.00825174,0.0364804,0.01013,0.0189291,0.0553745,0.0448442,0,0,0,0,0.0235743
301,0.0160775,0.0605869,0.0302634,0,0.0528423,0.0216243,0,0.0465481,0.0590866,0.039431,0.0301434,0.0209144,0.050395,0.0282887,0.0445862,0.0646729,0.0658383,0.0346965,0.0615043,0.0665724,0.0397295,0.0377129,0.0149098,0.034617,0.0141571,0.011949,0.0304243,0,0.0240521,0.0550835,0.0434374,0.01837,0,0.0295477,0.0766415,0.0072508,0.0218918,0.0358694,0.0432218,0.0331253,0.0220429,0.0294818,0.045624,0.0464919,0.0290808,0.0264379,0.0111827,0.0393692,0.00803843,0.036531,0.00921634,0.0191397,0.0560004,0.0447219,0,0,0,0,0.0245181
302,0.016076,0.0608238,0.0324395,0,0.0533652,0.0213422,0,0.047106,0.0586679,0.0403467,0.0300636,0.0205971,0.0497311,0.0282056,0.0433195,0.0639458,0.0659362,0.0347388,0.0625671,0.0677476,0.0402705,0.0384695,0.0158409,0.0344831,0.0139116,0.0116439,0.0306818,0,0.0238462,0.0549501,0.0433621,0.018055,0,0.0295681,0.0770172,0.00734045,0.0224305,0.0361392,0.0426854,0.0325536,0.0219254,0.0292435,0.0453046,0.0463309,0.0290296,0.0264441,0.0111231,0.039328,0.00798588,0.036666,0.00896731,0.0188999,0.0560803,0.0449045,0,0,0,0,0.0237179
303,0.0164509,0.0606721,0,0,0.0535174,0.0211728,0,0.0470774,0.0583716,0.0440567,0.0303644,0.0200595,0.0501738,0.0283235,0.0432995,0.0640847,0.066176,0.0347815,0.0606386,0.0668839,0.0380214,0.0351708,0.017889,0.0347073,0.014306,0.0118698,0.0305157,0,0.0238526,0.0549638,0.0431364,0.0180934,0,0.0288732,0.0772315,0.00776634,0.0220287,0.0363108,0.0422212,0.0318203,0.0220729,0.028892,0.0452409,0.0463008,0.0288221,0.0261371,0.0107817,0.0389409,0.00833473,0.0369415,0.00933059,0.018499,0.0556107,0.0452985,0,0,0,0,0.0247702
304,0.0165392,0.0605369,0,0,0.0534569,0.0210493,0,0.0471058,0.05832,0.0435327,0.0303478,0.0203551,0.0503364,0.0284137,0.0432055,0.0638558,0.0660369,0.0346739,0.0607346,0.0669687,0.038105,0.0351985,0.0177798,0.0347027,0.014268,0.0119896,0.0306405,0,0.023468,0.0549546,0.0430882,0.0178416,0,0.0287013,0.0774988,0.00804307,0.0221024,0.036297,0.0421734,0.0313236,0.0221216,0.0287599,0.0451236,0.046142,0.0287376,0.0258335,0.0107512,0.0388151,0.00870049,0.037014,0.00915596,0.018355,0.0552698,0.0454831,0,0,0,0,0.0246921
305,0.0163662,0.0605113,0.0343317,0,0.0531824,0.0208831,0,0.0472076,0.0585467,0.0390586,0.0300322,0.0216307,0.0495901,0.0284719,0.0429441,0.0632331,0.0654945,0.0345689,0.0630491,0.0682472,0.0407529,0.0386542,0.0154557,0.0345064,0.0139562,0.0118582,0.0310069,0,0.0229484,0.0550115,0.0432133,0.0175919,0,0.0291038,0.0778311,0.00831272,0.0226679,0.0361157,0.0425941,0.0311191,0.0221717,0.0288249,0.0448453,0.0458758,0.0287089,0.0259145,0.0109804,0.0388988,0.00895643,0.0369218,0.00881283,0.0182511,0.0551301,0.0456415,0,0,0,0,0.023003
