Timestep,C7,CLAV,L5FT,L5HD,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,LANK
88,0.0159212,0.0582905,0.0360601,0,0.0669642,0.0255177,0,0.0436573,0.055878,0.0197589,0.0302887,0.0188836,0.0479457,0.0342974,0.0292653,0.0532981,0.0592978,0.0294318,0.057964,0.0631851,0.0365651,0.0345763,0.0138882,0.0264424,0.014231,0.0150072,0.0278656,0,0.0287112,0.0389942,0.0423268,0.0185713,0,0.0307716,0.076537,0.0456587,0.0155277,0.0331916,0.0520607,0.0343316,0.0256748,0.0546556,0.066276,0.0459369,0.0233025,0.0212521,0.0112408,0.0287608,0.0789591,0.0354575,0.00975563,0.0196755,0.0511059,0.0499811,0,0,0,0,0.0191516
89,0.0159094,0.0583157,0.0356983,0,0.0680981,0.0252075,0,0.0438391,0.0560024,0.0202351,0.0301259,0.0192891,0.047414,0.0339946,0.0290893,0.0528132,0.059388,0.0297154,0.0576061,0.0628579,0.0363876,0.0341187,0.0134566,0.026395,0.0141388,0.0151061,0.0276777,0,0.0285235,0.0394005,0.0424033,0.0181619,0,0.0310202,0.0767499,0.0446578,0.0158628,0.0331541,0.0523414,0.0341965,0.0260176,0.0554524,0.0664714,0.0460929,0.023978,0.0209577,0.0108151,0.0294369,0.0785542,0.0354999,0.00937137,0.0201402,0.0511699,0.0498058,0,0,0,0,0.0195345
90,0.0158034,0.0584023,0.0358565,0,0.0688246,0.02511,0,0.0440107,0.0562155,0.0204641,0.0299309,0.0196728,0.0471042,0.0338547,0.0287992,0.0523958,0.0593172,0.0298725,0.05749,0.0627422,0.0362782,0.0339868,0.013566,0.0264245,0.0142266,0.0149985,0.027033,0,0.0284648,0.0395607,0.0423925,0.0181768,0,0.0311061,0.0768289,0.0435556,0.0159837,0.0329112,0.0524673,0.033993,0.0262768,0.0561118,0.0665393,0.0461644,0.0242923,0.0209942,0.0101433,0.0296512,0.0775736,0.0354941,0.00929557,0.0200969,0.051228,0.0496377,0,0,0,0,0.01954
91,0.015684,0.0584141,0.0360142,0,0.0693387,0.0249805,0,0.044015,0.0565549,0.0206488,0.0298309,0.0200968,0.046947,0.0338365,0.0283827,0.0518777,0.0592286,0.0299824,0.0574338,0.0626574,0.0362813,0.0339267,0.0137778,0.0264023,0.0141587,0.0150563,0.0259345,0,0.0283558,0.0396216,0.0423411,0.0182071,0,0.0312026,0.0768586,0.0421243,0.0159177,0.0323233,0.052534,0.0339297,0.0264427,0.0564697,0.0663889,0.0461515,0.0242127,0.0214299,0.00975679,0.0295749,0.0759431,0.035481,0.0093715,0.0200726,0.0512212,0.0495055,0,0,0,0,0.0195716
92,0.0155884,0.058404,0.0361497,0,0.0696904,0.0248833,0,0.0440882,0.0569332,0.0208296,0.0298198,0.0204187,0.0467929,0.0338693,0.0278471,0.0515714,0.0591208,0.0300945,0.0574072,0.0626091,0.0363986,0.0338585,0.0140437,0.0263135,0.0141059,0.0150859,0.0243922,0,0.0281557,0.0398362,0.0422755,0.0182432,0,0.0312836,0.0768608,0.0403951,0.0158231,0.0313776,0.052522,0.0338139,0.0265809,0.0565059,0.0660246,0.0461536,0.0237694,0.0221446,0.00953224,0.0291918,0.0736422,0.035464,0.00950803,0.0200472,0.0512178,0.0493685,0,0,0,0,0.0196792
93,0.0155534,0.0583428,0.036342,0,0.06982,0.0248098,0,0.0442007,0.0573665,0.0208652,0.0297957,0.0207773,0.0467455,0.0338715,0.027549,0.0511145,0.0590369,0.0301812,0.0574591,0.0626173,0.0366305,0.0338719,0.0143078,0.0262857,0.0140972,0.0151016,0.0224123,0,0.0280262,0.0400296,0.0422064,0.0183246,0,0.0312982,0.0768608,0.03828,0.0156721,0.0302641,0.0524745,0.0335934,0.0265993,0.056163,0.0654,0.0461282,0.0232158,0.022869,0.00912934,0.0287802,0.0704314,0.0354428,0.00961901,0.0200533,0.0511546,0.0493106,0,0,0,0,0.0198799
94,0.0155253,0.0582934,0.0366502,0,0.0697991,0.0247002,0,0.0443596,0.0578022,0.0208472,0.0297976,0.0212008,0.0467748,0.0338343,0.0275094,0.0505896,0.058974,0.0303097,0.0575218,0.0626435,0.0367604,0.03386,0.0146303,0.0261831,0.0140669,0.0150485,0.0200152,0,0.0277783,0.0404151,0.0421213,0.0184064,0,0.0312952,0.0767934,0.0360141,0.0155095,0.0289586,0.0524067,0.0333723,0.0265937,0.0555864,0.0645924,0.0461669,0.0228114,0.0234135,0.00859786,0.0285325,0.0660399,0.0354111,0.0094141,0.0200892,0.0510476,0.0492586,0,0,0,0,0.0200325
95,0.015539,0.0582399,0.0369344,0,0.0696376,0.0245589,0,0.0444939,0.0583098,0.0207284,0.0298375,0.0216315,0.0468689,0.0339733,0.0272973,0.0502079,0.0588146,0.0303572,0.0576896,0.0627639,0.0368997,0.0339458,0.0149324,0.0261711,0.014068,0.0150589,0.0173556,0,0.0274365,0.0408173,0.0420081,0.018456,0,0.0312809,0.07675,0.0331294,0.0152749,0.0276555,0.0522831,0.0331204,0.026545,0.0545872,0.0635404,0.0462807,0.0227339,0.0239344,0.00822321,0.0286452,0.0607876,0.0354281,0.0095017,0.0199711,0.0509248,0.0492543,0,0,0,0,0.0201779
96,0.0155199,0.0582648,0.0373354,0,0.0693118,0.0243766,0,0.0446382,0.0588072,0.0205559,0.0299076,0.021994,0.0468681,0.0340912,0.0272084,0.0498595,0.0585785,0.0303299,0.057904,0.0629343,0.03703,0.0340478,0.0153774,0.0262362,0.0140696,0.015017,0.0149393,0,0.0269758,0.0414062,0.0419022,0.0184794,0,0.0313297,0.0767524,0.029997,0.0150951,0.0264998,0.0518024,0.0329799,0.0266262,0.0532453,0.0623934,0.046585,0.0229107,0.02426,0.007939,0.0291554,0.054743,0.0354712,0.00974954,0.0197763,0.0510112,0.0492423,0,0,0,0,0.0203375
97,0.0156877,0.0582136,0.0425723,0,0.0688252,0.0234384,0,0.0452491,0.0587147,0.0207844,0.0304699,0.0219432,0.0475789,0.0343235,0.0283038,0.0508798,0.0586941,0.0300459,0.0566759,0.0617463,0.0357228,0.0327375,0.0217932,0.0266622,0.0138078,0.0149009,0.0152703,0,0.025307,0.0420875,0.0411516,0.019075,0,0.0304823,0.0773079,0.0254236,0.0135953,0.0269166,0.050326,0.0325528,0.0261832,0.0488685,0.0592638,0.0467115,0.0255917,0.0205317,0.00556076,0.0321972,0.0551959,0.0356985,0.010114,0.0197295,0.0509608,0.0496618,0,0,0,0,0.0227919
98,0.0157671,0.05824,0.0429665,0,0.0683191,0.0233428,0,0.0452588,0.0592557,0.0206309,0.030494,0.02233,0.04739,0.034138,0.0281566,0.0503459,0.0584102,0.0298168,0.0568361,0.0618798,0.035987,0.0327856,0.0221598,0.0267265,0.0139131,0.0147672,0.0133582,0,0.0253181,0.0426187,0.0411892,0.0189968,0,0.0303006,0.0770357,0.0228114,0.0136998,0.0269267,0.0498847,0.0322695,0.0266066,0.04753,0.0585582,0.0473571,0.0257989,0.0216002,0.00629216,0.0329179,0.0469843,0.035855,0.0100581,0.0195126,0.0509259,0.0495559,0,0,0,0,0.023071
99,0.0158735,0.0582972,0.0432207,0,0.0678392,0.0232366,0,0.0452741,0.0598529,0.0205426,0.030522,0.0226655,0.0471138,0.0338614,0.0280273,0.0499196,0.0580983,0.0296447,0.0569831,0.0620285,0.0361252,0.0328072,0.0224083,0.0268621,0.0140877,0.0143514,0.0142126,0,0.0253529,0.0432127,0.041273,0.0189278,0,0.0300624,0.07666,0.0202695,0.0140266,0.0272945,0.0494866,0.0319982,0.0272005,0.0460872,0.0579448,0.0481184,0.0261417,0.0225939,0.00714448,0.0337646,0.0392165,0.0360593,0.0101841,0.0191265,0.0508872,0.049398,0,0,0,0,0.0233717
100,0.0160967,0.0583312,0.0433068,0,0.0674058,0.0231287,0,0.0451361,0.0604642,0.0205243,0.0305968,0.0231489,0.0467844,0.0334731,0.027943,0.0494778,0.0578149,0.0295571,0.0570979,0.0621457,0.0362474,0.0328194,0.0225328,0.0269267,0.0141463,0.0138444,0.0170133,0,0.0255413,0.0438764,0.0413743,0.0182109,0,0.0299884,0.076198,0.0181336,0.014589,0.027863,0.0490944,0.0314969,0.0279618,0.0445457,0.0575055,0.0489833,0.0265727,0.0236889,0.00820221,0.0347631,0.0322788,0.0363816,0.00963444,0.0195681,0.0508219,0.0492752,0,0,0,0,0.0237449
101,0.0162975,0.0584344,0.0434822,0,0.0670014,0.0229263,0,0.0449294,0.0610558,0.0204345,0.0305874,0.0235121,0.0463407,0.0331358,0.0278251,0.0489779,0.0575145,0.0293983,0.0573018,0.0622908,0.0364262,0.03289,0.0227257,0.0271115,0.0139916,0.0138549,0.0204661,0,0.0260235,0.0446113,0.041486,0.0179584,0,0.0300457,0.0756736,0.0164309,0.015417,0.0284228,0.0487838,0.0310201,0.0287727,0.0430359,0.0572783,0.0498669,0.026987,0.0248386,0.00936603,0.0359563,0.0265247,0.0366947,0.00977495,0.0194412,0.0508179,0.0490804,0,0,0,0,0.0240807
102,0.0165247,0.0585418,0.043439,0,0.0666803,0.0227292,0,0.0448267,0.0616205,0.0203957,0.0305015,0.0239225,0.0457808,0.0326532,0.0277049,0.0485028,0.0572415,0.0292959,0.0574522,0.0623684,0.0365641,0.0328673,0.0227531,0.0274315,0.0139693,0.0138642,0.0234219,0,0.0268038,0.0453451,0.0416061,0.0176799,0,0.0300547,0.0751459,0.0151455,0.0163978,0.0286769,0.0484584,0.0304708,0.029783,0.041659,0.0572001,0.0507556,0.0275371,0.0257821,0.0105129,0.0370826,0.022185,0.0370174,0.00982717,0.0193228,0.0508592,0.0488591,0,0,0,0,0.0244382
103,0.0167233,0.0586982,0.0433363,0,0.0664576,0.022581,0,0.0448222,0.062137,0.0203173,0.0304033,0.0243009,0.0452336,0.0322373,0.027552,0.0480613,0.0569997,0.0291862,0.0575126,0.0624636,0.036696,0.0328414,0.0228334,0.0276781,0.0141236,0.0135084,0.0257125,0,0.0275558,0.0460383,0.0417358,0.0173476,0,0.0299424,0.0746431,0.0144927,0.0173396,0.0285499,0.0481931,0.0301333,0.0306972,0.0405648,0.0572166,0.0515078,0.0283267,0.0264266,0.0115637,0.0380158,0.0192253,0.0373518,0.00981598,0.0191556,0.0509369,0.0486553,0,0,0,0,0.0247401
104,0.0168696,0.0588549,0.043292,0,0.0667136,0.022422,0,0.0446921,0.0624717,0.0201802,0.0303235,0.0244727,0.0446678,0.0317346,0.0272895,0.0476447,0.0568076,0.0290761,0.0575852,0.0624861,0.0367314,0.0327241,0.0229373,0.0278468,0.0140972,0.0133427,0.0282427,0,0.0306253,0.046377,0.041875,0.0170214,0,0.0298129,0.0743131,0.0189008,0.0181742,0.0272609,0.0481327,0.0300339,0.0314453,0.0394642,0.0573118,0.0517846,0.0283771,0.0282387,0.013045,0.037364,0.0167971,0.037624,0.00975926,0.0190486,0.0509494,0.0485266,0,0,0,0,0.0248715
105,0.0170257,0.0589645,0.0436193,0,0.0668268,0.0222719,0,0.0444587,0.0628424,0.0199714,0.0301954,0.0245677,0.0442061,0.0312893,0.0270755,0.0472193,0.0565896,0.0290249,0.0577082,0.0625763,0.0367722,0.0326889,0.0233388,0.0279543,0.0139202,0.0134368,0.0295967,0,0.0310746,0.0468149,0.0419673,0.0167315,0,0.0296443,0.0740667,0.0195806,0.0188485,0.0273317,0.0479427,0.0297923,0.0319027,0.039079,0.0573249,0.0522453,0.0292155,0.0281901,0.0135753,0.0381157,0.0156823,0.0378999,0.00978464,0.0188719,0.0509153,0.0484603,0,0,0,0,0.0249596
106,0.0170627,0.0590987,0.0440037,0,0.0669914,0.0221281,0,0.0443451,0.0631513,0.019703,0.0299412,0.0246428,0.043709,0.0309819,0.0268728,0.0468491,0.0564424,0.0290819,0.0576811,0.0625345,0.0367842,0.0326938,0.0238691,0.0281224,0.0138911,0.0133612,0.0300413,0,0.0317379,0.0472972,0.0420482,0.016455,0,0.0295932,0.0739763,0.0209386,0.0193273,0.0274047,0.047764,0.0294878,0.0320003,0.0388897,0.0572781,0.0526498,0.0299161,0.0278357,0.0138688,0.0386553,0.0157608,0.0381819,0.00979141,0.0187606,0.050924,0.0483902,0,0,0,0,0.02496
107,0.0170661,0.059199,0.0443765,0,0.0672191,0.022028,0,0.0443245,0.0633226,0.0194057,0.0296384,0.0246419,0.0432612,0.030743,0.0266851,0.0465374,0.0563103,0.0291358,0.0575804,0.0624906,0.0367799,0.0327557,0.0244236,0.0282176,0.0140283,0.0131577,0.0301867,0,0.0323457,0.04761,0.0421214,0.0163046,0,0.0295291,0.0741184,0.0222535,0.0195305,0.0278001,0.0477019,0.0291428,0.0317749,0.0391236,0.0571488,0.0529442,0.0304278,0.0273951,0.0139085,0.0389465,0.0162108,0.0384287,0.00990723,0.0185679,0.0509437,0.04835,0,0,0,0,0.0248618
108,0.0170197,0.0592821,0.044936,0,0.0675489,0.0219485,0,0.0442455,0.0634306,0.0190905,0.029199,0.0245464,0.0427983,0.0304741,0.0265429,0.0462421,0.0562538,0.0292498,0.0575767,0.0623619,0.0366426,0.0327622,0.0251465,0.0283921,0.0139171,0.0132957,0.0293823,0,0.0327891,0.0479503,0.0421814,0.0161136,0,0.0295488,0.0743556,0.0238528,0.0195562,0.0280637,0.0477068,0.0289241,0.0313182,0.0396523,0.0569886,0.0530794,0.0307373,0.0269192,0.0138297,0.0390189,0.0176959,0.0386558,0.00992785,0.0184758,0.0510073,0.0482602,0,0,0,0,0.0246672
109,0.01698,0.0593619,0.0455783,0,0.0679645,0.0218585,0,0.0442007,0.0634266,0.0186947,0.0286958,0.0242839,0.0423507,0.030289,0.0263709,0.0460162,0.0562566,0.0293982,0.0576482,0.0622423,0.0364789,0.0326734,0.0259969,0.0285291,0.0138212,0.0135145,0.0280513,0,0.0329321,0.0481967,0.0422275,0.0158837,0,0.0295128,0.0746289,0.025162,0.0193677,0.0283112,0.0477525,0.0289053,0.0305419,0.0404449,0.056844,0.0530301,0.0308473,0.0264846,0.0136194,0.03895,0.019635,0.0388482,0.00993405,0.0184101,0.0510674,0.0481778,0,0,0,0,0.0243741
110,0.0168439,0.0594738,0.0468815,0,0.0683646,0.0217362,0,0.0442491,0.0632137,0.0180856,0.0281247,0.0236275,0.0418898,0.0302795,0.0260559,0.045974,0.0562411,0.029528,0.0576124,0.0622644,0.0363748,0.0327104,0.0276822,0.0286635,0.0137095,0.0136355,0.026704,0,0.0327821,0.0482903,0.0422565,0.0159393,0,0.0293036,0.074841,0.0255818,0.0190178,0.0285883,0.0478448,0.0290409,0.0294489,0.0413802,0.0567187,0.0527669,0.0306997,0.026154,0.0132256,0.0387086,0.0213777,0.0390032,0.0101495,0.0179944,0.0511255,0.0480756,0,0,0,0,0.023779
111,0.0167602,0.0594934,0.0470772,0,0.0687385,0.0216878,0,0.0442736,0.0631448,0.0177674,0.0276214,0.0232647,0.041491,0.0302698,0.0257625,0.045951,0.0562706,0.0295986,0.057302,0.062156,0.0362681,0.0326062,0.0281046,0.0287304,0.0138338,0.0134764,0.0247078,0,0.0326867,0.0482419,0.0423096,0.0157008,0,0.0292611,0.0751934,0.0257867,0.018621,0.0284486,0.0480236,0.0289766,0.0286366,0.0421208,0.0565091,0.0521717,0.0303946,0.0258654,0.0127617,0.038373,0.0237237,0.0391249,0.0100118,0.0181219,0.0511961,0.0480756,0,0,0,0,0.0233032
112,0.0166424,0.0594746,0.0475903,0,0.0693018,0.0216784,0,0.0441726,0.0629934,0.0174486,0.0271449,0.022782,0.0411461,0.0301148,0.0254105,0.0460318,0.0562852,0.0296549,0.0571977,0.0620848,0.0360558,0.0324894,0.0288061,0.0287633,0.013738,0.0135285,0.0228025,0,0.0322149,0.0480357,0.0423397,0.0155101,0,0.0292765,0.075396,0.0254277,0.0179589,0.0281728,0.0482147,0.0290152,0.0280532,0.0427544,0.0562591,0.0513963,0.0299319,0.0257013,0.0121753,0.0379419,0.0257884,0.039186,0.00984789,0.0183121,0.0511697,0.0481295,0,0,0,0,0.0227137
113,0.0165552,0.0594195,0.0483491,0,0.0698942,0.0217235,0,0.0441428,0.0627584,0.0172268,0.0267396,0.0222582,0.0408672,0.0299315,0.025044,0.046068,0.0563028,0.029711,0.0572282,0.062002,0.035809,0.0324922,0.0297389,0.0287424,0.013749,0.0134906,0.0207573,0,0.0311537,0.0477683,0.0423251,0.0153844,0,0.0293061,0.0754976,0.0240207,0.0170284,0.0278636,0.0483978,0.0291401,0.0276751,0.0432059,0.0559911,0.0506208,0.0295141,0.0252782,0.0113842,0.0377191,0.0279755,0.0392148,0.00990681,0.0184484,0.0510598,0.0482345,0,0,0,0,0.0220703
114,0.0165392,0.0593872,0.0493011,0,0.0701645,0.0218119,0,0.0442653,0.0625293,0.0170812,0.0263487,0.0217339,0.0406281,0.0299624,0.0247412,0.0460345,0.0563021,0.0297771,0.0571161,0.0619744,0.0356501,0.0325411,0.0307863,0.0287024,0.0139225,0.0132727,0.0188916,0,0.0288637,0.0476043,0.0422704,0.0152943,0,0.0292545,0.0754847,0.0199741,0.0160131,0.0277799,0.0485029,0.0291519,0.0275597,0.043619,0.0557076,0.0500759,0.0294967,0.0239614,0.0102286,0.0382674,0.0304633,0.0392441,0.00983875,0.0185848,0.051047,0.0483248,0,0,0,0,0.0214143
115,0.0164453,0.0594492,0.0501646,0,0.0704014,0.0219031,0,0.0443228,0.0621304,0.0170967,0.0260628,0.0211649,0.0403814,0.0300799,0.0244246,0.0461799,0.0562688,0.0297359,0.0569249,0.0619937,0.035522,0.0325971,0.0316601,0.0288034,0.0139859,0.0131926,0.0182434,0,0.0288196,0.047151,0.0422121,0.0151807,0,0.02939,0.0755068,0.0188519,0.0149987,0.0268759,0.0486424,0.0294055,0.0276007,0.0437823,0.0556353,0.0493916,0.0287837,0.0237801,0.00922733,0.0378247,0.0312782,0.0392705,0.0100165,0.0186974,0.0510377,0.0483423,0,0,0,0,0.0206459
116,0.0163498,0.0595452,0.0511883,0,0.0704816,0.0219657,0,0.0442408,0.0617424,0.017302,0.025825,0.0206058,0.0401203,0.0302473,0.0241826,0.0463533,0.0562148,0.0296687,0.0570871,0.0620736,0.035334,0.0325653,0.032614,0.0289036,0.013882,0.0133154,0.0177932,0,0.0291264,0.0467766,0.0421995,0.0150043,0,0.0293406,0.0753889,0.0177326,0.0145055,0.0259974,0.0486753,0.0295781,0.0277575,0.043864,0.0557018,0.0488746,0.0283768,0.0235633,0.00840395,0.0375211,0.0314997,0.0393288,0.00998152,0.0188244,0.0511554,0.0482975,0,0,0,0,0.0198434
117,0.016348,0.0596557,0.0524778,0,0.0703846,0.0219912,0,0.0440143,0.0614401,0.0176977,0.0255045,0.020077,0.0399755,0.0301561,0.0240251,0.0464798,0.0561048,0.0295471,0.0572539,0.06224,0.0352261,0.0325263,0.0337135,0.0290612,0.013647,0.0135774,0.0168229,0,0.0290305,0.0465359,0.0422558,0.014765,0,0.0292161,0.0750823,0.0164788,0.0157686,0.0257526,0.0487067,0.0295958,0.0277326,0.0436977,0.0557144,0.0484107,0.0283194,0.0234096,0.00813578,0.0372755,0.0309517,0.0395114,0.00993985,0.0188277,0.051329,0.0482601,0,0,0,0,0.0190122
118,0.0163902,0.0597597,0.0539375,0,0.0700912,0.0220172,0,0.0438697,0.0612543,0.0182832,0.0251178,0.0195994,0.0396829,0.0298882,0.0239725,0.0465715,0.0560017,0.029401,0.0571612,0.0624168,0.0351534,0.0326324,0.0349239,0.0293466,0.0135661,0.0136488,0.0148296,0,0.0282282,0.0467451,0.0423357,0.0145406,0,0.0291827,0.0747572,0.0155052,0.0165662,0.0264578,0.0485856,0.0296224,0.0275096,0.0431984,0.0555067,0.0478993,0.0283335,0.023394,0.0083335,0.0370066,0.0302702,0.039729,0.00993105,0.0188215,0.0514782,0.0481426,0,0,0,0,0.0181329
119,0.0163926,0.0598379,0.0554483,0,0.0694179,0.0220303,0,0.0437819,0.061235,0.0191415,0.024591,0.0191676,0.0394416,0.0296705,0.023948,0.0466318,0.0558962,0.0292689,0.056932,0.0625569,0.0350291,0.0327112,0.0363275,0.0297083,0.0135618,0.0136106,0.0126849,0,0.0275188,0.0473387,0.04241,0.0143271,0,0.0291819,0.0745429,0.0146755,0.0167802,0.0280317,0.048097,0.0297095,0.0272113,0.0421399,0.0550106,0.0475624,0.0281243,0.0238134,0.00895299,0.0367102,0.0297608,0.0399459,0.00988847,0.0188434,0.051681,0.0479576,0,0,0,0,0.0172248
120,0.0161595,0.0600277,0.048604,0,0.0682489,0.0226989,0,0.0434893,0.0624613,0.0215248,0.0231074,0.0209594,0.0382372,0.0292486,0.0227474,0.0444122,0.0548596,0.0293903,0.0597711,0.0651565,0.037809,0.0357386,0.0273777,0.0297286,0.0136712,0.0135643,0.0136445,0,0.0275104,0.0480635,0.0430719,0.0134515,0,0.0302288,0.0739461,0.014138,0.0187901,0.0284385,0.0484001,0.0300349,0.0275143,0.0424361,0.0554656,0.0477903,0.0266181,0.025995,0.010207,0.0355207,0.0266023,0.0399056,0.00928913,0.0187396,0.0520792,0.0472377,0,0,0,0,0.0125591
121,0.0163714,0.0600902,0.0593474,0,0.0669401,0.0223667,0,0.0436398,0.0613268,0.022415,0.0232299,0.0186449,0.0392641,0.0294226,0.0237348,0.0475299,0.055315,0.0284309,0.0571652,0.0629287,0.0340324,0.0331134,0.0397552,0.0305398,0.0138019,0.0130913,0.0105691,0,0.0275073,0.0486017,0.042496,0.0143737,0,0.0292446,0.0734282,0.0128742,0.0179867,0.0302598,0.0473594,0.0300036,0.0269836,0.0406131,0.0545459,0.0478356,0.0272698,0.025696,0.0107746,0.0364043,0.0300264,0.0402916,0.0100565,0.0184599,0.0521584,0.0474759,0,0,0,0,0.0152303
122,0.0161076,0.0603004,0.0507331,0,0.0658821,0.0228647,0,0.0435671,0.0622182,0.0255713,0.0217037,0.0211994,0.0380522,0.0293813,0.0227016,0.045451,0.0543764,0.028333,0.0601117,0.0653527,0.0367718,0.0361032,0.0285624,0.0303257,0.0142443,0.0128988,0.0123455,0,0.0276619,0.0487539,0.0432324,0.0133129,0,0.0302846,0.0728334,0.0131688,0.0200784,0.0288533,0.0480523,0.0305693,0.0267266,0.0419683,0.0553567,0.0479082,0.0262169,0.0277571,0.0117448,0.0355834,0.0279223,0.0400947,0.00946877,0.0185393,0.0526521,0.0467213,0,0,0,0,0.01065
123,0.0160343,0.0603371,0.0508368,0,0.0650325,0.0227976,0,0.0434672,0.0619007,0.0277218,0.0209522,0.0210124,0.0381975,0.0292761,0.0229269,0.0461993,0.0545548,0.0278907,0.0598868,0.0652791,0.0361306,0.0358739,0.0280372,0.0304078,0.0141767,0.0129824,0.0117256,0,0.0275944,0.0487234,0.0433278,0.0131803,0,0.0304124,0.0727135,0.0133817,0.0200919,0.0280008,0.0480189,0.0311991,0.0255761,0.042397,0.055118,0.0468989,0.0262152,0.0278058,0.0116331,0.035488,0.0293496,0.0400305,0.0094211,0.018855,0.0528769,0.0465832,0,0,0,0,0.0100193
124,0.0158622,0.0603282,0.0507309,0,0.0639972,0.022695,0,0.0433687,0.0617417,0.0299004,0.0200161,0.0206806,0.0386603,0.0291924,0.0232741,0.0469812,0.0548487,0.0276372,0.0595446,0.0651687,0.0352695,0.0353631,0.0273101,0.0305631,0.0140058,0.0132206,0.0116219,0,0.0272519,0.0486869,0.0434027,0.0131222,0,0.0305054,0.0728685,0.0139836,0.0198051,0.0275576,0.0478796,0.0318812,0.0242481,0.042825,0.0546401,0.0455147,0.0261351,0.0271263,0.0110209,0.0352299,0.0304222,0.0399033,0.00935486,0.0191752,0.0531251,0.0464367,0,0,0,0,0.0098584
125,0.0156894,0.0602409,0.0501438,0,0.0626631,0.022641,0,0.0435265,0.0618669,0.0317437,0.019142,0.0203695,0.0395106,0.0291123,0.0237737,0.0479023,0.0552357,0.0275331,0.0591272,0.0648253,0.0339573,0.0346227,0.0262788,0.0307723,0.0141813,0.0131047,0.0120607,0,0.0267065,0.0486895,0.0434852,0.0131914,0,0.0306179,0.0731646,0.0145557,0.0193135,0.0277104,0.0475651,0.0327289,0.023319,0.0427435,0.0540452,0.0445437,0.025898,0.0262322,0.0102144,0.0349516,0.0307015,0.0396954,0.00934053,0.0195902,0.0532856,0.0463022,0,0,0,0,0.0101937
126,0.0155861,0.0600804,0.0490481,0,0.0609613,0.022637,0,0.0436727,0.0621127,0.0329979,0.0184989,0.0200878,0.0406986,0.0290204,0.0244432,0.0489468,0.0557438,0.0274956,0.0583022,0.0641738,0.0324093,0.0337705,0.0247784,0.0308529,0.0142415,0.0131491,0.0125962,0,0.0262062,0.0485995,0.0435562,0.0135089,0,0.0307748,0.0734203,0.0148751,0.0188171,0.0279831,0.0470804,0.0337328,0.0228963,0.0423144,0.0534221,0.0440491,0.0254489,0.0256878,0.00964821,0.0346093,0.0303501,0.0393477,0.00934728,0.020123,0.0533828,0.0462188,0,0,0,0,0.0107387
127,0.015476,0.0599721,0.0475579,0,0.0589272,0.022651,0,0.043797,0.0620623,0.0336047,0.0180274,0.0196315,0.041973,0.0290674,0.0252644,0.0499728,0.0564413,0.0275266,0.0570592,0.0631203,0.0308312,0.0329162,0.0227501,0.0307162,0.0141628,0.0133667,0.0127282,0,0.0259912,0.0482937,0.0436725,0.013968,0,0.031,0.0736117,0.0147882,0.0185486,0.0279553,0.0466742,0.0348973,0.0226873,0.0417952,0.0528632,0.0436842,0.0249249,0.0255224,0.00947808,0.0342312,0.0298158,0.038868,0.00927519,0.0207808,0.0535215,0.04614,0,0,0,0,0.0110676
128,0.015504,0.0598069,0.0521169,0,0.0567452,0.0222854,0,0.0442838,0.0613159,0.0322466,0.0185865,0.0179626,0.0443013,0.029708,0.0270389,0.0529815,0.0584928,0.0279243,0.0535183,0.0595414,0.0267306,0.0308063,0.0276576,0.0307635,0.0139188,0.0135279,0.0103938,0,0.0257012,0.048268,0.0431138,0.0151473,0,0.0304441,0.0738649,0.0134299,0.0173106,0.0287697,0.0456312,0.0356683,0.0219574,0.0401683,0.0516567,0.0429534,0.0256966,0.0239597,0.00900884,0.0349827,0.032358,0.0382821,0.00967999,0.0215696,0.0532591,0.046561,0,0,0,0,0.0122383
129,0.0153161,0.0598249,0.0490637,0,0.0546563,0.0228044,0,0.044319,0.0611049,0.0323533,0.0181938,0.0179214,0.0456242,0.0302474,0.027984,0.0540335,0.0594591,0.0283099,0.0528971,0.0585062,0.0258005,0.0310289,0.0230408,0.0303047,0.0137498,0.0137202,0.0101188,0,0.0258093,0.0477977,0.0431397,0.0159727,0,0.0305652,0.0736047,0.0130356,0.0177804,0.0284185,0.0457854,0.0367167,0.0213272,0.0400189,0.0517146,0.0424465,0.025556,0.0238075,0.00912016,0.034752,0.0316576,0.037564,0.00959002,0.0221733,0.05317,0.0466374,0,0,0,0,0.0108167
