Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHII,,RTIBI,RTIBP
201,0,0,0,0,0.0408033,0.0645199,0,0,0,0.0365803,0,0.0136263,0.0383286,0,0,0.0158169,0,0,0.0423739,0.0575843,0.0447311,0.0300576,0.0240046,0.0768377,0.0419039,0.0523219,0.0747595,0.056615,0.0116148,0.0584606,0.0588078,0.0306071,0.0440942,0.0513937,0.0467512,0.015605,0.0162618,0.0193106,0,0.0295037,0.0502881,0.0338723,0,0,0.0243883,0,0,0.0270181,0.0723884,0.00856788,0.0174192,0.0253993,0.0633807,0.0311585,0.0285119,0.0578885,0.0338145,0.0282872,0.0293606,0.0168923,0.0325374,0.00758053,0.0219457,0.0559868,0.0569604,0,0,0,0.0600772,0,0,0.0356389
202,0,0,0,0,0.0407602,0.0643708,0,0,0,0.035865,0,0.0145864,0.0380335,0,0,0.0157622,0,0,0.0423856,0.0574678,0.0453783,0.0308257,0.0239696,0.0773265,0.0421545,0.0529785,0.0751726,0.0563404,0.0117492,0.0580735,0.0584706,0.0302357,0.0437087,0.0522498,0.046775,0.0155678,0.0162802,0.0198448,0,0.0291946,0.0504624,0.0338755,0,0,0.0245439,0,0,0.0270078,0.0724319,0.00902644,0.0169984,0.0252324,0.0632712,0.0312037,0.0284412,0.057794,0.034235,0.028041,0.02914,0.016258,0.0324689,0.00772819,0.022031,0.0559692,0.0567516,0,0,0,0.0584459,0,0,0.0355544
203,0,0,0,0,0.040727,0.0643233,0,0,0,0.0354765,0,0.0152138,0.0378971,0,0,0.0156452,0,0,0.0422586,0.0574487,0.0459909,0.0315999,0.0240314,0.0778094,0.0423579,0.0536746,0.0755609,0.0560413,0.0125928,0.0580019,0.0582745,0.0302141,0.0437782,0.0527875,0.0467778,0.0155279,0.0162929,0.0202904,0,0.0289465,0.05079,0.0338661,0,0,0.0246229,0,0,0.0269741,0.0724749,0.00941469,0.0166492,0.0251101,0.0633148,0.0313158,0.0283613,0.0577521,0.0345479,0.0278338,0.0288933,0.0155899,0.0323658,0.00775434,0.0221159,0.0560927,0.0565108,0,0,0,0.0568892,0,0,0.0354255
204,0,0,0,0,0.0405528,0.0644796,0,0,0,0.0354038,0,0.0153999,0.0386133,0,0,0.0157158,0,0,0.0419838,0.0578304,0.0463004,0.0312987,0.023833,0.0773552,0.0415234,0.0542461,0.0759717,0.0560791,0.0140063,0.0581835,0.0583274,0.0303747,0.044103,0.0529464,0.0471055,0.0156414,0.0159648,0.0220613,0,0.0272291,0.052743,0.0340014,0,0,0.0245675,0,0,0.0268405,0.0703688,0.0134625,0.019349,0.0228892,0.0635454,0.0312374,0.0298637,0.0604055,0.0371678,0.0249014,0.028934,0.0141549,0.0325415,0.00759362,0.0219403,0.0565693,0.0554007,0,0,0,0,0,0,0.0327807
205,0,0,0,0,0.0405893,0.0644081,0,0,0,0.0355285,0,0.015407,0.0387341,0,0,0.0155604,0,0,0.0419517,0.0574881,0.0467883,0.0327066,0.024056,0.0783187,0.0419479,0.0548627,0.0763219,0.0558582,0.0147171,0.059046,0.0590734,0.0310547,0.04498,0.0542006,0.0470014,0.0155396,0.0161935,0.0202963,0,0.0262651,0.0523004,0.0338884,0,0,0.0248442,0,0,0.0269163,0.0714512,0.0125864,0.0172142,0.0240683,0.0631193,0.0315087,0.0294491,0.0593239,0.0366254,0.0273736,0.0278895,0.0145555,0.0324204,0.00750711,0.0220662,0.0566298,0.0556512,0,0,0,0,0,0,0
206,0,0,0,0,0.0406458,0.0646021,0,0,0,0.0356704,0,0.0155114,0.0387912,0,0,0.015683,0,0,0.0417985,0.0575539,0.0472191,0.0332535,0.0239461,0.0785444,0.0416263,0.0555777,0.0768924,0.0559523,0.0156066,0.059872,0.0597923,0.0319834,0.0456521,0.0550169,0.0471617,0.015645,0.0159923,0.0226019,0,0.027045,0.0533979,0.0338576,0,0,0.024762,0,0,0.0268521,0.0708379,0.0145284,0.0179741,0.0227156,0.0627428,0.0314604,0.0297552,0.0603987,0.0373734,0.0247169,0.0298021,0.0134134,0.0325813,0.00752756,0.0219091,0.0570492,0.0549573,0,0,0,0,0,0,0.0322865
207,0,0,0,0,0.0408395,0.0647388,0,0,0,0.0357316,0,0.0154291,0.0388231,0,0,0.0157245,0,0,0.0417276,0.0573666,0.0476769,0.0340107,0.0240181,0.0793342,0.0416736,0.0562331,0.0774141,0.0558241,0.0164313,0.0608058,0.0606045,0.0329718,0.0464573,0.0559949,0.0471621,0.0156342,0.0159437,0.0228857,0,0.0269677,0.0536815,0.0336566,0,0,0.0247833,0,0,0.0268579,0.0710539,0.0149586,0.0173565,0.0225683,0.062554,0.0315618,0.0297795,0.060369,0.0374525,0.024681,0.0287913,0.0131738,0.0325784,0.0075311,0.0218545,0.0573142,0.0546363,0,0,0,0,0,0,0.0321412
208,0,0,0,0,0.0406328,0.0647218,0,0,0,0.0355806,0,0.015265,0.0388626,0,0,0.0157638,0,0,0.0416709,0.0571938,0.0480606,0.03451,0.0241504,0.0801365,0.0418606,0.0570897,0.0779146,0.0557747,0.0172014,0.0617867,0.0615024,0.033816,0.0472931,0.0570962,0.0471799,0.0156739,0.015867,0.023056,0,0.0268266,0.054108,0.033475,0,0,0.0248063,0,0,0.0268574,0.0713512,0.0146378,0.0166257,0.0223229,0.0624034,0.0317756,0.0297787,0.0603478,0.037709,0.0246389,0.0282996,0.012983,0.0325955,0.00759868,0.0217485,0.0574081,0.0543986,0,0,0,0,0,0,0.0322074
209,0,0,0,0,0.0405187,0.0647022,0,0,0,0.0354236,0,0.0153233,0.0388827,0,0,0.0158369,0,0,0.0416447,0.0570027,0.0484892,0.034874,0.024221,0.080814,0.0417821,0.0578909,0.0784841,0.0556979,0.0179639,0.0627719,0.0625621,0.0345145,0.0479892,0.0585022,0.0471951,0.0157793,0.0157622,0.0232051,0,0.0267504,0.0545829,0.0334785,0,0,0.0248159,0,0,0.0269353,0.0716123,0.0145408,0.0159248,0.0221388,0.0620814,0.0319706,0.0297085,0.0604144,0.0380252,0.0246257,0.0282692,0.0128465,0.0326887,0.00762219,0.0217098,0.057466,0.0541021,0,0,0,0,0,0,0.0321922
210,0,0,0,0,0.0407607,0.0647618,0,0,0,0.0352704,0,0.0154989,0.0384229,0,0,0.0158703,0,0,0.0416967,0.0567592,0.0489992,0.0362469,0.024126,0.0812487,0.0416739,0.0590645,0.0793777,0.0556154,0.0192053,0.0636512,0.0637286,0.0353344,0.0484927,0.0602364,0.0470608,0.0157764,0.0157963,0.0272185,0,0.026474,0.0548573,0.0336278,0,0,0.0248414,0,0,0.0272132,0.0706669,0.0152572,0.0149625,0.0234244,0.0614826,0.0322424,0.0291755,0.0615284,0.0380265,0.0233706,0.0287181,0.00958545,0.0327188,0.00753219,0.0218268,0.0576608,0.0538696,0,0,0,0,0,0,0.0314654
