Timestep,,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI
143,0,0,0,0,0,0.030037,0.0631234,0,0,0,0.0372022,0,0.0269556,0.0501281,0,0,0.0196299,0,0,0.0429724,0.0525792,0.0319719,0.0342388,0.0272859,0.0583508,0.0434672,0.0577807,0.0701138,0.0500645,0.0226897,0.0580861,0.0615479,0.0368576,0.0363571,0.00703449,0.0373392,0.0149783,0.0178657,0.0439609,0,0.02327,0.0562447,0.0438545,0,0,0.0174823,0,0,0.0225749,0.0757317,0.0180362,0.0288714,0.0263359,0.050111,0.0205945,0,0.057622,0.0561884,0.0296288,0.0252069,0,0.0306232,0.016043,0.044271,0.008288,0.0129308,0.0601654,0.0470215,0,0,0,0.0159681
144,0,0,0,0,0,0.0298133,0.0631369,0,0,0,0.0357829,0,0.0276747,0.04954,0,0,0.01966,0,0,0.043195,0.0524905,0.0307879,0.0347275,0.0262629,0.0598706,0.0446921,0.0559833,0.0698713,0.0502523,0.0210367,0.0579848,0.0615909,0.0364062,0.0354084,0.00653013,0.0371856,0.0147764,0.0184207,0.0455407,0,0.0243804,0.055227,0.0432579,0,0,0.0172704,0,0,0.0226077,0.0761119,0.0202054,0.0277445,0.0278318,0.0492225,0.0204768,0.0295759,0.0567881,0.0558226,0.0284748,0.0240663,0,0.0286681,0.0164547,0.0443533,0.00828026,0.0129957,0.0603563,0.0473809,0,0,0,0.0148626
145,0,0,0,0,0,0.0296139,0.0631846,0,0,0,0.0337756,0,0.0284009,0.0496969,0,0,0.0196236,0,0,0.0433086,0.0518191,0.0294246,0.034871,0.0255699,0.0612035,0.0453748,0.0545892,0.0703415,0.050919,0.0200448,0.0582658,0.0618627,0.0362902,0.0354714,0.00605289,0.0370827,0.0146749,0.018694,0.0465038,0,0.0236396,0.0545171,0.0428957,0,0,0.0172751,0,0,0.0226723,0.0758704,0.0221161,0.027434,0.0278603,0.0490055,0.0204818,0.0297235,0.0573675,0.0562444,0.0280729,0.0237901,0,0.027859,0.0175977,0.0444593,0.00827144,0.0130603,0.0606102,0.0474239,0,0,0,0.0147634
146,0,0,0,0,0,0.0295411,0.0632187,0,0,0,0.0338135,0,0.0277312,0.0494618,0,0,0.0196941,0,0,0.0434987,0.0514161,0.0277686,0.0348343,0.0248276,0.0626715,0.0462129,0.0538757,0.0708463,0.0511179,0.0194658,0.0588939,0.0624869,0.0363083,0.0363945,0.00669912,0.036928,0.0145626,0.0190794,0.0476993,0,0.0225799,0.0537652,0.0424837,0,0,0.0172439,0,0,0.0227353,0.0752875,0.0245366,0.027325,0.0279769,0.0489764,0.0204976,0.0306765,0.0582832,0.0569408,0.0279315,0.0236746,0,0.0270816,0.0191781,0.0444792,0.00823856,0.0131808,0.0607731,0.0477507,0,0,0,0.0147355
147,0,0,0,0,0,0.0294725,0.0632259,0,0,0,0.03569,0,0.0260215,0.0486482,0,0,0.0200192,0,0,0.0437917,0.051605,0.0262228,0.0346316,0.0238515,0.0640575,0.0472375,0.0537978,0.0710461,0.0505282,0.0188252,0.0593772,0.0628625,0.0359998,0.0373622,0.00871501,0.0366485,0.0144796,0.0196053,0.0493857,0,0.0213427,0.0530532,0.04207,0,0,0.0172054,0,0,0.0227827,0.0744518,0.0272085,0.0268035,0.0280202,0.0493058,0.0206307,0.0320776,0.0599583,0.057844,0.0280594,0.0234724,0,0.0261658,0.0214591,0.0443632,0.00814337,0.0134535,0.0607958,0.0482947,0,0,0,0.0148115
148,0,0,0,0,0,0.0294422,0.0630409,0,0,0,0.0382295,0,0.0238381,0.0471534,0,0,0.0205068,0,0,0.0441351,0.0523036,0.0247919,0.0343478,0.0227671,0.0652931,0.0483694,0.0538335,0.0713411,0.0496416,0.0183581,0.0593972,0.0627041,0.0352038,0.0379391,0.010681,0.0362416,0.0144354,0.0202343,0.0509204,0,0.0198342,0.0523856,0.0417517,0,0,0.0171677,0,0,0.0229252,0.0734657,0.0298267,0.0259941,0.0276484,0.0498919,0.0208353,0.0331805,0.061523,0.0589356,0.0283545,0.022998,0,0.0251537,0.0240377,0.0440824,0.00799424,0.0139272,0.0606226,0.048906,0,0,0,0.0150086
149,0,0,0,0,0,0.0294377,0.062745,0,0,0,0.0386517,0,0.0229436,0.0456791,0,0,0.0213403,0,0,0.044401,0.0528818,0.0240131,0.0344666,0.0224237,0.0661951,0.0496957,0.0538297,0.0713875,0.0488928,0.0181425,0.0588182,0.0620341,0.0343808,0.037796,0.0109032,0.0356733,0.0146336,0.0206395,0.0521005,0,0.0181702,0.0517118,0.0415865,0,0,0.0171544,0,0,0.0231088,0.0725644,0.0315409,0.025114,0.0267691,0.0507022,0.0211566,0.0345087,0.0631554,0.0602995,0.0290983,0.0222909,0,0.0242788,0.0255528,0.0437099,0.0077587,0.0145483,0.0603506,0.0493772,0,0,0,0.0151563
150,0,0,0,0,0,0.0294278,0.062372,0,0,0,0.0368017,0,0.0232637,0.044653,0,0,0.0224622,0,0,0.0445433,0.0530011,0.0232492,0.0351157,0.0223259,0.0667813,0.0509615,0.0537067,0.0711813,0.0486095,0.0178257,0.0579287,0.0612411,0.0335736,0.0370321,0.0105768,0.0350174,0.0150565,0.0207821,0.051449,0,0.0172227,0.0509154,0.041582,0,0,0.0172459,0,0,0.0232097,0.0718734,0.032009,0.0241348,0.0259249,0.0516746,0.0216109,0.036026,0.0648391,0.0618645,0.0303689,0.0216617,0,0.0238644,0.0255241,0.043291,0.00745608,0.01525,0.0599959,0.0496353,0,0,0,0.0147618
151,0,0,0,0,0,0.0294517,0.0618763,0,0,0,0.0347214,0,0.0237461,0.0438932,0,0,0.0231295,0,0,0.0448407,0.0529101,0.0223574,0.0358192,0.0220596,0.0669821,0.0518502,0.0535073,0.0710953,0.0488361,0.0172361,0.0572044,0.0606728,0.0329249,0.0361977,0.010592,0.0345984,0.0149327,0.0215199,0.0495088,0,0.0190235,0.0502393,0.0416312,0,0,0.0174537,0,0,0.0233588,0.0712209,0.0314922,0.0231445,0.0251473,0.0526961,0.0221835,0.0377201,0.0665096,0.0634814,0.0316452,0.0212343,0,0.0239433,0.0243606,0.0427742,0.00720911,0.0160086,0.059574,0.0497338,0,0,0,0.0136681
152,0,0,0,0,0,0.0295678,0.061394,0,0,0,0.0334964,0,0.0242224,0.0435557,0,0,0.0237054,0,0,0.045072,0.0527095,0.0212753,0.0365376,0.0218473,0.066933,0.0525223,0.0532292,0.0712594,0.0493969,0.0166656,0.0567436,0.0603736,0.0326094,0.0355533,0.0104796,0.0343038,0.014809,0.0221748,0.0464239,0,0.0261115,0.0497168,0.0416679,0,0,0.0175593,0,0,0.0234816,0.0706949,0.0310318,0.0223073,0.0245053,0.0535855,0.0227049,0.0393858,0.0681717,0.0649952,0.0327373,0.0209218,0,0.0244519,0.0237292,0.0422236,0.00700072,0.0166956,0.0591694,0.0497956,0,0,0,0.0113477
153,0,0,0,0,0,0.0295317,0.0611091,0,0,0,0.0326569,0,0.024765,0.0438076,0,0,0.0241626,0,0,0.0452134,0.0524766,0.0202427,0.0372356,0.0219172,0.0668767,0.053073,0.052806,0.0713699,0.0499674,0.0162692,0.0565401,0.06036,0.0325461,0.035216,0.010723,0.0341458,0.0147021,0.0226968,0.0434895,0,0.0328629,0.0492854,0.041684,0,0,0.0177144,0,0,0.0236076,0.0704284,0.0309184,0.0215553,0.0243605,0.0542726,0.023201,0.0408689,0.0697796,0.0660975,0.0335197,0.0204885,0,0.0248075,0.0219081,0.0416633,0.0069214,0.0172261,0.0588332,0.0499796,0,0,0,0.00962209
154,0,0,0,0,0,0.029323,0.060984,0,0,0,0.0318087,0,0.0252439,0.0446464,0,0,0.024434,0,0,0.0452509,0.0523506,0.0195422,0.0377576,0.0221862,0.0670088,0.0535008,0.0520389,0.07127,0.0502191,0.0159121,0.0564455,0.0604207,0.0325374,0.0351121,0.0117513,0.034131,0.0146375,0.02304,0.0407646,0,0.037328,0.0489564,0.0417002,0,0,0.0180211,0,0,0.0237139,0.0703298,0.0304016,0.0206259,0.0244714,0.0547843,0.0236856,0.0418998,0.0710462,0.0667102,0.033832,0.0198091,0,0.0248246,0.0194838,0.0411358,0.0069167,0.0176231,0.0585736,0.0502029,0,0,0,0.00870683
155,0,0,0,0,0,0.0290281,0.0608882,0,0,0,0.0309585,0,0.0253998,0.0456736,0,0,0.0245109,0,0,0.0451736,0.0524052,0.0192154,0.0380168,0.0224698,0.0674738,0.0536986,0.051033,0.0710628,0.0501006,0.0154455,0.056268,0.0603261,0.0323604,0.0349364,0.0126267,0.0341998,0.0145799,0.0232085,0.038957,0,0.0409849,0.0487094,0.0417519,0,0,0.0183835,0,0,0.0238559,0.0703161,0.030417,0.0193473,0.0247127,0.0550162,0.024063,0.042641,0.0717866,0.0670666,0.033813,0.0193411,0,0.0249563,0.0201128,0.0406613,0.00679183,0.0179887,0.058334,0.050421,0,0,0,0.00806895
156,0,0,0,0,0,0.0288689,0.0608462,0,0,0,0.0302805,0,0.0253402,0.0467491,0,0,0.0244269,0,0,0.0450391,0.0525708,0.0191043,0.0381163,0.0227273,0.0681497,0.0537853,0.0502606,0.0707596,0.049824,0.0149787,0.056009,0.060157,0.0321174,0.0347154,0.012985,0.0342711,0.0145303,0.0232488,0.0382797,0,0.0445485,0.048587,0.0418662,0,0,0.0187429,0,0,0.0239855,0.0703852,0.0316832,0.0185299,0.024814,0.0548383,0.0244115,0.0432427,0.0722513,0.0671738,0.0337637,0.01845,0,0.025523,0.0229119,0.0402343,0.00677487,0.0182563,0.0581115,0.050667,0,0,0,0.00738843
157,0,0,0,0,0,0.0287202,0.0609542,0,0,0,0.030177,0,0.0253628,0.0475019,0,0,0.0243276,0,0,0.0449507,0.0527548,0.0187025,0.0381748,0.0229698,0.0688817,0.0540261,0.049669,0.0703127,0.049506,0.014804,0.0558893,0.0600709,0.0320069,0.0346061,0.0128905,0.0342871,0.0145693,0.0232366,0.0363137,0,0.0483959,0.0485623,0.0419294,0,0,0.019123,0,0,0.02408,0.0710859,0.0308259,0.0179372,0.0250167,0.0542202,0.0248111,0.0437977,0.0717712,0.066523,0.0338159,0,0,0.0275252,0.0242274,0.0399066,0.0068191,0.0184015,0.0578875,0.0510144,0,0,0,0.00614377
158,0,0,0,0,0,0.0285344,0.0612276,0,0,0,0.0304652,0,0.0252984,0.0484496,0,0,0.024111,0,0,0.0448562,0.0526627,0.0183594,0.0380198,0.0229564,0.0690623,0.0539189,0.0491564,0.0698337,0.0493679,0.015014,0.0557199,0.0599195,0.0318309,0.0344516,0.0125905,0.0342615,0.0146657,0.0230476,0.0347462,0,0.0501286,0.0481979,0.0420358,0,0,0.0194784,0,0,0.0241169,0.0713981,0.0311053,0.0174784,0.0256581,0.0536951,0.0251838,0.044123,0.0720887,0.0666952,0.0338023,0,0,0.0276837,0.024001,0.0396883,0.00685625,0.0184847,0.0576525,0.0512029,0,0,0,0.00550181
159,0,0,0,0,0,0.0285017,0.061424,0,0,0,0.0307529,0,0.0253484,0.049491,0,0,0.0232775,0,0,0.045086,0.0525253,0.0181817,0.0379106,0.0226893,0.0685963,0.0533175,0.0486252,0.0691315,0.0493073,0.015459,0.0553496,0.0595771,0.0314821,0.0339818,0.0120594,0.0344025,0.0141393,0.0235674,0.0335181,0,0.0503542,0.0475955,0.0421533,0,0,0.0192816,0,0,0.0244766,0.071832,0.0307158,0.0170172,0.0261522,0.0533274,0.0253402,0.0445681,0.0724457,0.0667234,0.0338149,0,0,0.0281321,0.0243189,0.0395797,0.00678705,0.0189361,0.0573019,0.0513052,0,0,0,0.00479115
160,0,0,0,0,0,0.0283684,0.0618661,0,0,0,0.0310345,0,0.0252774,0.0523415,0,0,0.0221305,0,0,0.0447118,0.0520693,0.0182494,0.0363564,0.0218338,0.066051,0.0508392,0.0482694,0.0687699,0.0497434,0.0156955,0.0543902,0.0585823,0.0307009,0.0330932,0.0115457,0.0345707,0.0141778,0.0226556,0.0388736,0,0,0.0478805,0.0426845,0,0,0.0191594,0,0,0.0244038,0.0698555,0.0309632,0.018049,0.0209572,0.0541315,0.025454,0.0478441,0.0761698,0,0.0360909,0,0,0.0263412,0.0153589,0.0398843,0.0068395,0.0187467,0.0574099,0.0496619,0,0,0,0.0119143
161,0,0,0,0,0,0.0283653,0.0618468,0,0,0,0.0312938,0,0.0253453,0.053212,0,0,0.021863,0,0,0.0447915,0.0521417,0.0181626,0.0360847,0.0216055,0.0647732,0.0503737,0.0477989,0.0683325,0.0498966,0.0155855,0.0540132,0.0582768,0.0304968,0.0325865,0.0110656,0.0344203,0.0142386,0.0225159,0.0378055,0,0,0.0468657,0.0427399,0,0,0.0192105,0,0,0.024415,0.0700596,0.0313508,0.0177795,0.0207429,0.0540399,0.025591,0.04815,0.0763939,0,0.0359192,0,0,0.027107,0.0171882,0.0398669,0.00688208,0.0187591,0.0572018,0.0494486,0,0,0,0.0120063
162,0,0,0,0,0,0.0284394,0.0616509,0,0,0,0.0313698,0,0.0253971,0.0539479,0,0,0.0217168,0,0,0.0449677,0.0522432,0.0178611,0.0358698,0.0216101,0.0635779,0.0500169,0.0472097,0.0679201,0.0501672,0.015295,0.0538178,0.0582153,0.0304066,0.0322519,0.0106769,0.0342942,0.0144083,0.0223792,0.0365536,0,0,0.0458394,0.0427624,0,0,0.0192322,0,0,0.0243709,0.0703733,0.0324461,0.017537,0.0206741,0.0541037,0.0256013,0.0481427,0.076362,0,0.0356674,0,0,0.0268266,0.0195215,0.0398777,0.00689795,0.0187794,0.0570735,0.0492363,0,0,0,0.0120951
163,0,0,0,0,0,0.0283973,0.0613313,0,0,0,0.0313268,0,0.025446,0.0547102,0,0,0.0216595,0,0,0.045139,0.0523309,0.0176194,0.0356196,0.0217919,0.0625529,0.0497344,0.0465462,0.0674967,0.0504259,0.0150047,0.0537252,0.0582233,0.030418,0.0319909,0.0103311,0.0342309,0.0145985,0.0222678,0.0346034,0,0,0.0450486,0.0427334,0,0,0.0192281,0,0,0.0242667,0.0706615,0.0332895,0.0173621,0.020849,0.0542119,0.0254698,0.0482028,0.0763548,0,0.0354803,0,0,0.0266072,0.0220266,0.0399163,0.00688306,0.0187978,0.0569849,0.0491024,0,0,0,0.0124572
164,0,0,0,0,0,0.0284795,0.0610195,0,0,0,0.0310469,0,0.0255702,0.0554789,0,0,0.0217586,0,0,0.0452381,0.0524157,0.0177103,0.0352945,0.0220996,0.0618635,0.0496952,0.0458845,0.0669555,0.050553,0.014787,0.0536333,0.0582152,0.0304596,0.0317666,0.010083,0.0342476,0.0147558,0.0221967,0.0325611,0,0,0.0445065,0.0426902,0,0,0.0192131,0,0,0.0241089,0.0710285,0.0337004,0.017252,0.0210474,0.0543271,0.0251988,0.0483549,0.0763503,0,0.0353684,0,0,0.0265888,0.0247216,0.0399601,0.00675977,0.0188387,0.0569456,0.0489749,0,0,0,0.0126751
165,0,0,0,0,0,0.0286989,0.060756,0,0,0,0.0307358,0,0.0256207,0.0561139,0,0,0.022003,0,0,0.0452845,0.0524359,0.0179302,0.0348964,0.0223662,0.0617416,0.0499299,0.0453672,0.0665818,0.0505574,0.0146061,0.0535538,0.0581903,0.0304661,0.0315948,0.00992588,0.0342157,0.0149135,0.0221707,0.0302588,0,0,0.0440416,0.0426479,0,0,0.0190394,0,0,0.0239262,0.0714977,0.0341235,0.0171682,0.0215118,0.0545439,0.0248193,0.0484323,0.0762791,0,0.035159,0,0,0.0267523,0.0275854,0.0400026,0.00673239,0.0188178,0.0569436,0.0489655,0,0,0,0.012717
166,0,0,0,0,0,0.0289258,0.0602347,0,0,0,0.0305895,0,0.025935,0.0556989,0,0,0.0230047,0,0,0.045783,0.0527228,0.0177433,0.035975,0.0229389,0.0636228,0.0522765,0.0445659,0.0659802,0.0501302,0.0143174,0.0538063,0.0585383,0.0309025,0.031527,0.00961548,0.0339806,0.014897,0.0232046,0.0271849,0,0,0.0424993,0.0420576,0,0,0.0192477,0,0,0.0239102,0.0753221,0.0344089,0.0142299,0.0258798,0.0538697,0.0246235,0.0459174,0.0721937,0.064821,0.0321167,0,0,0.0289292,0.0315039,0.0395111,0.00668282,0.019161,0.0564045,0.0508753,0,0,0,0.0118032
167,0,0,0,0,0,0.0290206,0.0600556,0,0,0,0.0303194,0,0.0260895,0.056515,0,0,0.0232109,0,0,0.0457514,0.0526616,0.0179025,0.0354883,0.0229768,0.0637048,0.0525088,0.0442245,0.0657439,0.0500912,0.014207,0.0536302,0.0583608,0.0308199,0.0313052,0.00945394,0.0341345,0.0148355,0.0233484,0.0246442,0,0,0.0422268,0.0419558,0,0,0.0192354,0,0,0.0237491,0.0756499,0.0348625,0.0141957,0.0264573,0.0543645,0.0242098,0.0457744,0.0720861,0.0649209,0.0315155,0,0,0.0297512,0.035069,0.0395571,0.00665693,0.0190602,0.0563748,0.0509154,0,0,0,0.0119698
168,0,0,0,0,0,0.0291007,0.0599172,0,0,0,0.0305296,0,0.0259675,0.0573805,0,0,0.0233266,0,0,0.0456278,0.0525858,0.017791,0.0348065,0.0228915,0.06342,0.0526074,0.0438155,0.0655699,0.0501149,0.0142122,0.0534405,0.0581568,0.0306468,0.0310199,0.0092274,0.034284,0.0147815,0.023417,0.0201739,0,0.02653,0.0420983,0.0418996,0,0,0.0192223,0,0,0.0236241,0.0754526,0.0270073,0.0143214,0.0278368,0.0551233,0.0237878,0.0456142,0.0722144,0.0646785,0.0312607,0,0.0168596,0.0312758,0.0526353,0.0396759,0.00666513,0.0188874,0.056333,0.0509214,0,0,0,0.00546319
169,0,0,0,0,0,0.0292322,0.0597009,0,0,0,0.0297263,0,0.0264325,0.0580578,0,0,0.0235634,0,0,0.0454473,0.0528812,0.0184181,0.0343336,0.0233223,0.0628787,0.0527434,0.0434138,0.064862,0.0499692,0.0141496,0.0532463,0.057913,0.0306043,0.0305525,0.00901787,0.0343079,0.0147073,0.0234317,0.0186426,0,0,0.0421168,0.0418316,0,0,0.0188617,0,0,0.0238715,0.0763406,0.034783,0.0145885,0.028054,0.055822,0.0232824,0.0451512,0.0710218,0.0639454,0.0302412,0,0.017773,0.0325714,0.048103,0.0398213,0.00657775,0.0190074,0.0562342,0.0510028,0,0,0,0.00881434
170,0,0,0,0,0,0.0291927,0.0595438,0,0,0,0.0296904,0,0.0263737,0.0592555,0,0,0.0236017,0,0,0.0452721,0.0529597,0.0185415,0.033813,0.0234824,0.0620695,0.0526813,0.0430244,0.0644943,0.0500727,0.0139756,0.0529652,0.0576492,0.0303656,0.0302345,0.00880912,0.0343114,0.0146093,0.0234415,0.0207051,0,0.0279457,0.041568,0.0417864,0,0,0.0188206,0,0,0.0238005,0.0757183,0.0282979,0.0146129,0.0285508,0.0566504,0.0231118,0.045252,0.0719302,0.0638474,0.029716,0,0.0147927,0.032403,0.05983,0.0398712,0.00658893,0.0188638,0.0560888,0.0509732,0,0,0,0.00506461
171,0,0,0,0,0,0.029123,0.0594403,0,0,0,0.0294498,0,0.0265496,0.059985,0,0,0.0237092,0,0,0.0451114,0.0534314,0.0190097,0.0333899,0.0239043,0.0612686,0.0527277,0.0426632,0.063839,0.0500655,0.014067,0.0528475,0.0574965,0.030323,0.0299564,0.00856895,0.0342753,0.0144413,0.0234943,0.0179741,0,0,0.0413527,0.0416789,0,0,0.0188546,0,0,0.0237334,0.0761489,0.029924,0.0145606,0.0285508,0.0571556,0.0229617,0.045444,0.0715519,0.0631166,0.0292157,0,0.0151593,0.0354689,0.060214,0.039911,0.00663824,0.0186996,0.0559435,0.0510173,0,0,0,0
172,0,0,0,0,0,0.0290514,0.0594887,0,0,0,0.0292277,0,0.0264022,0.0611194,0,0,0.0235928,0,0,0.0448926,0.0533296,0.0193951,0.0328923,0.0240495,0.0600965,0.0521534,0.0424191,0.0635351,0.0502082,0.0139459,0.0525901,0.0571564,0.0301532,0.0296768,0.00849084,0.0341994,0.0143715,0.0232795,0.0220274,0,0.0275772,0.0408635,0.0418136,0,0,0.0189139,0,0,0.023715,0.0752239,0.03185,0.0153249,0.029235,0.0578842,0.0230152,0.0452993,0.0729867,0.0641798,0.0290917,0.025539,0.015752,0.0313771,0.0636098,0.0399457,0.00666696,0.0186355,0.0559576,0.0505215,0,0,0,0
173,0,0,0,0,0,0.0289297,0.0595248,0,0,0,0.0293485,0,0.0264205,0.0617595,0,0,0.0235215,0,0,0.044789,0.0533842,0.0196153,0.0325657,0.0242479,0.0593823,0.0518807,0.0419677,0.0631292,0.0502627,0.0139698,0.0524504,0.0569186,0.0300261,0.0295161,0.00823767,0.0340508,0.0143205,0.0231845,0.022851,0,0.0277029,0.0406556,0.0418667,0,0,0.0190269,0,0,0.0237181,0.0754199,0.0324839,0.0153566,0.0294883,0.0581834,0.0231817,0.0455003,0.0731031,0.0639324,0.0289994,0.0266942,0.01529,0.0319291,0.0662741,0.0399008,0.00665704,0.0186033,0.0559201,0.0502806,0,0,0,0
174,0,0,0,0,0,0.0287683,0.0595817,0,0,0,0.0296469,0,0.0264203,0.0622851,0,0,0.023377,0,0,0.0447405,0.0537042,0.0196763,0.0322649,0.0244474,0.0588403,0.0515556,0.041554,0.0628669,0.0502781,0.0139556,0.0523219,0.0567417,0.0299101,0.0294082,0.00791984,0.0338992,0.014294,0.0230587,0.0236195,0,0.0277719,0.0405814,0.0419557,0,0,0.0191014,0,0,0.0237188,0.0755968,0.0327728,0.0153238,0.0297009,0.0583252,0.0234277,0.045806,0.073251,0.0636707,0.0290217,0.0271378,0.0149728,0.03268,0.068457,0.0398309,0.006624,0.0185785,0.0559,0.0499818,0,0,0,0
175,0,0,0,0,0,0.0287027,0.0596826,0,0,0,0.030044,0,0.0263558,0.0626874,0,0,0.0231791,0,0,0.0447413,0.0541761,0.0194952,0.0320104,0.0246667,0.0584406,0.0512707,0.041143,0.0626276,0.0502815,0.0139425,0.0522037,0.0566217,0.0298506,0.0291941,0.00758121,0.0337286,0.0143207,0.0228987,0.0241625,0,0.0278722,0.0407103,0.0420758,0,0,0.0192701,0,0,0.0237696,0.0757356,0.0327574,0.0153412,0.0299797,0.0584049,0.023669,0.0463285,0.0733718,0.0634126,0.0292335,0.0274888,0.014908,0.0334456,0.0698202,0.0398,0.00663706,0.0185373,0.0559128,0.0496535,0,0,0,0
176,0,0,0,0,0,0.0285649,0.0597634,0,0,0,0.0303721,0,0.0262031,0.0630253,0,0,0.0229922,0,0,0.0447683,0.0544708,0.0192105,0.0316441,0.0247261,0.0580868,0.0510619,0.0407344,0.0623108,0.0503133,0.0138954,0.0521115,0.0565606,0.029794,0.0290495,0.00730856,0.0335945,0.0143891,0.0227116,0.0244108,0,0.0281249,0.0409686,0.0421965,0,0,0.0194937,0,0,0.0239288,0.0759263,0.0325423,0.0154451,0.0301477,0.058423,0.0238766,0.0467264,0.0734639,0.0631428,0.029775,0.0277808,0.0151299,0.0339878,0.0701153,0.0397815,0.0067074,0.0184782,0.0559227,0.0493223,0,0,0,0
177,0,0,0,0,0,0.0284121,0.0597515,0,0,0,0.0306182,0,0.0260419,0.0631564,0,0,0.0228456,0,0,0.0448233,0.0546778,0.0190847,0.0314018,0.0246922,0.0577366,0.0507942,0.0403891,0.0620278,0.0503184,0.0139089,0.0520939,0.0565282,0.0297966,0.0291183,0.00712905,0.0335081,0.0145301,0.0224491,0.0240931,0,0.0284898,0.0413125,0.0422811,0,0,0.0195929,0,0,0.0238679,0.0761705,0.032073,0.0154712,0.0299293,0.0583692,0.0240667,0.0468741,0.0734808,0.0628127,0.030293,0.0278694,0.0156218,0.034126,0.0691648,0.0397885,0.00673626,0.0183883,0.0558439,0.0490932,0,0,0,0
178,0,0,0,0,0,0.0283458,0.0595941,0,0,0,0.0307563,0,0.0260364,0.063182,0,0,0.0224424,0,0,0.0449914,0.0550902,0.0190279,0.0311818,0.0247874,0.057198,0.0502997,0.0400942,0.0616834,0.0502747,0.0139132,0.0520729,0.0564675,0.0298254,0.0290465,0.00694555,0.0335638,0.0142212,0.0226829,0.0230955,0,0.0288086,0.0418129,0.0423513,0,0,0.018957,0,0,0.0239656,0.0763131,0.0309838,0.0154556,0.0295604,0.0582254,0.0240339,0.0467778,0.0734948,0.0625731,0.0307513,0.0280166,0.0162095,0.0342832,0.0668348,0.039854,0.00657605,0.018679,0.0556425,0.0490729,0,0,0,0
179,0,0,0,0,0,0.0282451,0.0595637,0,0,0,0.0312623,0,0.0259553,0.0629852,0,0,0.0225561,0,0,0.0449132,0.0553622,0.0184899,0.0311926,0.0246404,0.0566721,0.0500147,0.0400139,0.0615221,0.0502306,0.0139408,0.052155,0.0565598,0.0299019,0.0291333,0.00667369,0.0334381,0.0145666,0.0221677,0.0216604,0,0.0291988,0.0422463,0.042431,0,0,0.0189953,0,0,0.023532,0.0764039,0.0296648,0.0151782,0.0294152,0.0579861,0.0241048,0.0466268,0.0734392,0.0624146,0.0309855,0.0284773,0.0167157,0.0344196,0.0634086,0.039927,0.00656278,0.0183825,0.0555141,0.0490987,0,0,0,0
180,0,0,0,0,0,0.0281834,0.0594845,0,0,0,0.0317374,0,0.0259817,0.0628174,0,0,0.0224253,0,0,0.0449613,0.0557499,0.0180224,0.0310596,0.0246589,0.056332,0.0496063,0.0400283,0.0612793,0.0501702,0.0139668,0.0522512,0.0566536,0.0299638,0.0292233,0.00644257,0.0334113,0.0146009,0.0220201,0.0201958,0,0.0294079,0.0427497,0.0425298,0,0,0.0188365,0,0,0.0234289,0.0762412,0.0277442,0.0157024,0.0288199,0.0577178,0.023988,0.0463534,0.0733128,0.0623862,0.0311998,0.0289045,0.017208,0.0350277,0.059018,0.0400901,0.00652015,0.0182687,0.0553202,0.0491246,0,0,0,0
181,0,0,0,0,0,0.0282279,0.0594421,0,0,0,0.0322605,0,0.0259621,0.0626417,0,0,0.0221421,0,0,0.0450713,0.0561925,0.0181274,0.0306914,0.0248087,0.0557982,0.0490791,0.0399064,0.0609498,0.0500669,0.0138009,0.0524334,0.0567403,0.0301036,0.0293749,0.00648102,0.033449,0.014352,0.0221442,0.0192318,0,0.0296584,0.0434302,0.0426628,0,0,0.0186219,0,0,0.0234121,0.0757087,0.0260131,0.0163584,0.0278073,0.0575115,0.0237831,0.0459576,0.0730907,0.0627975,0.0318009,0.0290541,0.0174195,0.0357275,0.0544998,0.0403022,0.00647623,0.0181797,0.0551004,0.0490212,0,0,0,0.00655761
182,0,0,0,0,0,0.0282182,0.0593702,0,0,0,0.0328663,0,0.0258545,0.0623108,0,0,0.0223461,0,0,0.0452102,0.0564889,0.0178904,0.0310814,0.0249725,0.0558817,0.0493189,0.0394517,0.0605457,0.0499044,0.0133193,0.0526053,0.0568766,0.0302945,0.0295349,0.00652912,0.0332747,0.0143507,0.0222857,0.0215717,0,0.0277572,0.0432832,0.0425921,0,0,0.0186644,0,0,0.0233712,0.0753235,0.0246174,0.0153111,0.0305826,0.0570314,0.0237741,0.0446207,0.0749602,0.0635888,0.0306476,0.027399,0.0209964,0.0348271,0.0406331,0.0402681,0.00649361,0.0181246,0.0545314,0.0497095,0,0,0,0.00561574
