Timestep,,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
39,0,0,0,0,0,0.0349086,0.0601218,0,0,0,0.0364049,0,0.0245426,0.0539047,0,0,0.0182583,0,0,0.0421668,0.056432,0.0449526,0.0348428,0.0219894,0.0576035,0.0354704,0.0526876,0.0674999,0.052874,0.0282306,0.0601585,0.0638071,0.0375633,0.0379509,0.021346,0.0372226,0.0127492,0.0153268,0.0296814,0,0.0231587,0.0576566,0.0401449,0,0,0.0192235,0,0,0.0233531,0.0782854,0.018637,0.021404,0.0428862,0.0442749,0.0265679,0.0237562,0.0434485,0.0929484,0.0257545,0.025314,0,0.0348956,0.00893926,0.0387449,0.00641362,0.0161422,0.0524163,0.0517508,0,0,0
40,0,0,0,0,0,0.0348607,0.0601974,0,0,0,0.0372944,0,0.0244422,0.0540258,0,0,0.0181649,0,0,0.0422339,0.056098,0.0451948,0.0347975,0.0221041,0.0573815,0.03557,0.0513321,0.0671667,0.0531222,0.0281987,0.060354,0.0640039,0.037694,0.0380208,0.0213162,0.0373795,0.0127734,0.0152374,0.0299633,0,0.022888,0.0576832,0.0400226,0,0,0.0190655,0,0,0.0232332,0.0785629,0.0190054,0.0215497,0.0428538,0.0437629,0.0260729,0.0235073,0.0432556,0.0925942,0.0255837,0.0252002,0,0.0346197,0.00898721,0.0390069,0.00633947,0.0158357,0.0525716,0.0519321,0,0,0
41,0,0,0,0,0,0.0348821,0.0601652,0,0,0,0.0370671,0,0.0245814,0.0537935,0,0,0.0181641,0,0,0.0421427,0.0557256,0.0441276,0.0349746,0.0226192,0.0573755,0.0355429,0.0514911,0.0668514,0.0528563,0.0286034,0.0598943,0.0635596,0.037485,0.0377139,0.0204926,0.0376083,0.0130256,0.0151342,0.0301221,0,0.0225602,0.057903,0.0399482,0,0,0.0189216,0,0,0.0230944,0.0786057,0.0195726,0.0217865,0.0427704,0.0435707,0.025503,0.0233767,0.043152,0.0924429,0.0252125,0.0252143,0,0.0342021,0.0093303,0.0393547,0.00642538,0.0153553,0.0525652,0.0523237,0,0,0
42,0,0,0,0,0,0.0348637,0.060155,0,0,0,0.0353339,0,0.0249969,0.0532162,0,0,0.0182755,0,0,0.0418903,0.0554698,0.0420432,0.0351931,0.0237322,0.0574832,0.0355155,0.0525761,0.0664774,0.0521556,0.0289331,0.0589965,0.0627549,0.0370576,0.0370317,0.018732,0.0378312,0.0134294,0.0151094,0.0302381,0,0.0223089,0.0582836,0.0399363,0,0,0.0187596,0,0,0.0230034,0.0785006,0.0204015,0.022027,0.0427532,0.0436893,0.0249066,0.0233438,0.0430537,0.0924896,0.0247551,0.025986,0,0.033673,0.0101132,0.0397468,0.00671878,0.0147878,0.0524774,0.0524969,0,0,0
43,0,0,0,0,0,0.0348709,0.0601505,0,0,0,0.0328503,0,0.0259017,0.0524247,0,0,0.0183241,0,0,0.0416612,0.0553459,0.0396827,0.0357914,0.0257659,0.0578221,0.0358198,0.0543585,0.066425,0.0511888,0.0290182,0.0577713,0.0616448,0.0365353,0.0360651,0.0163995,0.0379586,0.013774,0.0153041,0.036057,0,0.0224574,0.0579702,0.0397981,0,0,0.0187111,0,0,0.022974,0.0777832,0.0214109,0.0217418,0.0415453,0.04398,0.0244798,0.0227191,0.0447572,0.0926436,0.0227347,0,0,0.0318147,0.0107339,0.0400294,0.00709952,0.0144342,0.0521937,0.0528032,0,0,0
44,0,0,0,0,0,0.034606,0.0602458,0,0,0,0.0309507,0,0.027714,0.0512128,0,0,0.0188532,0,0,0.0407776,0.0555273,0.0381739,0.0361981,0.0290623,0.058058,0.0358076,0.0564451,0.0666182,0.0503811,0.0295946,0.0564861,0.06036,0.035959,0.0349766,0.0148326,0.038132,0.0145462,0.0156539,0.0421137,0,0.0247133,0.0584113,0.0401459,0,0,0.0182551,0,0,0.0231325,0.0767446,0.0206945,0.0221323,0.0395781,0.0449748,0.0237883,0.0227443,0.0470634,0.0936491,0.019758,0,0,0.028402,0.0149799,0.0405948,0.00748147,0.0138244,0.0518364,0.0526841,0,0,0
45,0,0,0,0,0,0.0346546,0.0604219,0,0,0,0.0317236,0,0.0277468,0.0506549,0,0,0.0186401,0,0,0.041002,0.0550149,0.0361885,0.0368791,0.0269526,0.0577784,0.0361532,0.0571076,0.0681011,0.0505832,0.029791,0.0571866,0.0605735,0.0362367,0.0365261,0.0127564,0.038246,0.0144192,0.0160654,0.0420823,0,0.0241508,0.0587069,0.039973,0,0,0.0180832,0,0,0.0231667,0.0768207,0.0216536,0.0223619,0.0391232,0.0449318,0.0233611,0.0226482,0.0474488,0.0937663,0.0190526,0,0,0.027453,0.0150863,0.0408402,0.00748362,0.0137303,0.0518891,0.0526141,0,0,0
46,0,0,0,0,0,0.0347053,0.0606215,0,0,0,0.0314186,0,0.0266496,0.0501094,0,0,0.0185608,0,0,0.0414392,0.0546044,0.0343505,0.0373971,0.0250529,0.0575462,0.0364445,0.0573902,0.0694626,0.0507811,0.0295884,0.0577976,0.0608796,0.0360202,0.0373939,0.0127397,0.0384163,0.0144769,0.016377,0.0415428,0,0.0233683,0.0589384,0.0397971,0,0,0.0179536,0,0,0.0231771,0.0769239,0.0224438,0.0226952,0.0386184,0.0447972,0.022884,0.0224804,0.0479376,0.0938822,0.0184048,0,0,0.0264952,0.0150913,0.0410981,0.00751823,0.0135559,0.0519871,0.0526083,0,0,0
47,0,0,0,0,0,0.0347465,0.0608419,0,0,0,0.0297154,0,0.0251597,0.0499359,0,0,0.0184578,0,0,0.041761,0.0543807,0.0325459,0.0377916,0.0234286,0.0575602,0.0367399,0.0567815,0.0700547,0.0507667,0.0287924,0.0581146,0.0614486,0.0354115,0.0370918,0.0138747,0.0386293,0.0145693,0.0166246,0.0411233,0,0.022757,0.0590579,0.0396173,0,0,0.01782,0,0,0.0231724,0.0769521,0.0233014,0.0230091,0.0381969,0.044408,0.0223922,0.0223206,0.0484373,0.0940205,0.017736,0,0,0.0253779,0.0152384,0.0413966,0.00758417,0.0133082,0.0521008,0.0527829,0,0,0
48,0,0,0,0,0,0.0347025,0.0609986,0,0,0,0.0285923,0,0.0246049,0.0500341,0,0,0.0183679,0,0,0.0419158,0.0544226,0.0309195,0.0378597,0.0222097,0.0579662,0.0371065,0.0554073,0.0699686,0.0504815,0.0276633,0.0578662,0.0617353,0.0346622,0.0359217,0.0144087,0.038814,0.0145939,0.0168567,0.0408343,0,0.0223185,0.0589819,0.0394609,0,0,0.017735,0,0,0.0231969,0.0769771,0.02433,0.0232831,0.0378419,0.0438466,0.0219859,0.0222144,0.0489657,0.0941769,0.0170165,0,0,0.0241757,0.0156415,0.0416901,0.00771374,0.0130394,0.052162,0.0529421,0,0,0
49,0,0,0,0,0,0.034638,0.0610628,0,0,0,0.0287347,0,0.0251272,0.0501583,0,0,0.0183012,0,0,0.0419778,0.0546819,0.0293249,0.0375559,0.0219253,0.0588424,0.0375894,0.0539527,0.0698783,0.0503987,0.0268328,0.0573123,0.061548,0.0339637,0.0350541,0.0139042,0.0389055,0.0145409,0.017108,0.0404486,0,0.0218769,0.0586756,0.0392855,0,0,0.0177101,0,0,0.0232676,0.0769444,0.0256793,0.0235194,0.0374356,0.0433068,0.021782,0.0221499,0.0495845,0.0943248,0.0162638,0,0,0.0230034,0.0166783,0.0418576,0.00787784,0.0129013,0.0521574,0.0530927,0,0,0
50,0,0,0,0,0,0.0345983,0.0610543,0,0,0,0.0293658,0,0.0252032,0.0500729,0,0,0.01826,0,0,0.0420078,0.0551576,0.0279377,0.037071,0.0219484,0.0599925,0.0381893,0.0529904,0.0699517,0.0505512,0.0263958,0.0570438,0.0613542,0.0334674,0.0352115,0.0135488,0.0388635,0.0144575,0.017375,0.0405232,0,0.0213622,0.0582824,0.0390849,0,0,0.0176906,0,0,0.0233396,0.076686,0.0273026,0.0235165,0.0369478,0.0430223,0.0218528,0.0222076,0.05043,0.0945976,0.0156375,0,0,0.0218755,0.0182777,0.0418401,0.00792909,0.0129496,0.0521607,0.0534305,0,0,0
51,0,0,0,0,0,0.0345696,0.0609557,0,0,0,0.0302851,0,0.0242136,0.0495197,0,0,0.0182837,0,0,0.0420787,0.0556888,0.0269313,0.0364966,0.0213739,0.0610618,0.0388064,0.052453,0.070024,0.0503801,0.0257891,0.0571133,0.0612818,0.0329754,0.0359366,0.0139627,0.0386865,0.0143744,0.0177006,0.0410712,0,0.0207976,0.0580014,0.0388354,0,0,0.0177626,0,0,0.0234787,0.0759259,0.0294534,0.0231697,0.0362663,0.0430728,0.0220895,0.0225237,0.0516518,0.0951799,0.0153263,0,0,0.0208073,0.0205264,0.041652,0.0078911,0.0131752,0.0521708,0.0541514,0,0,0
52,0,0,0,0,0,0.0345953,0.0607797,0,0,0,0.0309238,0,0.0231135,0.0487111,0,0,0.0183905,0,0,0.0422053,0.0559896,0.0265417,0.0362913,0.0208159,0.0618061,0.0394231,0.0520119,0.0698073,0.0497096,0.0246712,0.0571486,0.0610953,0.0323838,0.0364995,0.0148891,0.0384087,0.0143,0.0181079,0.042089,0,0.0200048,0.0577833,0.0386398,0,0,0.017894,0,0,0.0235551,0.0747387,0.0322024,0.0225438,0.0351559,0.0435439,0.0224069,0.0232653,0.053329,0.0963361,0.0152403,0,0,0.0198758,0.0234279,0.0413634,0.00774106,0.0135396,0.0521156,0.0553112,0,0,0
53,0,0,0,0,0,0.0346653,0.0604745,0,0,0,0.0307256,0,0.0223955,0.0478972,0,0,0.0185754,0,0,0.0423319,0.0559668,0.0265161,0.0366304,0.0208448,0.062288,0.0402361,0.0514218,0.0695021,0.0490047,0.0236028,0.0568818,0.0606642,0.0317068,0.036507,0.0156763,0.0380081,0.0142306,0.0185738,0.0433826,0,0.0190389,0.0574478,0.0385664,0,0,0.0180348,0,0,0.0235556,0.0734061,0.0355037,0.021715,0.0338764,0.0444372,0.022809,0.0243718,0.0551762,0.0978927,0.0153236,0,0,0.0190337,0.026462,0.0409924,0.00755425,0.014034,0.0519459,0.0560346,0,0,0
54,0,0,0,0,0,0.0347877,0.0600608,0,0,0,0.0297739,0,0.022084,0.0470841,0,0,0.0188187,0,0,0.0424659,0.0556983,0.0263664,0.0373467,0.021137,0.0627486,0.0411802,0.050726,0.0691766,0.0485827,0.0228777,0.0562892,0.0600675,0.0309498,0.0359317,0.015833,0.0375346,0.0141266,0.0191213,0.0443991,0,0.0178549,0.0569053,0.0385469,0,0,0.0182621,0,0,0.0236188,0.0722008,0.0386649,0.0207122,0.0325709,0.0456175,0.0233292,0.0260491,0.0569741,0.0997265,0.0152949,0,0,0.0183315,0.0290303,0.0405387,0.00736559,0.0146319,0.0516983,0.0562766,0,0,0
55,0,0,0,0,0,0.034958,0.0595861,0,0,0,0.0286588,0,0.0221093,0.0463807,0,0,0.0191967,0,0,0.0426518,0.0553632,0.0257198,0.0381742,0.021156,0.0633408,0.0422505,0.0503627,0.0688201,0.0484887,0.0221458,0.0556374,0.0595951,0.0303709,0.0351628,0.0155165,0.037051,0.0140489,0.0197294,0.0443316,0,0.0168423,0.0562343,0.038481,0,0,0.0185954,0,0,0.0237841,0.071268,0.0409197,0.0195939,0.0313581,0.0469419,0.0239437,0.0282902,0.0587013,0.101737,0.0151435,0,0,0.0178742,0.0307525,0.0400214,0.00722751,0.0152805,0.0514384,0.0561058,0,0,0
56,0,0,0,0,0,0.0350314,0.0590307,0,0,0,0.0279408,0,0.0224213,0.0459401,0,0,0.0197137,0,0,0.0428841,0.0550346,0.0246037,0.0391031,0.0209345,0.064062,0.0433394,0.0501838,0.0686371,0.0486834,0.0214043,0.0551816,0.0593499,0.0300941,0.0344786,0.0153293,0.0366105,0.014039,0.020336,0.0429641,0,0.0168493,0.0556068,0.0384289,0,0,0.0189734,0,0,0.0238847,0.0706763,0.0418398,0.0185143,0.0302222,0.0482957,0.0245921,0.0308583,0.0600684,0.103852,0.0149987,0,0,0.0177342,0.0316532,0.0394791,0.00704953,0.0159446,0.0512268,0.0557034,0,0,0
57,0,0,0,0,0,0.0350453,0.0585768,0,0,0,0.0278153,0,0.0228247,0.0456979,0,0,0.020312,0,0,0.0431126,0.0547994,0.0235498,0.0400708,0.0208989,0.0649388,0.044588,0.0498283,0.0686607,0.0489149,0.0210501,0.0550533,0.0593311,0.0301019,0.0340163,0.0154159,0.0362547,0.0140558,0.0209484,0.0395323,0,0.0178606,0.0550824,0.0382612,0,0,0.0193466,0,0,0.0238489,0.0706548,0.0412267,0.017633,0.0295224,0.04951,0.025235,0.0332098,0.0608331,0.105521,0.0156528,0,0.0126392,0.0188122,0.0338593,0.0388984,0.00680806,0.016555,0.0512274,0.055836,0,0,0
58,0,0,0,0,0,0.0350782,0.0583056,0,0,0,0.0279073,0,0.0231155,0.0464518,0,0,0.0208087,0,0,0.0432908,0.0544132,0.0229497,0.0407841,0.0210819,0.0655499,0.0455475,0.0495306,0.0686421,0.049054,0.0211357,0.0551148,0.0594076,0.0301788,0.0337909,0.0154273,0.0360622,0.0140841,0.0214252,0.0363261,0,0.0189826,0.0545908,0.0380576,0,0,0.0197019,0,0,0.0237489,0.0705733,0.0401944,0.0166626,0.0285175,0.0506917,0.025735,0.0354669,0.0620658,0.107407,0.0153246,0,0.0128763,0.0187633,0.0345162,0.0383631,0.00658276,0.0169787,0.0514548,0.0562337,0,0,0
59,0,0,0,0,0,0.035076,0.0581615,0,0,0,0.028195,0,0.0232662,0.0477754,0,0,0.0211039,0,0,0.043416,0.0541257,0.0227933,0.0410956,0.0213095,0.0659442,0.0463554,0.0489385,0.068472,0.048815,0.0214758,0.0552177,0.059494,0.0302129,0.0338304,0.0152943,0.0360308,0.014122,0.0217755,0.0325212,0,0.0201603,0.0539791,0.0379177,0,0,0.0201604,0,0,0.0238082,0.0706422,0.0390757,0.0157867,0.0279704,0.0517494,0.0260584,0.037044,0.0628628,0.10854,0.0147186,0,0.0131149,0.0185399,0.0371266,0.0379112,0.00646455,0.0172235,0.0517059,0.0566138,0,0,0
60,0,0,0,0,0,0.0349785,0.0580706,0,0,0,0.0287758,0,0.0234833,0.0488913,0,0,0.0213886,0,0,0.0434738,0.0541886,0.0229915,0.0411439,0.0214482,0.0662463,0.0470993,0.048592,0.0681458,0.048291,0.0218484,0.0552559,0.0595568,0.0301858,0.0339879,0.0150663,0.0359953,0.0141685,0.0219285,0.0283585,0,0.022085,0.053366,0.0378605,0,0,0.0206417,0,0,0.0238969,0.0715344,0.0390796,0.0151059,0.0284808,0.0525517,0.0263056,0.0375999,0.0627732,0.108141,0.0160977,0.0210104,0.0116264,0.0203348,0.0461931,0.03756,0.00641882,0.0174065,0.0516552,0.0570313,0,0,0
61,0,0,0,0,0,0.0347847,0.0581097,0,0,0,0.0291345,0,0.023786,0.0509324,0,0,0.0215851,0,0,0.0432936,0.0539494,0.0233861,0.0408164,0.0212409,0.0657223,0.0470572,0.0481671,0.0678038,0.0480707,0.0218702,0.0548512,0.0591309,0.0298151,0.0338076,0.0147746,0.0358897,0.0142549,0.0215787,0.0295194,0,0.0234343,0.0525181,0.0380554,0,0,0.0208545,0,0,0.0241179,0.0711216,0.0418314,0.014363,0.0271463,0.0534768,0.0266725,0.0383034,0.0650683,0.109168,0.0128711,0,0,0.0176242,0.0487775,0.0372854,0.00659627,0.0176129,0.0512169,0.0570801,0,0,0
62,0,0,0,0,0,0.0346177,0.058191,0,0,0,0.030039,0,0.0240579,0.0516699,0,0,0.021616,0,0,0.0432499,0.0541229,0.0236144,0.0404996,0.0211425,0.0654586,0.0471045,0.0477264,0.0672118,0.0477827,0.0220213,0.0545947,0.0587878,0.0294782,0.0336844,0.013914,0.035851,0.0143066,0.0214056,0.0288144,0,0.0240009,0.051923,0.0382627,0,0,0.0210408,0,0,0.0243438,0.0722794,0.042843,0.0137773,0.0283213,0.0535355,0.0269631,0.0380974,0.0656027,0.108015,0.015025,0.0225751,0,0.0197203,0.052545,0.0370397,0.00668521,0.0178049,0.0503147,0.0570187,0,0,0
63,0,0,0,0,0,0.0344847,0.0584349,0,0,0,0.030852,0,0.0243415,0.0527927,0,0,0.0213579,0,0,0.0431175,0.0539852,0.0236967,0.0401666,0.0209463,0.064858,0.0465427,0.0470444,0.0666238,0.0477798,0.0220231,0.0541399,0.0583129,0.0291142,0.0332966,0.0129727,0.0358615,0.0142842,0.0211079,0.0295148,0,0.0240538,0.0511296,0.0385379,0,0,0.0210829,0,0,0.0245117,0.0727779,0.0431263,0.013376,0.0291906,0.0532404,0.0273511,0.0381955,0.0657096,0.107944,0.0151836,0.0222979,0,0.0199648,0.0514673,0.0368393,0.00671566,0.0180242,0.0494912,0.0570945,0,0,0
64,0,0,0,0,0,0.0343662,0.0587072,0,0,0,0.0317618,0,0.0246121,0.0538771,0,0,0.0209841,0,0,0.0429409,0.0538713,0.0235601,0.0399045,0.0207951,0.0641298,0.0456804,0.0464941,0.0660313,0.047944,0.0221442,0.0537357,0.0579731,0.0288959,0.0328797,0.0120701,0.0358214,0.0142242,0.0207277,0.0296261,0,0.0242062,0.0503353,0.0389414,0,0,0.0211282,0,0,0.0247503,0.073396,0.0427094,0.0130867,0.0301738,0.0526326,0.0277621,0.0383588,0.0655961,0.108017,0.0156821,0.0212998,0,0.0205963,0.050021,0.0366698,0.00678047,0.018287,0.0490395,0.0571719,0,0,0
65,0,0,0,0,0,0.0342291,0.0588897,0,0,0,0.0326942,0,0.0248787,0.0547945,0,0,0.0205468,0,0,0.0427501,0.0539259,0.0232512,0.0397188,0.0208063,0.0634115,0.0446772,0.0458713,0.0653772,0.0481733,0.0223063,0.0534979,0.057842,0.0288603,0.0325367,0.0113611,0.0357418,0.0140777,0.020358,0.0293987,0,0,0.0495472,0.0394153,0,0,0.0211509,0,0,0.0249611,0.0742563,0.0457354,0.0128634,0.0313661,0.0518959,0.0281276,0.0381511,0.0654618,0.107863,0.0161335,0.0210138,0,0.0224751,0.0436566,0.0364988,0.00685647,0.0185613,0.0488572,0.0571094,0,0,0
66,0,0,0,0,0,0.0340459,0.0589744,0,0,0,0.0335136,0,0.0251355,0.0561991,0,0,0.0200759,0,0,0.0426786,0.0540432,0.0228892,0.0393673,0.0209168,0.0625825,0.0435218,0.0451731,0.0646327,0.0484697,0.022318,0.0532934,0.057615,0.0288891,0.0321479,0.0108688,0.0356722,0.0139658,0.0200108,0.0289063,0,0.0250381,0.0488302,0.0398801,0,0,0.0211615,0,0,0.0250977,0.0743215,0.0417277,0.0124067,0.0312496,0.0513826,0.028424,0.0386282,0.0665983,0.108007,0.0169498,0.0203419,0,0.0222688,0.0473039,0.0363349,0.00698556,0.0188059,0.0487939,0.0569793,0,0,0
67,0,0,0,0,0,0.0338993,0.0588951,0,0,0,0.0341573,0,0.0253825,0.0574757,0,0,0.0196975,0,0,0.0428594,0.0541858,0.0226337,0.0390299,0.021176,0.061871,0.0425814,0.0445458,0.0639152,0.0487037,0.0220713,0.0531641,0.0574723,0.0290106,0.031861,0.0105094,0.0355891,0.0139205,0.0198146,0.0290258,0,0.0257998,0.0481438,0.040262,0,0,0.0211895,0,0,0.0252272,0.0744034,0.0417097,0.0120176,0.0311407,0.0510821,0.0285727,0.0387033,0.0670908,0.107746,0.0170869,0.0204485,0,0.0225425,0.0466809,0.0361962,0.00714779,0.0190261,0.0487622,0.056895,0,0,0
68,0,0,0,0,0,0.0337766,0.0586245,0,0,0,0.0346753,0,0.0256294,0.0586382,0,0,0.0193832,0,0,0.043029,0.0542606,0.0224008,0.0385871,0.0216123,0.0612715,0.0418524,0.0438736,0.0632416,0.0489236,0.0216045,0.0530004,0.0572514,0.0291166,0.0315985,0.0101913,0.0354971,0.0138693,0.0197094,0.028936,0,0.0264765,0.0475775,0.0405642,0,0,0.0211882,0,0,0.0252668,0.0744906,0.0419415,0.0115746,0.0308872,0.0509127,0.0285246,0.0386854,0.0673594,0.107463,0.0167876,0.0206171,0,0.0222825,0.0462304,0.0360842,0.00714003,0.0192037,0.0487436,0.0565485,0,0,0
69,0,0,0,0,0,0.0337253,0.0582794,0,0,0,0.0351251,0,0.0258944,0.0595349,0,0,0.0191483,0,0,0.0431398,0.0541923,0.022164,0.0380083,0.0220381,0.0608079,0.0414054,0.043188,0.0624686,0.0491509,0.0211351,0.0527688,0.0570669,0.0291234,0.031321,0.00986112,0.035434,0.0137627,0.0197231,0.0283891,0,0.0269354,0.0472022,0.0406476,0,0,0.0211308,0,0,0.0251873,0.07483,0.0422203,0.0111815,0.0305642,0.0508756,0.0282463,0.0386698,0.0677529,0.107207,0.0161673,0.021403,0,0.0217678,0.0462154,0.0360294,0.00701062,0.0192695,0.0487149,0.0564497,0,0,0
70,0,0,0,0,0,0.0337409,0.0579033,0,0,0,0.0355068,0,0.0261595,0.0600758,0,0,0.0190138,0,0,0.0432018,0.0540613,0.0219907,0.0374127,0.0224037,0.0604829,0.0413023,0.0425763,0.0616565,0.0493417,0.0208187,0.0525262,0.0569711,0.029057,0.0309501,0.00951521,0.0353958,0.0136432,0.019858,0.0265715,0,0.0274084,0.0470591,0.0405362,0,0,0.0210134,0,0,0.02509,0.0755215,0.0415126,0.0107691,0.0305505,0.0509407,0.027761,0.0388517,0.0683559,0.106888,0.0166354,0.0207972,0.0105273,0.0222689,0.0475993,0.0360464,0.00700108,0.0192937,0.048622,0.0563682,0,0,0
71,0,0,0,0,0,0.0338082,0.057631,0,0,0,0.035733,0,0.0264106,0.0604776,0,0,0.018974,0,0,0.0432906,0.0538794,0.021949,0.036731,0.0227197,0.0600085,0.0414421,0.041941,0.060978,0.049429,0.0206337,0.0522612,0.0567797,0.0289311,0.0305961,0.00925423,0.0353988,0.0136777,0.0199845,0.0256042,0,0.027591,0.0471217,0.0403016,0,0,0.0208926,0,0,0.0250952,0.0758971,0.0419752,0.010684,0.0308271,0.0512389,0.027122,0.0389937,0.0686991,0.106563,0.0164149,0.0211264,0.0101751,0.0220078,0.0485297,0.0361632,0.00699166,0.0192748,0.0485592,0.056471,0,0,0
72,0,0,0,0,0,0.0338901,0.0573781,0,0,0,0.0358713,0,0.0266356,0.0608611,0,0,0.019,0,0,0.0433502,0.0538949,0.0220179,0.035973,0.0230395,0.0594382,0.041837,0.0413702,0.0604777,0.0494518,0.0205045,0.0520445,0.0565611,0.0288328,0.030318,0.00909043,0.0354281,0.0136759,0.0202004,0.0249156,0,0.0279234,0.047337,0.0400299,0,0,0.0207402,0,0,0.0251273,0.0761528,0.0423557,0.0107802,0.0311086,0.0519556,0.0264168,0.0391028,0.0689711,0.106208,0.0165165,0.0213006,0.0103119,0.0220362,0.0499073,0.0363584,0.00693972,0.0191853,0.0484146,0.0565757,0,0,0
73,0,0,0,0,0,0.0339743,0.0570839,0,0,0,0.0359298,0,0.0268618,0.0614045,0,0,0.0191453,0,0,0.0434996,0.0541863,0.0220738,0.035112,0.0234076,0.0588424,0.0423276,0.0409859,0.060117,0.0494229,0.0205281,0.0518552,0.0563448,0.0287549,0.0300367,0.00896744,0.0354608,0.0137659,0.0204369,0.0245692,0,0.0282603,0.0476193,0.0398342,0,0,0.0205145,0,0,0.0251239,0.076382,0.0427821,0.0110896,0.0314204,0.0530842,0.0256612,0.0391002,0.0691832,0.105883,0.0168306,0.0212004,0.0101437,0.0222485,0.0515707,0.0366135,0.00687903,0.0189869,0.0481528,0.0561433,0,0,0
74,0,0,0,0,0,0.0340943,0.0568204,0,0,0,0.0360459,0,0.027018,0.0620089,0,0,0.0193546,0,0,0.0436177,0.0546772,0.0223306,0.0342594,0.0237865,0.0582693,0.0427689,0.0407312,0.0597685,0.0493735,0.0206039,0.0517119,0.0561054,0.0286949,0.0298394,0.00890962,0.0355284,0.0138629,0.0206542,0.0243911,0,0.0283986,0.0477999,0.0396347,0,0,0.020277,0,0,0.0251047,0.0765483,0.0431572,0.0114789,0.0317302,0.0543305,0.0249347,0.0390602,0.0694471,0.105479,0.0173738,0.0206771,0.00992615,0.0227165,0.0532186,0.0368584,0.00683774,0.0187348,0.0479453,0.056121,0,0,0
75,0,0,0,0,0,0.0342077,0.0566317,0,0,0,0.0361131,0,0.0271498,0.0626862,0,0,0.0195785,0,0,0.0435892,0.0552275,0.022539,0.0334737,0.0241726,0.0577836,0.0431631,0.040426,0.059337,0.0493436,0.0206334,0.0515591,0.0557614,0.0286055,0.0295716,0.00879451,0.0355989,0.0138609,0.0208429,0.0244326,0,0.0285019,0.0477677,0.0394628,0,0,0.0200962,0,0,0.0251279,0.0766958,0.0434553,0.0117991,0.0320712,0.0551568,0.0243434,0.0388522,0.0696457,0.104935,0.0181118,0.0198306,0.00963223,0.0233905,0.0545849,0.03707,0.00681272,0.0184869,0.0478419,0.0563762,0,0,0
76,0,0,0,0,0,0.0342465,0.0564556,0,0,0,0.0361092,0,0.0272592,0.063384,0,0,0.0197989,0,0,0.0434428,0.0557566,0.0226365,0.0327558,0.0245268,0.0574009,0.0436223,0.0400057,0.0588916,0.0493103,0.0206004,0.0513907,0.0554385,0.0285069,0.0292885,0.00865618,0.0356495,0.013832,0.0209763,0.0243534,0,0.0284058,0.0475899,0.0394223,0,0,0.0199589,0,0,0.0252208,0.0767932,0.0437198,0.0120213,0.0323966,0.0556479,0.0238653,0.0387709,0.0698582,0.104514,0.0189023,0.0191259,0.00920579,0.0241675,0.0560301,0.0372435,0.00683691,0.0182922,0.0477914,0.0562405,0,0,0
77,0,0,0,0,0,0.0342494,0.0563461,0,0,0,0.0361637,0,0.0273678,0.0640349,0,0,0.0200156,0,0,0.0433053,0.0561703,0.0226896,0.0321781,0.0247483,0.0570946,0.0439758,0.0395742,0.0584725,0.04933,0.0204788,0.0511956,0.0552181,0.0283315,0.029163,0.00853048,0.0357138,0.0138122,0.021053,0.0241568,0,0.0281216,0.0473924,0.0394612,0,0,0.0198469,0,0,0.0253392,0.0768094,0.0436602,0.012289,0.032727,0.0558635,0.0234247,0.0388591,0.0701031,0.104223,0.0196917,0.0185987,0.00869114,0.0249515,0.0575909,0.0374205,0.0068921,0.0181455,0.0478342,0.0561886,0,0,0
78,0,0,0,0,0,0.0342235,0.0563264,0,0,0,0.0362304,0,0.0274421,0.0646303,0,0,0.0201996,0,0,0.0432078,0.0564482,0.0227037,0.0316604,0.0249475,0.0568098,0.0440489,0.0391513,0.0580619,0.049331,0.0203761,0.0510086,0.055033,0.0282109,0.0290317,0.00842066,0.0357612,0.0138447,0.0210435,0.0241158,0,0.027709,0.0472178,0.0395567,0,0,0.0197407,0,0,0.025387,0.0767623,0.0433688,0.0124077,0.0331715,0.0558588,0.0231275,0.0389986,0.070314,0.103915,0.020506,0.0180352,0.00828841,0.0257269,0.0589222,0.0375743,0.00692949,0.0180398,0.047877,0.0562888,0,0,0
