Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LTHIP,RTHIA
150,0,0,0,0,0.0293019,0.0600337,0,0,0,0.0329269,0,0.0255207,0.0466111,0,0,0.0189317,0,0,0.0422995,0.055297,0.0386379,0.0319126,0.0267129,0.0607066,0.0383283,0.064134,0.076152,0.053626,0.0591762,0.062913,0.0380799,0.0379517,0.0201805,0.0372018,0.0145548,0.0169962,0.0279431,0,0.0281639,0.0614886,0.0468926,0,0,0.0197167,0,0,0.0233263,0.073431,0.0158703,0.0292416,0.0269172,0.0476351,0.0293421,0.0291581,0,0.0338965,0.0282357,0.0227329,0.00970456,0.0358856,0.00959848,0.0391234,0.0074233,0.0159825,0.0554638,0.045777,0,0,0,0.0324365,0.0586024
151,0,0,0,0,0.0292384,0.0601208,0,0,0,0.0326144,0,0.0275834,0.0474661,0,0,0.0189002,0,0,0.0421967,0.0557099,0.041088,0.0315084,0.0311923,0.0600703,0.0383105,0.0633613,0.0725182,0.0530092,0.0575009,0.0613517,0.0372203,0.0359639,0.020576,0.0373326,0.0146584,0.0167609,0.0333752,0,0.0288253,0.0606181,0.0469184,0,0,0.019669,0,0,0.0232793,0.073876,0.0155967,0.0289999,0.0261321,0.0478507,0.0292247,0.029551,0,0.033383,0.027337,0,0.0114762,0.0350514,0.00708171,0.0392704,0.00754037,0.0157742,0.0554504,0.0457696,0,0,0,0.031668,0.0584157
152,0,0,0,0,0.0292069,0.0606711,0,0,0,0.0357088,0,0.0251507,0.0484415,0,0,0.0191002,0,0,0.0428467,0.0557173,0.0432208,0.0306165,0.0254983,0.0586491,0.0385432,0.0603653,0.0712051,0.05355,0.05857,0.0624976,0.037672,0.0369678,0.0203152,0.0369591,0.0149039,0.0147998,0.0307402,0,0.0278961,0.0601588,0.0464456,0,0,0.0199373,0,0,0.023184,0.0748165,0.0150942,0.0288651,0.0276227,0.0467522,0.029293,0.029079,0,0.0338373,0.0290881,0,0.011176,0.0364341,0.00713384,0.0392129,0.00708791,0.0155584,0.0562471,0.0453455,0,0,0,0.0289776,0.0572146
153,0,0,0,0,0.0291253,0.0609598,0,0,0,0.0383516,0,0.0234842,0.0477321,0,0,0.0190391,0,0,0.0435297,0.0556451,0.045278,0.0307934,0.022532,0.0581449,0.0391095,0.0570618,0.0707535,0.0546649,0.0602167,0.0642303,0.0386198,0.0382399,0.0224772,0.036711,0.0146282,0.0143609,0.0279107,0,0.0292932,0.0587028,0.0459793,0,0,0.0201243,0,0,0.0231995,0.0770381,0.0111709,0.0288135,0.030089,0.0458344,0.0291321,0.0276983,0.0561611,0.0315797,0.0322063,0.0219882,0.0124361,0.0393518,0.00821498,0.0390463,0.00673691,0.0155472,0.0567077,0.0454003,0,0,0,0.0272642,0.0541755
154,0,0,0,0,0.0290851,0.0612521,0,0,0,0.0411796,0,0.0226187,0.0486537,0,0,0.0190679,0,0,0.0438533,0.0553641,0.0466942,0.0305012,0.0219634,0.0570207,0.0392206,0.0552842,0.0706822,0.0561473,0.0616128,0.0655946,0.0390132,0.0390193,0.0239102,0.0366133,0.014809,0.0137451,0.0294258,0,0.0288338,0.0586195,0.0457445,0,0,0.0202987,0,0,0.0231858,0.0772274,0.0107273,0.0278933,0.03117,0.0451582,0.0289946,0.0273261,0.0561361,0.0313889,0.0327069,0.021661,0.0125766,0.0397663,0.0071104,0.0390672,0.0065844,0.0154054,0.0571598,0.0451349,0,0,0,0.0268157,0.053803
155,0,0,0,0,0.0290293,0.0612593,0,0,0,0.0441769,0,0.0226022,0.0488609,0,0,0.0193587,0,0,0.0435171,0.0551538,0.0452843,0.0301739,0.022368,0.0567333,0.0391594,0.0548092,0.0708832,0.0565333,0.062674,0.0663899,0.0395028,0.0396305,0.0208148,0.036716,0.0160549,0.0132101,0.0323723,0,0.0275126,0.0577536,0.0457748,0,0,0.0206554,0,0,0.0228059,0.0772609,0.0100557,0.028355,0.0329193,0.0451636,0.0287113,0.0269171,0.0561378,0.0318198,0.0334033,0.0213297,0.0127026,0.0405945,0.0066276,0.0392157,0.0064099,0.0149809,0.0569941,0.04517,0,0,0,0.0271669,0.0536363
156,0,0,0,0,0.0290443,0.0610043,0,0,0,0.0444513,0,0.0224909,0.0481971,0,0,0.0183601,0,0,0.0436187,0.0551204,0.0450346,0.0299143,0.0225894,0.0574449,0.0393384,0.0549285,0.071008,0.0557997,0.06283,0.0665526,0.0396142,0.039975,0.0198777,0.036601,0.0192386,0.0126477,0.0396135,0,0.0238476,0.0558571,0.0459721,0,0,0.0220911,0,0,0.0218814,0.0770387,0.0124724,0.0286477,0.0373366,0.0453487,0.0285481,0.025614,0.0562941,0.032955,0.0347315,0.0211657,0.0127942,0.0424508,0.0124386,0.0393191,0.00679944,0.0136492,0.0564062,0.0455139,0,0,0,0.0270831,0.0541185
157,0,0,0,0,0.0291791,0.0612087,0,0,0,0.0433737,0,0.0226395,0.0487616,0,0,0.0193213,0,0,0.0434336,0.055068,0.0460588,0.0305615,0.0228213,0.0565933,0.0393187,0.0539394,0.0704941,0.0555272,0.0623994,0.0660681,0.0392457,0.0400143,0.0207243,0.0368259,0.0162771,0.0132198,0.0329296,0,0.0267167,0.0579329,0.0456011,0,0,0.0203557,0,0,0.0226174,0.0774383,0.0110218,0.0287144,0.032935,0.044944,0.0278478,0.0269268,0.0560067,0.0317311,0.0332852,0.0210312,0.0125774,0.0403875,0.00715721,0.0396595,0.00642219,0.0145672,0.0566406,0.0455082,0,0,0,0.0276085,0.0532708
158,0,0,0,0,0.0293323,0.0609145,0,0,0,0.0415358,0,0.0230441,0.0481837,0,0,0.0193515,0,0,0.0432839,0.0552699,0.0449093,0.0307752,0.0234213,0.0567861,0.0395082,0.0545961,0.070461,0.0541245,0.0614371,0.0650379,0.0388335,0.0393221,0.0190982,0.0368831,0.0155978,0.0138528,0.0316067,0,0.0266864,0.0585135,0.0455378,0,0,0.0196845,0,0,0.022845,0.0775151,0.0116989,0.0285492,0.0318079,0.0452498,0.0273739,0.0271477,0.0559925,0.0313885,0.0327503,0.0209726,0.0123858,0.0397728,0.00739404,0.039913,0.00684977,0.01459,0.056255,0.0458567,0,0,0,0.0278329,0.0531795
159,0,0,0,0,0.0294623,0.0605379,0,0,0,0.0389213,0,0.0240898,0.0471909,0,0,0.0193378,0,0,0.0430068,0.0554514,0.0428563,0.030939,0.0247754,0.057329,0.0395709,0.0566247,0.0705909,0.0525473,0.0600637,0.0635987,0.0382986,0.0382499,0.0169353,0.0370113,0.0155077,0.0145737,0.0316066,0,0.0258263,0.0588009,0.0455896,0,0,0.0192588,0,0,0.022835,0.0772908,0.0125907,0.0287199,0.0314735,0.0458151,0.0269006,0.0270711,0.0561051,0.0314644,0.0322578,0.0208245,0.0121914,0.0391288,0.00818603,0.0401651,0.007154,0.0145095,0.0557311,0.0462229,0,0,0,0.0281206,0.0533178
160,0,0,0,0,0.0295481,0.0601015,0,0,0,0.0395762,0,0.0232176,0.0458462,0,0,0.0198239,0,0,0.0420654,0.055641,0.0443357,0.0314006,0.029202,0.0583363,0.0394406,0.0605073,0.0710044,0.0509237,0.0568007,0.0614744,0.0354884,0.0331877,0.019038,0.0372614,0.0161606,0.0154971,0.0353621,0,0.0256232,0.058929,0.0460013,0,0,0.0187469,0,0,0.0227044,0.0764554,0.0131212,0.0290976,0.0300789,0.0470218,0.0262684,0.0271818,0.056246,0.0311674,0.030277,0.0226606,0.0119484,0.0370866,0.0105286,0.0406506,0.00760246,0.0141809,0.0548626,0.0464812,0,0,0,0.0295504,0.0542736
161,0,0,0,0,0.0297329,0.0600376,0,0,0,0.0342295,0,0.0280935,0.0456238,0,0,0.0196367,0,0,0.0423128,0.0551,0.0391458,0.032257,0.0287406,0.0583277,0.0396386,0.0615081,0.0720095,0.0509169,0.0580346,0.0610289,0.0375045,0.03735,0.0137161,0.0372607,0.0158409,0.0160699,0.035685,0,0.0244685,0.0590648,0.0459143,0,0,0.0185884,0,0,0.0227017,0.0762008,0.014281,0.0289393,0.0298804,0.047055,0.0259439,0.0269874,0.056327,0.0308883,0.029371,0.0226643,0.0118311,0.0361508,0.0113796,0.0406926,0.00759384,0.0142153,0.0547792,0.0464797,0,0,0,0.0294848,0.0544569
162,0,0,0,0,0.0299137,0.0600335,0,0,0,0.0341237,0,0.0285314,0.04542,0,0,0.0194371,0,0,0.0425452,0.0545731,0.0374107,0.0328345,0.0273256,0.0582397,0.0401316,0.0620028,0.0732248,0.0510304,0.0587683,0.0613779,0.0378313,0.0387404,0.0120299,0.0373207,0.0155418,0.0166536,0.0358053,0,0.023246,0.0589428,0.0458184,0,0,0.0184479,0,0,0.0226949,0.0758771,0.0155309,0.0292615,0.0296061,0.0468386,0.0255991,0.0267356,0.056363,0.0304655,0.0285558,0.0226459,0.0118133,0.0354641,0.0120758,0.040843,0.00762801,0.014174,0.0547724,0.046339,0,0,0,0.029564,0.0546699
163,0,0,0,0,0.0299755,0.0601073,0,0,0,0.0337738,0,0.0281866,0.0453958,0,0,0.0192612,0,0,0.0426447,0.0541438,0.0353672,0.0333445,0.0258128,0.0581418,0.0405719,0.0619157,0.0740473,0.0511642,0.0593562,0.0619126,0.0376963,0.0394294,0.0107805,0.0374716,0.0153314,0.0170236,0.0356965,0,0.0221047,0.0586853,0.0457416,0,0,0.0182524,0,0,0.0227084,0.0756577,0.0166932,0.029476,0.0293147,0.0465782,0.0252972,0.0266581,0.056309,0.0300117,0.0279381,0.0227616,0.0119095,0.0348809,0.0127108,0.0410455,0.00772205,0.014057,0.0548937,0.0462317,0,0,0,0.029085,0.0548375
164,0,0,0,0,0.0298398,0.0602086,0,0,0,0.0323393,0,0.026245,0.0457623,0,0,0.0190772,0,0,0.0426586,0.0538932,0.0332341,0.0337876,0.0242405,0.0582302,0.0409166,0.061026,0.0742088,0.051168,0.059491,0.0623947,0.0370081,0.0389212,0.00999872,0.0376864,0.0151294,0.0172689,0.0355619,0,0.0210303,0.0581952,0.045694,0,0,0.0180423,0,0,0.0226749,0.0755841,0.0177897,0.0291301,0.0292177,0.0463816,0.0250998,0.0266673,0.0561664,0.0296034,0.0274349,0.0230274,0.0119992,0.0342579,0.0135112,0.0412338,0.00786201,0.0139254,0.0550586,0.0461746,0,0,0,0.0277418,0.0549413
165,0,0,0,0,0.0297043,0.0603271,0,0,0,0.03108,0,0.0242803,0.0463852,0,0,0.0189391,0,0,0.0426953,0.0538191,0.0315107,0.0341067,0.0233339,0.0586611,0.0412182,0.0594929,0.0737533,0.0510494,0.0590684,0.0623062,0.0360276,0.0374993,0.00942183,0.0378779,0.0150505,0.0174578,0.0355682,0,0.0199771,0.0574619,0.0456236,0,0,0.017864,0,0,0.0225937,0.0756367,0.0188653,0.0284931,0.0292874,0.0461981,0.0250779,0.0267932,0.0558009,0.0291837,0.0269209,0.0231769,0.0119996,0.0335532,0.0146359,0.041381,0.00776663,0.0138785,0.0552311,0.0461548,0,0,0,0.0259179,0.055011
166,0,0,0,0,0.0296753,0.0605161,0,0,0,0.031404,0,0.0240339,0.0488639,0,0,0.0184612,0,0,0.0427078,0.0536582,0.0298611,0.0336262,0.023263,0.058524,0.0407622,0.0575296,0.0732754,0.0515111,0.0581818,0.0614848,0.0348956,0.0359068,0.00804261,0.0382368,0.0147497,0.0177429,0.0366901,0,0.0175834,0.0581279,0.0457725,0,0,0.0177927,0,0,0.0226106,0.0737662,0.0235607,0.0278176,0.0280338,0.0460698,0.0252127,0.0278837,0,0.0307262,0.0238712,0.0229445,0.0113783,0.0305119,0.0166342,0.0415171,0.00779808,0.013779,0.0555164,0.045772,0,0,0,0.0246606,0.0574888
167,0,0,0,0,0.0294117,0.0604745,0,0,0,0.0303487,0,0.0248275,0.047847,0,0,0.0185459,0,0,0.0428987,0.0535322,0.0288982,0.0343718,0.0233565,0.0606696,0.0418077,0.0567062,0.0736139,0.0518372,0.0580964,0.0615167,0.0348187,0.0357842,0.00830275,0.0379731,0.0145681,0.0183277,0.0358056,0,0.0179528,0.055836,0.0453996,0,0,0.0179782,0,0,0.0227209,0.0753579,0.0214028,0.0281557,0.0300436,0.0456024,0.0254483,0.0274349,0.0536635,0.0276123,0.0257234,0.0224054,0.0121462,0.031928,0.0175802,0.0412202,0.00775659,0.0140624,0.0555755,0.0464188,0,0,0,0.0236058,0.0557906
168,0,0,0,0,0.029341,0.0606285,0,0,0,0.0313984,0,0.0242491,0.0496138,0,0,0.0184469,0,0,0.0428169,0.0533238,0.027276,0.033544,0.0225559,0.0614171,0.0415417,0.0554853,0.0739402,0.052348,0.0582754,0.0616828,0.0346117,0.0364239,0.0077672,0.0380337,0.0145263,0.01823,0.0368598,0,0.0157353,0.0565791,0.0454995,0,0,0.0178887,0,0,0.022772,0.0728556,0.025294,0.0266078,0.0283614,0.045794,0.0256621,0.0293114,0,0.0290385,0.0229269,0.022331,0.0125043,0.0290773,0.0206206,0.0412669,0.00775912,0.0142019,0.0558917,0.0461762,0,0,0,0.0234112,0.0590044
169,0,0,0,0,0.0292526,0.0606093,0,0,0,0.032577,0,0.023186,0.0495231,0,0,0.0184632,0,0,0.0429591,0.0533641,0.026283,0.033382,0.0217586,0.0631137,0.0421975,0.0548853,0.0736589,0.0517543,0.0589346,0.0620901,0.0344607,0.0373828,0.0084331,0.0377626,0.0143341,0.018692,0.0366244,0,0.0145926,0.0560247,0.0451925,0,0,0.0179424,0,0,0.0228475,0.0719955,0.0266831,0.0263823,0.027849,0.0460417,0.0260043,0.030559,0,0.0291969,0.0225185,0.0222089,0.0131204,0.0278333,0.0241462,0.0410018,0.00773611,0.014587,0.0560107,0.0466829,0,0,0,0.0225221,0.0604519
170,0,0,0,0,0.0291283,0.0604977,0,0,0,0.0341275,0,0.0219331,0.0489241,0,0,0.0185958,0,0,0.0431722,0.0536072,0.0255581,0.0333458,0.0215437,0.0648068,0.043064,0.0545391,0.0732327,0.0507159,0.0591499,0.0619984,0.033955,0.0379576,0.00958198,0.037401,0.0141709,0.0192251,0.0367014,0,0.0134434,0.0551445,0.0448772,0,0,0.0180092,0,0,0.022895,0.0711662,0.028528,0.0258637,0.0269165,0.0466942,0.0262986,0.0321331,0,0.0293459,0.0220411,0.0219434,0.0137045,0.0267078,0.0285156,0.0407416,0.00771889,0.0149536,0.0558875,0.0473506,0,0,0,0.0214935,0.0622395
171,0,0,0,0,0.0291601,0.0603115,0,0,0,0.0346239,0,0.0210843,0.048067,0,0,0.0189141,0,0,0.0434466,0.053782,0.0252519,0.0336334,0.0219004,0.065836,0.0439534,0.0544267,0.0728498,0.0498723,0.0586915,0.0614488,0.0331816,0.0378722,0.0102991,0.0369519,0.014037,0.0198094,0.0370972,0,0.0125159,0.0540156,0.0446073,0,0,0.0181658,0,0,0.0228915,0.0704047,0.0300615,0.0249682,0.0253988,0.0477961,0.0265919,0.0340024,0,0.0298727,0.0214174,0.0216907,0.0141558,0.0255254,0.0329584,0.0404232,0.00761538,0.0153625,0.0556723,0.0479435,0,0,0,0.0207657,0.0642337
172,0,0,0,0,0.0292948,0.0601696,0,0,0,0.0342097,0,0.0208236,0.0470199,0,0,0.0200708,0,0,0.0434645,0.0537324,0.0248352,0.0341863,0.0220319,0.0660185,0.0451189,0.0541917,0.0725657,0.0495072,0.0578597,0.060715,0.0323991,0.0373134,0.010403,0.0362639,0.0146558,0.0195049,0.0365475,0,0.0121038,0.0527999,0.0444194,0,0,0.0191065,0,0,0.0224676,0.0696878,0.030852,0.0238397,0.0235607,0.0491518,0.0271566,0.0363086,0,0.0309462,0.0207368,0.0215512,0.014069,0.024786,0.0362976,0.0399617,0.0074467,0.0153655,0.055538,0.0483288,0,0,0,0.0201152,0.0663888
173,0,0,0,0,0.0293044,0.0597353,0,0,0,0.0333279,0,0.020907,0.0458667,0,0,0.020669,0,0,0.0437114,0.0534102,0.024078,0.0349265,0.0216375,0.0657512,0.0459686,0.0540171,0.0724658,0.0496963,0.0570402,0.0601204,0.0317603,0.036615,0.0102788,0.0357602,0.0145903,0.0200982,0.0348048,0,0.0127818,0.0517124,0.0443571,0,0,0.0194578,0,0,0.0226163,0.0689604,0.0306421,0.0227485,0.0221448,0.0505925,0.0276157,0.0386651,0,0.0324505,0.0205479,0.0212754,0.0133404,0.0244895,0.0386611,0.0395215,0.00733064,0.0160371,0.0552066,0.0486785,0,0,0,0.0193477,0.0686771
174,0,0,0,0,0.0292498,0.0592753,0,0,0,0.0325214,0,0.0210433,0.0450148,0,0,0.0212533,0,0,0.0439644,0.0529344,0.0231955,0.0358253,0.0212426,0.0652315,0.0467204,0.0538043,0.0726263,0.0502703,0.0566329,0.0598204,0.0313812,0.0360314,0.0102657,0.0353075,0.0145078,0.0207619,0.0322004,0,0.0143551,0.0508167,0.0444034,0,0,0.0197571,0,0,0.0227746,0.0683404,0.0298329,0.0217575,0.0211998,0.0520428,0.0281224,0.0408248,0,0.0340144,0.0202853,0.0211291,0.0123876,0.0245535,0.041076,0.0390699,0.00729322,0.0167424,0.0547822,0.0489322,0,0,0,0.0185916,0.0708561
175,0,0,0,0,0.0291812,0.0589134,0,0,0,0.0318848,0,0.0212486,0.0447142,0,0,0.021927,0,0,0.044108,0.0525033,0.0225184,0.0368117,0.0212163,0.0648256,0.0475092,0.0537005,0.072931,0.0507955,0.056491,0.0598332,0.0313477,0.0357948,0.0103494,0.0349051,0.0144919,0.0212604,0.0275545,0,0.0169296,0.0500157,0.0444548,0,0,0.0199943,0,0,0.0229179,0.0685293,0.0272861,0.0207071,0.0205559,0.0533105,0.0286231,0.0429415,0,0.0352219,0,0.0206212,0.0114947,0.026265,0.046012,0.0386001,0.00729454,0.0174079,0.0543505,0.04913,0,0,0,0.018136,0.0718735
176,0,0,0,0,0.0290433,0.0587047,0,0,0,0.0311616,0,0.0214556,0.0452737,0,0,0.0222128,0,0,0.0442059,0.0521444,0.0221606,0.0375736,0.0214325,0.0645447,0.0480379,0.0535479,0.0730785,0.0509692,0.0566455,0.0599814,0.0314952,0.035623,0.0104737,0.0347572,0.0143087,0.0218634,0.0229712,0,0.0210175,0.0493625,0.0444743,0,0,0.0202368,0,0,0.0230676,0.0690153,0.0243863,0.0196735,0.0203245,0.0542519,0.0290985,0.0446902,0,0.0358454,0,0.0193448,0.0102917,0,0.0521693,0.0381083,0.00741437,0.0178784,0.0540531,0.0493819,0,0,0,0.0179023,0.0727056
177,0,0,0,0,0.0289016,0.0583504,0,0,0,0.0301785,0,0.0218211,0.0447181,0,0,0.0232767,0,0,0.0445839,0.0521863,0.022085,0.0392598,0.0220426,0.0661218,0.0501584,0.0533184,0.0726247,0.0503945,0.0571384,0.0605026,0.0318489,0.0357111,0.0108476,0.0342595,0.0138683,0.0231727,0.0201625,0,0.0234739,0.0475889,0.0440474,0,0,0.0204776,0,0,0.0236225,0.0717823,0.0234471,0.0182674,0.0236246,0.0539708,0.0295752,0.0445279,0.0635881,0.0333329,0,0,0.0109175,0,0.0543576,0.0373052,0.00757782,0.0187074,0.0535265,0.0513648,0,0,0,0.0173076,0.071039
178,0,0,0,0,0.0287381,0.0582388,0,0,0,0.0299037,0,0.0220772,0.046154,0,0,0.023161,0,0,0.0444921,0.0522841,0.0220205,0.039247,0.0221198,0.0665728,0.0501498,0.0527474,0.0719637,0.0500599,0.0570837,0.0604681,0.0317518,0.0355712,0.0110537,0.0343924,0.0136654,0.0233655,0.0207418,0,0.0266682,0.0475604,0.0441691,0,0,0.0205987,0,0,0.0239022,0.0723462,0.026,0.0178864,0.0250421,0.0538991,0.029788,0.0445113,0.064252,0.0333489,0,0.0167382,0.00802434,0,0.0580188,0.0370902,0.00768942,0.0188577,0.0534275,0.0516619,0,0,0,0.0170606,0.0706095
179,0,0,0,0,0.0285666,0.0585139,0,0,0,0.0302102,0,0.0223336,0.0479192,0,0,0.0228834,0,0,0.0443237,0.052373,0.0218075,0.0388914,0.022206,0.0672544,0.0499101,0.0514707,0.0712592,0.0498395,0.0569611,0.0603376,0.0316486,0.0354263,0.0111701,0.0345775,0.0136516,0.0232166,0.0202466,0,0.0263371,0.0472697,0.0443689,0,0,0.0208838,0,0,0.0240675,0.0725255,0.0245352,0.0170688,0.0250445,0.053412,0.0300731,0.0455131,0.0644153,0.0334052,0,0,0.00938591,0,0.0549755,0.0369585,0.0077031,0.0188899,0.0532628,0.0517214,0,0,0,0.0166783,0.0716718
180,0,0,0,0,0.0284079,0.059003,0,0,0,0.0308902,0,0.0226405,0.0491767,0,0,0.0224858,0,0,0.044104,0.0523355,0.0216187,0.038398,0.0222217,0.0677315,0.0493274,0.0505583,0.0706065,0.0498145,0.0568773,0.0602454,0.0316294,0.0352582,0.0112285,0.0347305,0.0136826,0.0228863,0.0224409,0,0.0240858,0.0471386,0.0446202,0,0,0.0211498,0,0,0.0241632,0.0727495,0.0279275,0.0170122,0.0266027,0.0527442,0.0303607,0.0447008,0.0648237,0.0327999,0,0.0163014,0.00543409,0.0310439,0.0519764,0.0369564,0.00770292,0.0188406,0.0531483,0.0513643,0,0,0,0.0165147,0.071758
181,0,0,0,0,0.0282215,0.0593419,0,0,0,0.0318409,0,0.0229067,0.0502115,0,0,0.022173,0,0,0.0439613,0.0522362,0.0212434,0.0381581,0.0221669,0.0678835,0.0489076,0.0498522,0.0698941,0.0498804,0.056749,0.0602324,0.0316903,0.0349769,0.0111893,0.0347011,0.013749,0.022557,0.0221642,0,0.0237657,0.0466056,0.0447881,0,0,0.0214482,0,0,0.0242294,0.0733358,0.0271162,0.0164229,0.0276225,0.0520274,0.0306908,0.0451946,0.0648924,0.0328674,0,0.015718,0.0044343,0.0310099,0.0492615,0.0368667,0.00770393,0.0188623,0.0529665,0.0513318,0,0,0,0.0165656,0.0720331
182,0,0,0,0,0.0280761,0.059356,0,0,0,0.0329541,0,0.023057,0.051146,0,0,0.0218933,0,0,0.0438723,0.0521455,0.0206501,0.0380143,0.022046,0.0673876,0.0484316,0.0491819,0.0692387,0.0500439,0.0565904,0.0601563,0.031753,0.0346679,0.0112365,0.0346014,0.0138917,0.0221558,0.0222336,0,0.0238778,0.04584,0.0449063,0,0,0.0216241,0,0,0.0242147,0.0736202,0.0264298,0.0158322,0.0283228,0.0516003,0.0309572,0.0459181,0.0648641,0.0332292,0,0.0146029,0.00365739,0.030896,0.0469942,0.0368155,0.00766471,0.0188787,0.0527819,0.0513142,0,0,0,0.016718,0.0722764
183,0,0,0,0,0.0279901,0.0592987,0,0,0,0.0340743,0,0.0231589,0.0520283,0,0,0.0216876,0,0,0.0439115,0.0521527,0.0200587,0.037944,0.0219804,0.0662591,0.047948,0.0483184,0.0686708,0.0502233,0.0565364,0.0600168,0.031795,0.0343948,0.011456,0.0344252,0.0140404,0.0218583,0.0227134,0,0.024202,0.0449439,0.044971,0,0,0.021623,0,0,0.0242154,0.0736076,0.0261086,0.015208,0.0286767,0.0515416,0.0310863,0.0463295,0.0645569,0.0336019,0,0.0139909,0.00316166,0.0308456,0.0452881,0.0368298,0.00768758,0.0189511,0.0526043,0.0512246,0,0,0,0.0166964,0.0726151
184,0,0,0,0,0.0279493,0.0592284,0,0,0,0.0352914,0,0.0230849,0.0527607,0,0,0.0216436,0,0,0.0440147,0.0523003,0.0195652,0.037731,0.0219958,0.0647936,0.0475403,0.047653,0.068197,0.0502981,0.0564486,0.0599551,0.0318266,0.0342603,0.0119505,0.034182,0.0142556,0.0215725,0.0233277,0,0.0243837,0.0441575,0.0449348,0,0,0.0214862,0,0,0.0241965,0.0735692,0.0259317,0.0147346,0.0286803,0.051771,0.0310662,0.0466183,0.0641533,0.0338566,0,0.0139877,0.00304341,0.0310736,0.0440489,0.0369216,0.00766918,0.0190356,0.0524853,0.0510164,0,0,0,0.0165243,0.0728432
185,0,0,0,0,0.0279192,0.059041,0,0,0,0.0358244,0,0.0232983,0.0536507,0,0,0.0210795,0,0,0.0444173,0.052462,0.0192815,0.0375734,0.0221862,0.0633274,0.0470982,0.0471453,0.0676016,0.050401,0.0562733,0.0598032,0.0319777,0.0340749,0.0120337,0.034215,0.01401,0.022025,0.0236039,0,0.0243604,0.0435195,0.0449101,0,0,0.0216839,0,0,0.0239293,0.0739057,0.0257695,0.0143888,0.0285268,0.0521972,0.0309893,0.0466644,0.0641199,0.0340961,0,0.014151,0.00316472,0.0310622,0.0434697,0.036946,0.00755255,0.0189055,0.052396,0.0507475,0,0,0,0.0163043,0.0728257
186,0,0,0,0,0.0279314,0.0587903,0,0,0,0.0360844,0,0.023659,0.054412,0,0,0.0210779,0,0,0.0446345,0.0526603,0.0192714,0.0373517,0.0225136,0.0621982,0.0470255,0.0465683,0.0669059,0.0504556,0.0562203,0.0596239,0.0322544,0.0337679,0.0119784,0.0341034,0.0142677,0.0219632,0.022031,0,0,0.0432811,0.044737,0,0,0.0214458,0,0,0.0238282,0.0746667,0.0254369,0.0140148,0.0283322,0.0525628,0.0306889,0.0467287,0.0639694,0.0343757,0,0.0138757,0.00201618,0.0325569,0.0416576,0.0370629,0.00744705,0.0190242,0.0523116,0.050578,0,0,0,0.0162349,0.0724773
187,0,0,0,0,0.0279584,0.0585601,0,0,0,0.0361524,0,0.0239023,0.0553414,0,0,0.0211694,0,0,0.0447643,0.052532,0.019412,0.0369593,0.0227675,0.061248,0.0468195,0.0459869,0.0664132,0.0504982,0.0561416,0.0594132,0.0323166,0.033515,0.0118585,0.0340312,0.0144155,0.0219317,0.0241156,0,0,0.0430716,0.0445971,0,0,0.0211233,0,0,0.0237691,0.0744034,0.0284077,0.0137867,0.0281137,0.0531295,0.0303768,0.0463413,0.0646291,0.0339007,0.0260858,0.0156543,0.0021566,0.0299653,0.0399053,0.0371926,0.00748399,0.0191395,0.0522854,0.0503397,0,0,0,0.0161322,0.0732122
188,0,0,0,0,0.028045,0.0583292,0,0,0,0.0361057,0,0.0241335,0.0561441,0,0,0.0214328,0,0,0.0448885,0.052455,0.0196311,0.036592,0.0230901,0.060886,0.0468996,0.0453645,0.0658517,0.0504284,0.0558755,0.0592925,0.032322,0.0331631,0.0116599,0.0339509,0.0145032,0.0220119,0.0248815,0,0.0246037,0.0428506,0.0443847,0,0,0.0208461,0,0,0.0237139,0.0744254,0.0287081,0.0130887,0.0284787,0.0536958,0.0300673,0.0463281,0.0646464,0.0335332,0.0255866,0.0157146,0.00337404,0.0287601,0.0434579,0.037258,0.00754013,0.0192813,0.0521815,0.0503612,0,0,0,0.0159506,0.0736093
189,0,0,0,0,0.0281712,0.0581112,0,0,0,0.0359225,0,0.0243957,0.0568246,0,0,0.0217354,0,0,0.0449343,0.0525617,0.0201136,0.0360592,0.0235003,0.0608901,0.0470952,0.0452881,0.065156,0.0502681,0.0554514,0.0591117,0.032338,0.0329011,0.011361,0.0339185,0.0146297,0.0220259,0.0242084,0,0.0251195,0.0428027,0.0442092,0,0,0.0206997,0,0,0.023688,0.0745842,0.028675,0.012852,0.0286627,0.0544208,0.0296909,0.0463689,0.0644501,0.0329626,0.0254755,0.015512,0.00317356,0.0291397,0.0448979,0.0373486,0.00748978,0.0193323,0.0520902,0.0502396,0,0,0,0.0157718,0.0736603
