Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x73,x74,LTHII,x71,x72,LTHIP
482,0.0126295,0.00506859,0,0,0,0,0,0,0.00709257,0.0188803,0.00417086,0.00564643,0,0,0.112347,0,0.0324263,0.0655299,0.0308698,0.00439915,0.0155845,0.00625992,0.0120157,0.0439727,0.00540731,0.00466354,0.00254748,0.00310831,0.00208365,0.0238166,0.00900312,0.0640273,0.0196054,0.0195072,0.00635703,0.00672729,0.00837958,0.00782166,0.0117776,0,0,0.0568941,0,0.0213377,0.0278454,0.061086,0.0107253,0.0255764,0.00779417,0.0128459,0.00843523,0.00260674,0.0285559,0.000716244,0.00181309,0.00829007,0.0232954,0.00710658,0.00892169,0.00556311,0.0438782,0.00719322,0.00841649,0.00742714,0.0186734,0,0,0,0,0,0,0.00507444,0,0,0.0229057
483,0.0126179,0.00501077,0,0,0,0,0,0,0.00699475,0.0187735,0.00409571,0.00526884,0,0,0.110083,0,0.0336742,0.0646046,0.030946,0.00421921,0.0153257,0.00621866,0.0112903,0.0452206,0.00533559,0.00458878,0.00260799,0.00312613,0.00207964,0.023706,0.00869215,0.0624001,0.0192795,0.0209513,0.00624378,0.00655265,0.00826807,0.00724983,0.012188,0,0,0.0537182,0,0.0211502,0.0265067,0.0609989,0.0104642,0.0254149,0.00783048,0.0122057,0.00811949,0.00265995,0.0285136,0.000518546,0.00174799,0.00811106,0.0233111,0.00695665,0.00873369,0.00548328,0.0417716,0.00853676,0.00873474,0.00740046,0.0190367,0,0,0,0,0,0,0.00506487,0,0,0.0229605
484,0.0127235,0.00540183,0,0,0,0,0,0,0.00688545,0.0188547,0.00401622,0.00511342,0,0,0.108167,0,0.0339697,0.0638201,0.0309739,0.00403212,0.0151688,0.00629601,0.0108524,0.0468045,0.00521437,0.00453823,0.0025482,0.00305761,0.00200279,0.023576,0.0084563,0.0608871,0.0201673,0.0208858,0.00611985,0.00677009,0.00811251,0.0069865,0.0125537,0,0,0.0517204,0,0.0207375,0.0258327,0.0610416,0.0103061,0.0252105,0.00812035,0.0118095,0.00827724,0.00267803,0.0285296,0.000609948,0.00176665,0.00806265,0.0232136,0.00684101,0.00869329,0.00554265,0.0402398,0.00743334,0.00798654,0.00781006,0.0194114,0,0,0,0,0,0,0.00500829,0,0,0.0229162
485,0.0126286,0.00571791,0,0,0,0,0,0,0.00679582,0.0189463,0.00404284,0.00481606,0,0,0.105938,0,0.0342753,0.0626607,0.0310033,0.00388016,0.0149796,0.00632729,0.0102368,0.0482451,0.00515949,0.00450792,0.00248886,0.00294849,0.00194361,0.0234629,0.00827166,0.0590906,0.0210165,0.0210094,0.00601477,0.00700434,0.00797543,0.00660437,0.012682,0,0,0.0493762,0,0.0202376,0.0249754,0.0610583,0.0101037,0.0249418,0.00834417,0.0112533,0.0085045,0.0026815,0.0285836,0.00074292,0.00178359,0.0080174,0.023129,0.00674645,0.00863992,0.00560064,0.0382651,0.00634377,0.00718269,0.00819991,0.0195909,0,0,0,0,0,0,0.0049508,0,0,0.0228743
486,0.0124272,0.00596266,0,0,0,0,0,0,0.00671432,0.0190306,0.00420336,0.00441793,0,0,0.103489,0,0.0345725,0.0612532,0.0310655,0.00376627,0.0147376,0.00621874,0.00944716,0.0495488,0.00515615,0.0044024,0.00244525,0.00279199,0.0018906,0.0233526,0.0081444,0.0570502,0.0217205,0.0213073,0.00601424,0.00723176,0.00784771,0.00608445,0.0126241,0,0,0.0469835,0,0.0196835,0.0240643,0.0610752,0.00984677,0.0246252,0.00846358,0.0105227,0.00876308,0.0026855,0.0286584,0.000813907,0.00176541,0.00788144,0.0230783,0.00654997,0.00851762,0.0056981,0.035998,0.00545035,0.00646461,0.00859572,0.0196652,0,0,0,0,0,0,0.00487829,0,0,0.0228165
487,0.0122736,0.00615496,0,0,0,0,0,0,0.00663664,0.0191793,0.00419811,0.00401318,0,0,0.100794,0,0.0348666,0.0596771,0.0311353,0.00366385,0.0144441,0.00604546,0.0085746,0.0507376,0.00518015,0.00429597,0.00238508,0.00265479,0.0018817,0.0232289,0.00805623,0.0548998,0.0223549,0.0216811,0.00600432,0.00740547,0.00767296,0.00544318,0.0124702,0,0,0.0444961,0,0.0191815,0.0232318,0.0611218,0.00949463,0.0242509,0.00861764,0.00968323,0.00908099,0.00267766,0.0287398,0.000943974,0.00178631,0.00766493,0.0229545,0.0062832,0.00827215,0.00573426,0.0336668,0.00479177,0.00580333,0.00896172,0.0197129,0,0,0,0,0,0,0.0047794,0,0,0.0227356
488,0.0121941,0.00633993,0,0,0,0,0,0,0.00656572,0.0194055,0.00401961,0.00360891,0,0,0.0978267,0,0.0351415,0.0579287,0.0312013,0.00359469,0.0141578,0.00606119,0.00762527,0.0518948,0.00520219,0.00424077,0.00231942,0.00252361,0.00184676,0.0230635,0.00796765,0.0525902,0.0229822,0.0220825,0.00596669,0.00755494,0.00744852,0.00470504,0.0122999,0,0,0.0420908,0,0.0186712,0.0223461,0.0612187,0.00912739,0.0238712,0.00885224,0.00874871,0.00955717,0.00267481,0.0288068,0.00117931,0.00186367,0.00740441,0.0227726,0.00599135,0.00796137,0.0056895,0.0314351,0.00433929,0.00532361,0.00933292,0.0197238,0,0,0,0,0,0,0.00463071,0,0,0.0226191
489,0.0121906,0.00655403,0,0,0,0,0,0,0.00645006,0.0195739,0.00394198,0.003112,0,0,0.0948254,0,0.0354631,0.0562065,0.0312417,0.00357937,0.0139309,0.00594793,0.00664165,0.0532048,0.00500722,0.00415372,0.00223433,0.00240626,0.00178262,0.0228931,0.00786274,0.0500268,0.0235693,0.0225318,0.00591685,0.00765449,0.00720743,0.00394107,0.0122359,0,0,0.0396627,0,0.0181486,0.0214995,0.0613178,0.00872901,0.0234974,0.00907147,0.00771326,0.0101141,0.00266159,0.0288721,0.00147335,0.00203798,0.00712796,0.0226096,0.00566303,0.00761306,0.00564216,0.02936,0.00403247,0.00498642,0.00973405,0.0197696,0,0,0,0,0,0,0.00446401,0,0,0.0225222
490,0.0123527,0.0068701,0,0,0,0,0,0,0.00631578,0.0196913,0.00414045,0.00257843,0,0,0.0921369,0,0.0357352,0.0546981,0.0313022,0.00362708,0.0136858,0.00564293,0.0056464,0.0548599,0.00490849,0.0040691,0.00213037,0.00228158,0.00171137,0.0227248,0.00776766,0.0470943,0.0241372,0.0229869,0.00591655,0.00775771,0.0069973,0.00320835,0.0123978,0,0,0.0371061,0,0.0176358,0.0205634,0.0613659,0.00814955,0.0230326,0.00926065,0.00666557,0.0107852,0.00262141,0.0289397,0.00178567,0.00227194,0.00680963,0.0224306,0.00529499,0.00726653,0.00558687,0.0272585,0.00380603,0.00454394,0.0101908,0.0199806,0,0,0,0,0,0,0.00430417,0,0,0.0224959
491,0.0126907,0.00728595,0,0,0,0,0,0,0.00623976,0.0198744,0.00420355,0.00210629,0,0,0.0894923,0,0.0359807,0.0533789,0.0313565,0.00378409,0.0134101,0.00552986,0.00466891,0.056708,0.00488946,0.0038481,0.00195036,0.00208248,0.00165286,0.0225437,0.00777399,0.0442639,0.0247153,0.0234347,0.00599824,0.00786962,0.00680062,0.00251849,0.0127875,0,0,0.0347991,0,0.0171912,0.0196963,0.0613818,0.00757121,0.0225302,0.00946316,0.00565646,0.0114916,0.00257624,0.0290333,0.00214709,0.00244627,0.00648036,0.0222143,0.00491979,0.0069285,0.00556769,0.0252507,0.00360531,0.00410543,0.0106057,0.0203929,0,0,0,0,0,0,0.00422975,0,0,0.0224709
492,0.0130179,0.00789676,0,0,0,0,0,0,0.00620469,0.020229,0.00429509,0.00173391,0,0,0.0866538,0,0.0361762,0.0520073,0.0313853,0.00397282,0.0131746,0.00574333,0.00391267,0.0589449,0.00470739,0.00362654,0.00180325,0.00197083,0.0015315,0.0223924,0.00782484,0.0414032,0.0254249,0.0238472,0.00609749,0.00800968,0.00655852,0.00191185,0.0132151,0,0,0.0325145,0,0.0169051,0.0188635,0.0612928,0.00702371,0.0221742,0.0096557,0.0049033,0.0121243,0.00250076,0.0291624,0.00246809,0.00257003,0.00617383,0.0220154,0.00468008,0.00661288,0.00551716,0.0231101,0.00342386,0.00381781,0.0110636,0.020897,0,0,0,0,0,0,0.00439928,0,0,0.0222477
493,0.0132956,0.00849513,0,0,0,0,0,0,0.00614689,0.0205721,0.00465252,0.00141732,0,0,0.0837723,0,0.0364522,0.0503577,0.0313787,0.00413686,0.0130363,0.00584288,0.00325089,0.061118,0.00453918,0.00345241,0.00169785,0.001924,0.00133358,0.022283,0.00791065,0.0385761,0.0261501,0.0243252,0.00613098,0.00813232,0.00626502,0.00142903,0.0136691,0,0,0.0299613,0,0.0166662,0.0178857,0.0611789,0.00647653,0.0218548,0.00982222,0.00424066,0.0125956,0.00246567,0.0292496,0.002814,0.00286561,0.0058367,0.0218477,0.00449739,0.00631706,0.00541552,0.0210682,0.00324829,0.00369563,0.0112634,0.021453,0,0,0,0,0,0,0.004474,0,0,0.0220851
494,0.0135625,0.00913683,0,0,0,0,0,0,0.00620207,0.020747,0.00482718,0.0012368,0,0,0.0808656,0,0.0367934,0.0488393,0.0313359,0.00433946,0.0129651,0.00568953,0.00275728,0.0632097,0.00446333,0.00336179,0.00158383,0.00194121,0.00128007,0.0222021,0.00803038,0.0360318,0.0268025,0.0248452,0.00606419,0.00823076,0.00606616,0.00103543,0.0141002,0,0,0.0273252,0,0.0163937,0.016959,0.0610862,0.00608163,0.0215657,0.0100129,0.00368087,0.0129368,0.00241677,0.0293598,0.00322509,0.00317928,0.0055235,0.0217575,0.00429081,0.00610668,0.00543981,0.0193104,0.00307566,0.00354857,0.011269,0.0220152,0,0,0,0,0,0,0.00432484,0,0,0.022
495,0.0139018,0.00988547,0,0,0,0,0,0,0.00627508,0.0208087,0.00495976,0.00103606,0,0,0.0779505,0,0.0373024,0.0477666,0.0313039,0.00455147,0.0128931,0.00537234,0.00241101,0.0652793,0.00443213,0.00329099,0.00142936,0.00197673,0.00137447,0.0221169,0.00816477,0.033448,0.0273824,0.0254292,0.00626591,0.00829157,0.00599611,0.000675351,0.0145344,0,0,0.0249155,0,0.016047,0.016069,0.0609784,0.00581453,0.0213444,0.0101809,0.00322863,0.0131558,0.00232866,0.0295397,0.00356811,0.00340101,0.00524762,0.0216192,0.00416991,0.00591008,0.00565893,0.0175317,0.00291237,0.00331485,0.011273,0.0226451,0,0,0,0,0,0,0.0040423,0,0,0.0219352
496,0.0143941,0.0107811,0,0,0,0,0,0,0.0063502,0.0208641,0.00508046,0.000909803,0,0,0.0752311,0,0.0379419,0.0469803,0.0312624,0.00467851,0.0128121,0.00522739,0.00218093,0.06746,0.00437255,0.00323891,0.00118104,0.00190751,0.00143231,0.0220262,0.00834388,0.0310878,0.0279241,0.0259686,0.00668884,0.00831317,0.00586314,0.000364007,0.0150335,0,0,0.0228848,0,0.0156807,0.0150683,0.0608541,0.00561954,0.0211551,0.0103624,0.00289503,0.0133062,0.00223866,0.0297587,0.00389775,0.00353961,0.00495988,0.021412,0.00404116,0.00575377,0.00600295,0.015721,0.00269944,0.00297857,0.0115071,0.0233722,0,0,0,0,0,0,0.00391509,0,0,0.0218808
497,0.0150639,0.0118223,0,0,0,0,0,0,0.00642302,0.0208706,0.00518942,0.000904531,0,0,0.0728819,0,0.0386418,0.0460997,0.0312266,0.00473176,0.0127375,0.00520898,0.00205655,0.0697177,0.00432327,0.003185,0.000900872,0.00186447,0.0014236,0.0219252,0.00855942,0.0290996,0.0283375,0.0263678,0.00703752,0.0083108,0.0057226,0.000190984,0.0156101,0,0,0.0210929,0,0.0154195,0.0142331,0.0607485,0.00547293,0.0209453,0.0105638,0.00263587,0.0134037,0.00217543,0.0300172,0.00426518,0.00373689,0.00469782,0.0212138,0.00390055,0.00567505,0.00640582,0.0141388,0.00248998,0.00272954,0.0120296,0.0242073,0,0,0,0,0,0,0.00389356,0,0,0.0218357
498,0.0158063,0.0128855,0,0,0,0,0,0,0.00655316,0.0207354,0.00530965,0.00103033,0,0,0.0707082,0,0.039237,0.0448078,0.0311907,0.00478061,0.01268,0.00526989,0.00198816,0.0718632,0.00428054,0.00319759,0.00089213,0.00182341,0.00137529,0.0218392,0.00881753,0.0274754,0.0285513,0.026767,0.00737566,0.00830273,0.0056267,0.000454829,0.0161811,0,0,0.0194678,0,0.015166,0.0135936,0.0606591,0.005504,0.0206848,0.0107413,0.00240902,0.0135415,0.00210593,0.0303152,0.00467452,0.0039836,0.00446087,0.0210335,0.00375442,0.00565084,0.00690975,0.0126903,0.0023746,0.00252337,0.0127065,0.025009,0,0,0,0,0,0,0.00386401,0,0,0.0218059
499,0.0163564,0.0137338,0,0,0,0,0,0,0.00647242,0.0203553,0.00531523,0.00108701,0,0,0.0690344,0,0.0401898,0.0435545,0.0312179,0.00484047,0.0124758,0.0055038,0.00211644,0.0736217,0.00423028,0.00307781,0.00105618,0.00160069,0.0012574,0.0217257,0.00864667,0.0263909,0.0279558,0.0276018,0.0076549,0.0077921,0.00530437,0.00131476,0.0168817,0,0,0.0154931,0,0.0149698,0.0123309,0.0604555,0.00561063,0.0204477,0.0104983,0.00222923,0.0132083,0.00202813,0.0305564,0.00496125,0.00406216,0.00399126,0.0208449,0.00375483,0.00559667,0.007222,0.0101843,0.00461784,0.00406013,0.0133198,0.0258682,0,0,0,0,0,0,0.00383512,0,0,0.0217694
500,0.0170469,0.0148666,0,0,0,0,0,0,0.00667268,0.0201828,0.00541719,0.00107678,0,0,0.0681374,0,0.0406668,0.0429913,0.0311847,0.00495834,0.0123888,0.00540695,0.00237547,0.0753741,0.00419201,0.00296335,0.00108886,0.00150633,0.00122792,0.021643,0.00877225,0.0258829,0.0279103,0.0278559,0.00795279,0.00788205,0.00520649,0.00163638,0.0175262,0,0,0.0140734,0,0.0148292,0.0118566,0.0603294,0.0059698,0.0201746,0.0106976,0.00225559,0.0132058,0.00187929,0.031031,0.00546514,0.00421941,0.00377749,0.0206789,0.00398387,0.00587648,0.00832505,0.00926161,0.0046944,0.00414852,0.0142603,0.0265294,0,0,0,0,0,0,0.00377919,0,0,0.0217053
501,0.0175426,0.0161293,0,0,0,0,0,0,0.00683223,0.0200979,0.00563147,0.0010168,0,0,0.0672618,0,0.0411142,0.0428189,0.0311718,0.00512609,0.0123144,0.0051211,0.00263729,0.077153,0.00412223,0.00286264,0.00115253,0.00146374,0.00125173,0.0215658,0.0088935,0.0255034,0.0279722,0.0280659,0.00836332,0.00808021,0.00513437,0.00189751,0.0179773,0,0,0.0127099,0,0.0147203,0.0110164,0.0601437,0.00650473,0.019984,0.011034,0.00240467,0.0131203,0.00169,0.0316413,0.00604972,0.00441839,0.00357157,0.0205404,0.00427785,0.00635294,0.00940316,0.00818744,0.00463304,0.00406367,0.0152957,0.0269871,0,0,0,0,0,0,0.0037496,0,0,0.021672
502,0.0178788,0.0174208,0,0,0,0,0,0,0.00705196,0.0199606,0.00603488,0.00139232,0,0,0.0664023,0,0.0415984,0.0426551,0.0311242,0.00535637,0.0122515,0.0049939,0.00293626,0.0788893,0.00405869,0.00278449,0.00102777,0.00147288,0.00136792,0.021491,0.00906416,0.0252601,0.0280795,0.0283849,0.00883347,0.00815266,0.0051159,0.00224098,0.0183335,0,0,0.0114293,0,0.014502,0.0100725,0.05993,0.00737934,0.0196789,0.0112003,0.00270406,0.0129601,0.00157769,0.0322181,0.00672012,0.00473192,0.00343489,0.0203865,0.0046188,0.00702301,0.0104181,0.00737404,0.00431033,0.0037794,0.0163037,0.0273369,0,0,0,0,0,0,0.00367932,0,0,0.0216798
503,0.0181926,0.0188166,0,0,0,0,0,0,0.00734246,0.0198583,0.00635005,0.00165825,0,0,0.0655834,0,0.0420658,0.0424181,0.0310758,0.00569598,0.0121946,0.00505586,0.00331166,0.0807925,0.00397368,0.00269688,0.000877145,0.0015402,0.00155658,0.0214047,0.00934174,0.0250154,0.0282562,0.0287436,0.00928793,0.00814861,0.00515793,0.00271722,0.0186164,0,0,0.0102328,0,0.0141886,0.009243,0.0596399,0.00844793,0.019288,0.0110651,0.00316804,0.0127665,0.00161703,0.0327941,0.00746225,0.00513992,0.0034483,0.0202068,0.00505908,0.00783048,0.0115053,0.00665786,0.00388345,0.00337527,0.0173751,0.0276304,0,0,0,0,0,0,0.00355001,0,0,0.0217452
504,0.0186379,0.0203096,0,0,0,0,0,0,0.00755283,0.0197729,0.00646226,0.00169033,0,0,0.0647958,0,0.0425474,0.042152,0.0310531,0.00598388,0.0120792,0.00505655,0.00375129,0.0828587,0.00387422,0.00257016,0.000974138,0.00162426,0.00168837,0.0212889,0.00952917,0.0247278,0.0284595,0.0291256,0.0097909,0.00816559,0.00530156,0.00325846,0.0189343,0,0,0.00902514,0,0.0138386,0.00873153,0.0592538,0.00967188,0.018884,0.0106956,0.00373031,0.0126015,0.00175657,0.0333953,0.00822954,0.0055387,0.00360473,0.0199742,0.00555047,0.00878261,0.0128123,0.00588684,0.00357903,0.00306991,0.0185649,0.0280332,0,0,0,0,0,0,0.00345898,0,0,0.0216536
505,0.0192198,0.0218675,0,0,0,0,0,0,0.00762611,0.0197767,0.00673205,0.00161924,0,0,0.0639407,0,0.0429461,0.041744,0.0310305,0.00618261,0.0118828,0.00498401,0.00421732,0.0850483,0.00376889,0.00243474,0.00112852,0.00190007,0.00178057,0.0211471,0.00958179,0.0244,0.0287007,0.0294476,0.0104309,0.00824455,0.00562592,0.0038368,0.0193252,0,0,0.00794786,0,0.0135203,0.00842679,0.0588678,0.0110043,0.0184718,0.0104278,0.00431137,0.0125508,0.00190669,0.0339853,0.00885946,0.00581013,0.00381898,0.0196561,0.00605492,0.00979626,0.0144123,0.00538257,0.00338901,0.00285766,0.0198373,0.028544,0,0,0,0,0,0,0.00336929,0,0,0.0214975
506,0.019913,0.0234183,0,0,0,0,0,0,0.00766692,0.0199155,0.00695187,0.00150683,0,0,0.0629139,0,0.0431885,0.0412891,0.0309885,0.00630043,0.0116257,0.00486018,0.00470326,0.0872374,0.00364917,0.00228442,0.00127318,0.00213779,0.00188073,0.0209945,0.00960445,0.0240958,0.0289686,0.0296673,0.0111751,0.00834118,0.00617856,0.00440049,0.0197313,0,0,0.00707201,0,0.0132239,0.00815527,0.0584717,0.0121653,0.018066,0.0103645,0.00494017,0.0125415,0.00215616,0.0345015,0.00946394,0.00610353,0.00399775,0.0193218,0.00647623,0.0106722,0.0162045,0.00528201,0.00323459,0.00266241,0.0211105,0.0290588,0,0,0,0,0,0,0.00321819,0,0,0.0213276
507,0.0207552,0.0248914,0,0,0,0,0,0,0.00772315,0.0201326,0.00710129,0.00150741,0,0,0.061647,0,0.0432831,0.0407891,0.030991,0.00637271,0.0115265,0.00475711,0.00524038,0.0893428,0.00352166,0.00215805,0.00143814,0.00232112,0.00205375,0.0208447,0.009631,0.0238097,0.0292703,0.0298138,0.0121562,0.00841124,0.00659124,0.00491334,0.0201571,0,0,0.00643958,0,0.0129185,0.00790224,0.0579888,0.0132373,0.0176979,0.0104897,0.00555246,0.0125136,0.0025552,0.0350045,0.010188,0.00654536,0.00414554,0.0190178,0.00676829,0.011334,0.0181116,0.00556702,0.0030809,0.00243787,0.0223088,0.0295094,0,0,0,0,0,0,0.00306863,0,0,0.021134
508,0.0221466,0.0263251,0,0,0,0,0,0,0.00785679,0.0203821,0.00719483,0.00159148,0,0,0.0602169,0,0.0432476,0.0402497,0.0310297,0.00647344,0.0116227,0.00466458,0.0057576,0.0913037,0.00340569,0.00195448,0.00163479,0.00247504,0.00221334,0.0206844,0.00976574,0.023361,0.0296212,0.0298948,0.0132609,0.00842664,0.00702594,0.00531368,0.0206209,0,0,0.00630976,0,0.012597,0.00789081,0.0574622,0.0144613,0.0173356,0.0108265,0.00614109,0.0124687,0.00310697,0.0355329,0.0111305,0.00711391,0.00430088,0.0187223,0.00701973,0.0117763,0.0201072,0.00611734,0.00283374,0.00215639,0.0234412,0.0298935,0,0,0,0,0,0,0.00295031,0,0,0.0209373
509,0.0231055,0.0277085,0,0,0,0,0,0,0.00789978,0.0205732,0.00714609,0.00169068,0,0,0.0587197,0,0.043182,0.0396793,0.0310491,0.00654199,0.0116166,0.00450679,0.00633509,0.093069,0.00328227,0.00174936,0.00192207,0.00260617,0.00236614,0.0205714,0.00977276,0.0230897,0.0299599,0.0299913,0.0145433,0.00842963,0.00760648,0.00575583,0.0210876,0,0,0.0064921,0,0.0123034,0.00791436,0.0569716,0.015988,0.0169704,0.0110173,0.00677284,0.0123736,0.00365134,0.0360415,0.0120487,0.00762333,0.00454678,0.0184087,0.00735054,0.0122092,0.0222309,0.00687949,0.00250824,0.0019574,0.024535,0.0302166,0,0,0,0,0,0,0.00281377,0,0,0.020867
