Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x73,x74,LTHII,x71,x72,LTHIP
1828,0.00873374,0.0141384,0,0,0,0,0,0,0.0210419,0.0178206,0.0146601,0.00404805,0,0,0.0870749,0,0.0429044,0.0484973,0.0353718,0.016638,0.0133574,0.00579974,0.00453539,0.056454,0.00610801,0.00584693,0.0107458,0.0123536,0.00671551,0.0208112,0.0258084,0.0420722,0.023701,0.0269018,0.0232618,0.00831763,0.0117058,0.0039494,0.00957352,0,0,0.0242362,0,0.00781427,0.013968,0.0538722,0.0258715,0.017499,0.0133754,0.00215173,0.0137492,0.00797451,0.0415567,0.0183111,0.0125853,0.00797358,0.0161888,0.0105013,0.0196581,0.0376154,0.0112977,0.00426935,0.00398846,0.0133257,0.0152003,0,0,0,0,0,0,0.0044541,0,0,0.0210314
1829,0.00909437,0.0142423,0,0,0,0,0,0,0.0211352,0.0178053,0.0150213,0.00393888,0,0,0.0866423,0,0.0433574,0.0485866,0.0354771,0.0170639,0.0132823,0.00606336,0.0046046,0.0569275,0.00633112,0.00593115,0.0109176,0.0126081,0.00686745,0.0207735,0.0258724,0.0419211,0.0239169,0.0271584,0.0223593,0.00814911,0.0123691,0.00404521,0.0102,0,0,0.0252842,0,0.00783607,0.0153824,0.0537867,0.0263106,0.0176384,0.0130136,0.00210219,0.0126623,0.00772836,0.0413908,0.0179495,0.0122034,0.00812243,0.0163621,0.0104477,0.0197653,0.036485,0.0124654,0.00366223,0.00479221,0.013439,0.0160492,0,0,0,0,0,0,0.00455971,0,0,0.0211302
1830,0.00886606,0.015311,0,0,0,0,0,0,0.0212078,0.0178887,0.01535,0.00376199,0,0,0.0855462,0,0.0436496,0.0482989,0.035617,0.0174126,0.0131447,0.00628365,0.00443222,0.0584784,0.00656601,0.00597785,0.0112993,0.0128995,0.00702927,0.0206675,0.0259532,0.0406325,0.024195,0.027312,0.021453,0.00876584,0.0128009,0.00425424,0.0102577,0,0,0.0287134,0,0.00707044,0.0166813,0.0537004,0.0268408,0.0176558,0.0126481,0.00200827,0.0126766,0.00749316,0.0411724,0.0176419,0.011831,0.00814162,0.0165161,0.010468,0.019771,0.0351529,0.0149106,0.00494599,0.00526189,0.0144003,0.0162535,0,0,0,0,0,0,0.00464624,0,0,0.0211804
1831,0.0102089,0.0143781,0,0,0,0,0,0,0.0214693,0.0179091,0.0155909,0.00376107,0,0,0.0853301,0,0.0442914,0.0483684,0.0355177,0.0178396,0.0132337,0.00690183,0.00521876,0.057064,0.00702369,0.00640804,0.0116138,0.0131011,0.00700785,0.0209358,0.0261668,0.0410828,0.0244175,0.0275301,0.0202647,0.00771213,0.013105,0.00404564,0.0116596,0,0,0.0206758,0,0.0105246,0.0143875,0.0535978,0.0271001,0.0181251,0.012343,0.00181218,0.010915,0.00735433,0.0410019,0.0172467,0.0114851,0.00811679,0.0167797,0.0105582,0.0197062,0.0335985,0.0106947,0.00436424,0.00374312,0.0136825,0.0177658,0,0,0,0,0,0,0.00481681,0,0,0.021348
1832,0.0105516,0.0148979,0,0,0,0,0,0,0.0215374,0.0179916,0.0157743,0.00376498,0,0,0.0842856,0,0.0445769,0.0480231,0.0356414,0.0179911,0.0132305,0.00707932,0.00539945,0.0578833,0.0073881,0.00653762,0.0117077,0.013314,0.00716167,0.0209003,0.0262097,0.039903,0.0246663,0.0276629,0.019075,0.00788289,0.0133339,0.00406687,0.0121929,0,0,0.0203535,0,0.0105335,0.0142682,0.0535149,0.0271668,0.0183162,0.0120278,0.00185098,0.010399,0.00708329,0.0407493,0.0166739,0.0111303,0.00809271,0.017008,0.0106787,0.0196127,0.0321801,0.0107228,0.00493848,0.00384546,0.0142849,0.0184238,0,0,0,0,0,0,0.00477688,0,0,0.0213336
1833,0.0111409,0.0153986,0,0,0,0,0,0,0.021612,0.018068,0.0159794,0.00363227,0,0,0.0833488,0,0.0448155,0.0477492,0.0357085,0.0182283,0.0131709,0.0072757,0.00547742,0.0587412,0.00779748,0.00665945,0.0118286,0.0135355,0.00730144,0.0208557,0.0262749,0.038854,0.0248578,0.0278695,0.0178489,0.00805312,0.0136469,0.00418998,0.0127956,0,0,0.0201741,0,0.0106079,0.0140661,0.0534321,0.0271751,0.0184969,0.0116193,0.00190838,0.0100696,0.00686324,0.0404913,0.016203,0.0106765,0.00811259,0.0172731,0.0108114,0.0195626,0.030571,0.0107626,0.00541644,0.00390312,0.0147927,0.0191161,0,0,0,0,0,0,0.00479593,0,0,0.0213272
1834,0.0116832,0.0157827,0,0,0,0,0,0,0.0217841,0.0181637,0.0162771,0.00344758,0,0,0.0824414,0,0.0450849,0.0475564,0.0358135,0.0184626,0.0131147,0.00739834,0.00552771,0.0596419,0.00821906,0.00677533,0.0119921,0.0137846,0.00748417,0.0207866,0.0263974,0.037927,0.0250749,0.0280251,0.0167934,0.00816649,0.0138597,0.00438839,0.0134337,0,0,0.0198556,0,0.0107124,0.0138598,0.05334,0.0272654,0.0186662,0.0110952,0.00194014,0.00980446,0.00667239,0.0402054,0.0156659,0.0100785,0.00813979,0.0174725,0.0108898,0.0194048,0.0287279,0.0107321,0.00578153,0.00405724,0.0151947,0.0197738,0,0,0,0,0,0,0.00486359,0,0,0.0213244
1835,0.0121685,0.0160279,0,0,0,0,0,0,0.0220396,0.0182747,0.0166619,0.00327021,0,0,0.0815299,0,0.0453856,0.047371,0.0359437,0.0185838,0.01306,0.00754499,0.00562925,0.0605609,0.0086471,0.00685241,0.012208,0.0140791,0.00768769,0.0206992,0.0265657,0.0371492,0.0252615,0.0281601,0.0158889,0.00822693,0.0138571,0.00461729,0.014078,0,0,0.0193347,0,0.0107566,0.0135848,0.0532763,0.0272564,0.0188309,0.0105277,0.00195455,0.00944782,0.00651721,0.0399186,0.0152056,0.00971416,0.00820989,0.017726,0.0109551,0.0191021,0.0274133,0.0106302,0.00606414,0.00428216,0.015462,0.0204321,0,0,0,0,0,0,0.00495027,0,0,0.0213028
1836,0.0126437,0.0162264,0,0,0,0,0,0,0.0211504,0.0184877,0.01591,0.00313126,0,0,0.0805965,0,0.0457679,0.0470811,0.036047,0.0166609,0.0130299,0.00750672,0.00572791,0.0615273,0.00913381,0.00689994,0.0127489,0.0144454,0.00825743,0.0208245,0.0252679,0.0364086,0.0254569,0.0282331,0.0151564,0.00827151,0.0136989,0.0048159,0.0146973,0,0,0.0187644,0,0.0107607,0.0132583,0.0532694,0.0270221,0.0189665,0.00994012,0.00195924,0.00925221,0.00632575,0.0396013,0.0146408,0.00944805,0.00830985,0.0180245,0.0110668,0.0188961,0.0264896,0.0104039,0.00628437,0.00447123,0.0156473,0.0211033,0,0,0,0,0,0,0.00502476,0,0,0.0213513
1837,0.0131109,0.016431,0,0,0,0,0,0,0.0206517,0.0186994,0.015449,0.00302619,0,0,0.0797572,0,0.0461855,0.0467514,0.0361403,0.0153074,0.0130182,0.00740326,0.00582696,0.0625164,0.00968187,0.00695324,0.0131091,0.0146913,0.0087707,0.0208481,0.0245262,0.0357954,0.0257114,0.0282997,0.0143341,0.00832803,0.0135872,0.00500807,0.0153015,0,0,0.0181417,0,0.0107993,0.012971,0.0533036,0.026743,0.0190991,0.00930295,0.0019668,0.00914572,0.00609277,0.0392584,0.0139779,0.00904932,0.00829906,0.0182999,0.0112139,0.0187813,0.0253237,0.00999777,0.00646274,0.00462609,0.0158353,0.0217343,0,0,0,0,0,0,0.00506497,0,0,0.0214856
1838,0.0135559,0.0166882,0,0,0,0,0,0,0.0203609,0.0187669,0.0151025,0.00291645,0,0,0.0790442,0,0.0464352,0.0464322,0.0362311,0.0140063,0.0129991,0.0073724,0.00588313,0.0635396,0.0102519,0.00696807,0.0134898,0.0149638,0.00931939,0.0209237,0.0240032,0.0352673,0.0259465,0.0284084,0.0133838,0.00840535,0.0136067,0.0052851,0.0158134,0,0,0.0173103,0,0.0108699,0.0127403,0.053364,0.0264796,0.0192514,0.00861969,0.00197565,0.00872296,0.00586522,0.0389113,0.0134218,0.00851783,0.00831494,0.0185568,0.0112698,0.018646,0.024043,0.00945888,0.00661976,0.00473647,0.0160458,0.022317,0,0,0,0,0,0,0.00509138,0,0,0.0215845
1839,0.013952,0.0170292,0,0,0,0,0,0,0.0203008,0.0188,0.014914,0.00281096,0,0,0.0782673,0,0.0465933,0.0460969,0.0363369,0.0128017,0.0129808,0.00735993,0.00590076,0.0646453,0.0109019,0.00688087,0.0138568,0.0152381,0.00992796,0.0210658,0.0236579,0.0347378,0.0261255,0.0285348,0.0124907,0.008445,0.0136421,0.00560394,0.0162798,0,0,0.0164664,0,0.0108959,0.0125485,0.0534303,0.0262138,0.0194532,0.0079289,0.00200897,0.00872757,0.00565765,0.0385594,0.0127768,0.00809495,0.00839839,0.0187847,0.0112448,0.0184684,0.0228448,0.00885819,0.00670457,0.00479244,0.0163297,0.0228611,0,0,0,0,0,0,0.00523573,0,0,0.0217634
1840,0.0144237,0.0174127,0,0,0,0,0,0,0.0204876,0.0188186,0.0149324,0.00270786,0,0,0.0774422,0,0.0467198,0.0458188,0.0364754,0.0118301,0.0129499,0.00734534,0.00579768,0.0657446,0.0115271,0.00687241,0.0142108,0.0155056,0.0105743,0.0212076,0.0235866,0.0342069,0.0262824,0.0287021,0.0115726,0.00848093,0.0135136,0.0059032,0.0166908,0,0,0.0155166,0,0.0108953,0.0122643,0.0535428,0.0258828,0.0196428,0.00729431,0.00203776,0.00881982,0.00549242,0.0381586,0.0119537,0.0076012,0.00845955,0.0190205,0.0111143,0.018223,0.021523,0.00804056,0.00671477,0.00477503,0.0166874,0.0233853,0,0,0,0,0,0,0.0054018,0,0,0.0219819
1841,0.0149161,0.0178017,0,0,0,0,0,0,0.0209213,0.0188384,0.0151746,0.00260099,0,0,0.0765442,0,0.0468639,0.0455677,0.0366515,0.0111558,0.0129207,0.00730321,0.00565245,0.0668044,0.0120977,0.00691729,0.0146138,0.0157947,0.0112612,0.0213824,0.0237721,0.033645,0.0264445,0.0288786,0.010845,0.00853872,0.0131752,0.00620253,0.0171047,0,0,0.0144319,0,0.0109317,0.0116347,0.0536756,0.0254653,0.0197526,0.00674612,0.00203279,0.00890791,0.00533469,0.0377625,0.0112306,0.0069365,0.00849689,0.0193468,0.0109043,0.0178441,0.0198554,0.0072792,0.00660929,0.00468201,0.0170694,0.0238228,0,0,0,0,0,0,0.00555533,0,0,0.0221577
1842,0.0152533,0.0181649,0,0,0,0,0,0,0.0215664,0.0188883,0.0156406,0.00248656,0,0,0.0755643,0,0.0470438,0.045272,0.0368571,0.010852,0.0128886,0.00703395,0.00545311,0.067815,0.0126718,0.00699529,0.0150056,0.0160789,0.0119525,0.0216065,0.0241829,0.0330844,0.0266346,0.029081,0.010196,0.00860814,0.0129076,0.00652485,0.0175304,0,0,0.0131915,0,0.0110527,0.0108651,0.0538205,0.0240387,0.0198056,0.00588613,0.00198944,0.00868142,0.00521662,0.0373648,0.0106115,0.00640846,0.00860351,0.0196724,0.0107337,0.0175367,0.0180994,0.00646526,0.00640651,0.00467835,0.0174352,0.0242367,0,0,0,0,0,0,0.00575294,0,0,0.0222686
1843,0.0155536,0.0185106,0,0,0,0,0,0,0.0223551,0.0189413,0.0162846,0.00242697,0,0,0.0745068,0,0.0472839,0.0449064,0.0370673,0.0108997,0.0128586,0.00686604,0.00521451,0.0688023,0.0132867,0.00709152,0.0153262,0.0163357,0.0126297,0.0218544,0.024747,0.0324689,0.0268435,0.029273,0.00944201,0.00857771,0.0126677,0.00684542,0.0179725,0,0,0.0119658,0,0.0110651,0.0102359,0.0539353,0.0228911,0.0198225,0.0047802,0.00198574,0.00865885,0.00514272,0.0369906,0.00986563,0.00598041,0.0087599,0.0199861,0.0105578,0.0173569,0.0167313,0.00578612,0.00638633,0.00496162,0.0177843,0.024683,0,0,0,0,0,0,0.00600388,0,0,0.0223808
1844,0.015937,0.0188927,0,0,0,0,0,0,0.0233291,0.0189696,0.0170873,0.00239932,0,0,0.0733798,0,0.0475896,0.0445153,0.0372542,0.0112789,0.0128378,0.00683288,0.00503105,0.0698647,0.0139179,0.00720726,0.0156298,0.0165797,0.0132591,0.0221445,0.0255044,0.0317005,0.0270658,0.0294253,0.0086446,0.00848275,0.0124192,0.00711076,0.0183598,0,0,0.0109357,0,0.0107895,0.00980999,0.0540212,0.0219399,0.0198185,0.00360259,0.00204567,0.00875719,0.00505731,0.0366094,0.00901165,0.00545832,0.00894894,0.0203265,0.0103939,0.0172198,0.0154153,0.00510633,0.00657952,0.00520874,0.0181639,0.025136,0,0,0,0,0,0,0.00627222,0,0,0.0225402
1845,0.0163995,0.0192625,0,0,0,0,0,0,0.02461,0.0189889,0.0181291,0.00238886,0,0,0.0722498,0,0.0479085,0.0441345,0.0374078,0.0122095,0.0128173,0.00690784,0.00489056,0.0709495,0.0145679,0.00732852,0.0160421,0.0169178,0.0140363,0.0224376,0.0265149,0.0309629,0.0272967,0.0295532,0.00811885,0.00848934,0.0120874,0.00736251,0.0187681,0,0,0.0097916,0,0.0106172,0.00928347,0.0540601,0.0207641,0.0198193,0.00253555,0.00211877,0.00880057,0.00495763,0.0362265,0.0082787,0.00504189,0.00918193,0.0206219,0.010132,0.0169554,0.0139723,0.00431549,0.00665297,0.00522978,0.0185311,0.0256338,0,0,0,0,0,0,0.00647448,0,0,0.022677
1846,0.0169244,0.0196297,0,0,0,0,0,0,0.0260841,0.0190677,0.0193673,0.00239409,0,0,0.071145,0,0.0480274,0.0438719,0.0375132,0.0135665,0.0128047,0.00687679,0.00478275,0.0720576,0.0152595,0.00745266,0.0165139,0.0173055,0.0149379,0.0227282,0.0277177,0.0302391,0.0276798,0.029663,0.00793449,0.0085632,0.0115274,0.00765205,0.0192155,0,0,0.00857081,0,0.010553,0.00875504,0.0540919,0.0197684,0.019826,0.00196105,0.00218893,0.0086648,0.00489977,0.0358974,0.00757419,0.00478196,0.0093972,0.0209862,0.00982655,0.0166011,0.0127009,0.00351227,0.00659783,0.00516715,0.0188769,0.026192,0,0,0,0,0,0,0.00667698,0,0,0.0228293
1847,0.0173778,0.0200161,0,0,0,0,0,0,0.027556,0.019162,0.0205561,0.00242437,0,0,0.0701486,0,0.0481873,0.0436364,0.0375636,0.014957,0.0128475,0.00686877,0.00464809,0.073141,0.0159876,0.00757523,0.0169022,0.0176167,0.0157461,0.0230818,0.0289229,0.0295471,0.0279517,0.0297333,0.00796064,0.00858953,0.0111144,0.00793149,0.019717,0,0,0.00739239,0,0.0104839,0.00825112,0.054153,0.0190379,0.0198537,0.00205728,0.00228631,0.00866944,0.00487919,0.0356101,0.00694136,0.0044958,0.00948462,0.0213858,0.00950739,0.0161994,0.0116929,0.00283137,0.00652935,0.00514729,0.0192377,0.026776,0,0,0,0,0,0,0.00691888,0,0,0.0230404
1848,0.0178323,0.0205041,0,0,0,0,0,0,0.0289804,0.0192579,0.0217721,0.00246771,0,0,0.0691749,0,0.0485004,0.0433854,0.0376112,0.0164041,0.0128719,0.00694595,0.00451791,0.0742603,0.0166794,0.00771838,0.017219,0.0178828,0.0164636,0.0234299,0.0301363,0.0288226,0.0281227,0.0298035,0.00789006,0.00858795,0.0105867,0.00822032,0.0202381,0,0,0.00627731,0,0.0104075,0.00776408,0.0541998,0.0187495,0.0198517,0.00252655,0.00234684,0.00893716,0.0047861,0.0353209,0.00646137,0.00422556,0.00948486,0.0216936,0.00930861,0.0157737,0.01046,0.00235621,0.00643743,0.0051642,0.0196813,0.027364,0,0,0,0,0,0,0.00713604,0,0,0.02318
1849,0.0183831,0.0210666,0,0,0,0,0,0,0.030357,0.0193046,0.0230077,0.00250954,0,0,0.0682177,0,0.0489042,0.0430582,0.037666,0.0179001,0.0128853,0.00703918,0.0043382,0.0753966,0.0173267,0.00786108,0.0175178,0.0181354,0.0171729,0.023774,0.0313728,0.0281515,0.0281989,0.0297747,0.00763228,0.00857257,0.00982153,0.00847513,0.0208792,0,0,0.00532773,0,0.0103635,0.00723477,0.054256,0.0185846,0.0198253,0.00312433,0.00237721,0.00881707,0.00472749,0.0350105,0.00601729,0.0039797,0.00954796,0.0219007,0.00932267,0.0154139,0.00902103,0.00214757,0.0063359,0.00512896,0.0202074,0.0279438,0,0,0,0,0,0,0.00732081,0,0,0.0233148
1850,0.0180322,0.0201387,0,0,0,0,0,0,0.0313753,0.0200486,0.024079,0.00258447,0,0,0.0616607,0,0.0489564,0.0397193,0.0376627,0.019345,0.0128978,0.00710332,0.00386157,0.0728257,0.0179654,0.00796714,0.0177376,0.018323,0.0177468,0.0239687,0.032252,0.0243006,0.0281666,0.0303245,0.00622734,0.00834281,0.0092681,0.00876459,0.0208466,0,0,0.00370895,0,0.0102012,0.00647194,0.0544008,0.0179926,0.0194676,0.00335415,0.00277303,0.0081012,0.00462482,0.0346807,0.00562941,0.00386837,0.00942265,0.0220978,0.00927081,0.0149306,0.00834919,0.00335303,0.00492587,0.00448681,0.0193481,0.0273178,0,0,0,0,0,0,0.0074025,0,0,0.0233591
1851,0.0185848,0.0204636,0,0,0,0,0,0,0.0327052,0.0203505,0.0253979,0.00268137,0,0,0.0599252,0,0.0489471,0.0389869,0.0375943,0.0211166,0.012936,0.00713947,0.00380105,0.0733109,0.0186331,0.00811741,0.0180417,0.018656,0.0184255,0.0242237,0.0334477,0.0234563,0.0282608,0.030607,0.00697428,0.00838039,0.00973969,0.00866296,0.021568,0,0,0.00339273,0,0.0101989,0.00612262,0.0545111,0.0173564,0.0194196,0.00367632,0.00285271,0.00801079,0.00446557,0.034395,0.00520505,0.00375648,0.00915067,0.0222197,0.00922092,0.0144629,0.00753446,0.00371925,0.00483429,0.00448896,0.0196923,0.0277526,0,0,0,0,0,0,0.00743984,0,0,0.0234021
1852,0.0191051,0.0206778,0,0,0,0,0,0,0.0338652,0.0206587,0.0265831,0.00275449,0,0,0.0580647,0,0.0489578,0.0381637,0.0374904,0.0227319,0.0129627,0.00720712,0.00375297,0.0735792,0.0192767,0.00830401,0.0182862,0.0189192,0.0190135,0.0244773,0.0345319,0.0226315,0.0283553,0.0308662,0.00773693,0.00842287,0.0100282,0.00869885,0.0222565,0,0,0.00321311,0,0.0102069,0.00575429,0.0546626,0.0166614,0.0193262,0.00394439,0.00293129,0.0081174,0.00420538,0.0340261,0.00477691,0.00365022,0.00886268,0.0223583,0.00886684,0.0138715,0.00693346,0.00393328,0.0047483,0.00451711,0.019975,0.0281741,0,0,0,0,0,0,0.00750815,0,0,0.0234442
1853,0.0194471,0.0207626,0,0,0,0,0,0,0.0347759,0.0209428,0.0275717,0.00276125,0,0,0.0560002,0,0.0489133,0.0372022,0.037414,0.0241342,0.0129213,0.00729832,0.00372249,0.0736729,0.019883,0.00852795,0.0184739,0.0190843,0.0195373,0.0247552,0.035511,0.0218177,0.0283826,0.0311052,0.00799079,0.00846271,0.00930507,0.00882442,0.0228371,0,0,0.00323189,0,0.010216,0.00527921,0.0547806,0.015877,0.0191933,0.00418242,0.00301242,0.00812141,0.00388966,0.0336059,0.00433423,0.0035087,0.00865864,0.0222979,0.00824125,0.0132176,0.00615527,0.00418999,0.00469449,0.00440359,0.0201287,0.0286141,0,0,0,0,0,0,0.00761739,0,0,0.0235473
1854,0.0197637,0.0207327,0,0,0,0,0,0,0.0355695,0.0212402,0.0283855,0.00272646,0,0,0.0537485,0,0.0489218,0.0361419,0.0373654,0.0252961,0.0128516,0.00740387,0.00377613,0.0735891,0.020452,0.00874104,0.0185743,0.0191367,0.019941,0.025011,0.0363704,0.0210872,0.0283946,0.0313661,0.00780608,0.00854814,0.00806427,0.0089693,0.0232506,0,0,0.00343387,0,0.0102349,0.00482143,0.0548606,0.0146668,0.0189579,0.00446843,0.00307947,0.00812884,0.00356629,0.0331488,0.00385391,0.0031687,0.00853407,0.0221228,0.00758836,0.0125432,0.00557426,0.00469591,0.00479978,0.00413547,0.0200997,0.0290549,0,0,0,0,0,0,0.0077271,0,0,0.0237006
1855,0.0202038,0.020595,0,0,0,0,0,0,0.036435,0.0216031,0.0291705,0.00266581,0,0,0.0511743,0,0.0488257,0.0349249,0.0373553,0.0264394,0.0127716,0.00748263,0.00379739,0.0732732,0.0209968,0.00893025,0.0186307,0.0191829,0.0202788,0.0251906,0.0372158,0.0203498,0.0283285,0.0316546,0.00719547,0.00869849,0.00677662,0.00910751,0.0235993,0,0,0.00382587,0,0.0103789,0.00440335,0.0549326,0.0132382,0.01871,0.00483045,0.00315879,0.00802711,0.00320874,0.0325907,0.00330242,0.003027,0.00834748,0.0219693,0.00704279,0.0117899,0.00513307,0.00532386,0.00514003,0.00424643,0.0199011,0.0294251,0,0,0,0,0,0,0.0078243,0,0,0.023815
1856,0.0212553,0.0212955,0,0,0,0,0,0,0.0373906,0.0214075,0.0299507,0.00250217,0,0,0.0522456,0,0.0491646,0.0357502,0.0373414,0.0275588,0.0126761,0.00756864,0.003872,0.0751356,0.0215281,0.00910077,0.0187135,0.0193048,0.0206257,0.0253213,0.0381577,0.0213237,0.0285669,0.0314409,0.00737947,0.00869745,0.00685011,0.00919202,0.0244873,0,0,0.00427472,0,0.010531,0.00403996,0.0550206,0.0128874,0.0187814,0.00497142,0.00307792,0.00792531,0.00296494,0.0320941,0.00289885,0.00310853,0.00795982,0.0222385,0.00678036,0.0111438,0.00502615,0.00583905,0.0049783,0.00452568,0.0205617,0.0305522,0,0,0,0,0,0,0.00785203,0,0,0.023851
1857,0.0219939,0.0219219,0,0,0,0,0,0,0.0380525,0.0212896,0.0304279,0.00243343,0,0,0.0526696,0,0.0494744,0.0362413,0.0373438,0.0284031,0.0126733,0.00771265,0.00392047,0.0767476,0.0219891,0.00925393,0.0187076,0.0193389,0.020816,0.0254306,0.0387963,0.0219055,0.0288534,0.0315359,0.00818148,0.00860736,0.00713245,0.0090914,0.0252307,0,0,0.00486217,0,0.0103037,0.00398024,0.055121,0.01268,0.0187606,0.00496237,0.0030468,0.00792873,0.0027526,0.0316699,0.00259249,0.00320977,0.00777889,0.0223531,0.00681481,0.010762,0.00494966,0.00623773,0.00520503,0.00489139,0.0211574,0.0314594,0,0,0,0,0,0,0.00788894,0,0,0.0238999
1858,0.0225992,0.0226191,0,0,0,0,0,0,0.0385779,0.0212536,0.030838,0.00239769,0,0,0.0525074,0,0.0498395,0.0363642,0.0374028,0.0292263,0.0126834,0.00768255,0.00407176,0.0783942,0.0223721,0.0093903,0.0187576,0.0194007,0.0209942,0.0254733,0.0393446,0.0221639,0.0291803,0.0317884,0.00909061,0.00856821,0.00718262,0.00879301,0.0259137,0,0,0.00554318,0,0.0101352,0.00404077,0.0552132,0.0123653,0.0187597,0.0051442,0.00296764,0.00816184,0.00267055,0.0312219,0.00232778,0.00320758,0.00790642,0.0221807,0.00726015,0.0107046,0.00523584,0.00668832,0.00533894,0.00504368,0.0218077,0.0323067,0,0,0,0,0,0,0.00787935,0,0,0.0239257
1859,0.0232033,0.0231949,0,0,0,0,0,0,0.0389112,0.0212745,0.0310434,0.00236049,0,0,0.052244,0,0.0502154,0.0364535,0.037544,0.0294303,0.0126759,0.00736069,0.004146,0.0798646,0.0227032,0.00948091,0.0187765,0.0194742,0.0211055,0.0254638,0.0396905,0.0223483,0.0295268,0.0315667,0.00942095,0.00858193,0.0070574,0.00862737,0.026559,0,0,0.00634934,0,0.0100837,0.00409352,0.0552891,0.0118204,0.0186975,0.00522676,0.00293101,0.00834577,0.00261338,0.0307624,0.00202241,0.00322939,0.0078544,0.0222472,0.00726061,0.0104227,0.00554597,0.00714817,0.00538667,0.00490818,0.0223668,0.0330449,0,0,0,0,0,0,0.00782107,0,0,0.0239309
1860,0.0236665,0.0236602,0,0,0,0,0,0,0.0389284,0.0213448,0.0310158,0.00235647,0,0,0.0518405,0,0.0505146,0.0365243,0.037764,0.0294396,0.0126435,0.00700512,0.00411524,0.0811586,0.0229751,0.00952323,0.0187487,0.019549,0.0211138,0.0254161,0.0397949,0.0224307,0.0298386,0.031513,0.00902879,0.00859216,0.006873,0.00855921,0.027162,0,0,0.00710876,0,0.0100679,0.00409575,0.0553461,0.0111098,0.0186173,0.00508757,0.00292492,0.00845931,0.0024808,0.0302782,0.00164208,0.00324976,0.00759237,0.0226607,0.00655576,0.00982926,0.00553217,0.00748968,0.00529132,0.00487347,0.022825,0.0337588,0,0,0,0,0,0,0.00777425,0,0,0.0238992
1861,0.0241584,0.0240772,0,0,0,0,0,0,0.0386606,0.0214256,0.030802,0.00242033,0,0,0.0512791,0,0.0508056,0.036556,0.0379598,0.0293647,0.0125981,0.0069058,0.00408643,0.0823734,0.0232321,0.00955812,0.0187261,0.0196346,0.0210527,0.0253417,0.0397712,0.0224116,0.0301264,0.0315981,0.00876737,0.00857419,0.00664397,0.00850902,0.0278107,0,0,0.00783874,0,0.0100336,0.0040866,0.0553923,0.0106832,0.0185416,0.00493597,0.00292948,0.00855238,0.00256789,0.0297715,0.00123701,0.00312311,0.00746571,0.0229921,0.00621349,0.00934602,0.00549917,0.00796608,0.00517389,0.00495055,0.0232355,0.0344134,0,0,0,0,0,0,0.00767154,0,0,0.0238039
1862,0.0247374,0.0244605,0,0,0,0,0,0,0.0382204,0.0215024,0.0305245,0.00265263,0,0,0.0506529,0,0.0510767,0.0365775,0.0380879,0.029024,0.0125504,0.00687383,0.00407228,0.0835883,0.0234253,0.00957247,0.018728,0.0197635,0.0209448,0.0251986,0.0396959,0.0223736,0.0303889,0.0316614,0.00895072,0.00856201,0.00656206,0.00843955,0.0284894,0,0,0.00874835,0,0.010003,0.00411317,0.0554569,0.0105486,0.0184656,0.00477153,0.00290106,0.00861594,0.00263639,0.0292849,0.000948193,0.00298096,0.00738269,0.0231939,0.00619941,0.0089552,0.00543312,0.00863312,0.00521629,0.00499325,0.0236122,0.03503,0,0,0,0,0,0,0.00752352,0,0,0.0236532
1863,0.0252627,0.0247663,0,0,0,0,0,0,0.0377651,0.0215741,0.0300444,0.0026178,0,0,0.0500372,0,0.0513238,0.0366101,0.0381731,0.0286744,0.0125266,0.00676055,0.00418025,0.0846967,0.0235445,0.00954628,0.0186722,0.0197965,0.0207131,0.0249877,0.0393623,0.0223202,0.0306549,0.031717,0.00886671,0.00858426,0.00629555,0.00837099,0.0291689,0,0,0.00969872,0,0.0099997,0.00426512,0.0555911,0.00998795,0.0184023,0.00459017,0.0028704,0.00863707,0.00256732,0.0288738,0.00104005,0.00279428,0.00726933,0.02336,0.00608872,0.00865971,0.00532799,0.0094381,0.00520181,0.00496027,0.0239042,0.0356714,0,0,0,0,0,0,0.00736905,0,0,0.0235099
